osmid,oneway,lanes,ref,highway,maxspeed,reversed,length,geometry
178240335,False,2,N 4,primary,50,False,36.037,"LINESTRING (-16.0336259 14.3552807, -16.0337361 14.3555867)"
178240335,False,2,N 4,primary,50,True,12.943,"LINESTRING (-16.0336259 14.3552807, -16.0335863 14.3551708)"
965816989,False,,,tertiary,,False,78.988,"LINESTRING (-16.0336259 14.3552807, -16.034357 14.3552264)"
178240335,False,2,N 4,primary,50,True,64.346,"LINESTRING (-16.0347454 14.3583892, -16.0345487 14.3578428)"
965816992,False,,,residential,,False,37.615,"LINESTRING (-16.0347454 14.3583892, -16.0350936 14.3583638)"
965816992,False,,,residential,,True,48.721,"LINESTRING (-16.036814 14.3582381, -16.036363 14.3582711)"
965816992,False,,,residential,,False,137.13,"LINESTRING (-16.0350936 14.3583638, -16.036363 14.3582711)"
965816992,False,,,residential,,True,37.615,"LINESTRING (-16.0350936 14.3583638, -16.0347454 14.3583892)"
965816993,False,,,residential,,False,73.611,"LINESTRING (-16.0350936 14.3583638, -16.0350816 14.3577019)"
965816989,False,,,tertiary,,False,74.243,"LINESTRING (-16.0350358 14.3551743, -16.0357224 14.3551164)"
965816993,False,,,residential,,True,73.489,"LINESTRING (-16.0350358 14.3551743, -16.0350478 14.3558351)"
965816989,False,,,tertiary,,True,73.353,"LINESTRING (-16.0350358 14.3551743, -16.034868 14.3551885, -16.034357 14.3552264)"
965816992,False,,,residential,,False,48.721,"LINESTRING (-16.036363 14.3582711, -16.036814 14.3582381)"
965816992,False,,,residential,,True,137.13,"LINESTRING (-16.036363 14.3582711, -16.0350936 14.3583638)"
965816994,False,,,residential,,False,75.873,"LINESTRING (-16.036363 14.3582711, -16.0362121 14.3576046)"
965816989,False,,,tertiary,,False,62.856,"LINESTRING (-16.0357224 14.3551164, -16.0363037 14.3550674)"
965816989,False,,,tertiary,,True,74.243,"LINESTRING (-16.0357224 14.3551164, -16.0350358 14.3551743)"
965816994,False,,,residential,,False,59.125,"LINESTRING (-16.0357224 14.3551164, -16.0356078 14.3545964)"
965816994,False,,,residential,,True,73.049,"LINESTRING (-16.0357224 14.3551164, -16.0358462 14.3557623)"
965816994,False,,,residential,,False,63.594,"LINESTRING (-16.0344441 14.3524725, -16.0343283 14.3519117)"
965817018,False,,,residential,,False,85.549,"LINESTRING (-16.0344441 14.3524725, -16.033669 14.35264)"
965816994,False,,,residential,,True,77.13900000000001,"LINESTRING (-16.0344441 14.3524725, -16.0347261 14.3528785, -16.0348718 14.3530263)"
965816994,False,,,residential,,False,92.647,"LINESTRING (-16.0356078 14.3545964, -16.0354281 14.3537816)"
965816994,False,,,residential,,True,59.125,"LINESTRING (-16.0356078 14.3545964, -16.0357224 14.3551164)"
965816995,False,,,residential,,False,105.908,"LINESTRING (-16.0356078 14.3545964, -16.0346412 14.3547704)"
965816995,False,,,residential,,True,68.851,"LINESTRING (-16.0356078 14.3545964, -16.0362379 14.3544926)"
965816995,False,,,residential,,True,40.229,"LINESTRING (-16.0339488 14.3548201, -16.0343222 14.3548141)"
965816996,False,,,residential,,True,171.149,"LINESTRING (-16.0311064 14.3568576, -16.0318379 14.3566952, -16.0320666 14.3564516, -16.0322571 14.3563483, -16.0325218 14.3564371)"
178240335,False,2,N 4,primary,50,False,58.742,"LINESTRING (-16.0339037 14.3560519, -16.0340833 14.3565507)"
178240335,False,2,N 4,primary,50,True,54.788,"LINESTRING (-16.0339037 14.3560519, -16.0337361 14.3555867)"
965816996,False,,,residential,,True,56.737,"LINESTRING (-16.0339037 14.3560519, -16.0344171 14.355938)"
965816996,False,,,residential,,False,70.438,"LINESTRING (-16.0339037 14.3560519, -16.0337659 14.3560825, -16.0332852 14.3562547)"
965816993,False,,,residential,,False,73.489,"LINESTRING (-16.0350478 14.3558351, -16.0350358 14.3551743)"
965816993,False,,,residential,,True,66.75,"LINESTRING (-16.0350478 14.3558351, -16.0350587 14.3564353)"
965816996,False,,,residential,,True,86.386,"LINESTRING (-16.0350478 14.3558351, -16.0358462 14.3557623)"
965816996,False,,,residential,,False,69.044,"LINESTRING (-16.0350478 14.3558351, -16.0347642 14.355861, -16.0344171 14.355938)"
965816994,False,,,residential,,False,73.049,"LINESTRING (-16.0358462 14.3557623, -16.0357224 14.3551164)"
965816994,False,,,residential,,True,63.819,"LINESTRING (-16.0358462 14.3557623, -16.0359543 14.3563266)"
965816996,False,,,residential,,False,86.386,"LINESTRING (-16.0358462 14.3557623, -16.0350478 14.3558351)"
965816996,False,,,residential,,True,57.508,"LINESTRING (-16.0358462 14.3557623, -16.0363777 14.3557138)"
965816997,False,,,residential,,True,16.426,"LINESTRING (-16.0300776 14.3547684, -16.0302279 14.3547435)"
965816997,False,,,residential,,False,58.077,"LINESTRING (-16.0332852 14.3562547, -16.0330909 14.3557675)"
965816997,False,,,residential,,True,69.97,"LINESTRING (-16.0332852 14.3562547, -16.0335192 14.3568417)"
965816996,False,,,residential,,False,87.56299999999999,"LINESTRING (-16.0332852 14.3562547, -16.0326533 14.3564811, -16.0325218 14.3564371)"
965816996,False,,,residential,,True,70.438,"LINESTRING (-16.0332852 14.3562547, -16.0337659 14.3560825, -16.0339037 14.3560519)"
178240335,False,2,N 4,primary,50,False,12.943,"LINESTRING (-16.0335863 14.3551708, -16.0336259 14.3552807)"
178240335,False,2,N 4,primary,50,True,138.576,"LINESTRING (-16.0335863 14.3551708, -16.0331626 14.3539941)"
965816998,False,,,residential,,False,74.69,"LINESTRING (-16.0335863 14.3551708, -16.0329075 14.3553077)"
965816998,False,,,residential,,True,27.765,"LINESTRING (-16.0307254 14.3554919, -16.0309827 14.3554772)"
965816997,False,,,residential,,True,54.812,"LINESTRING (-16.0329075 14.3553077, -16.0330909 14.3557675)"
965816998,False,,,residential,,True,74.69,"LINESTRING (-16.0329075 14.3553077, -16.0335863 14.3551708)"
965816997,False,,,residential,,False,212.453,"LINESTRING (-16.0329075 14.3553077, -16.0328515 14.3551671, -16.0325771 14.3545174, -16.0322647 14.3543402, -16.0319599 14.3543476, -16.0316703 14.3544584, -16.0315878 14.3545343)"
965816998,False,,,residential,,False,74.757,"LINESTRING (-16.0329075 14.3553077, -16.0328362 14.3553221, -16.0322418 14.3553147, -16.0322157 14.3553201)"
