osmid,oneway,ref,name,highway,maxspeed,reversed,length,geometry,lanes,bridge,tunnel,junction
929696516,True,75,Nilsiäntie,primary,50,False,28.616,"LINESTRING (27.6547215 63.0742561, 27.6551084 63.0744446)",,,,
22811285,True,,Kuiluntie,primary_link,40,False,35.3,"LINESTRING (27.6547215 63.0742561, 27.6548772 63.0742523, 27.6549918 63.0742425, 27.6550622 63.0742341, 27.6551776 63.0742122, 27.6553479 63.0741418)",,,,
929696520,False,,Räisäläntie,residential,,False,26.122,"LINESTRING (27.6649114 63.0759202, 27.6648844 63.0761548)",,,,
829440673,False,,Asematie,residential,,True,103.07000000000001,"LINESTRING (27.6649114 63.0759202, 27.664913 63.0757775, 27.6648933 63.0755277, 27.6648914 63.0751706, 27.6649063 63.0750922, 27.6649193 63.0749939)",,,,
954629422,True,,Asematie,residential,,False,33.597,"LINESTRING (27.6649114 63.0759202, 27.6648719 63.0759495, 27.6648214 63.0759738, 27.6647148 63.0760037, 27.6643405 63.076057)",,,,
954629420,False,,Asematie,residential,,False,30.026,"LINESTRING (27.6643405 63.076057, 27.6642592 63.0760649, 27.6637636 63.0761252)",,,,
954629421,True,,Asematie,residential,,False,30.601,"LINESTRING (27.6643405 63.076057, 27.6645302 63.0760681, 27.6647089 63.0760904, 27.6648028 63.0761114, 27.6648464 63.0761306, 27.6648844 63.0761548)",,,,
954629420,False,,Asematie,residential,,False,4.104,"LINESTRING (27.6614861 63.0766001, 27.6614505 63.0766333)",,,,
22774399,False,,Toritie,residential,40,False,124.896,"LINESTRING (27.6614861 63.0766001, 27.6613829 63.0764974, 27.6613051 63.0764124, 27.6612072 63.0762618, 27.6611571 63.0761476, 27.6611146 63.0760505, 27.661007 63.0757459, 27.6609545 63.0756284, 27.6609163 63.0755545, 27.660888 63.0755148)",,,,
954629420,False,,Asematie,residential,,True,128.396,"LINESTRING (27.6614861 63.0766001, 27.6616641 63.0765247, 27.6618549 63.0764452, 27.6621016 63.0763676, 27.6622019 63.0763487, 27.6623154 63.0763301, 27.662425 63.0763122, 27.6626872 63.0762755, 27.6631211 63.0762149, 27.6633787 63.0761789, 27.6635425 63.076156, 27.6637636 63.0761252)",,,,
22774399,False,,Toritie,residential,40,False,57.757,"LINESTRING (27.660888 63.0755148, 27.660609 63.0753809, 27.6605289 63.0753496, 27.6603334 63.0752732, 27.6600272 63.075174)",,,,
22774399,False,,Toritie,residential,40,True,124.89600000000002,"LINESTRING (27.660888 63.0755148, 27.6609163 63.0755545, 27.6609545 63.0756284, 27.661007 63.0757459, 27.6611146 63.0760505, 27.6611571 63.0761476, 27.6612072 63.0762618, 27.6613051 63.0764124, 27.6613829 63.0764974, 27.6614861 63.0766001)",,,,
133368539,False,,,unclassified,,False,41.101,"LINESTRING (27.660888 63.0755148, 27.6610608 63.0754901, 27.6611423 63.0754768, 27.6615457 63.0754257, 27.6616647 63.0754025)",,,,
507629571,True,,Kasurilantie,tertiary,40,False,12.207,"LINESTRING (27.6586627 63.0761208, 27.6585753 63.0762232)",2,,,
34607401,True,75,Nilsiäntie,primary,50,False,140.531,"LINESTRING (27.6586627 63.0761208, 27.6588401 63.0761877, 27.6591969 63.0763128, 27.6595804 63.0764324, 27.6600686 63.0765703, 27.6609919 63.0768133)",,,,
34607379,False,,Haarahongantie,residential,40,True,21.784,"LINESTRING (27.6580781 63.076672, 27.6582415 63.0764906)",,,,
22774401,False,,Viertotie,residential,40,False,11.562999999999999,"LINESTRING (27.6580781 63.076672, 27.658202 63.076708, 27.6582694 63.0767295)",,,,
34607379,False,,Haarahongantie,residential,40,False,80.464,"LINESTRING (27.6580781 63.076672, 27.6579137 63.076725, 27.6573983 63.0768271, 27.6566299 63.0769736)",,,,
34607379,False,,Haarahongantie,residential,40,True,12.386,"LINESTRING (27.6564016 63.0770151, 27.6566299 63.0769736)",,,,
23192502,False,,,residential,,False,35.909000000000006,"LINESTRING (27.6564016 63.0770151, 27.6564338 63.0770618, 27.6565015 63.0771602, 27.6565298 63.0772012, 27.6565646 63.0772518, 27.6565994 63.0773024, 27.6566139 63.0773234)",,,,
34607379,False,,Haarahongantie,residential,40,False,76.92099999999999,"LINESTRING (27.6564016 63.0770151, 27.6559175 63.0771057, 27.6549913 63.0772811)",,,,
22774401,False,,Viertotie,residential,40,False,142.082,"LINESTRING (27.659805 63.0772118, 27.6601157 63.0772964, 27.6607502 63.0774691, 27.6608529 63.077497, 27.6611116 63.0775636, 27.6616224 63.0776823, 27.6622735 63.0778294)",,,,
22774401,False,,Viertotie,residential,40,True,38.281,"LINESTRING (27.659805 63.0772118, 27.6592996 63.0770562, 27.6591763 63.0770182)",,,,
"[821166048, 23192503]",False,,Santamäentie,residential,40,"[False, True]",243.63099999999997,"LINESTRING (27.659805 63.0772118, 27.6597501 63.0772498, 27.6594592 63.077449, 27.6593985 63.0774906, 27.6590293 63.0777437, 27.6588158 63.0778901, 27.6584986 63.0777895, 27.6583741 63.07775, 27.6577954 63.0775663, 27.6576673 63.0775257, 27.6575983 63.0775038, 27.6571078 63.0773477, 27.6570207 63.0773022, 27.6566753 63.0770198, 27.6566299 63.0769736)",,,,
22774401,False,,Viertotie,residential,40,False,40.513999999999996,"LINESTRING (27.6622735 63.0778294, 27.6624936 63.0778702, 27.6630347 63.0779467)",,,,
22774401,False,,Viertotie,residential,40,True,142.082,"LINESTRING (27.6622735 63.0778294, 27.6616224 63.0776823, 27.6611116 63.0775636, 27.6608529 63.077497, 27.6607502 63.0774691, 27.6601157 63.0772964, 27.659805 63.0772118)",,,,
23192504,False,,Myllykuja,residential,40,False,177.001,"LINESTRING (27.6622735 63.0778294, 27.6622128 63.0779055, 27.6620515 63.0779678, 27.6618672 63.0780204, 27.6618045 63.0780361, 27.6614519 63.0781244, 27.6600594 63.0784176, 27.6592462 63.0785888)",,,,
23192508,False,,Räisäläntie,residential,,True,15.828,"LINESTRING (27.6637662 63.078059, 27.663774 63.0779167)",,,,
23192508,False,,Räisäläntie,residential,,False,41.480000000000004,"LINESTRING (27.6637662 63.078059, 27.6637787 63.0781197, 27.6639582 63.078421)",,,,
958095069,True,,Viertotie,residential,40,False,38.973,"LINESTRING (27.6637662 63.078059, 27.6636697 63.0780357, 27.6635543 63.0780196, 27.6630347 63.0779467)",,,,
23192508,False,,Räisäläntie,residential,,False,20.649,"LINESTRING (27.6647839 63.0765096, 27.6646847 63.0766232, 27.6646391 63.0766833)",,,,
929696520,False,,Räisäläntie,residential,,True,39.781,"LINESTRING (27.6647839 63.0765096, 27.6648252 63.0763877, 27.6648844 63.0761548)",,,,
956687458,True,,,primary_link,,False,24.999000000000002,"LINESTRING (27.6647839 63.0765096, 27.6648914 63.0765379, 27.6650146 63.0765922, 27.665144 63.0766614)",,,,
829440673,False,,Asematie,residential,,False,103.07,"LINESTRING (27.6649193 63.0749939, 27.6649063 63.0750922, 27.6648914 63.0751706, 27.6648933 63.0755277, 27.664913 63.0757775, 27.6649114 63.0759202)",,,,
"[829440673, 837564710]",False,,Asematie,residential,,True,298.247,"LINESTRING (27.6649193 63.0749939, 27.6649943 63.0746569, 27.6650052 63.0746195, 27.6650589 63.0744355, 27.6650838 63.0743447, 27.6652528 63.0735857, 27.6653358 63.0732127, 27.6653689 63.0731244, 27.6653854 63.0729933, 27.6654024 63.0729182, 27.6654724 63.0726103, 27.665523 63.0723262)",,,,
"[882961649, 22811276]",False,,,unclassified,,False,112.914,"LINESTRING (27.6649193 63.0749939, 27.6651636 63.0750003, 27.6653914 63.0750269, 27.66555 63.0750506, 27.6656454 63.0750933, 27.6657875 63.0752082, 27.665877 63.075339, 27.6658684 63.0756088, 27.6659667 63.0756649, 27.666066 63.0756904)",,,,
22774398,False,,Tervarinteentie,residential,,True,163.85600000000002,"LINESTRING (27.665523 63.0723262, 27.6655471 63.0722647, 27.6656287 63.0720562, 27.6657426 63.0715156, 27.6657761 63.0713088, 27.6657254 63.0712586, 27.665689 63.0712225, 27.6655166 63.071149, 27.6653885 63.0710934, 27.6653222 63.0710647, 27.665086 63.0710001)",,,,
31507754,False,,,residential,,True,64.31,"LINESTRING (27.665523 63.0723262, 27.6648414 63.0720907, 27.6645452 63.071956)",,,,
821846718,False,,Tervarinteentie,residential,,False,67.51,"LINESTRING (27.665523 63.0723262, 27.6661173 63.0723755, 27.6665379 63.0724013, 27.6668494 63.0723931)",,,,
"[829440673, 837564710]",False,,Asematie,residential,,False,298.247,"LINESTRING (27.665523 63.0723262, 27.6654724 63.0726103, 27.6654024 63.0729182, 27.6653854 63.0729933, 27.6653689 63.0731244, 27.6653358 63.0732127, 27.6652528 63.0735857, 27.6650838 63.0743447, 27.6650589 63.0744355, 27.6650052 63.0746195, 27.6649943 63.0746569, 27.6649193 63.0749939)",,,,
22774398,False,,Tervarinteentie,residential,,False,163.85599999999997,"LINESTRING (27.665086 63.0710001, 27.6653222 63.0710647, 27.6653885 63.0710934, 27.6655166 63.071149, 27.665689 63.0712225, 27.6657254 63.0712586, 27.6657761 63.0713088, 27.6657426 63.0715156, 27.6656287 63.0720562, 27.6655471 63.0722647, 27.665523 63.0723262)",,,,
507989663,False,,Kasurilantie,tertiary,40,False,60.519,"LINESTRING (27.665086 63.0710001, 27.6654522 63.0707131, 27.6657336 63.0705427)",,,,
507989663,False,,Kasurilantie,tertiary,40,True,101.05600000000001,"LINESTRING (27.665086 63.0710001, 27.6641783 63.0716226, 27.6639871 63.0717605)",,,,
23192717,False,,Siilinpääntie,residential,,False,99.609,"LINESTRING (27.667976 63.0754558, 27.668193 63.0745654)",,,,
23192717,False,,Siilinpääntie,residential,,True,105.37100000000001,"LINESTRING (27.667976 63.0754558, 27.6678513 63.0759144, 27.6677652 63.0762313, 27.667718 63.0763962)",,,,
23192717,False,,Siilinpääntie,residential,,True,99.609,"LINESTRING (27.668193 63.0745654, 27.667976 63.0754558)",,,,
23192711,False,,Valkamantie,residential,,False,123.47500000000001,"LINESTRING (27.668193 63.0745654, 27.6683634 63.0740664, 27.668416 63.0738357, 27.6684343 63.073742, 27.6684624 63.0735981, 27.6684332 63.0734637)",,,,
23192508,False,,Räisäläntie,residential,,False,16.247,"LINESTRING (27.6641167 63.0786513, 27.6642013 63.0787923)",,,,
23192508,False,,Räisäläntie,residential,,True,26.823,"LINESTRING (27.6641167 63.0786513, 27.6639582 63.078421)",,,,
24227825,False,,,primary_link,,False,99.618,"LINESTRING (27.6641167 63.0786513, 27.6643335 63.0786106, 27.6646015 63.0785638, 27.6647115 63.0785268, 27.6647785 63.0784958, 27.6648429 63.0784649, 27.6649153 63.0784169, 27.664981 63.0783471, 27.6650025 63.078262, 27.6650092 63.07797)",,,,
22774411,True,,,primary_link,,False,31.834000000000003,"LINESTRING (27.6652459 63.0774186, 27.6652935 63.0775571, 27.665319 63.0776202, 27.6653874 63.0776961)",,,,
22796167,False,,,primary_link,,False,87.93099999999998,"LINESTRING (27.6652459 63.0774186, 27.6653498 63.0771557, 27.6653968 63.0769857, 27.6653941 63.0769317, 27.665378 63.0768776, 27.6653385 63.076812, 27.6652801 63.0767464, 27.665209 63.0766991, 27.665144 63.0766614)",,,,
22811275,False,,Tarinantie,residential,40,False,117.12699999999998,"LINESTRING (27.6610293 63.0699984, 27.6612236 63.07011, 27.6615747 63.0703117, 27.662166 63.0706314, 27.6625188 63.0708069)",2,,,
