osmid,name,highway,oneway,reversed,length,bridge,maxspeed,geometry,lanes,ref
"[104334713, 4940686, 104334718]",Maskuntie,tertiary,False,True,480.6139999999999,yes,50,"LINESTRING (22.0919098 60.5949677, 22.0919131 60.5950756, 22.091893 60.5951768, 22.0918687 60.5952517, 22.0918188 60.5953344, 22.0917676 60.5954042, 22.091682 60.5954719, 22.0914658 60.5956079, 22.0911937 60.5957608, 22.0902994 60.5961979, 22.0900144 60.5963238, 22.0897207 60.5964413, 22.0894053 60.596545, 22.0890984 60.5966234, 22.0875872 60.5969856, 22.0873811 60.597043, 22.0871494 60.5971065, 22.0869405 60.5971662, 22.0867652 60.5972307, 22.0865599 60.5973036, 22.0855464 60.5977192)",,
473145049,Koljolantie,tertiary,False,True,131.257,,50,"LINESTRING (22.0920942 60.6034423, 22.0911895 60.6023486)",2,2010
"[514902194, 376547818]","['Oikotie', 'Myllymäentie']",residential,False,False,289.85499999999996,,,"LINESTRING (22.0920942 60.6034423, 22.0919379 60.6034865, 22.0918306 60.603522, 22.0917332 60.6035678, 22.0913354 60.6037989, 22.0910806 60.6039198, 22.0903736 60.6042165, 22.0902599 60.6042601, 22.0901505 60.6042883, 22.090026 60.6043009, 22.0898919 60.6042929, 22.0897579 60.6042674, 22.0896583 60.6042345, 22.0890042 60.6040002, 22.0886444 60.6038709, 22.087984 60.6036334, 22.0879058 60.6036053)",,
24887830,Nummentie,tertiary,False,False,125.74199999999999,,40,"LINESTRING (22.0808376 60.5997371, 22.0808979 60.5996742, 22.0810397 60.5995627, 22.081308 60.5993826, 22.0814904 60.5992869, 22.0816458 60.5992139, 22.0817969 60.5991557, 22.0820023 60.5990993, 22.0822262 60.5990556, 22.0824739 60.5989823)",,
24887830,Nummentie,tertiary,False,True,142.773,,40,"LINESTRING (22.0808376 60.5997371, 22.080783 60.5997975, 22.0807486 60.5998583, 22.08074 60.5999275, 22.0807449 60.6000005, 22.0807615 60.600075, 22.0807967 60.6001711, 22.0808634 60.6003302, 22.0810098 60.6006341, 22.0811149 60.600791, 22.0812491 60.6009798)",,
67671585,Postikuja,residential,False,False,83.35300000000001,,,"LINESTRING (22.0808376 60.5997371, 22.0807777 60.5996771, 22.0807469 60.599601, 22.0807254 60.5994725, 22.0806997 60.5993166, 22.0806525 60.5991902, 22.080601 60.5991017, 22.0805538 60.5990659, 22.0804765 60.5990238)",,
24887831,Kaitaraistentie,tertiary,False,True,36.122,,,"LINESTRING (22.0814103 60.6012939, 22.0813614 60.6011485, 22.0812491 60.6009798)",,
240327386,Kappelmäentie,residential,False,True,63.272,,40,"LINESTRING (22.0814103 60.6012939, 22.0815169 60.6012973, 22.0816623 60.601318, 22.0819581 60.6013663, 22.0824943 60.6014862)",,
24887830,Nummentie,tertiary,False,False,142.773,,40,"LINESTRING (22.0812491 60.6009798, 22.0811149 60.600791, 22.0810098 60.6006341, 22.0808634 60.6003302, 22.0807967 60.6001711, 22.0807615 60.600075, 22.0807449 60.6000005, 22.08074 60.5999275, 22.0807486 60.5998583, 22.080783 60.5997975, 22.0808376 60.5997371)",,
24887831,Kaitaraistentie,tertiary,False,False,36.122,,,"LINESTRING (22.0812491 60.6009798, 22.0813614 60.6011485, 22.0814103 60.6012939)",,
451754162,Mietoistentie,tertiary,False,False,294.333,,40,"LINESTRING (22.0812491 60.6009798, 22.0809844 60.6010088, 22.0807089 60.6010197, 22.0804721 60.6010117, 22.0802062 60.600993, 22.0790612 60.6008563, 22.0780725 60.6007543, 22.0770408 60.6006606, 22.0763771 60.6006123, 22.0759493 60.6005919)",,
438873971,Airikintie,residential,False,False,62.218,,,"LINESTRING (22.0757064 60.600588, 22.075806 60.6011454)",,
451754162,Mietoistentie,tertiary,False,True,13.266,,40,"LINESTRING (22.0757064 60.600588, 22.0759493 60.6005919)",,
473145049,Koljolantie,tertiary,False,False,131.257,,50,"LINESTRING (22.0911895 60.6023486, 22.0920942 60.6034423)",2,2010
140100237,Moisiontie,residential,False,True,282.08099999999996,,40,"LINESTRING (22.0911895 60.6023486, 22.0909049 60.6023342, 22.090551 60.6023203, 22.0902248 60.6023097, 22.0898962 60.6022768, 22.0895126 60.6022324, 22.0892487 60.6021959, 22.0891559 60.602183, 22.0887625 60.602109, 22.0874619 60.6018356, 22.0873386 60.6018097, 22.0870088 60.6017335, 22.0867562 60.6016742, 22.0865447 60.6016021, 22.0863753 60.6015275)",,
328235412,Koljolantie,tertiary,False,True,602.308,,50,"LINESTRING (22.0911895 60.6023486, 22.0907414 60.6018261, 22.090287 60.6013326, 22.0899203 60.6010005, 22.0895365 60.6006306, 22.0892594 60.6003692, 22.0881264 60.5994535, 22.0878636 60.5992458, 22.0875921 60.5990613, 22.0862327 60.5981269, 22.0855464 60.5977192)",,2010
24887830,Nummentie,tertiary,False,False,86.328,,40,"LINESTRING (22.0824739 60.5989823, 22.0827566 60.598893, 22.0829657 60.5988097, 22.0831871 60.5987136, 22.0837034 60.598496)",,
24887830,Nummentie,tertiary,False,True,125.74200000000002,,40,"LINESTRING (22.0824739 60.5989823, 22.0822262 60.5990556, 22.0820023 60.5990993, 22.0817969 60.5991557, 22.0816458 60.5992139, 22.0814904 60.5992869, 22.081308 60.5993826, 22.0810397 60.5995627, 22.0808979 60.5996742, 22.0808376 60.5997371)",,
140100237,Moisiontie,residential,False,False,123.85499999999999,,40,"LINESTRING (22.0824739 60.5989823, 22.0826697 60.5990758, 22.0829275 60.5991984, 22.0831333 60.5992817, 22.0834079 60.5993802, 22.0840257 60.599603, 22.0842294 60.599685)",,
378173795,Fatiojantie,residential,False,True,42.355000000000004,,40,"LINESTRING (22.0824739 60.5989823, 22.0822808 60.5988861, 22.0821092 60.5988032, 22.0819187 60.5987163)",,
24887830,Nummentie,tertiary,False,False,57.826,,40,"LINESTRING (22.0847427 60.5980579, 22.0853661 60.5977988, 22.0855464 60.5977192)",,
24887830,Nummentie,tertiary,False,True,74.779,,40,"LINESTRING (22.0847427 60.5980579, 22.0846138 60.5981123, 22.0839134 60.5984083, 22.0837034 60.598496)",,
240327435,,residential,False,False,65.835,,,"LINESTRING (22.0847427 60.5980579, 22.0848957 60.5981613, 22.0851216 60.598291, 22.0851896 60.5983545, 22.085211 60.5983966, 22.0851896 60.5984409, 22.0851252 60.5984809, 22.085005 60.5985378)",,
24887830,Nummentie,tertiary,False,False,74.779,,40,"LINESTRING (22.0837034 60.598496, 22.0839134 60.5984083, 22.0846138 60.5981123, 22.0847427 60.5980579)",,
