osmid,oneway,name,highway,maxspeed,reversed,length,geometry,lanes,ref,junction,bridge
167349365,True,Kangasmannilantie,tertiary,30,False,34.693,"LINESTRING (24.7115639 62.2545901, 24.7112929 62.2546626, 24.7111757 62.2546851, 24.7109488 62.2547049)",,,,
157610589,True,Kangasmannilantie,tertiary,50,False,36.072,"LINESTRING (24.6992639 62.2579272, 24.6992585 62.2580595, 24.6992826 62.2581457, 24.6993551 62.2581881, 24.6994253 62.2582272)",,,,
"[1210774433, 42873485]",False,Kangasmannilantie,tertiary,"['40', '50']",True,47.079,"LINESTRING (24.6992639 62.2579272, 24.6993738 62.2577898, 24.6995731 62.2576078, 24.6996228 62.2575391)",2,,,
175132670,True,Multiantie,tertiary,,False,25.222,"LINESTRING (24.707714 62.2613046, 24.7076501 62.261235, 24.7076379 62.2612217, 24.7075822 62.2610875)",,,,
157743042,True,Jyväskyläntie,trunk,50,False,5.229,"LINESTRING (24.7077464 62.2557654, 24.7078452 62.2557752)",1,23;58,roundabout,
157743042,True,Jyväskyläntie,trunk,50,False,5.094,"LINESTRING (24.7074178 62.2559019, 24.7074437 62.2558577)",1,23;58,roundabout,
54586589,False,Keuruuntie,tertiary,30,False,8.97,"LINESTRING (24.7083091 62.2565191, 24.708349 62.2565976)",,,,
"[54511898, 235739395]",True,Keuruuntie,tertiary,"['30', '50']",False,57.522000000000006,"LINESTRING (24.7083091 62.2565191, 24.7082391 62.2564404, 24.7082108 62.2564086, 24.7081918 62.2563919, 24.7080129 62.2562007, 24.707918 62.2561345, 24.7077767 62.2560721)",,,,
157743050,True,Haapamäentie,trunk,50,False,36.793,"LINESTRING (24.7076092 62.2560643, 24.707339 62.2560833, 24.7069137 62.2561311)",,23;58,,
1071302666,True,Jyväskyläntie,trunk,50,False,21.59,"LINESTRING (24.7076092 62.2560643, 24.7075248 62.2560359, 24.7074845 62.25601, 24.707448 62.2559756, 24.7074241 62.2559353, 24.7074178 62.2559019)",1,,roundabout,
33075344,True,Jyväskyläntie,trunk,50,False,48.483999999999995,"LINESTRING (24.7088117 62.2556789, 24.7082924 62.2558115, 24.7081955 62.2558486, 24.7081637 62.2558721, 24.7081235 62.2559018, 24.7080812 62.2559355)",,23;58,,
"[42873478, 54586588, 42873477, 1210774430]",False,Jyväskyläntie,trunk,50,False,389.06299999999993,"LINESTRING (24.7088117 62.2556789, 24.7093849 62.2555626, 24.7098575 62.2554712, 24.710596 62.2553283, 24.7114805 62.2551718, 24.7130855 62.2549006, 24.713775 62.2547985, 24.7144703 62.2547149, 24.7149868 62.2546709, 24.7154534 62.2546471, 24.7159424 62.2546395)",2,23;58,,yes
54586589,False,Keuruuntie,tertiary,30,False,246.47600000000003,"LINESTRING (24.7084497 62.2570645, 24.7084377 62.2571216, 24.7084023 62.2572878, 24.7083195 62.2576765, 24.7082998 62.2577689, 24.7082908 62.2578189, 24.708218 62.2581584, 24.7081803 62.2583343, 24.708155 62.2584527, 24.7081001 62.2587084, 24.7080099 62.2591295, 24.7079966 62.2591915, 24.7079797 62.2592703)",,,,
54586589,False,Keuruuntie,tertiary,30,True,52.238,"LINESTRING (24.7084497 62.2570645, 24.7084199 62.2568142, 24.708349 62.2565976)",,,,
"[167446991, 55835319]",False,"['Pitäjäntuvantie', 'Loilontie']","['unclassified', 'residential']",30,"[False, True]",388.65500000000003,"LINESTRING (24.7084497 62.2570645, 24.7085841 62.2570655, 24.7087815 62.2570708, 24.7112562 62.257452, 24.7111685 62.2576842, 24.7110604 62.2578397, 24.7108589 62.2580533, 24.7103099 62.2584524, 24.7098376 62.2587806, 24.70953 62.2589863, 24.7093532 62.2591464, 24.7092318 62.2593332)",,,,
54511899,False,Keuruuntie,tertiary,40,False,211.10399999999998,"LINESTRING (24.7072193 62.2611057, 24.7068401 62.2613685, 24.7064659 62.2615728, 24.7061722 62.2617185, 24.7060452 62.2617719, 24.7053401 62.2620563, 24.7050858 62.2621565, 24.7045227 62.2623735, 24.7043566 62.2624437)",2,,,
157600760,True,Keuruuntie,tertiary,,False,19.131999999999998,"LINESTRING (24.7072193 62.2611057, 24.7073532 62.2610211, 24.707491 62.2610018)",,,,
54511895,True,Keuruuntie,tertiary,,False,10.065999999999999,"LINESTRING (24.7077675 62.2609683, 24.7077944 62.2609872, 24.7078081 62.2610089, 24.7078073 62.2610315, 24.7077921 62.261053)",1,,roundabout,
157600735,True,Kantolantie,residential,,False,21.356,"LINESTRING (24.7077675 62.2609683, 24.7079419 62.2609891, 24.70817 62.2610103)",,,,
54511895,True,Keuruuntie,tertiary,,False,1.957,"LINESTRING (24.7075822 62.2610875, 24.7075497 62.2610785)",1,,roundabout,
157743044,True,Haapamäentie,trunk,50,False,37.653999999999996,"LINESTRING (24.7069137 62.2561311, 24.707258 62.2560259, 24.7073589 62.2559728, 24.7074178 62.2559019)",,23;58,,
495576980,False,Haapamäentie,trunk,50,True,166.346,"LINESTRING (24.7069137 62.2561311, 24.7065705 62.2561988, 24.7060849 62.256321, 24.7050502 62.256594, 24.70412 62.2568669)",2,23;58,,
54514995,False,Haapamäentie,trunk,50,False,208.23699999999997,"LINESTRING (24.7004726 62.2580156, 24.7008428 62.2579028, 24.7011805 62.2577898, 24.7017239 62.2576086, 24.703008 62.2571971, 24.7037988 62.2569629)",2,23;58,,
157610601,True,Haapamäentie,trunk,50,False,54.334,"LINESTRING (24.7004726 62.2580156, 24.7000149 62.2581919, 24.699884 62.2582319, 24.6998013 62.2582792, 24.6997409 62.2583522)",,23;58,,
54514996,True,Haapamäentie,trunk,50,False,5.26,"LINESTRING (24.6991249 62.2583738, 24.6991397 62.258327)",1,23;58,roundabout,
1149725423,True,Haapamäentie,trunk,50,False,20.646,"LINESTRING (24.6993556 62.2585104, 24.6992645 62.2584915, 24.6991911 62.2584601, 24.6991429 62.2584195, 24.6991249 62.2583738)",1,58,roundabout,
