osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,junction,bridge,access
813663472,True,1,360,Iitintie,secondary,40,False,110.72299999999998,"LINESTRING (26.3391722 60.8857752, 26.3391469 60.8860131, 26.3391187 60.8861614, 26.339091 60.8862596, 26.339061 60.8863532, 26.3390026 60.886479, 26.3389338 60.8866035, 26.3388423 60.8867539)",,,
43942465,False,2,,Eerolantie,tertiary,40,True,7.381,"LINESTRING (26.3388423 60.8867539, 26.3387135 60.886732)",,,
43942465,False,2,,Eerolantie,tertiary,40,False,182.15599999999998,"LINESTRING (26.3388423 60.8867539, 26.3389581 60.8867715, 26.3390377 60.8867837, 26.3392181 60.8868129, 26.3406329 60.8870415, 26.3407651 60.8870629, 26.3415648 60.8871953, 26.3416641 60.8872103, 26.3417446 60.8872194, 26.3419048 60.887235, 26.3420507 60.8872448)",,,
813663472,True,1,360,Iitintie,secondary,40,False,103.23,"LINESTRING (26.3388423 60.8867539, 26.3387224 60.886911, 26.3385762 60.8870673, 26.3384251 60.887241, 26.3382827 60.8874133, 26.3381109 60.8876111)",,,
50917911,True,2,12,Kymentie,trunk,50,False,85.12700000000001,"LINESTRING (26.3466352 60.8913895, 26.347345 60.8911079, 26.347856 60.8909064)",,,
1057811095,True,1,,Rautatienkatu,tertiary,40,False,13.037999999999998,"LINESTRING (26.3466352 60.8913895, 26.3466697 60.8914192, 26.3466833 60.8914486, 26.3466815 60.8914746, 26.3466666 60.8915006)",,,
61428869,False,,,Viherpolku,residential,40,False,96.68,"LINESTRING (26.3420767 60.8898308, 26.3421294 60.8897813, 26.3421679 60.889741, 26.3424547 60.8894605, 26.342872 60.8890522)",,,
62199261,False,2,,Rautatienkatu,tertiary,40,False,123.075,"LINESTRING (26.3420767 60.8898308, 26.3425723 60.8899557, 26.3426878 60.8899848, 26.3435625 60.8902134, 26.3437789 60.8902699, 26.3440851 60.8903508)",,,
62199261,False,2,,Rautatienkatu,tertiary,40,True,145.746,"LINESTRING (26.3420767 60.8898308, 26.3411776 60.8896132, 26.3410446 60.8895857, 26.3407446 60.8895281, 26.34063 60.8895091, 26.3405721 60.8895002, 26.3404678 60.8894842, 26.3404137 60.8894759, 26.3399153 60.889398, 26.3398338 60.8893854, 26.3397549 60.8893733, 26.3395797 60.889347)",,,
62199261,False,2,,Rautatienkatu,tertiary,40,False,145.746,"LINESTRING (26.3395797 60.889347, 26.3397549 60.8893733, 26.3398338 60.8893854, 26.3399153 60.889398, 26.3404137 60.8894759, 26.3404678 60.8894842, 26.3405721 60.8895002, 26.34063 60.8895091, 26.3407446 60.8895281, 26.3410446 60.8895857, 26.3411776 60.8896132, 26.3420767 60.8898308)",,,
62199261,False,2,,Rautatienkatu,tertiary,40,True,48.821,"LINESTRING (26.3395797 60.889347, 26.339375 60.8893181, 26.3387174 60.8892175)",,,
62199265,False,2,,Kauppakatu,unclassified,40,False,123.61699999999999,"LINESTRING (26.3395797 60.889347, 26.3396218 60.8892946, 26.3396692 60.8892432, 26.3396921 60.8892182, 26.3397616 60.8891461, 26.339842 60.8890665, 26.3399245 60.8889928, 26.3400155 60.8889164, 26.3401511 60.8888152, 26.3403152 60.8886945, 26.3406239 60.8884741, 26.340739 60.8883925)",,,
813663461,False,2,,Kauppakatu,unclassified,40,True,103.52000000000001,"LINESTRING (26.3395797 60.889347, 26.3395318 60.8894048, 26.339484 60.8894671, 26.3394657 60.8894893, 26.339259 60.8897578, 26.3392008 60.8898377, 26.3391948 60.8898459, 26.3391481 60.8899109, 26.3390395 60.8900676, 26.3390088 60.8901103, 26.338993 60.8901309, 26.338923 60.8902213)",,,
4873528,True,1,360,Iitintie,secondary,40,False,1.007,"LINESTRING (26.3359468 60.8911574, 26.3359325 60.8911516)",roundabout,,
4873528,True,1,360,Iitintie,secondary,40,False,7.2780000000000005,"LINESTRING (26.3363256 60.8910868, 26.3363059 60.8911086, 26.3362537 60.8911416)",roundabout,,
4873528,True,1,360,Iitintie,secondary,40,False,4.117,"LINESTRING (26.3358391 60.8910084, 26.3358752 60.8909758)",roundabout,,
61428887,False,,,Ruotukuja,residential,40,False,140.422,"LINESTRING (26.3376804 60.8908105, 26.3377218 60.8908699, 26.3377335 60.8908987, 26.3377413 60.8909248, 26.3377371 60.8909669, 26.3376895 60.8911819, 26.3376728 60.8913113, 26.3376883 60.8913539, 26.3377355 60.8913859, 26.3377687 60.8914026, 26.3378898 60.8914454, 26.3379829 60.8914727, 26.3383269 60.8915656, 26.3387216 60.8916742, 26.3388667 60.8917174, 26.3389193 60.8917331)",,,
813663461,False,2,,Kauppakatu,unclassified,40,False,96.16199999999999,"LINESTRING (26.3376804 60.8908105, 26.3380232 60.8907246, 26.3382208 60.8906568, 26.3384399 60.8905672, 26.3386327 60.8904598, 26.3387934 60.8903454, 26.338923 60.8902213)",,,
813663461,False,2,,Kauppakatu,unclassified,40,True,42.878,"LINESTRING (26.3376804 60.8908105, 26.3375189 60.8908429, 26.3371494 60.8909084, 26.3369373 60.8909445)",,,
"[430236640, 43942468]",False,,,Kausansaarentie,residential,40,False,160.76,"LINESTRING (26.338923 60.8902213, 26.3390498 60.8902489, 26.3390918 60.890267, 26.3391264 60.8902905, 26.339158 60.8903237, 26.3392657 60.8904429, 26.3392816 60.8904605, 26.3394379 60.8906378, 26.3395023 60.8907108, 26.3397662 60.8910113, 26.3399182 60.8911816, 26.3400072 60.8912975, 26.3400489 60.8913694, 26.3400565 60.8913892, 26.3400774 60.8914434, 26.3400945 60.8915204)",,,
