osmid,oneway,ref,highway,junction,reversed,length,geometry,name,maxspeed
23003345,True,230,secondary,roundabout,False,8.33,"LINESTRING (23.106563 61.1116329, 23.1066141 61.1116292, 23.1066655 61.1116317, 23.106714 61.1116404)",,
23003345,True,230,secondary,roundabout,False,12.770000000000001,"LINESTRING (23.106714 61.1116404, 23.1067621 61.1116573, 23.1067982 61.1116801, 23.1068191 61.111707, 23.1068232 61.1117356)",,
28851076,True,230,secondary,,False,31.432000000000002,"LINESTRING (23.106714 61.1116404, 23.1068523 61.1116302, 23.1070407 61.1116194, 23.1072962 61.1116189)",Urjalantie,
23003345,True,230,secondary,roundabout,False,18.338,"LINESTRING (23.1068232 61.1117356, 23.1068091 61.1117648, 23.1067777 61.1117906, 23.1067317 61.1118106, 23.1066852 61.1118216, 23.1066344 61.1118266, 23.1065826 61.1118253)",,
23003345,True,230,secondary,roundabout,False,11.814,"LINESTRING (23.1064192 61.1117069, 23.106438 61.111682, 23.10647 61.1116603, 23.1065126 61.1116436, 23.106563 61.1116329)",,
28850960,True,232,secondary,,False,35.967,"LINESTRING (23.1064192 61.1117069, 23.1063436 61.1116456, 23.1062682 61.1115929, 23.1061805 61.1114714, 23.106129 61.1114175)",Turuntie,
23003345,True,230,secondary,roundabout,False,14.354,"LINESTRING (23.1065826 61.1118253, 23.1065197 61.1118144, 23.1064674 61.1117944, 23.1064313 61.1117672, 23.1064151 61.1117359)",,
28851011,True,230,secondary,,False,36.761,"LINESTRING (23.1065826 61.1118253, 23.106424 61.1118533, 23.1062759 61.1118744, 23.1059289 61.1119226)",Lauttakyläntie,
22975953,True,232,secondary,,False,33.825,"LINESTRING (23.106129 61.1114175, 23.1062749 61.1115005, 23.1063771 61.111561, 23.1064597 61.1116073, 23.106563 61.1116329)",,
23003345,True,230,secondary,roundabout,False,3.232,"LINESTRING (23.1064151 61.1117359, 23.1064192 61.1117069)",,
1118724004,False,230,secondary,,True,33.438,"LINESTRING (23.1059289 61.1119226, 23.1053595 61.1120441)",Lauttakyläntie,40
28850998,True,230,secondary,,False,33.364,"LINESTRING (23.1059289 61.1119226, 23.1062047 61.111817, 23.1063089 61.1117756, 23.1064151 61.1117359)",Lauttakyläntie,
28851063,True,230,secondary,,False,28.531,"LINESTRING (23.1072962 61.1116189, 23.1070801 61.1116715, 23.1068232 61.1117356)",Urjalantie,
1118724005,False,230,secondary,,False,65.31899999999999,"LINESTRING (23.1072962 61.1116189, 23.1076855 61.1115743, 23.1081822 61.111487, 23.1084498 61.1114365)",Urjalantie,40
70317052,False,230,secondary,,True,55.499,"LINESTRING (23.1053595 61.1120441, 23.1043935 61.1122211)",Lauttakyläntie,40
1118724004,False,230,secondary,,False,33.438,"LINESTRING (23.1053595 61.1120441, 23.1059289 61.1119226)",Lauttakyläntie,40
70317071,False,,residential,,False,88.01499999999999,"LINESTRING (23.1053595 61.1120441, 23.1053933 61.1120831, 23.1059998 61.1127727)",Kauppakatu,40
70317146,False,,residential,,True,79.354,"LINESTRING (23.1052545 61.11377, 23.1066225 61.1135006)",Puistotie,40
70317146,False,,residential,,False,79.354,"LINESTRING (23.1066225 61.1135006, 23.1052545 61.11377)",Puistotie,40
70317146,False,,residential,,True,59.221,"LINESTRING (23.1066225 61.1135006, 23.1076481 61.1133052)",Puistotie,40
70317071,False,,residential,,True,87.57799999999999,"LINESTRING (23.1066225 61.1135006, 23.1065598 61.1134283, 23.1059998 61.1127727)",Kauppakatu,40
70317052,False,230,secondary,,False,108.432,"LINESTRING (23.0910379 61.1158886, 23.092767 61.1153853)",Lauttakyläntie,40
155482770,False,,residential,,False,74.993,"LINESTRING (23.0910379 61.1158886, 23.0910922 61.115951, 23.0915786 61.1165104)",Käsityöläiskuja,
155482770,False,,residential,,True,79.501,"LINESTRING (23.0923127 61.1171213, 23.091919 61.1169019, 23.0915786 61.1165104)",Käsityöläiskuja,
172643186,False,230,secondary,,True,10.281,"LINESTRING (23.1086285 61.1114034, 23.1084498 61.1114365)",Urjalantie,40
172643186,False,230,secondary,,False,10.281,"LINESTRING (23.1084498 61.1114365, 23.1086285 61.1114034)",Urjalantie,40
1118724005,False,230,secondary,,True,65.319,"LINESTRING (23.1084498 61.1114365, 23.1081822 61.111487, 23.1076855 61.1115743, 23.1072962 61.1116189)",Urjalantie,40
176509867,False,,residential,,True,71.202,"LINESTRING (23.1038874 61.1116294, 23.1043475 61.1121754, 23.1043935 61.1122211)",,
70317052,False,230,secondary,,False,55.499,"LINESTRING (23.1043935 61.1122211, 23.1053595 61.1120441)",Lauttakyläntie,40
70317052,False,230,secondary,,True,49.67,"LINESTRING (23.1043935 61.1122211, 23.1040486 61.1122853, 23.1035504 61.1124035)",Lauttakyläntie,40
176509867,False,,residential,,False,71.202,"LINESTRING (23.1043935 61.1122211, 23.1043475 61.1121754, 23.1038874 61.1116294)",,
70317052,False,230,secondary,,True,76.589,"LINESTRING (23.1019579 61.1128602, 23.1007136 61.1131965)",Lauttakyläntie,40
70317052,False,230,secondary,,False,99.582,"LINESTRING (23.1019579 61.1128602, 23.1021079 61.1128221, 23.1026572 61.1126826, 23.1032625 61.1124934, 23.1035504 61.1124035)",Lauttakyläntie,40
544122217,False,,residential,,True,62.034000000000006,"LINESTRING (23.1019579 61.1128602, 23.1020002 61.1129091, 23.1023059 61.1132623, 23.1024034 61.1133749)",,
70317052,False,230,secondary,,False,76.589,"LINESTRING (23.1007136 61.1131965, 23.1019579 61.1128602)",Lauttakyläntie,40
70317052,False,230,secondary,,True,14.177,"LINESTRING (23.1007136 61.1131965, 23.1005902 61.1132288, 23.1004815 61.1132572)",Lauttakyläntie,40
176509860,False,,residential,,False,147.412,"LINESTRING (23.1007136 61.1131965, 23.1006508 61.1131354, 23.1001822 61.1126423, 23.0988136 61.1129143)",Kajavanpolku,
70317052,False,230,secondary,,False,14.177,"LINESTRING (23.1004815 61.1132572, 23.1005902 61.1132288, 23.1007136 61.1131965)",Lauttakyläntie,40
70317052,False,230,secondary,,True,477.24500000000006,"LINESTRING (23.1004815 61.1132572, 23.0997254 61.1134613, 23.0991062 61.1136282, 23.0982686 61.113854, 23.0979249 61.1139594, 23.0961618 61.1144331, 23.0952065 61.11469, 23.0947395 61.1148199, 23.0931779 61.1152652, 23.092767 61.1153853)",Lauttakyläntie,40
176509845,False,,residential,,False,130.808,"LINESTRING (23.1004815 61.1132572, 23.1005451 61.1133126, 23.1007518 61.1135606, 23.1013216 61.1142443, 23.1014596 61.1143301)",Iso-Jaakkolantie,
70317146,False,,residential,,False,59.221,"LINESTRING (23.1076481 61.1133052, 23.1066225 61.1135006)",Puistotie,40
176509875,False,,residential,,False,80.598,"LINESTRING (23.1076481 61.1133052, 23.108213 61.1139767)",,
176509875,False,,residential,,True,80.598,"LINESTRING (23.108213 61.1139767, 23.1076481 61.1133052)",,
155482796,False,,residential,,True,150.725,"LINESTRING (23.108213 61.1139767, 23.1071827 61.1141862, 23.1067521 61.1143161, 23.1063297 61.114446, 23.1057066 61.1145773)",Taatinrinnantie,
176509845,False,,residential,,False,337.64099999999996,"LINESTRING (23.1014596 61.1143301, 23.1020052 61.1145619, 23.1026296 61.1150826, 23.1032738 61.1156985, 23.1033921 61.115924, 23.1037215 61.1162269, 23.1044906 61.1169567)",Iso-Jaakkolantie,
176509845,False,,residential,,True,130.80800000000002,"LINESTRING (23.1014596 61.1143301, 23.1013216 61.1142443, 23.1007518 61.1135606, 23.1005451 61.1133126, 23.1004815 61.1132572)",Iso-Jaakkolantie,
"[176509873, 544122217]",False,,residential,,False,166.784,"LINESTRING (23.1014596 61.1143301, 23.102971 61.1140307, 23.1024034 61.1133749)",,
176509845,False,,residential,,False,321.351,"LINESTRING (23.1044906 61.1169567, 23.1047199 61.1171876, 23.1063264 61.1186986, 23.1068365 61.1191783, 23.107211 61.1195306)",Iso-Jaakkolantie,
176509845,False,,residential,,True,337.64099999999996,"LINESTRING (23.1044906 61.1169567, 23.1037215 61.1162269, 23.1033921 61.115924, 23.1032738 61.1156985, 23.1026296 61.1150826, 23.1020052 61.1145619, 23.1014596 61.1143301)",Iso-Jaakkolantie,
370293185,False,,residential,,False,104.197,"LINESTRING (23.1044906 61.1169567, 23.1046167 61.1169323, 23.1061776 61.1164953)",Kustaankuja,
176509845,False,,residential,,True,321.351,"LINESTRING (23.107211 61.1195306, 23.1068365 61.1191783, 23.1063264 61.1186986, 23.1047199 61.1171876, 23.1044906 61.1169567)",Iso-Jaakkolantie,
258477121,False,,residential,,False,107.332,"LINESTRING (23.0934297 61.1161471, 23.0931454 61.1161981, 23.0925552 61.1163206, 23.0915786 61.1165104)",Jaakonkuja,
258477123,False,,residential,,True,91.89200000000001,"LINESTRING (23.0934297 61.1161471, 23.0931755 61.115841, 23.0928215 61.1154442, 23.092767 61.1153853)",Kylmäarontie,
70317052,False,230,secondary,,True,108.432,"LINESTRING (23.092767 61.1153853, 23.0910379 61.1158886)",Lauttakyläntie,40
70317052,False,230,secondary,,False,477.245,"LINESTRING (23.092767 61.1153853, 23.0931779 61.1152652, 23.0947395 61.1148199, 23.0952065 61.11469, 23.0961618 61.1144331, 23.0979249 61.1139594, 23.0982686 61.113854, 23.0991062 61.1136282, 23.0997254 61.1134613, 23.1004815 61.1132572)",Lauttakyläntie,40
258477123,False,,residential,,False,91.892,"LINESTRING (23.092767 61.1153853, 23.0928215 61.1154442, 23.0931755 61.115841, 23.0934297 61.1161471)",Kylmäarontie,
155482770,False,,residential,,False,79.501,"LINESTRING (23.0915786 61.1165104, 23.091919 61.1169019, 23.0923127 61.1171213)",Käsityöläiskuja,
155482770,False,,residential,,True,74.993,"LINESTRING (23.0915786 61.1165104, 23.0910922 61.115951, 23.0910379 61.1158886)",Käsityöläiskuja,
258477121,False,,residential,,True,107.33200000000001,"LINESTRING (23.0915786 61.1165104, 23.0925552 61.1163206, 23.0931454 61.1161981, 23.0934297 61.1161471)",Jaakonkuja,
276081817,False,,residential,,False,97.088,"LINESTRING (23.1024034 61.1133749, 23.1025289 61.1133515, 23.1040648 61.1130312)",Kauppakuja,
544122217,False,,residential,,False,62.034000000000006,"LINESTRING (23.1024034 61.1133749, 23.1023059 61.1132623, 23.1020002 61.1129091, 23.1019579 61.1128602)",,
"[544122217, 176509873]",False,,residential,,True,166.784,"LINESTRING (23.1024034 61.1133749, 23.102971 61.1140307, 23.1014596 61.1143301)",,
70317071,False,,residential,,False,87.57799999999999,"LINESTRING (23.1059998 61.1127727, 23.1065598 61.1134283, 23.1066225 61.1135006)",Kauppakatu,40
70317071,False,,residential,,True,88.01499999999999,"LINESTRING (23.1059998 61.1127727, 23.1053933 61.1120831, 23.1053595 61.1120441)",Kauppakatu,40
