osmid,oneway,ref,name,highway,maxspeed,reversed,length,lanes,geometry,bridge
"[35433157, 709491884, 709491885]",True,2620,Tampereentie,secondary,"['60', '80']",False,227.091,2,"LINESTRING (23.2090408 61.6293085, 23.2086584 61.6295488, 23.2081489 61.6298214, 23.2079873 61.6299079, 23.2076045 61.6301102, 23.2072016 61.6303231, 23.2062675 61.6308675)",
1000759565,False,276,Kylmäojantie,secondary,60,False,12.095,2,"LINESTRING (23.205165 61.6315796, 23.2050337 61.6314905)",
527032308,True,2620,Tampereentie,secondary,60,False,155.885,1,"LINESTRING (23.205165 61.6315796, 23.2044513 61.6320341, 23.2044142 61.6320591, 23.2038339 61.6324498, 23.2033849 61.6326964)",
709491883,False,2620,Tampereentie,secondary,60,True,98.3,2,"LINESTRING (23.205165 61.6315796, 23.2054028 61.631426, 23.2062675 61.6308675)",
1000759565,False,276,Kylmäojantie,secondary,60,True,174.193,2,"LINESTRING (23.205165 61.6315796, 23.2052531 61.6316586, 23.2053077 61.6316952, 23.2056516 61.6319257, 23.2058984 61.6321589, 23.2062364 61.6325284, 23.2066655 61.6329694)",
25097263,False,,Härkikuja,residential,40,False,90.05300000000001,,"LINESTRING (23.1947026 61.637644, 23.1943679 61.63733, 23.1942391 61.6371343, 23.1940374 61.6369003)",
121633128,False,,Yrjö-Koskisentie,tertiary,,False,82.97,,"LINESTRING (23.1965313 61.6335102, 23.1961713 61.6335057, 23.1957247 61.6335246, 23.195314 61.6335972, 23.1950093 61.6336493)",
"[121633128, 1185324350, 24061799]",False,,Yrjö-Koskisentie,tertiary,,True,289.536,,"LINESTRING (23.1965313 61.6335102, 23.1967045 61.6335305, 23.1968745 61.6335504, 23.1971665 61.6336106, 23.1976393 61.6337443, 23.1978674 61.6338418, 23.1980677 61.6339282, 23.1983633 61.6341541, 23.1987338 61.6345645, 23.1988396 61.634859, 23.1989169 61.6349365, 23.1991223 61.6350788, 23.1994449 61.6352371, 23.1995999 61.6353132, 23.1998241 61.6354232)",
1185324351,False,,,tertiary,,False,69.00200000000001,,"LINESTRING (23.1965313 61.6335102, 23.1963031 61.6330318, 23.1962426 61.632905)",
121633128,False,,Yrjö-Koskisentie,tertiary,,False,143.586,,"LINESTRING (23.1950093 61.6336493, 23.1945463 61.633772, 23.1940461 61.6339233, 23.1937789 61.6340168, 23.1929089 61.6343673, 23.1928131 61.6344034)",
121633128,False,,Yrjö-Koskisentie,tertiary,,True,82.97,,"LINESTRING (23.1950093 61.6336493, 23.195314 61.6335972, 23.1957247 61.6335246, 23.1961713 61.6335057, 23.1965313 61.6335102)",
314645916,False,,Kappelikuja,residential,,False,105.64099999999999,,"LINESTRING (23.1950093 61.6336493, 23.1946976 61.6329362, 23.1946239 61.6328012, 23.1945625 61.6327623, 23.1945002 61.6327463)",
1000759565,False,276,Kylmäojantie,secondary,60,True,128.214,2,"LINESTRING (23.2073863 61.633761, 23.2083989 61.6348089)",
1000759565,False,276,Kylmäojantie,secondary,60,False,95.922,2,"LINESTRING (23.2073863 61.633761, 23.207088 61.6334522, 23.2068745 61.6332082, 23.2066655 61.6329694)",
1255211669,False,13133,Ahrolantie,tertiary,40,False,51.44800000000001,2,"LINESTRING (23.2073863 61.633761, 23.2077242 61.6337092, 23.2080491 61.6336851, 23.208339 61.6336882)",
1255211669,False,13133,Ahrolantie,tertiary,40,True,51.44800000000001,2,"LINESTRING (23.208339 61.6336882, 23.2080491 61.6336851, 23.2077242 61.6337092, 23.2073863 61.633761)",
35433155,False,2620,Tampereentie,secondary,,True,82.286,2,"LINESTRING (23.1979154 61.6369825, 23.1987278 61.6363511)",
"[35433154, 709491879]",True,2620,Tampereentie,secondary,60,False,82.434,2,"LINESTRING (23.200693 61.634818, 23.2006406 61.6349151, 23.1999465 61.6354649)",
"[35433156, 127202059, 127202060]",False,2620,Tampereentie,secondary,60,True,275.509,,"LINESTRING (23.200693 61.634818, 23.2012466 61.6343576, 23.2017771 61.6339593, 23.2028373 61.6331057, 23.2033849 61.6326964)",yes
35433155,False,2620,Tampereentie,secondary,,False,82.286,2,"LINESTRING (23.1987278 61.6363511, 23.1979154 61.6369825)",
"[38804619, 709491877]",True,2620,Tampereentie,secondary,60,False,118.826,2,"LINESTRING (23.1987278 61.6363511, 23.1987631 61.6362674, 23.1990867 61.6360048, 23.1992484 61.6358735, 23.1998241 61.6354232)",
24061799,False,,Yrjö-Koskisentie,tertiary,,True,7.957,,"LINESTRING (23.1998241 61.6354232, 23.1999465 61.6354649)",
"[121633128, 1185324350, 24061799]",False,,Yrjö-Koskisentie,tertiary,,False,289.536,,"LINESTRING (23.1998241 61.6354232, 23.1995999 61.6353132, 23.1994449 61.6352371, 23.1991223 61.6350788, 23.1989169 61.6349365, 23.1988396 61.634859, 23.1987338 61.6345645, 23.1983633 61.6341541, 23.1980677 61.6339282, 23.1978674 61.6338418, 23.1976393 61.6337443, 23.1971665 61.6336106, 23.1968745 61.6335504, 23.1967045 61.6335305, 23.1965313 61.6335102)",
709491878,True,2620,Tampereentie,secondary,60,False,81.79799999999999,,"LINESTRING (23.1998241 61.6354232, 23.2005063 61.6349038, 23.200693 61.634818)",
24061799,False,,Yrjö-Koskisentie,tertiary,,False,7.957,,"LINESTRING (23.1999465 61.6354649, 23.1998241 61.6354232)",
709491880,True,2620,Tampereentie,secondary,60,False,118.032,,"LINESTRING (23.1999465 61.6354649, 23.1988508 61.636299, 23.1987278 61.6363511)",
"[127202059, 35433156, 127202060]",False,2620,Tampereentie,secondary,60,False,275.509,,"LINESTRING (23.2033849 61.6326964, 23.2028373 61.6331057, 23.2017771 61.6339593, 23.2012466 61.6343576, 23.200693 61.634818)",yes
"[709491881, 35433158]",True,2620,Tampereentie,secondary,60,False,160.179,"['1', '2']","LINESTRING (23.2033849 61.6326964, 23.2036604 61.6324321, 23.2038614 61.6322932, 23.2042944 61.6319941, 23.2050337 61.6314905)",
709491882,True,2620,Tampereentie,secondary,60,False,95.599,2,"LINESTRING (23.2050337 61.6314905, 23.2060974 61.630795)",
1000759565,False,276,Kylmäojantie,secondary,60,True,12.095,2,"LINESTRING (23.2050337 61.6314905, 23.205165 61.6315796)",
484709707,False,,Kirkkoahde,residential,,True,116.351,,"LINESTRING (23.2066655 61.6329694, 23.2064126 61.6330039, 23.2062632 61.6330012, 23.2053984 61.6329154, 23.2051002 61.6329047, 23.2049139 61.6329049, 23.2044947 61.6329228)",
1000759565,False,276,Kylmäojantie,secondary,60,False,174.193,2,"LINESTRING (23.2066655 61.6329694, 23.2062364 61.6325284, 23.2058984 61.6321589, 23.2056516 61.6319257, 23.2053077 61.6316952, 23.2052531 61.6316586, 23.205165 61.6315796)",
1000759565,False,276,Kylmäojantie,secondary,60,True,95.922,2,"LINESTRING (23.2066655 61.6329694, 23.2068745 61.6332082, 23.207088 61.6334522, 23.2073863 61.633761)",
484709707,False,,Kirkkoahde,residential,,False,116.351,,"LINESTRING (23.2044947 61.6329228, 23.2049139 61.6329049, 23.2051002 61.6329047, 23.2053984 61.6329154, 23.2062632 61.6330012, 23.2064126 61.6330039, 23.2066655 61.6329694)",
121633128,False,,Yrjö-Koskisentie,tertiary,,True,16.496,,"LINESTRING (23.1925683 61.6344955, 23.1928131 61.6344034)",
25097263,False,,Härkikuja,residential,40,True,109.844,,"LINESTRING (23.1925683 61.6344955, 23.192708 61.6346693, 23.1926793 61.6351363, 23.1926587 61.6353705, 23.1926578 61.6354707)",
258871521,False,,Rantakulmanrinne,residential,,False,283.436,,"LINESTRING (23.2066205 61.6355185, 23.2071943 61.6358067, 23.2076817 61.6360639, 23.2079504 61.6361911, 23.2080837 61.6362692, 23.2082015 61.6363522, 23.2083962 61.6365085, 23.2085909 61.6367094, 23.2091987 61.6373737, 23.2094604 61.6376448)",
258871524,False,,Rantakulmantie,residential,30,True,122.705,,"LINESTRING (23.2066205 61.6355185, 23.2067251 61.6354798, 23.2071451 61.6353028, 23.2077302 61.6350709, 23.2077846 61.6350497, 23.2082919 61.6348508, 23.2083989 61.6348089)",
258871521,False,,Rantakulmanrinne,residential,,True,283.43600000000004,,"LINESTRING (23.2094604 61.6376448, 23.2091987 61.6373737, 23.2085909 61.6367094, 23.2083962 61.6365085, 23.2082015 61.6363522, 23.2080837 61.6362692, 23.2079504 61.6361911, 23.2076817 61.6360639, 23.2071943 61.6358067, 23.2066205 61.6355185)",
1000759565,False,276,Kylmäojantie,secondary,60,False,128.214,2,"LINESTRING (23.2083989 61.6348089, 23.2073863 61.633761)",
258871524,False,,Rantakulmantie,residential,30,False,122.705,,"LINESTRING (23.2083989 61.6348089, 23.2082919 61.6348508, 23.2077846 61.6350497, 23.2077302 61.6350709, 23.2071451 61.6353028, 23.2067251 61.6354798, 23.2066205 61.6355185)",
"[311842174, 311842175]",False,,"['Papintie', 'Hollitie']",residential,,True,266.746,,"LINESTRING (23.1963073 61.6353749, 23.1964468 61.635526, 23.1966185 61.6357294, 23.1967964 61.6358939, 23.1968815 61.6360178, 23.1968675 61.636107, 23.1967756 61.6362113, 23.1966936 61.6362909, 23.1966015 61.6363442, 23.1964521 61.6363845, 23.1953209 61.6366278, 23.1940374 61.6369003)",
25097263,False,,Härkikuja,residential,40,False,179.789,,"LINESTRING (23.1940374 61.6369003, 23.19387 61.6367062, 23.1935353 61.6363637, 23.192782 61.6358862, 23.1926871 61.6358307, 23.1926426 61.6356313, 23.1926578 61.6354707)",
25097263,False,,Härkikuja,residential,40,True,90.053,,"LINESTRING (23.1940374 61.6369003, 23.1942391 61.6371343, 23.1943679 61.63733, 23.1947026 61.637644)",
"[311842174, 311842175]",False,,"['Papintie', 'Hollitie']",residential,,False,266.746,,"LINESTRING (23.1940374 61.6369003, 23.1953209 61.6366278, 23.1964521 61.6363845, 23.1966015 61.6363442, 23.1966936 61.6362909, 23.1967756 61.6362113, 23.1968675 61.636107, 23.1968815 61.6360178, 23.1967964 61.6358939, 23.1966185 61.6357294, 23.1964468 61.635526, 23.1963073 61.6353749)",
314638223,False,,Niementie,residential,,True,72.742,,"LINESTRING (23.206258 61.6290055, 23.2057903 61.6294563, 23.2056616 61.629595)",
314638225,False,,Peltotie,residential,,True,87.31899999999999,,"LINESTRING (23.2040854 61.6293591, 23.2050559 61.6295006, 23.2056616 61.629595)",
314638223,False,,Niementie,residential,,False,72.742,,"LINESTRING (23.2056616 61.629595, 23.2057903 61.6294563, 23.206258 61.6290055)",
314638223,False,,Niementie,residential,,True,89.485,,"LINESTRING (23.2056616 61.629595, 23.2054449 61.6298537, 23.2052778 61.6300837, 23.2052012 61.6302164, 23.2051426 61.6303591)",
314638225,False,,Peltotie,residential,,False,87.31899999999999,,"LINESTRING (23.2056616 61.629595, 23.2050559 61.6295006, 23.2040854 61.6293591)",
314638222,False,,Kumputie,residential,,True,66.882,,"LINESTRING (23.2039401 61.6301712, 23.2051426 61.6303591)",
314638222,False,,Kumputie,residential,,False,66.882,,"LINESTRING (23.2051426 61.6303591, 23.2039401 61.6301712)",
314638223,False,,Niementie,residential,,True,16.411,,"LINESTRING (23.2051426 61.6303591, 23.2051126 61.630506)",
314638223,False,,Niementie,residential,,False,89.485,,"LINESTRING (23.2051426 61.6303591, 23.2052012 61.6302164, 23.2052778 61.6300837, 23.2054449 61.6298537, 23.2056616 61.629595)",
314638223,False,,Niementie,residential,,False,16.411,,"LINESTRING (23.2051126 61.630506, 23.2051426 61.6303591)",
