osmid,ref,name,highway,oneway,reversed,length,geometry,junction,lanes,maxspeed
762009188,751,Lestijärventie,secondary,False,False,106.467,"LINESTRING (24.1721778 63.4634989, 24.1743196 63.4635326)",,,
427835447,,Peltotie,residential,False,False,149.708,"LINESTRING (24.1721778 63.4634989, 24.1721692 63.4635982, 24.1721478 63.4638988, 24.1721323 63.4639807, 24.1720668 63.4644932, 24.1719807 63.4647678, 24.1719396 63.4648389)",,,
762009188,751,Lestijärventie,secondary,False,True,197.28199999999998,"LINESTRING (24.1721778 63.4634989, 24.1706162 63.4634895, 24.170505 63.4634888, 24.1700813 63.463486, 24.1694218 63.4634946, 24.1686519 63.463515, 24.1683489 63.4635247, 24.1682104 63.4635327)",,,
54640488,751,,secondary,True,False,14.441,"LINESTRING (24.1669625 63.4635724, 24.1669889 63.4635422, 24.167032 63.463516, 24.1670888 63.4634957, 24.1671553 63.4634827)",roundabout,,
54640488,751,,secondary,True,False,14.553,"LINESTRING (24.1671553 63.4634827, 24.1672278 63.4634778, 24.1673005 63.4634815, 24.1673686 63.4634936, 24.1674273 63.4635131)",roundabout,,
427821351,7530,Perhontie,tertiary,True,False,33.445,"LINESTRING (24.1671553 63.4634827, 24.1672312 63.4634482, 24.1672561 63.4634303, 24.1673078 63.4633909, 24.1674003 63.4632895, 24.1674873 63.463224)",,1,40
54640488,751,,secondary,True,False,13.061,"LINESTRING (24.1674962 63.4636424, 24.1674552 63.463677, 24.1673921 63.4637042, 24.1673132 63.4637212)",roundabout,,
54640488,751,,secondary,True,False,12.053999999999998,"LINESTRING (24.1670082 63.4636756, 24.1669779 63.4636521, 24.1669597 63.4636263, 24.1669545 63.4635993, 24.1669625 63.4635724)",roundabout,,
762009190,751,Vetelintie,secondary,True,False,28.915,"LINESTRING (24.1670082 63.4636756, 24.1669443 63.4636821, 24.166845 63.4636821, 24.1668075 63.4636821, 24.1666358 63.4636785, 24.1664281 63.4636815)",,1,
131321773,,Välitie,residential,False,False,116.619,"LINESTRING (24.1743835 63.4577749, 24.1739505 63.457855, 24.1737091 63.4578909, 24.1734999 63.4578957, 24.1732424 63.4578837, 24.1725182 63.4578478, 24.1722291 63.4578405, 24.1720922 63.4578354)",,,
131321780,,Alitie,residential,False,False,341.307,"LINESTRING (24.1743835 63.4577749, 24.1743799 63.4578843, 24.1743594 63.4579971, 24.174306 63.4581033, 24.1741758 63.4582668, 24.1740932 63.458358, 24.1739184 63.4585046, 24.1733014 63.4590463, 24.1726997 63.4595646, 24.1725115 63.4597679, 24.1723997 63.4598711, 24.1723198 63.4600387, 24.1721856 63.4601609, 24.1720301 63.4602544, 24.1719528 63.4602909, 24.1718455 63.4603291, 24.1717207 63.4603606, 24.1716189 63.4603694, 24.1714429 63.4603527, 24.1713423 63.4603379)",,,
