osmid,ref,name,highway,oneway,reversed,length,geometry,bridge,junction,width,maxspeed
259971894,,Lepäntie,residential,False,True,85.251,"LINESTRING (23.2870684 60.8048932, 23.2866314 60.8049676, 23.2863614 60.80502, 23.285601 60.8051675)",,,,
259971895,,Liljanpolku,residential,False,False,106.887,"LINESTRING (23.2836087 60.8050268, 23.2836687 60.8051907, 23.28378 60.8053444, 23.2838149 60.8055145, 23.2838015 60.8056234, 23.2836448 60.8056852, 23.2833695 60.8057323, 23.2831836 60.8057965)",,,,
551451883,,Lepolantie,residential,False,False,198.94500000000002,"LINESTRING (23.2836087 60.8050268, 23.2834556 60.8050614, 23.2832533 60.8051311, 23.282748 60.8053301, 23.2819142 60.8056432, 23.2816566 60.8057358, 23.2814639 60.8057939, 23.280522 60.8059625)",,,,
551451883,,Lepolantie,residential,False,True,88.81099999999999,"LINESTRING (23.2836087 60.8050268, 23.2836554 60.805002, 23.2836372 60.8048993, 23.2834955 60.804698, 23.283362 60.8045381, 23.2832023 60.8044359, 23.283075 60.804371, 23.2829926 60.804329)",,,,
259971894,,Lepäntie,residential,False,False,85.251,"LINESTRING (23.285601 60.8051675, 23.2863614 60.80502, 23.2866314 60.8049676, 23.2870684 60.8048932)",,,,
259971903,,Soinintie,residential,False,False,70.226,"LINESTRING (23.285601 60.8051675, 23.2856332 60.8052097, 23.2858355 60.8054749, 23.2860526 60.8057594)",,,,
259971903,,Soinintie,residential,False,True,142.048,"LINESTRING (23.285601 60.8051675, 23.2854914 60.8050196, 23.2854301 60.8049427, 23.2851039 60.8045335, 23.2847824 60.8040404, 23.2847227 60.8039646)",,,,
259971903,,Soinintie,residential,False,False,50.462,"LINESTRING (23.2860526 60.8057594, 23.286403 60.8061798)",,,,
259971899,,Pertuntie,residential,False,False,122.777,"LINESTRING (23.2860526 60.8057594, 23.2857315 60.8058467, 23.2851848 60.8059558, 23.2846841 60.8060458, 23.2841367 60.8061737, 23.2839837 60.8062036)",,,,
259971903,,Soinintie,residential,False,True,70.226,"LINESTRING (23.2860526 60.8057594, 23.2858355 60.8054749, 23.2856332 60.8052097, 23.285601 60.8051675)",,,,
259971895,,Liljanpolku,residential,False,True,106.887,"LINESTRING (23.2831836 60.8057965, 23.2833695 60.8057323, 23.2836448 60.8056852, 23.2838015 60.8056234, 23.2838149 60.8055145, 23.28378 60.8053444, 23.2836687 60.8051907, 23.2836087 60.8050268)",,,,
259971897,,Papalintie,residential,False,False,172.32000000000002,"LINESTRING (23.280522 60.8059625, 23.280719 60.8062554, 23.2807935 60.8063818, 23.2808127 60.806472, 23.2807681 60.8065409, 23.2806527 60.8066135, 23.2805358 60.8066963, 23.2804075 60.8067945, 23.2803389 60.8068371, 23.279999 60.8070273, 23.2796394 60.8073088)",,,,
259971897,,Papalintie,residential,False,True,99.479,"LINESTRING (23.280522 60.8059625, 23.2801909 60.8055257, 23.2799393 60.8051147)",,,,
551451883,,Lepolantie,residential,False,True,198.945,"LINESTRING (23.280522 60.8059625, 23.2814639 60.8057939, 23.2816566 60.8057358, 23.2819142 60.8056432, 23.282748 60.8053301, 23.2832533 60.8051311, 23.2834556 60.8050614, 23.2836087 60.8050268)",,,,
259971903,,Soinintie,residential,False,True,50.462,"LINESTRING (23.286403 60.8061798, 23.2860526 60.8057594)",,,,
259971898,,Pekankuja,residential,False,False,132.802,"LINESTRING (23.286403 60.8061798, 23.2869171 60.8060867, 23.2878593 60.8059025, 23.2882118 60.8062985)",,,,
"[259971907, 259971903]",,"['Urheilutie', 'Soinintie']",residential,False,False,200.63000000000002,"LINESTRING (23.286403 60.8061798, 23.2866696 60.8064996, 23.2868072 60.8066775, 23.286835 60.8067765, 23.2867437 60.806851, 23.2865714 60.8069013, 23.2863927 60.8069412, 23.2860198 60.8070076, 23.2851754 60.807147, 23.2847961 60.8072278, 23.2846869 60.807251)",,,,
259971899,,Pertuntie,residential,False,True,122.777,"LINESTRING (23.2839837 60.8062036, 23.2841367 60.8061737, 23.2846841 60.8060458, 23.2851848 60.8059558, 23.2857315 60.8058467, 23.2860526 60.8057594)",,,,
259971898,,Pekankuja,residential,False,True,132.802,"LINESTRING (23.2882118 60.8062985, 23.2878593 60.8059025, 23.2869171 60.8060867, 23.286403 60.8061798)",,,,
259971902,,Simontie,residential,False,True,88.26,"LINESTRING (23.2780883 60.8069716, 23.2777832 60.8071086, 23.2775348 60.8071657, 23.2772047 60.8072197, 23.2766378 60.8072992)",,,,
"[259971907, 259971903]",,"['Urheilutie', 'Soinintie']",residential,False,True,200.63000000000002,"LINESTRING (23.2846869 60.807251, 23.2847961 60.8072278, 23.2851754 60.807147, 23.2860198 60.8070076, 23.2863927 60.8069412, 23.2865714 60.8069013, 23.2867437 60.806851, 23.286835 60.8067765, 23.2868072 60.8066775, 23.2866696 60.8064996, 23.286403 60.8061798)",,,,
259971901,,Rajatie,residential,False,False,96.632,"LINESTRING (23.2766378 60.8072992, 23.276875 60.8076814, 23.27699 60.807848, 23.2770748 60.8079589, 23.2771482 60.8080344, 23.2773031 60.8080869)",,,,
259971901,,Rajatie,residential,False,True,83.238,"LINESTRING (23.2766378 60.8072992, 23.2763442 60.8068422, 23.2762238 60.8066889, 23.2761485 60.80659)",,,,
259971902,,Simontie,residential,False,False,88.26,"LINESTRING (23.2766378 60.8072992, 23.2772047 60.8072197, 23.2775348 60.8071657, 23.2777832 60.8071086, 23.2780883 60.8069716)",,,,
259971897,,Papalintie,residential,False,False,160.759,"LINESTRING (23.2796394 60.8073088, 23.279315 60.8075686, 23.2789969 60.8077615, 23.2787093 60.8078515, 23.2783158 60.8079431, 23.2777446 60.8080295, 23.2773426 60.808084, 23.2773031 60.8080869)",,,,
259971897,,Papalintie,residential,False,True,172.32000000000005,"LINESTRING (23.2796394 60.8073088, 23.279999 60.8070273, 23.2803389 60.8068371, 23.2804075 60.8067945, 23.2805358 60.8066963, 23.2806527 60.8066135, 23.2807681 60.8065409, 23.2808127 60.806472, 23.2807935 60.8063818, 23.280719 60.8062554, 23.280522 60.8059625)",,,,
"[259971905, 259971906]",,Tolmintie,residential,False,False,129.712,"LINESTRING (23.2796394 60.8073088, 23.2799946 60.8076878, 23.2801977 60.8079367, 23.2805278 60.8081303, 23.2808396 60.808303)",,,,
259971897,,Papalintie,residential,False,True,159.528,"LINESTRING (23.2753052 60.8075594, 23.2754995 60.8078496, 23.2756301 60.8080788, 23.2756868 60.8081518, 23.2757718 60.8081879, 23.275793 60.8081918, 23.2759149 60.8081955, 23.2761837 60.8081912, 23.2765892 60.8081619, 23.2768763 60.8081218, 23.2773031 60.8080869)",,,,
259971897,,Papalintie,residential,False,False,159.528,"LINESTRING (23.2773031 60.8080869, 23.2768763 60.8081218, 23.2765892 60.8081619, 23.2761837 60.8081912, 23.2759149 60.8081955, 23.275793 60.8081918, 23.2757718 60.8081879, 23.2756868 60.8081518, 23.2756301 60.8080788, 23.2754995 60.8078496, 23.2753052 60.8075594)",,,,
259971897,,Papalintie,residential,False,True,160.75900000000001,"LINESTRING (23.2773031 60.8080869, 23.2773426 60.808084, 23.2777446 60.8080295, 23.2783158 60.8079431, 23.2787093 60.8078515, 23.2789969 60.8077615, 23.279315 60.8075686, 23.2796394 60.8073088)",,,,
259971901,,Rajatie,residential,False,True,96.632,"LINESTRING (23.2773031 60.8080869, 23.2771482 60.8080344, 23.2770748 60.8079589, 23.27699 60.807848, 23.276875 60.8076814, 23.2766378 60.8072992)",,,,
"[259971905, 259971906]",,Tolmintie,residential,False,True,129.712,"LINESTRING (23.2808396 60.808303, 23.2805278 60.8081303, 23.2801977 60.8079367, 23.2799946 60.8076878, 23.2796394 60.8073088)",,,,
259971903,,Soinintie,residential,False,False,142.048,"LINESTRING (23.2847227 60.8039646, 23.2847824 60.8040404, 23.2851039 60.8045335, 23.2854301 60.8049427, 23.2854914 60.8050196, 23.285601 60.8051675)",,,,
551451469,2812,Varsanojantie,tertiary,False,False,58.55,"LINESTRING (23.2847227 60.8039646, 23.2848552 60.8039666, 23.2857949 60.8040234)",,,,
551451469,2812,Varsanojantie,tertiary,False,True,55.43,"LINESTRING (23.2847227 60.8039646, 23.2844563 60.8039583, 23.2837018 60.8039743)",,,,
551451882,,Lepolantie,residential,True,False,32.464,"LINESTRING (23.2829926 60.804329, 23.282784 60.8042948, 23.2826336 60.8042678, 23.2824396 60.8042191)",,,,
551451883,,Lepolantie,residential,False,False,88.811,"LINESTRING (23.2829926 60.804329, 23.283075 60.804371, 23.2832023 60.8044359, 23.283362 60.8045381, 23.2834955 60.804698, 23.2836372 60.8048993, 23.2836554 60.805002, 23.2836087 60.8050268)",,,,
259975165,,Ratsastajantie,residential,False,True,207.785,"LINESTRING (23.2896744 60.8059042, 23.2896081 60.8058048, 23.2895119 60.8057069, 23.2892272 60.8053976, 23.2887786 60.8049404, 23.2881005 60.8042014)",,,,
259975165,,Ratsastajantie,residential,False,False,207.78499999999997,"LINESTRING (23.2881005 60.8042014, 23.2887786 60.8049404, 23.2892272 60.8053976, 23.2895119 60.8057069, 23.2896081 60.8058048, 23.2896744 60.8059042)",,,,
551451469,2812,Varsanojantie,tertiary,False,True,126.614,"LINESTRING (23.2881005 60.8042014, 23.2860357 60.8040415, 23.2857949 60.8040234)",,,,
260251317,,Rasiojantie,residential,False,False,85.696,"LINESTRING (23.2870229 60.8030238, 23.2876266 60.803736)",,,,
260251316,,Karrinmäentie,residential,False,True,103.956,"LINESTRING (23.2870229 60.8030238, 23.2867209 60.8030096, 23.2861512 60.8030671, 23.2852215 60.8032849)",,,,
123915198,,Hollikuja,residential,False,True,133.092,"LINESTRING (23.2852215 60.8032849, 23.284507 60.8034836, 23.2834135 60.8037381, 23.2830385 60.80383)",,,,
260251316,,Karrinmäentie,residential,False,False,103.95599999999999,"LINESTRING (23.2852215 60.8032849, 23.2861512 60.8030671, 23.2867209 60.8030096, 23.2870229 60.8030238)",,,,
260251316,,Karrinmäentie,residential,False,True,88.342,"LINESTRING (23.2852215 60.8032849, 23.2854291 60.8034888, 23.2857272 60.8038423, 23.2857711 60.8039225, 23.2857949 60.8040234)",,,,
260251317,,Rasiojantie,residential,False,True,85.696,"LINESTRING (23.2876266 60.803736, 23.2870229 60.8030238)",,,,
260251316,,Karrinmäentie,residential,False,False,88.342,"LINESTRING (23.2857949 60.8040234, 23.2857711 60.8039225, 23.2857272 60.8038423, 23.2854291 60.8034888, 23.2852215 60.8032849)",,,,
551451469,2812,Varsanojantie,tertiary,False,False,126.614,"LINESTRING (23.2857949 60.8040234, 23.2860357 60.8040415, 23.2881005 60.8042014)",,,,
551451469,2812,Varsanojantie,tertiary,False,True,58.55,"LINESTRING (23.2857949 60.8040234, 23.2848552 60.8039666, 23.2847227 60.8039646)",,,,
71304042,,Rantatie,residential,False,False,97.52499999999999,"LINESTRING (23.2742418 60.8042706, 23.2741498 60.8040458, 23.2736556 60.8034445)",,,3,
71304042,,Rantatie,residential,False,True,76.274,"LINESTRING (23.2742418 60.8042706, 23.274354 60.8044287, 23.2743951 60.8044866, 23.2746511 60.8048473, 23.2747018 60.8049188)",,,3,
35827591,2812,,tertiary,True,False,14.733,"LINESTRING (23.2821129 60.8041023, 23.2821211 60.8040646, 23.2821518 60.8040298, 23.2822055 60.8039996, 23.2822349 60.803991)",,roundabout,,
551451571,2805,Kurjenmäentie,tertiary,True,False,26.602999999999998,"LINESTRING (23.2821129 60.8041023, 23.2820746 60.8040584, 23.2820448 60.8040245, 23.2819971 60.8039537, 23.2819554 60.8038762)",,,,
35827591,2812,,tertiary,True,False,4.154,"LINESTRING (23.2824396 60.8042191, 23.2823635 60.8042233)",,roundabout,,
35827591,2812,,tertiary,True,False,15.354,"LINESTRING (23.2823635 60.8042233, 23.2822882 60.8042166, 23.2822202 60.8041994, 23.2821648 60.8041728, 23.28214 60.8041504)",,roundabout,,
551451880,2812,Ypäjänkyläntie,tertiary,True,False,43.01,"LINESTRING (23.2823635 60.8042233, 23.2822436 60.8042494, 23.282139 60.804291, 23.2818561 60.8043898, 23.2817007 60.8044329)",,,,
35826741,,Perttulantie,residential,False,True,60.671,"LINESTRING (23.2736915 60.805153, 23.2747018 60.8049188)",,,,
448925704,,Pyssymäentie,residential,False,True,177.505,"LINESTRING (23.2736915 60.805153, 23.2747466 60.8066641)",,,,
448925704,,Pyssymäentie,residential,False,False,177.505,"LINESTRING (23.2747466 60.8066641, 23.2736915 60.805153)",,,,
35827591,2812,,tertiary,True,False,13.684000000000001,"LINESTRING (23.2824709 60.8039812, 23.2825125 60.80399, 23.2825737 60.8040166, 23.2826148 60.8040512, 23.2826248 60.8040716)",,roundabout,,
551451467,2812,Varsanojantie,tertiary,True,False,66.834,"LINESTRING (23.2824709 60.8039812, 23.2825616 60.8039799, 23.2827822 60.8039712, 23.2830861 60.8039654, 23.2837018 60.8039743)",,,,
35827591,2812,,tertiary,True,False,8.745000000000001,"LINESTRING (23.2826248 60.8040716, 23.2826307 60.8040835, 23.2826289 60.8041167, 23.2826094 60.8041485)",,roundabout,,
551451465,2812,Varsanojantie,tertiary,True,False,60.662,"LINESTRING (23.2837018 60.8039743, 23.2834555 60.8039974, 23.2831992 60.8040051, 23.282931 60.8040139, 23.2828774 60.8040148, 23.282818 60.8040196, 23.2827462 60.8040284, 23.2826986 60.8040371, 23.2826509 60.8040545, 23.2826248 60.8040716)",,,,
551451469,2812,Varsanojantie,tertiary,False,False,55.43,"LINESTRING (23.2837018 60.8039743, 23.2844563 60.8039583, 23.2847227 60.8039646)",,,,
35827591,2812,,tertiary,True,False,13.458,"LINESTRING (23.2822349 60.803991, 23.2822759 60.8039791, 23.2823558 60.8039703, 23.2824374 60.8039741, 23.2824709 60.8039812)",,roundabout,,
71304129,2805,Kurjenmäentie,tertiary,False,True,17.039,"LINESTRING (23.2819554 60.8038762, 23.2818404 60.8037336)",,,,
551451569,2805,Kurjenmäentie,tertiary,True,False,20.589,"LINESTRING (23.2819554 60.8038762, 23.2819912 60.8039112, 23.2820329 60.8039373, 23.2820926 60.8039596, 23.2821938 60.8039838, 23.2822349 60.803991)",,,,
1181926926,2812,Ypäjänkyläntie,tertiary,False,False,121.963,"LINESTRING (23.2817007 60.8044329, 23.2799393 60.8051147)",,,,
551451879,2812,Ypäjänkyläntie,tertiary,True,False,39.553000000000004,"LINESTRING (23.2817007 60.8044329, 23.2818203 60.8043695, 23.2820116 60.8042489, 23.2820766 60.8042057, 23.2821065 60.8041834, 23.28214 60.8041504)",,,,
35827591,2812,,tertiary,True,False,5.594,"LINESTRING (23.28214 60.8041504, 23.2821279 60.8041395, 23.2821129 60.8041023)",,roundabout,,
