osmid,ref,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,junction,width
24000854,230,Risto Rytin katu,tertiary,40,False,True,108.845,"LINESTRING (22.6974358 61.1756938, 22.6971772 61.1755485, 22.6967622 61.1753343, 22.6966447 61.1752893, 22.6961341 61.1750939, 22.6959592 61.175027)",,,
164616220,230,Risto Rytin katu,tertiary,40,True,False,50.91499999999999,"LINESTRING (22.6974358 61.1756938, 22.6979135 61.1758752, 22.6980183 61.1759314, 22.6981435 61.175997)",,,
164616202,230,Risto Rytin katu,tertiary,40,True,False,41.19,"LINESTRING (22.6989167 61.176317, 22.6984445 61.1762084, 22.6982354 61.1761467)",,,
164616215,230,Risto Rytin katu,tertiary,40,False,False,91.64500000000001,"LINESTRING (22.6989167 61.176317, 22.6992853 61.1764581, 22.6993421 61.1764798, 22.6996192 61.1765829, 22.700012 61.1767291, 22.7002654 61.1768234)",,,
"[55166169, 48754897]",,Hannulanpuistokatu,residential,"['40', '50']",False,True,194.475,"LINESTRING (22.7083497 61.1735965, 22.7076547 61.1739966, 22.7070156 61.17443, 22.7061426 61.1749834)",,,
164616214,230,,tertiary,,True,False,6.715,"LINESTRING (22.6981435 61.175997, 22.6981784 61.1760026, 22.6982103 61.1760093, 22.6982525 61.1760253)",1,roundabout,
164616210,,Lauttakylänkatu,tertiary,40,False,False,127.60600000000001,"LINESTRING (22.6978397 61.1763646, 22.697828 61.1764202, 22.6977019 61.1767829, 22.6975983 61.1770808, 22.6975168 61.1773151, 22.6974777 61.177395, 22.6974291 61.1774945)",,,
175130450,,Lauttakylänkatu,tertiary,40,True,False,28.64,"LINESTRING (22.6978397 61.1763646, 22.6979122 61.176242, 22.6979854 61.1761168)",,,
48811099,,Karpintie,tertiary,40,False,False,120.614,"LINESTRING (22.6967837 61.1799622, 22.6971779 61.1799081, 22.6986997 61.1796994, 22.6989479 61.1796653)",,,
164616210,,Lauttakylänkatu,tertiary,40,False,True,54.608,"LINESTRING (22.6967837 61.1799622, 22.696748 61.179757, 22.6967072 61.1794725)",,,
206383816,,Kappelikuja,residential,40,True,False,134.656,"LINESTRING (22.6967837 61.1799622, 22.6965874 61.1799895, 22.6957311 61.1801316, 22.6944053 61.1803517)",,,
164616210,,Lauttakylänkatu,tertiary,40,False,False,54.608,"LINESTRING (22.6967072 61.1794725, 22.696748 61.179757, 22.6967837 61.1799622)",,,
164616210,,Lauttakylänkatu,tertiary,40,False,True,55.189,"LINESTRING (22.6967072 61.1794725, 22.6967464 61.1792671, 22.6968594 61.1789822)",,,
"[48457018, 1100641667]",,Kirkkotie,residential,40,False,False,39.461,"LINESTRING (22.6967072 61.1794725, 22.6964462 61.1795331, 22.696046 61.1796285)",,,
69689592,,Kirkkotie,residential,40,False,True,161.569,"LINESTRING (22.6901615 61.1804166, 22.6907569 61.1802681, 22.6914489 61.1801669, 22.6917118 61.1801376, 22.6921924 61.1801118, 22.6926261 61.1801023, 22.6930588 61.1800928)",,,
48753156,,Viialankatu,residential,40,False,False,94.21300000000001,"LINESTRING (22.6999908 61.1783475, 22.6995788 61.1784689, 22.699214 61.1786345, 22.6990875 61.1787398, 22.6989779 61.178831, 22.6988707 61.1789241, 22.6988381 61.1789602)",,,
48753156,,Viialankatu,residential,40,False,True,157.956,"LINESTRING (22.6999908 61.1783475, 22.7001422 61.1783295, 22.7010379 61.1781896, 22.701305 61.1781295, 22.7013597 61.1781172, 22.7015703 61.178036, 22.7021261 61.177663, 22.7023075 61.1775655)",,,
48811098,,Virastokatu,residential,40,False,False,167.95000000000002,"LINESTRING (22.6999908 61.1783475, 22.6998053 61.1782805, 22.6996052 61.1782082, 22.6991562 61.178046, 22.6983791 61.1777652, 22.6976076 61.1775077, 22.6974291 61.1774945)",,,
164616210,,Lauttakylänkatu,tertiary,40,False,False,18.038,"LINESTRING (22.696923 61.1788229, 22.6968594 61.1789822)",,,
48754351,,Särmänkatu,residential,40,False,True,103.78999999999999,"LINESTRING (22.696923 61.1788229, 22.6980016 61.1789034, 22.6988381 61.1789602)",,,
164616210,,Lauttakylänkatu,tertiary,40,False,True,150.18200000000002,"LINESTRING (22.696923 61.1788229, 22.697056 61.1784762, 22.6970753 61.1784258, 22.6974291 61.1774945)",,,
48753156,,Viialankatu,residential,40,False,False,79.81400000000001,"LINESTRING (22.6988381 61.1789602, 22.698761 61.1791868, 22.6988254 61.1794454, 22.6989112 61.1795994, 22.6989479 61.1796653)",,,
48753156,,Viialankatu,residential,40,False,True,94.21300000000001,"LINESTRING (22.6988381 61.1789602, 22.6988707 61.1789241, 22.6989779 61.178831, 22.6990875 61.1787398, 22.699214 61.1786345, 22.6995788 61.1784689, 22.6999908 61.1783475)",,,
48754351,,Särmänkatu,residential,40,False,False,103.78999999999999,"LINESTRING (22.6988381 61.1789602, 22.6980016 61.1789034, 22.696923 61.1788229)",,,
48753156,,Viialankatu,residential,40,False,False,157.95600000000002,"LINESTRING (22.7023075 61.1775655, 22.7021261 61.177663, 22.7015703 61.178036, 22.7013597 61.1781172, 22.701305 61.1781295, 22.7010379 61.1781896, 22.7001422 61.1783295, 22.6999908 61.1783475)",,,
48754897,,Hannulanpuistokatu,residential,40,False,False,97.039,"LINESTRING (22.7023075 61.1775655, 22.7024632 61.1774576, 22.7029371 61.177129, 22.7032441 61.1769164, 22.7033409 61.176849)",,,
164616215,230,Risto Rytin katu,tertiary,40,False,False,174.919,"LINESTRING (22.7023075 61.1775655, 22.7030232 61.1778505, 22.7031582 61.1778979, 22.7033041 61.1779491, 22.7036128 61.1780575, 22.7040741 61.1781972, 22.7044089 61.1782825, 22.704787 61.1783599, 22.7050401 61.1784068)",,,
