osmid,highway,maxspeed,junction,oneway,reversed,length,geometry,ref,name
30821476,secondary,40,roundabout,True,False,10.407,"LINESTRING (22.8531696 63.2399402, 22.8531026 63.2399322, 22.8530409 63.239918, 22.8529872 63.2398983)",,
30821476,secondary,40,roundabout,True,False,8.323,"LINESTRING (22.8528932 63.2397926, 22.8529052 63.2397556, 22.8529376 63.2397211)",,
30821476,secondary,40,roundabout,True,False,16.097,"LINESTRING (22.8529376 63.2397211, 22.8530061 63.239684, 22.8530976 63.2396589, 22.8532023 63.2396485)",,
144549108,secondary,40,,True,False,26.528,"LINESTRING (22.8529376 63.2397211, 22.8529244 63.2395928, 22.8529126 63.2394828)",17826,
144549116,secondary,40,,True,False,23.456000000000003,"LINESTRING (22.8529126 63.2394828, 22.8529728 63.239517, 22.853046 63.2395587, 22.853066 63.2395725, 22.8532023 63.2396485)",17826,
704560384,secondary,40,,False,True,48.2,"LINESTRING (22.8529126 63.2394828, 22.8528428 63.2394123, 22.8527036 63.2392969, 22.8524454 63.2391043)",17826,Härmäntie
30821476,secondary,40,roundabout,True,False,11.567,"LINESTRING (22.8535453 63.2397917, 22.853538 63.2398262, 22.8535129 63.239859, 22.8534714 63.2398882)",,
96861127,secondary,40,,False,False,38.061,"LINESTRING (22.8534028 63.2402045, 22.8534577 63.2405459)",17826,Härmäntie
38612916,secondary,40,,True,False,31.745,"LINESTRING (22.8534028 63.2402045, 22.8532956 63.2400556, 22.8532771 63.24003, 22.8532308 63.2399887, 22.8531696 63.2399402)",17826,Härmäntie
144550232,tertiary,40,,False,True,90.75,"LINESTRING (22.8556983 63.2394102, 22.8550466 63.2395108, 22.8539799 63.2396698)",17844,Siltatie
144550231,residential,,,False,False,297.678,"LINESTRING (22.8523124 63.2400006, 22.8522037 63.2400409, 22.8520528 63.2401391, 22.8519367 63.240232, 22.8518738 63.2403485, 22.8518429 63.2410389, 22.851836 63.2419133, 22.8518284 63.2420222, 22.851815 63.2422125, 22.851782 63.2426157)",,Härmänkaarre
144550240,residential,,,True,False,37.233,"LINESTRING (22.8523124 63.2400006, 22.8525546 63.2399014, 22.8526753 63.2398658, 22.8527132 63.2398546, 22.8528932 63.2397926)",,Härmänkaarre
96861127,secondary,40,,False,True,38.061,"LINESTRING (22.8534577 63.2405459, 22.8534028 63.2402045)",17826,Härmäntie
51784097,residential,,,False,False,221.725,"LINESTRING (22.8534577 63.2405459, 22.853653 63.2405458, 22.8537168 63.240549, 22.8540174 63.2405643, 22.8544569 63.2406185, 22.854864 63.2407082, 22.8563013 63.2410472, 22.8564092 63.2410845, 22.8564739 63.2411122, 22.8565186 63.2411338, 22.856563 63.2411697, 22.8567338 63.2413245, 22.8568478 63.2414201, 22.8569012 63.241465, 22.8570039 63.2415501)",,Viitalantie
96861127,secondary,40,,False,False,204.16400000000002,"LINESTRING (22.8534577 63.2405459, 22.8534798 63.2411196, 22.8535089 63.2419422, 22.8535137 63.2420703, 22.8535178 63.2421288, 22.853641 63.2423756)",17826,Härmäntie
51824160,residential,40,,False,False,300.868,"LINESTRING (22.8548178 63.2439073, 22.8547048 63.2439247, 22.8546451 63.2439312, 22.8543746 63.2439605, 22.8542865 63.2439638, 22.8536219 63.2439888, 22.8525369 63.243944, 22.8512535 63.2438451, 22.8512118 63.2438419, 22.8509589 63.2438226, 22.8505445 63.2437919, 22.8488815 63.2436685)",,Louhikontie
