osmid,oneway,name,highway,reversed,length,maxspeed,lanes,ref,geometry
134886402,True,Aparicio Saravia,residential,False,99.408,,,,"LINESTRING (-54.1684874 -32.3686995, -54.16836 -32.367812)"
181195159,True,Florencio Sánchez,tertiary,False,102.75,45,,,"LINESTRING (-54.1684874 -32.3686995, -54.1695756 -32.3686041)"
134886516,True,Esteban O. Vieira,residential,False,9.106,,,,"LINESTRING (-54.1742884 -32.3653789, -54.1742042 -32.3654195)"
269741027,True,Avenida de las Américas,primary,False,55.686,,1,7;26,"LINESTRING (-54.1742884 -32.3653789, -54.1743599 -32.3654472, -54.1746869 -32.3657497)"
134886412,True,Colón,residential,False,104.5,,,,"LINESTRING (-54.169465 -32.3677019, -54.16836 -32.367812)"
181195162,True,General Justino Muniz,tertiary,False,100.857,45,,,"LINESTRING (-54.169465 -32.3677019, -54.1695756 -32.3686041)"
134886515,True,Doctor Luis Alberto de Herrera,tertiary,False,101.491,45,,,"LINESTRING (-54.1696895 -32.3694959, -54.1686118 -32.3695633)"
255043975,True,General Justino Muniz,residential,False,94.879,,,,"LINESTRING (-54.1696895 -32.3694959, -54.1697994 -32.3703441)"
269741075,True,Wilson Ferreira Aldunate,residential,False,10.344,,,,"LINESTRING (-54.1647307 -32.3718232, -54.164622 -32.3718382)"
134886342,True,Villanueva Saravia Pintos,residential,False,11.127,,,,"LINESTRING (-54.1730376 -32.3636514, -54.1729391 -32.363707)"
233460173,True,Avenida de las Américas,primary,False,113.123,,1,7;26,"LINESTRING (-54.1730376 -32.3636514, -54.1736576 -32.3645236)"
134886342,True,Villanueva Saravia Pintos,residential,False,52.618,,,,"LINESTRING (-54.1729391 -32.363707, -54.1723805 -32.363743)"
134886342,True,Villanueva Saravia Pintos,residential,False,76.063,,,,"LINESTRING (-54.1723805 -32.363743, -54.1715719 -32.3637809)"
269741049,False,Doctor Juan Dario Silva,residential,True,99.247,,,,"LINESTRING (-54.1723805 -32.363743, -54.1724554 -32.3646333)"
134886342,True,Villanueva Saravia Pintos,residential,False,79.628,,,,"LINESTRING (-54.1715719 -32.3637809, -54.1707247 -32.3638078)"
134886514,True,Ansina,residential,False,98.868,,,,"LINESTRING (-54.1715719 -32.3637809, -54.1716011 -32.3646697)"
134886342,True,Villanueva Saravia Pintos,residential,False,21.221,,,,"LINESTRING (-54.1707247 -32.3638078, -54.1704988 -32.3638114)"
134886641,True,Avenida Brasil,tertiary,False,99.943,,,,"LINESTRING (-54.1707247 -32.3638078, -54.1706925 -32.3647062)"
134886342,True,Villanueva Saravia Pintos,residential,False,143.249,,,,"LINESTRING (-54.1704988 -32.3638114, -54.1689745 -32.3638551)"
134886342,True,Villanueva Saravia Pintos,residential,False,111.856,,,,"LINESTRING (-54.1689745 -32.3638551, -54.1677849 -32.3639028)"
181195162,True,General Justino Muniz,tertiary,False,103.161,45,,,"LINESTRING (-54.1689745 -32.3638551, -54.1691038 -32.3647764)"
134886342,True,Villanueva Saravia Pintos,residential,False,100.795,,,,"LINESTRING (-54.1677849 -32.3639028, -54.1667132 -32.3639502)"
134886342,True,Villanueva Saravia Pintos,residential,False,105.759,,,,"LINESTRING (-54.1667132 -32.3639502, -54.16667 -32.3639567, -54.165589 -32.3639987)"
134886504,True,18 de Julio,residential,False,108.46300000000001,,,,"LINESTRING (-54.1667132 -32.3639502, -54.1668121 -32.3645528, -54.1668717 -32.3649164)"
134886342,True,Villanueva Saravia Pintos,residential,False,99.209,,,,"LINESTRING (-54.165589 -32.3639987, -54.164533 -32.3640193)"
1032009935,False,Doroteo Navarrete,residential,False,111.22,,,,"LINESTRING (-54.164533 -32.3640193, -54.1647083 -32.3650085)"
134886735,True,Avenida de las Américas,primary,False,112.203,,1,7;26,"LINESTRING (-54.1735509 -32.3645737, -54.1729391 -32.363707)"
