osmid,oneway,name,highway,reversed,length,geometry,junction,lanes,maxspeed,width
229728922,True,Bulevar Francisco Piria,tertiary,False,103.899,"LINESTRING (-55.2749491 -34.8709447, -55.2749634 -34.8709914, -55.2751708 -34.8712576, -55.275322 -34.8714394, -55.2755652 -34.8717272)",,,,
229728924,True,Rotonda Rambla y Avenida Piria,tertiary,False,21.019000000000002,"LINESTRING (-55.2749491 -34.8709447, -55.2749121 -34.8709779, -55.2748695 -34.8709997, -55.2748152 -34.8710035, -55.2747481 -34.8709848)",roundabout,,,
229728921,True,Rambla de Los Ingleses,residential,False,121.00399999999999,"LINESTRING (-55.274959 -34.8708814, -55.2751251 -34.8709828, -55.2754094 -34.8710478, -55.2756071 -34.8710957, -55.2757 -34.8711443, -55.2757433 -34.8711842, -55.2760098 -34.8714743)",,2,,
229728924,True,Rotonda Rambla y Avenida Piria,tertiary,False,7.118,"LINESTRING (-55.274959 -34.8708814, -55.274956 -34.8709198, -55.2749491 -34.8709447)",roundabout,,,
175164656,False,Suipacha,residential,True,10.366,"LINESTRING (-55.2761872 -34.872667, -55.2762849 -34.8726194)",,,,
229728918,False,Suipacha,residential,False,11.021,"LINESTRING (-55.2761872 -34.872667, -55.2760876 -34.8727231)",,,,
229728919,True,Bulevar Francisco Piria,tertiary,False,11.887,"LINESTRING (-55.2761872 -34.872667, -55.2761063 -34.8725832)",,,,
229728920,True,Avenida 25 de Mayo,tertiary,False,160.47199999999998,"LINESTRING (-55.2761872 -34.872667, -55.2756285 -34.8726114, -55.2744531 -34.872429)",,,45,
115780902,True,Uruguay,residential,False,117.857,"LINESTRING (-55.2693591 -34.8662848, -55.2700858 -34.8671611)",,,,
116224503,True,Buenos Aires,residential,False,116.628,"LINESTRING (-55.2693591 -34.8662848, -55.269753 -34.8660619, -55.2704115 -34.8656894)",,,,
175164405,False,Talcahuano,residential,False,110.892,"LINESTRING (-55.2747021 -34.8709515, -55.2737013 -34.8715175)",,,,
229728924,True,Rotonda Rambla y Avenida Piria,tertiary,False,10.889,"LINESTRING (-55.2747021 -34.8709515, -55.2746705 -34.8709071, -55.2746486 -34.8708642)",roundabout,,,
116224503,True,Buenos Aires,residential,False,116.771,"LINESTRING (-55.2683053 -34.8668808, -55.2693591 -34.8662848)",,,,
229680700,True,Juan B. Zolezi,residential,False,115.795,"LINESTRING (-55.2683053 -34.8668808, -55.2675919 -34.8660195)",,,,
477609370,True,Buenos Aires,residential,False,115.136,"LINESTRING (-55.2704115 -34.8656894, -55.2714505 -34.8651017)",,,,
193729194,False,Avenida Francisco Piria,tertiary,False,117.01899999999999,"LINESTRING (-55.2704115 -34.8656894, -55.2699191 -34.8651048, -55.2697674 -34.8649231, -55.2696812 -34.8648243)",,,40,
193729194,False,Avenida Francisco Piria,tertiary,True,117.941,"LINESTRING (-55.2704115 -34.8656894, -55.2704514 -34.8657444, -55.2711369 -34.8665672)",,,40,
