osmid,name,highway,oneway,reversed,length,ref,geometry
232953342,Uruguay,residential,False,False,44.512,,"LINESTRING (-54.6895829 -31.7769474, -54.6895225 -31.7765504)"
232953342,Uruguay,residential,False,True,21.874,,"LINESTRING (-54.6895829 -31.7769474, -54.6895381 -31.7771404)"
307027608,Bulevar General José Artigas,secondary,True,False,108.837,6,"LINESTRING (-54.6895829 -31.7769474, -54.6896598 -31.7769597, -54.6907313 -31.7770099)"
232953364,Doctor Arturo Paradeda,residential,False,False,18.978,,"LINESTRING (-54.6871457 -31.774924, -54.6870818 -31.7750858)"
307027608,Bulevar General José Artigas,secondary,True,False,121.926,6,"LINESTRING (-54.6871457 -31.774924, -54.6880678 -31.7756907)"
232953364,Doctor Arturo Paradeda,residential,False,True,57.296,,"LINESTRING (-54.6871457 -31.774924, -54.6872495 -31.7748484, -54.687708 -31.7747628)"
232953357,Joaquín Correa,residential,False,True,72.47,,"LINESTRING (-54.6908126 -31.7770283, -54.6906854 -31.7763856)"
307027608,Bulevar General José Artigas,secondary,True,False,17.692999999999998,6,"LINESTRING (-54.6908126 -31.7770283, -54.6908814 -31.7770772, -54.6909457 -31.7771395)"
232953363,Figueroa,residential,False,False,12.093,,"LINESTRING (-54.6917827 -31.7781423, -54.6916608 -31.7781753)"
232953363,Figueroa,residential,False,True,128.522,,"LINESTRING (-54.6917827 -31.7781423, -54.6930894 -31.7778229)"
307027608,Bulevar General José Artigas,secondary,True,False,101.53,6,"LINESTRING (-54.6917827 -31.7781423, -54.6919454 -31.778359, -54.6922426 -31.7789644)"
232953311,Ituzaingó,residential,False,True,20.601,,"LINESTRING (-54.6914435 -31.7812602, -54.6912507 -31.7811738)"
307027608,Bulevar General José Artigas,secondary,True,False,14.515,6,"LINESTRING (-54.6914435 -31.7812602, -54.6914208 -31.7813893)"
232953342,Uruguay,residential,False,True,116.602,,"LINESTRING (-54.6891348 -31.7744962, -54.6893211 -31.7755328)"
232953364,Doctor Arturo Paradeda,residential,False,False,67.857,,"LINESTRING (-54.6891348 -31.7744962, -54.6884337 -31.7746272)"
232953365,General Fructuoso Rivera,residential,False,False,50.215,,"LINESTRING (-54.6962431 -31.7746137, -54.6957209 -31.7746965)"
724819651,2 Mevir,residential,False,False,46.421,,"LINESTRING (-54.6962431 -31.7746137, -54.6965451 -31.7749429)"
"[724819650, 724819651, 232953325]","['3 Mevir', '4 Mevir', '2 Mevir']",residential,False,True,383.22200000000004,,"LINESTRING (-54.6962431 -31.7746137, -54.6961097 -31.7738552, -54.6959496 -31.7733863, -54.6959551 -31.7733519, -54.6959925 -31.7733225, -54.696309 -31.7732632, -54.6963611 -31.77327, -54.6963894 -31.7733043, -54.6968093 -31.7741511, -54.696825 -31.7742357, -54.6968059 -31.7742988, -54.6965451 -31.7749429)"
