osmid,name,highway,oneway,reversed,length,geometry,lanes,bridge,maxspeed
36349360,Centenario,residential,False,True,114.832,"LINESTRING (-56.2207417 -34.7600047, -56.2206614 -34.7589741)",,,
36857407,Javier de Viana,residential,False,False,163.26,"LINESTRING (-56.2207417 -34.7600047, -56.2225288 -34.7600159)",,,
256353536,Javier de Viana,residential,False,False,196.021,"LINESTRING (-56.2207417 -34.7600047, -56.2191881 -34.7599906, -56.2188534 -34.7600329, -56.2186903 -34.7600823, -56.2186255 -34.7601203)",,,
191504596,Libertad,residential,False,True,100.097,"LINESTRING (-56.2230171 -34.7627845, -56.2229632 -34.7618854)",,,
1270446301,José Batlle y Ordóñez,residential,False,True,75.564,"LINESTRING (-56.2230171 -34.7627845, -56.2238441 -34.7627995)",,,
175354915,José Batlle y Ordóñez,residential,False,False,24.453,"LINESTRING (-56.2230171 -34.7627845, -56.2229775 -34.7627847, -56.2229323 -34.7627871, -56.2228672 -34.7627852, -56.2228268 -34.7627869, -56.2227497 -34.7627901)",,,
36857131,Doctor Luis Alberto de Herrera,residential,False,False,66.435,"LINESTRING (-56.2229 -34.7652584, -56.2228527 -34.7646622)",,,
193049577,Florencio Sánchez,residential,False,False,88.978,"LINESTRING (-56.2277992 -34.7591146, -56.2268252 -34.7591147)",,,
615918576,Ruta César Mayo Gutiérrez,tertiary,False,False,100.166,"LINESTRING (-56.2277992 -34.7591146, -56.2277927 -34.7600154)",2,,
175354916,José Artigas,tertiary,False,True,99.143,"LINESTRING (-56.22386 -34.7591296, -56.2238543 -34.7600212)",2,,
193049577,Florencio Sánchez,residential,False,True,88.678,"LINESTRING (-56.22386 -34.7591296, -56.2248307 -34.7591246)",,,
36868092,Juan Zorrilla de San Martín,residential,False,False,90.739,"LINESTRING (-56.2257698 -34.760944, -56.2247765 -34.7609454)",,,
36868092,Juan Zorrilla de San Martín,residential,False,True,94.874,"LINESTRING (-56.2257698 -34.760944, -56.2268083 -34.7609532)",,,
454678573,Rosa P. Giffuni,residential,False,False,103.17,"LINESTRING (-56.2257698 -34.760944, -56.2257604 -34.7618718)",,,
454678573,Rosa P. Giffuni,residential,False,True,102.879,"LINESTRING (-56.2257698 -34.760944, -56.2257635 -34.7600188)",,,
36868092,Juan Zorrilla de San Martín,residential,False,True,88.533,"LINESTRING (-56.2228792 -34.7609518, -56.2238483 -34.7609435)",,,
