osmid,name,highway,oneway,reversed,length,ref,lanes,geometry,maxspeed
114551229,Pérez Castellanos,residential,False,True,64.337,,,"LINESTRING (-56.0396649 -34.7363507, -56.040185 -34.7367407)",
114553395,José Enrique Rodó,tertiary,False,False,35.351,84,,"LINESTRING (-56.0396649 -34.7363507, -56.0400359 -34.7362606)",
114553395,José Enrique Rodó,tertiary,False,True,71.487,84,,"LINESTRING (-56.0396649 -34.7363507, -56.038921 -34.7365497)",
114553395,José Enrique Rodó,tertiary,False,True,35.351,84,,"LINESTRING (-56.0400359 -34.7362606, -56.0396649 -34.7363507)",
114553396,Francisco Maciel,residential,False,False,70.357,,,"LINESTRING (-56.0346863 -34.731446, -56.0352559 -34.7318717)",
114553396,Francisco Maciel,residential,False,True,29.104,,,"LINESTRING (-56.0346863 -34.731446, -56.0344498 -34.7312707)",
114553380,,tertiary,False,False,114.13900000000001,,2,"LINESTRING (-56.0346863 -34.731446, -56.0346391 -34.7318574, -56.0345857 -34.7321247, -56.0345281 -34.7323304, -56.0344749 -34.7324542)",
37151707,Ruta 74,tertiary,False,False,49.375,74,2,"LINESTRING (-56.030993 -34.7357817, -56.0306256 -34.7361073)",
37152040,José Pedro Varela,tertiary,False,True,86.788,,2,"LINESTRING (-56.030993 -34.7357817, -56.0316303 -34.735203)",
114471775,Anzani,residential,False,False,97.746,,,"LINESTRING (-56.030993 -34.7357817, -56.0317876 -34.7363702)",
114471775,Anzani,residential,False,True,103.297,,,"LINESTRING (-56.030993 -34.7357817, -56.0301398 -34.7351723)",
37151908,José Pedro Varela,residential,False,True,26.294,,,"LINESTRING (-56.0343555 -34.7326848, -56.0345452 -34.732507)",
114553380,,tertiary,False,True,27.884999999999998,,2,"LINESTRING (-56.0343555 -34.7326848, -56.0343856 -34.7326162, -56.0344749 -34.7324542)",
494703844,José Pedro Varela,tertiary,False,False,70.78999999999999,,2,"LINESTRING (-56.0343555 -34.7326848, -56.0342095 -34.7328614, -56.033864 -34.7331751)",30
114553420,Juan Díaz de Solís,residential,False,True,19.562,,,"LINESTRING (-56.0380496 -34.7363526, -56.0378956 -34.7362304)",
114553419,Francisco Fiorito (hijo),tertiary,False,False,42.526,84,,"LINESTRING (-56.0380496 -34.7363526, -56.038159 -34.7364468, -56.0382934 -34.7365707, -56.0383862 -34.736611)",
114553419,Francisco Fiorito (hijo),tertiary,False,True,24.479,84,,"LINESTRING (-56.0380496 -34.7363526, -56.0379661 -34.7363426, -56.0377829 -34.736334)",
114551261,25 de Agosto,residential,False,True,35.908,,,"LINESTRING (-56.038921 -34.7365497, -56.0386516 -34.7367848)",
114553395,José Enrique Rodó,tertiary,False,False,71.487,84,,"LINESTRING (-56.038921 -34.7365497, -56.0396649 -34.7363507)",
