osmid,highway,oneway,reversed,length,name,lanes,ref,geometry
186841914,residential,False,True,116.871,,,,"LINESTRING (-53.7951455 -33.2713091, -53.796056 -33.2720338)"
186841937,residential,False,True,122.627,Doctor Mario Sobrero,,,"LINESTRING (-53.7951455 -33.2713091, -53.7960594 -33.2705139)"
193676813,tertiary,False,False,117.237,Ruta 15,2,15,"LINESTRING (-53.7951455 -33.2713091, -53.794268 -33.2705519)"
186841924,residential,False,False,120.782,,,,"LINESTRING (-53.7917798 -33.2639942, -53.79091 -33.264801)"
193676810,residential,False,False,82.42,Castillos,,,"LINESTRING (-53.7917798 -33.2639942, -53.7924057 -33.2645191)"
186841936,tertiary,False,False,123.259,Avenida Treinta y Tres,,,"LINESTRING (-53.7960041 -33.2644934, -53.7950922 -33.265298)"
186841940,residential,False,False,116.731,Avenida del Parao,,,"LINESTRING (-53.7960041 -33.2644934, -53.796912 -33.2652185)"
186841910,residential,False,False,119.523,,,,"LINESTRING (-53.7924057 -33.2645191, -53.7915232 -33.2653007)"
193676810,residential,False,False,121.62,Castillos,,,"LINESTRING (-53.7924057 -33.2645191, -53.7933291 -33.2652938)"
193676810,residential,False,True,82.42,Castillos,,,"LINESTRING (-53.7924057 -33.2645191, -53.7917798 -33.2639942)"
186841909,residential,False,False,37.371,Del Chuy,,,"LINESTRING (-53.7906829 -33.2645237, -53.79091 -33.264801)"
186841909,residential,False,False,79.61,Del Chuy,,,"LINESTRING (-53.79091 -33.264801, -53.7915232 -33.2653007)"
186841909,residential,False,True,37.371,Del Chuy,,,"LINESTRING (-53.79091 -33.264801, -53.7906829 -33.2645237)"
186841924,residential,False,True,120.782,,,,"LINESTRING (-53.79091 -33.264801, -53.7917798 -33.2639942)"
186841944,residential,False,False,66.994,San Luis,,,"LINESTRING (-53.7945764 -33.2648773, -53.7950922 -33.265298)"
186841939,residential,False,False,124.462,De La Paloma,,,"LINESTRING (-53.796912 -33.2652185, -53.7959794 -33.2660215)"
186841940,residential,False,False,118.86,Avenida del Parao,,,"LINESTRING (-53.796912 -33.2652185, -53.7977986 -33.2659886)"
186841940,residential,False,True,116.731,Avenida del Parao,,,"LINESTRING (-53.796912 -33.2652185, -53.7960041 -33.2644934)"
186841936,tertiary,False,False,115.769,Avenida Treinta y Tres,,,"LINESTRING (-53.7950922 -33.265298, -53.7942219 -33.2660426)"
186841936,tertiary,False,True,123.259,Avenida Treinta y Tres,,,"LINESTRING (-53.7950922 -33.265298, -53.7960041 -33.2644934)"
186841944,residential,False,False,115.222,San Luis,,,"LINESTRING (-53.7950922 -33.265298, -53.7959794 -33.2660215)"
186841944,residential,False,True,66.994,San Luis,,,"LINESTRING (-53.7950922 -33.265298, -53.7945764 -33.2648773)"
186841909,residential,False,False,118.667,Del Chuy,,,"LINESTRING (-53.7915232 -33.2653007, -53.7924373 -33.2660455)"
186841909,residential,False,True,79.61,Del Chuy,,,"LINESTRING (-53.7915232 -33.2653007, -53.79091 -33.264801)"
186841910,residential,False,False,109.809,,,,"LINESTRING (-53.7915232 -33.2653007, -53.7906964 -33.2660059)"
186841910,residential,False,True,119.523,,,,"LINESTRING (-53.7915232 -33.2653007, -53.7924057 -33.2645191)"
186841934,residential,False,False,120.769,De Rocha,,,"LINESTRING (-53.7977986 -33.2659886, -53.7968654 -33.2667441)"
186841934,residential,False,True,88.306,De Rocha,,,"LINESTRING (-53.7977986 -33.2659886, -53.7984699 -33.2654268)"
186841940,residential,False,False,122.185,Avenida del Parao,,,"LINESTRING (-53.7977986 -33.2659886, -53.7987385 -33.2667566)"
186841940,residential,False,True,118.86,Avenida del Parao,,,"LINESTRING (-53.7977986 -33.2659886, -53.796912 -33.2652185)"
186841910,residential,False,True,109.809,,,,"LINESTRING (-53.7906964 -33.2660059, -53.7915232 -33.2653007)"
186841927,residential,False,False,46.79,,,,"LINESTRING (-53.7906964 -33.2660059, -53.7910493 -33.2663059)"
186841939,residential,False,False,116.174,De La Paloma,,,"LINESTRING (-53.7959794 -33.2660215, -53.7951096 -33.2667716)"
186841939,residential,False,True,124.462,De La Paloma,,,"LINESTRING (-53.7959794 -33.2660215, -53.796912 -33.2652185)"
186841944,residential,False,False,115.072,San Luis,,,"LINESTRING (-53.7959794 -33.2660215, -53.7968654 -33.2667441)"
186841944,residential,False,True,115.222,San Luis,,,"LINESTRING (-53.7959794 -33.2660215, -53.7950922 -33.265298)"
186841936,tertiary,False,False,116.04,Avenida Treinta y Tres,,,"LINESTRING (-53.7942219 -33.2660426, -53.7933495 -33.2667889)"
186841936,tertiary,False,True,115.769,Avenida Treinta y Tres,,,"LINESTRING (-53.7942219 -33.2660426, -53.7950922 -33.265298)"
193676811,residential,False,False,115.683,Castillos,,,"LINESTRING (-53.7942219 -33.2660426, -53.7951096 -33.2667716)"
"[193676810, 193676811]",residential,False,True,117.571,Castillos,,,"LINESTRING (-53.7942219 -33.2660426, -53.7933791 -33.2653357, -53.7933291 -33.2652938)"
186841927,residential,False,True,46.79,,,,"LINESTRING (-53.7910493 -33.2663059, -53.7906964 -33.2660059)"
186841934,residential,False,False,116.548,De Rocha,,,"LINESTRING (-53.7968654 -33.2667441, -53.7959858 -33.2674909)"
186841934,residential,False,True,120.769,De Rocha,,,"LINESTRING (-53.7968654 -33.2667441, -53.7977986 -33.2659886)"
186841944,residential,False,False,124.994,San Luis,,,"LINESTRING (-53.7968654 -33.2667441, -53.7978278 -33.267529)"
186841944,residential,False,True,115.072,San Luis,,,"LINESTRING (-53.7968654 -33.2667441, -53.7959794 -33.2660215)"
186841940,residential,False,False,114.798,Avenida del Parao,,,"LINESTRING (-53.7987385 -33.2667566, -53.7996085 -33.2674892)"
186841940,residential,False,True,122.185,Avenida del Parao,,,"LINESTRING (-53.7987385 -33.2667566, -53.7977986 -33.2659886)"
186841942,residential,False,False,120.605,Lascano,,,"LINESTRING (-53.7987385 -33.2667566, -53.7978278 -33.267529)"
186841939,residential,False,False,115.586,De La Paloma,,,"LINESTRING (-53.7951096 -33.2667716, -53.7942442 -33.2675179)"
186841939,residential,False,True,116.174,De La Paloma,,,"LINESTRING (-53.7951096 -33.2667716, -53.7959794 -33.2660215)"
193676811,residential,False,False,114.164,Castillos,,,"LINESTRING (-53.7951096 -33.2667716, -53.7959858 -33.2674909)"
193676811,residential,False,True,115.683,Castillos,,,"LINESTRING (-53.7951096 -33.2667716, -53.7942219 -33.2660426)"
186841909,residential,False,False,116.148,Del Chuy,,,"LINESTRING (-53.7933495 -33.2667889, -53.7942442 -33.2675179)"
186841909,residential,False,True,118.431,Del Chuy,,,"LINESTRING (-53.7933495 -33.2667889, -53.7924373 -33.2660455)"
186841936,tertiary,False,False,119.689,Avenida Treinta y Tres,,,"LINESTRING (-53.7933495 -33.2667889, -53.7924497 -33.2675587)"
186841936,tertiary,False,True,116.04,Avenida Treinta y Tres,,,"LINESTRING (-53.7933495 -33.2667889, -53.7942219 -33.2660426)"
186841945,residential,False,False,54.065,San Miguel,,,"LINESTRING (-53.7920373 -33.2672159, -53.7924497 -33.2675587)"
186841937,residential,False,False,118.775,Doctor Mario Sobrero,,,"LINESTRING (-53.7996085 -33.2674892, -53.7987212 -33.2682577)"
186841940,residential,False,False,123.788,Avenida del Parao,,,"LINESTRING (-53.7996085 -33.2674892, -53.8005466 -33.2682792)"
