osmid,ref,name,highway,oneway,reversed,length,geometry,lanes,maxspeed,junction,bridge
516423305,B2,Eleftherias,primary,False,True,22.212,"LINESTRING (33.424245 35.0194837, 33.424281 35.0194345, 33.4243847 35.0193202)",,,,
705845977,B2,Eleftherias,primary,True,False,18.697,"LINESTRING (33.424245 35.0194837, 33.4241846 35.0195516, 33.4241241 35.0196196)",,,,
8045239,,,tertiary,False,False,44.032,"LINESTRING (33.4237613 35.0202016, 33.4235562 35.0205602)",,,,
8045239,,,tertiary,False,True,38.399,"LINESTRING (33.4237613 35.0202016, 33.4238836 35.0199827, 33.4239428 35.01989)",,,,
24885122,,,residential,False,False,135.959,"LINESTRING (33.4237613 35.0202016, 33.4235952 35.0201519, 33.4232861 35.0201299, 33.4230646 35.0201379, 33.4222999 35.0202802)",,,,
705845981,,,tertiary,True,False,19.463,"LINESTRING (33.4239428 35.01989, 33.4241021 35.0197733)",,,,
8045239,,,tertiary,False,False,38.399,"LINESTRING (33.4239428 35.01989, 33.4238836 35.0199827, 33.4237613 35.0202016)",,,,
24885070,,,residential,False,False,21.202,"LINESTRING (33.4231057 35.0213205, 33.423017 35.0214968)",,,,
8045239,,,tertiary,False,False,92.757,"LINESTRING (33.4231057 35.0213205, 33.4228586 35.0212918, 33.4226732 35.0213356, 33.422371 35.0215024, 33.4221924 35.0215954)",,,,
8045239,,,tertiary,False,True,94.03899999999999,"LINESTRING (33.4231057 35.0213205, 33.4232196 35.0211592, 33.4235562 35.0205602)",,,,
24885072,,,residential,False,False,160.764,"LINESTRING (33.4198583 35.0218045, 33.4199296 35.0232491)",,,,
8045239,,,tertiary,False,False,49.447,"LINESTRING (33.4198583 35.0218045, 33.4197961 35.0217921, 33.4193307 35.0216993)",,,,
8045239,,,tertiary,False,True,46.663,"LINESTRING (33.4198583 35.0218045, 33.420184 35.0218414, 33.4203659 35.021862)",,,,
722317215,F201,,tertiary,False,False,7.372,"LINESTRING (33.4193307 35.0216993, 33.419319 35.0217649)",,,,
8045239,,,tertiary,False,True,49.447,"LINESTRING (33.4193307 35.0216993, 33.4197961 35.0217921, 33.4198583 35.0218045)",,,,
186566178,F201,Georgiou Griva Diyeni,tertiary,False,True,136.84699999999998,"LINESTRING (33.4193307 35.0216993, 33.4193622 35.0215156, 33.4193854 35.0213947, 33.419348 35.0204724)",2,30,,
24885177,F201,,tertiary,False,True,14.178,"LINESTRING (33.4192668 35.0243075, 33.419251 35.0243797, 33.4192561 35.0244087, 33.4192769 35.0244268)",,,,
722317215,F201,,tertiary,False,True,100.91,"LINESTRING (33.4192668 35.0243075, 33.4193113 35.0241356, 33.4193765 35.0238839, 33.4194682 35.0234154)",,,,
1055127759,F1351,,tertiary,False,False,52.658,"LINESTRING (33.4192668 35.0243075, 33.419136 35.0243018, 33.4187093 35.0241919)",,,,
186575318,,,residential,False,False,63.227999999999994,"LINESTRING (33.4187093 35.0241919, 33.4187861 35.0239638, 33.4188328 35.023634)",,,,
1055127759,F1351,,tertiary,False,False,152.14999999999998,"LINESTRING (33.4187093 35.0241919, 33.4183461 35.0241722, 33.4182136 35.0242088, 33.4180855 35.0242897, 33.4179108 35.024392, 33.4177404 35.0244597, 33.41742 35.0246013, 33.4172256 35.0247124)",,,,
1055127759,F1351,,tertiary,False,True,52.658,"LINESTRING (33.4187093 35.0241919, 33.419136 35.0243018, 33.4192668 35.0243075)",,,,
24885081,,,residential,False,True,73.342,"LINESTRING (33.4186871 35.019327, 33.4187596 35.0186701)",,,,
155276036,B2,Chalkanoros,primary,False,True,34.686,"LINESTRING (33.4186871 35.019327, 33.4183602 35.0191669)",,,,
155276036,B2,Chalkanoros,primary,False,False,28.973,"LINESTRING (33.4186871 35.019327, 33.4188478 35.0194236, 33.4189215 35.0194621, 33.4189494 35.0194739)",,,,
10367877,,,tertiary,False,False,60.87,"LINESTRING (33.4253561 35.0250699, 33.4259666 35.0248469)",,,,
10367877,,,tertiary,False,True,39.344,"LINESTRING (33.4253561 35.0250699, 33.4250967 35.0251591, 33.4249524 35.0251948)",,,,
24885149,,,residential,False,True,208.495,"LINESTRING (33.4253561 35.0250699, 33.4256783 35.0252409, 33.4258365 35.0253545, 33.4260544 35.025605, 33.4265225 35.0262412, 33.4268465 35.0264506)",,,,
24885070,,,residential,False,True,88.68799999999999,"LINESTRING (33.4221952 35.0255921, 33.4223105 35.0253212, 33.422344 35.0251391, 33.4223775 35.0248137)",,,,
1146437072,,,residential,True,False,102.40100000000001,"LINESTRING (33.4221952 35.0255921, 33.4221631 35.025928, 33.4220376 35.0264363, 33.4220153 35.0264991)",,,,
1225555257,F201,,tertiary,True,False,112.235,"LINESTRING (33.4221952 35.0255921, 33.4227229 35.0257157, 33.4231342 35.0257157, 33.4232384 35.0256998, 33.423402 35.0256748)",,,,
10367877,,,tertiary,False,False,151.41899999999998,"LINESTRING (33.423402 35.0256748, 33.4235248 35.025647, 33.4239288 35.0255657, 33.4242951 35.0254403, 33.4249524 35.0251948)",,,,
1246808572,,,tertiary,False,False,64.37,"LINESTRING (33.423402 35.0256748, 33.4234816 35.0260651, 33.4235702 35.0262333)",,,,
24885177,F201,,tertiary,False,False,34.069,"LINESTRING (33.4208956 35.0249624, 33.4205555 35.0248347)",,,,
24885068,,,residential,False,False,119.62,"LINESTRING (33.4208956 35.0249624, 33.4209959 35.0247245, 33.4210331 35.0245758, 33.4209299 35.0244423, 33.420934 35.0240942, 33.4208742 35.0239354)",,,,
24885177,F201,,tertiary,False,True,74.403,"LINESTRING (33.4208956 35.0249624, 33.4211459 35.0250632, 33.421212 35.0251027, 33.4214453 35.025351, 33.4214931 35.025397)",,,,
24885068,,,residential,False,False,86.372,"LINESTRING (33.4208742 35.0239354, 33.4209031 35.023159)",,,,
24885068,,,residential,False,True,119.62,"LINESTRING (33.4208742 35.0239354, 33.420934 35.0240942, 33.4209299 35.0244423, 33.4210331 35.0245758, 33.4209959 35.0247245, 33.4208956 35.0249624)",,,,
186575278,,,residential,False,True,114.559,"LINESTRING (33.4208742 35.0239354, 33.420677 35.0239814, 33.4206121 35.0246856, 33.4205555 35.0248347)",,,,
24885068,,,residential,False,True,24.244,"LINESTRING (33.4208948 35.0227018, 33.420899 35.0229198)",,,,
24885070,,,residential,False,False,69.448,"LINESTRING (33.4226744 35.0223285, 33.4225804 35.0229483)",,,,
24885070,,,residential,False,True,97.839,"LINESTRING (33.4226744 35.0223285, 33.4228189 35.021882, 33.423017 35.0214968)",,,,
24885135,,,residential,False,False,148.204,"LINESTRING (33.4226744 35.0223285, 33.422072 35.0222879, 33.4215471 35.022271, 33.4213011 35.0222907, 33.4210515 35.022309)",,,,
24885070,,,residential,False,False,32.017,"LINESTRING (33.4224753 35.0238495, 33.4224118 35.0241327)",,,,
24885070,,,residential,False,True,35.268,"LINESTRING (33.4224753 35.0238495, 33.4225341 35.023536)",,,,
24885100,,,residential,False,False,207.35799999999998,"LINESTRING (33.4224753 35.0238495, 33.4226701 35.0238623, 33.4231674 35.0237763, 33.4234479 35.0237242, 33.4244426 35.0234733, 33.4246341 35.0233481)",,,,
24885070,,,residential,False,False,88.68799999999999,"LINESTRING (33.4223775 35.0248137, 33.422344 35.0251391, 33.4223105 35.0253212, 33.4221952 35.0255921)",,,,
24885070,,,residential,False,True,76.356,"LINESTRING (33.4223775 35.0248137, 33.4223465 35.0244242, 33.4224118 35.0241327)",,,,
186575324,,,residential,False,False,125.616,"LINESTRING (33.4223775 35.0248137, 33.4226658 35.0247389, 33.4229111 35.0246932, 33.4230087 35.0246393, 33.4231181 35.0245501, 33.4232303 35.0245078, 33.4234832 35.0243781, 33.4235727 35.0242992)",,,,
1246808578,,,residential,False,False,12.361,"LINESTRING (33.4220153 35.0264991, 33.4218813 35.0265169)",,,,
1246808578,,,residential,False,True,148.90900000000002,"LINESTRING (33.4220153 35.0264991, 33.4222024 35.0265265, 33.4224008 35.0265432, 33.4226239 35.0265325, 33.4229186 35.0264845, 33.4233723 35.0263304, 33.4235702 35.0262333)",,,,
