osmid,oneway,ref,highway,reversed,length,geometry,junction,name
325809784,True,EN354,primary,False,66.50200000000001,"LINESTRING (14.6856604 -13.7908664, 14.6857721 -13.7907706, 14.6858733 -13.7906922, 14.6859523 -13.7906488, 14.6860666 -13.7906219, 14.6861932 -13.790598)",,
325809781,False,EN354,primary,True,105.213,"LINESTRING (14.6908007 -13.7835616, 14.6903128 -13.7843806)",,
1164404458,False,,residential,True,128.934,"LINESTRING (14.6908007 -13.7835616, 14.6897507 -13.7830097)",,
325809781,False,EN354,primary,False,40.702,"LINESTRING (14.6908007 -13.7835616, 14.690951 -13.7833273, 14.6909922 -13.7832467)",,
1156939971,False,,residential,False,258.228,"LINESTRING (14.6908007 -13.7835616, 14.6911253 -13.783748, 14.6914975 -13.7839036, 14.691651 -13.7839499, 14.6918629 -13.7840013, 14.6919655 -13.7840404, 14.6924 -13.7842442, 14.6925469 -13.7843172, 14.6926012 -13.7843504, 14.6926535 -13.784407, 14.692748 -13.7845425, 14.6928272 -13.7846786)",,
325809781,False,EN354,primary,False,105.213,"LINESTRING (14.6903128 -13.7843806, 14.6908007 -13.7835616)",,
325809781,False,EN354,primary,True,137.477,"LINESTRING (14.6903128 -13.7843806, 14.6897141 -13.7854717)",,
733475061,False,,residential,True,137.849,"LINESTRING (14.6903128 -13.7843806, 14.6891864 -13.7837974)",,
202792240,True,,primary,False,13.396,"LINESTRING (14.6861585 -13.7900954, 14.6860975 -13.7901061, 14.6860408 -13.7901306)",roundabout,
202792240,True,,primary,False,6.704,"LINESTRING (14.6860408 -13.7901306, 14.6859917 -13.7901675)",roundabout,
1156939968,False,,residential,True,70.272,"LINESTRING (14.6860408 -13.7901306, 14.686082 -13.7894999)",,
202792240,True,,primary,False,19.506,"LINESTRING (14.6859917 -13.7901675, 14.685953 -13.7902146, 14.6859279 -13.7902668, 14.6859156 -13.7903231)",roundabout,
643686040,True,,residential,False,22.628999999999998,"LINESTRING (14.6859917 -13.7901675, 14.6858971 -13.7902341, 14.6858124 -13.7902707)",,
202792240,True,,primary,False,46.71,"LINESTRING (14.6864329 -13.7903584, 14.6864255 -13.7902859, 14.6863892 -13.7902066, 14.6863274 -13.7901439, 14.6862473 -13.7901053, 14.6861585 -13.7900954)",roundabout,
325809796,True,EN354,primary,False,99.215,"LINESTRING (14.6864329 -13.7903584, 14.6864948 -13.7901852, 14.6865485 -13.790071, 14.686616 -13.7899543, 14.6867076 -13.7898398, 14.6869079 -13.7896055)",,
1156917131,True,,residential,False,13.211,"LINESTRING (14.6859886 -13.7905232, 14.6858816 -13.7904656)",,
202792240,True,,primary,False,24.286,"LINESTRING (14.6859886 -13.7905232, 14.6860483 -13.7905673, 14.6861184 -13.7905929, 14.6861932 -13.790598)",roundabout,
325809781,False,EN354,primary,False,86.814,"LINESTRING (14.6869079 -13.7896055, 14.6872836 -13.7892396, 14.6874705 -13.7890479)",,
325809793,True,EN354,primary,False,98.023,"LINESTRING (14.6869079 -13.7896055, 14.686762 -13.7897187, 14.6866415 -13.7898191, 14.6865124 -13.7899109, 14.6863955 -13.7899826, 14.6861585 -13.7900954)",,
325809783,True,EN354,primary,False,23.82,"LINESTRING (14.6857857 -13.7906901, 14.6856604 -13.7908664)",,
325809781,False,EN354,primary,False,137.477,"LINESTRING (14.6897141 -13.7854717, 14.6903128 -13.7843806)",,
325809781,False,EN354,primary,True,197.636,"LINESTRING (14.6897141 -13.7854717, 14.6888483 -13.7870376)",,
1156939969,False,,residential,False,228.242,"LINESTRING (14.6897141 -13.7854717, 14.6915551 -13.7864799)",,
1156939969,False,,residential,True,140.295,"LINESTRING (14.6897141 -13.7854717, 14.6885871 -13.7848441)",,
325809781,False,EN354,primary,False,16.354,"LINESTRING (14.6887739 -13.7871657, 14.6888483 -13.7870376)",,
325809781,False,EN354,primary,True,13.792,"LINESTRING (14.6887739 -13.7871657, 14.6887081 -13.787272)",,
733490474,False,,residential,True,100.755,"LINESTRING (14.6887739 -13.7871657, 14.6895928 -13.7875999)",,
643686040,True,,residential,False,33.267,"LINESTRING (14.6858124 -13.7902707, 14.6856987 -13.7903115, 14.6856251 -13.7903376, 14.6855219 -13.7903701)",,
1156917130,True,,residential,False,17.677,"LINESTRING (14.6858124 -13.7902707, 14.6857634 -13.7902494, 14.685728 -13.7902221, 14.6856937 -13.7901687)",,
1156917131,True,,residential,False,42.54,"LINESTRING (14.6856356 -13.7903926, 14.6857088 -13.7904161, 14.6857654 -13.7904612, 14.6857936 -13.7905222, 14.6858024 -13.7905885, 14.6857857 -13.7906901)",,
643686040,True,,residential,False,12.531,"LINESTRING (14.6855219 -13.7903701, 14.6856356 -13.7903926)",,
325809783,True,EN354,primary,False,16.265,"LINESTRING (14.6859156 -13.7903231, 14.6858816 -13.7904656)",,
202792240,True,,primary,False,24.281,"LINESTRING (14.6859156 -13.7903231, 14.6859194 -13.7903958, 14.6859444 -13.7904644, 14.6859886 -13.7905232)",roundabout,
325809783,True,EN354,primary,False,27.042,"LINESTRING (14.6858816 -13.7904656, 14.6858544 -13.7905392, 14.6858263 -13.790603, 14.6857857 -13.7906901)",,
1156917131,True,,residential,False,27.948999999999998,"LINESTRING (14.6858816 -13.7904656, 14.685834 -13.7904455, 14.685747 -13.7904113, 14.6856356 -13.7903926)",,
325809781,False,EN354,primary,False,13.792,"LINESTRING (14.6887081 -13.787272, 14.6887739 -13.7871657)",,
325809781,False,EN354,primary,True,216.317,"LINESTRING (14.6887081 -13.787272, 14.6882818 -13.7880322, 14.6880395 -13.7884026, 14.6878858 -13.7886064, 14.687619 -13.7888956)",,
325809781,False,EN354,primary,False,197.636,"LINESTRING (14.6888483 -13.7870376, 14.6897141 -13.7854717)",,
325809781,False,EN354,primary,True,16.354,"LINESTRING (14.6888483 -13.7870376, 14.6887739 -13.7871657)",,
"[723615900, 1164447150]",True,,residential,False,144.853,"LINESTRING (14.6888483 -13.7870376, 14.6887885 -13.7870661, 14.6887036 -13.7870701, 14.6886189 -13.7870295, 14.6876644 -13.7865078)",,Avenida Catchicacala
733475602,False,,residential,False,210.124,"LINESTRING (14.6876644 -13.7865078, 14.6885871 -13.7848441)",,
733475602,False,,residential,True,6.213,"LINESTRING (14.6876644 -13.7865078, 14.6876353 -13.786556)",,
733470276,False,,residential,False,55.053,"LINESTRING (14.6867455 -13.7881795, 14.6871399 -13.7884932)",,
733475602,False,,residential,False,204.506,"LINESTRING (14.6867455 -13.7881795, 14.6876353 -13.786556)",,
733482058,False,,residential,True,163.209,"LINESTRING (14.6867455 -13.7881795, 14.6857226 -13.78926)",,
733470278,False,,residential,True,52.764,"LINESTRING (14.6856937 -13.7901687, 14.6856476 -13.7896963)",,
1156917130,True,,residential,False,29.511,"LINESTRING (14.6856937 -13.7901687, 14.6856688 -13.7902152, 14.6856241 -13.790279, 14.685586 -13.7903245, 14.6855219 -13.7903701)",,
325809781,False,EN354,primary,False,23.323,"LINESTRING (14.6874705 -13.7890479, 14.687619 -13.7888956)",,
325809781,False,EN354,primary,True,86.814,"LINESTRING (14.6874705 -13.7890479, 14.6872836 -13.7892396, 14.6869079 -13.7896055)",,
1156939967,False,,residential,True,166.522,"LINESTRING (14.6874705 -13.7890479, 14.6866178 -13.7890797, 14.686082 -13.7894999)",,
723345747,False,,residential,True,35.834,"LINESTRING (14.6859575 -13.7895811, 14.6856476 -13.7896963)",,
