osmid,lanes,ref,name,highway,width,oneway,reversed,length,geometry
498001415,2,A0009,Nansana - Busunju Road,primary,8,False,True,24.988,"LINESTRING (32.5287118 0.3638747, 32.5285382 0.3640174)"
111872915,,,,residential,,False,True,329.5489999999999,"LINESTRING (32.5287118 0.3638747, 32.5286521 0.3638271, 32.5285234 0.3637131, 32.5284804 0.3636689, 32.5284107 0.36363, 32.528298 0.3635844, 32.5282216 0.3635576, 32.5281318 0.3635187, 32.5280432 0.3634664, 32.5278783 0.3633175, 32.527408 0.3629453, 32.5271353 0.3627449, 32.5270347 0.3626617, 32.5269594 0.3625776, 32.5267182 0.3623037, 32.5265552 0.3620829, 32.5264773 0.361982)"
111872916,,,,residential,,False,False,272.125,"LINESTRING (32.5287118 0.3638747, 32.5290629 0.3641956, 32.529142 0.3642461, 32.5292467 0.3642545, 32.5293561 0.364216, 32.5294409 0.3642064, 32.529537 0.364219, 32.5296432 0.3642764, 32.5298027 0.36435, 32.5299597 0.3644346, 32.5302527 0.3646412, 32.5305001 0.3648638, 32.5306839 0.3650194, 32.5307403 0.3650568)"
498001415,2,A0009,Nansana - Busunju Road,primary,8,False,False,81.265,"LINESTRING (32.5287118 0.3638747, 32.5289295 0.3636546, 32.52921 0.3633403)"
297587212,,,,residential,,False,False,109.86999999999999,"LINESTRING (32.52921 0.3633403, 32.5293387 0.3634422, 32.5295164 0.3635388, 32.5296345 0.363575, 32.5298001 0.3635985, 32.5299221 0.3636032, 32.5301307 0.3636126)"
498001415,2,A0009,Nansana - Busunju Road,primary,8,False,False,96.344,"LINESTRING (32.52921 0.3633403, 32.5293982 0.3631153, 32.5295494 0.3628936, 32.5297113 0.3626354)"
498001415,2,A0009,Nansana - Busunju Road,primary,8,False,True,81.265,"LINESTRING (32.52921 0.3633403, 32.5289295 0.3636546, 32.5287118 0.3638747)"
498001415,2,A0009,Nansana - Busunju Road,primary,8,False,True,160.256,"LINESTRING (32.5305299 0.3613395, 32.5303603 0.3616071, 32.5297596 0.3625576)"
111872915,,,,residential,,False,True,67.973,"LINESTRING (32.5264773 0.361982, 32.5261039 0.361498)"
111872915,,,,residential,,False,False,329.549,"LINESTRING (32.5264773 0.361982, 32.5265552 0.3620829, 32.5267182 0.3623037, 32.5269594 0.3625776, 32.5270347 0.3626617, 32.5271353 0.3627449, 32.527408 0.3629453, 32.5278783 0.3633175, 32.5280432 0.3634664, 32.5281318 0.3635187, 32.5282216 0.3635576, 32.528298 0.3635844, 32.5284107 0.36363, 32.5284804 0.3636689, 32.5285234 0.3637131, 32.5286521 0.3638271, 32.5287118 0.3638747)"
111872917,,,,tertiary,,False,False,54.31999999999999,"LINESTRING (32.5264773 0.361982, 32.5260946 0.3620408, 32.5259939 0.3620521)"
167713044,,,,tertiary,,False,False,8.902,"LINESTRING (32.5313162 0.3654382, 32.5313578 0.3653698)"
111872916,,,,residential,,False,True,76.806,"LINESTRING (32.5313162 0.3654382, 32.5308942 0.3651591, 32.5307403 0.3650568)"
167713044,,,,tertiary,,False,True,48.001999999999995,"LINESTRING (32.5313162 0.3654382, 32.5312398 0.3656031, 32.5311356 0.3658303)"
111872917,,,,tertiary,,False,False,65.992,"LINESTRING (32.5257298 0.3621883, 32.525294 0.3625196, 32.5252564 0.3625462)"
111872917,,,,tertiary,,False,True,33.372,"LINESTRING (32.5257298 0.3621883, 32.5258251 0.3621199, 32.5258787 0.3620918, 32.5259404 0.362065, 32.5259939 0.3620521)"
111872917,,,,tertiary,,False,False,21.644,"LINESTRING (32.5249849 0.3627214, 32.5248045 0.3627945)"
111872917,,,,tertiary,,False,True,35.940999999999995,"LINESTRING (32.5249849 0.3627214, 32.5250821 0.3626604, 32.525188 0.3625947, 32.5252564 0.3625462)"
665285126,,,,residential,,False,False,74.42800000000001,"LINESTRING (32.5249849 0.3627214, 32.5250928 0.3629394, 32.5251988 0.3631304, 32.5252511 0.3632766, 32.5252699 0.3633255)"
167713044,,,,tertiary,,False,False,109.1,"LINESTRING (32.5324649 0.3623933, 32.5325782 0.3621954, 32.5327002 0.3620077, 32.53277 0.3619031, 32.5328605 0.3617944, 32.5330724 0.3616402)"
167713044,,,,tertiary,,False,True,37.807,"LINESTRING (32.5324649 0.3623933, 32.5324233 0.3625562, 32.5323884 0.3627245)"
167713044,,,,tertiary,,False,True,11.078,"LINESTRING (32.5331465 0.3615736, 32.5330724 0.3616402)"
167713044,,,,tertiary,,False,False,155.212,"LINESTRING (32.5319606 0.3640528, 32.532196 0.3633246, 32.5322865 0.3630772, 32.5323884 0.3627245)"
167713044,,,,tertiary,,False,True,135.841,"LINESTRING (32.5319606 0.3640528, 32.5318902 0.3642754, 32.5318211 0.3644256, 32.5316897 0.3646603, 32.5316233 0.3648333, 32.5315502 0.3650526, 32.5314912 0.3651767)"
297587212,,,,residential,,False,False,317.62199999999996,"LINESTRING (32.5319606 0.3640528, 32.5324233 0.3640927, 32.532497 0.3641208, 32.5325527 0.3641624, 32.5325876 0.3642388, 32.532607 0.3642851, 32.5326385 0.3643106, 32.5327009 0.3643207, 32.5329146 0.3643421, 32.5331404 0.364338, 32.5332085 0.364326, 32.5332313 0.3643005, 32.5332454 0.3642489, 32.5332695 0.3640813, 32.5333024 0.363968, 32.5333983 0.3637654, 32.5334184 0.3637299, 32.5334157 0.3636984, 32.5333855 0.3636743, 32.5330348 0.3634818, 32.5326781 0.363335)"
297587212,,,,residential,,False,True,51.939,"LINESTRING (32.5319606 0.3640528, 32.5317246 0.3640625, 32.5316461 0.3640565, 32.5315952 0.3640424, 32.5315053 0.3640001)"
167713044,,,,tertiary,,False,False,54.91,"LINESTRING (32.5249795 0.3700059, 32.5250988 0.3697417, 32.52519 0.3695593)"
167713044,,,,tertiary,,False,False,76.853,"LINESTRING (32.5267028 0.3685454, 32.5271065 0.3681927, 32.5272387 0.3681116)"
167713044,,,,tertiary,,False,True,91.792,"LINESTRING (32.5267028 0.3685454, 32.5264212 0.3687801, 32.526283 0.3688727, 32.5261436 0.3689303, 32.5260081 0.3689719)"
665293464,,,,residential,,False,False,100.77699999999999,"LINESTRING (32.5267028 0.3685454, 32.5268443 0.3687113, 32.526914 0.3688387, 32.5269422 0.3689179, 32.5269569 0.3689729, 32.5269435 0.3690868, 32.5269328 0.3691874, 32.526914 0.3692277, 32.5268805 0.3692478, 32.5268269 0.3692558, 32.5267786 0.3692518)"
297587212,,,,residential,,False,False,160.80599999999998,"LINESTRING (32.5301307 0.3636126, 32.5302688 0.3636494, 32.5305182 0.3637574, 32.530643 0.3638191, 32.5308508 0.3639076, 32.5309661 0.3639412, 32.5310473 0.3639532, 32.5312612 0.3639498, 32.5313857 0.3639636, 32.5315053 0.3640001)"
297587212,,,,residential,,False,True,109.86999999999999,"LINESTRING (32.5301307 0.3636126, 32.5299221 0.3636032, 32.5298001 0.3635985, 32.5296345 0.363575, 32.5295164 0.3635388, 32.5293387 0.3634422, 32.52921 0.3633403)"
664448124,,,,residential,,False,False,67.265,"LINESTRING (32.5301307 0.3636126, 32.5301977 0.3634362, 32.5302286 0.3633967, 32.5302661 0.3633846, 32.5303023 0.3633819, 32.5305873 0.3634376)"
167713044,,,,tertiary,,False,False,135.841,"LINESTRING (32.5314912 0.3651767, 32.5315502 0.3650526, 32.5316233 0.3648333, 32.5316897 0.3646603, 32.5318211 0.3644256, 32.5318902 0.3642754, 32.5319606 0.3640528)"
167713044,,,,tertiary,,False,True,26.102,"LINESTRING (32.5314912 0.3651767, 32.5314315 0.3652591, 32.5313578 0.3653698)"
297587213,,,,residential,,False,False,198.21299999999997,"LINESTRING (32.5314912 0.3651767, 32.5318325 0.3652615, 32.5320504 0.3653828, 32.5322436 0.3655304, 32.5324957 0.3656631, 32.5328028 0.3658254, 32.5330711 0.3659729)"
297587213,,,,residential,,False,True,198.21299999999997,"LINESTRING (32.5330711 0.3659729, 32.5328028 0.3658254, 32.5324957 0.3656631, 32.5322436 0.3655304, 32.5320504 0.3653828, 32.5318325 0.3652615, 32.5314912 0.3651767)"
297587214,,,,residential,,False,False,106.333,"LINESTRING (32.5330711 0.3659729, 32.5332923 0.3654311, 32.5334106 0.3650794)"
167713044,,,,tertiary,,False,False,48.001999999999995,"LINESTRING (32.5311356 0.3658303, 32.5312398 0.3656031, 32.5313162 0.3654382)"
167713044,,,,tertiary,,False,True,63.549,"LINESTRING (32.5311356 0.3658303, 32.5310688 0.3659773, 32.5309514 0.3661744, 32.5308331 0.3663109)"
"[297587216, 297587217]",,,,residential,,False,"[False, True]",229.179,"LINESTRING (32.5311356 0.3658303, 32.5314617 0.3659802, 32.5317125 0.3661003, 32.5320216 0.3662711, 32.5325889 0.366601, 32.5327691 0.3662275)"
297587215,,,,residential,,False,False,141.458,"LINESTRING (32.5327691 0.3662275, 32.5329222 0.3662525, 32.5332245 0.3663267, 32.5334244 0.3663771, 32.5335002 0.366465, 32.5333393 0.366921)"
297587215,,,,residential,,False,True,183.68200000000002,"LINESTRING (32.5327691 0.3662275, 32.5324077 0.3659981, 32.5320136 0.3657662, 32.5315241 0.3654595, 32.5313578 0.3653698)"
"[297587216, 297587217]",,,,residential,,False,"[False, True]",229.17900000000003,"LINESTRING (32.5327691 0.3662275, 32.5325889 0.366601, 32.5320216 0.3662711, 32.5317125 0.3661003, 32.5314617 0.3659802, 32.5311356 0.3658303)"
167713044,,,,tertiary,,False,False,63.549,"LINESTRING (32.5308331 0.3663109, 32.5309514 0.3661744, 32.5310688 0.3659773, 32.5311356 0.3658303)"
