osmid,name,highway,oneway,reversed,length,geometry,ref,maxspeed,bridge,access
60718888,улица Коллективизации,residential,False,False,75.076,"LINESTRING (40.2593651 60.9700673, 40.2605463 60.9697105)",,,,
60718915,Садовая улица,residential,False,True,131.45,"LINESTRING (40.2593651 60.9700673, 40.2606847 60.971061)",,,,
60718888,улица Коллективизации,residential,False,True,161.281,"LINESTRING (40.2593651 60.9700673, 40.2576465 60.9706057, 40.2568456 60.9708476)",,,,
60718915,Садовая улица,residential,False,False,80.01,"LINESTRING (40.2635433 60.9732616, 40.2627664 60.9726487)",,,,
60718915,Садовая улица,residential,False,True,67.627,"LINESTRING (40.2635433 60.9732616, 40.264182 60.9737849)",,,,
60718893,Октябрьский проспект,secondary,False,True,201.022,"LINESTRING (40.2616793 60.9718584, 40.2648594 60.9709166)",11К-001,40,,
60718893,Октябрьский проспект,secondary,False,False,150.555,"LINESTRING (40.2616793 60.9718584, 40.2604905 60.9722509, 40.2593488 60.9726027)",11К-001,40,,
60718915,Садовая улица,residential,False,False,103.652,"LINESTRING (40.2616793 60.9718584, 40.2615921 60.9717816, 40.2606847 60.971061)",,,,
60718915,Садовая улица,residential,False,True,105.655,"LINESTRING (40.2616793 60.9718584, 40.2618096 60.9719532, 40.2627664 60.9726487)",,,,
149778608,Советская улица,secondary,False,True,72.903,"LINESTRING (40.2639028 60.9765623, 40.2628568 60.9761472)",,,,
"[149778608, 89575356, 88406573]",Советская улица,secondary,False,False,56.185,"LINESTRING (40.2639028 60.9765623, 40.2640316 60.9766131, 40.2643733 60.9766981, 40.2647535 60.9768492)",,,yes,no
60718893,Октябрьский проспект,secondary,False,True,189.066,"LINESTRING (40.2563694 60.9734975, 40.2565247 60.9734516, 40.2575311 60.9731594, 40.2591232 60.9726694, 40.2593488 60.9726027)",11К-001,40,,
149778608,Советская улица,secondary,False,False,111.70299999999999,"LINESTRING (40.2563694 60.9734975, 40.2565441 60.9735677, 40.2574655 60.9739752, 40.2577069 60.9740767, 40.2579269 60.9741587)",,,,
149778609,Советская улица,secondary,False,True,93.773,"LINESTRING (40.2563694 60.9734975, 40.2561412 60.9734036, 40.2550127 60.9729705)",11К-283,,,
194995845,Октябрьский проспект,tertiary,False,False,57.311,"LINESTRING (40.2563694 60.9734975, 40.2562478 60.9735375, 40.2554838 60.9737821)",,,,
149778609,Советская улица,secondary,False,True,160.048,"LINESTRING (40.252981 60.9721407, 40.2507003 60.9712204)",11К-283,,,
60718888,улица Коллективизации,residential,False,False,78.75,"LINESTRING (40.252981 60.9721407, 40.2530828 60.9720542, 40.2532791 60.9719461, 40.2535633 60.9718305, 40.2540504 60.971672)",,,,
149778609,Советская улица,secondary,False,False,143.284,"LINESTRING (40.252981 60.9721407, 40.2534951 60.972352, 40.2550127 60.9729705)",11К-283,,,
60718888,улица Коллективизации,residential,False,True,113.434,"LINESTRING (40.2568456 60.9708476, 40.2550416 60.9713714)",,,,
96720279,улица Правды,residential,False,False,127.935,"LINESTRING (40.2568456 60.9708476, 40.2582393 60.9717784)",,,,
60718888,улица Коллективизации,residential,False,False,161.281,"LINESTRING (40.2568456 60.9708476, 40.2576465 60.9706057, 40.2593651 60.9700673)",,,,
60718903,Лесная улица,residential,False,False,207.011,"LINESTRING (40.2528417 60.9698464, 40.2531065 60.9700388, 40.2535279 60.9703428, 40.2541054 60.9707386, 40.2550416 60.9713714)",,,,
88236451,улица Красные Зори,residential,False,True,104.103,"LINESTRING (40.2528417 60.9698464, 40.2527696 60.9700055, 40.2525715 60.9701356, 40.2517699 60.9706075)",,,,
88236432,Пионерская улица,residential,False,False,154.186,"LINESTRING (40.2582393 60.9717784, 40.2606847 60.971061)",,,,
