osmid,oneway,name,highway,reversed,length,junction,geometry,lanes,bridge,maxspeed
159957995,True,улица 40 лет Победы,residential,False,187.353,,"LINESTRING (86.1802961 69.4035798, 86.1800444 69.4035029, 86.1793531 69.4032964, 86.1782036 69.4029677, 86.176654 69.402486)",,,
159013188,False,Нижняя объездная дорога,unclassified,True,1079.538,,"LINESTRING (86.1634086 69.4081033, 86.1632319 69.4080765, 86.1627245 69.4080295, 86.1612635 69.407911, 86.1606319 69.4078173, 86.1606676 69.4076009, 86.1607528 69.4074155, 86.1612312 69.4069114, 86.1630632 69.4053686, 86.1635119 69.4050483, 86.1639422 69.4047841, 86.1644036 69.4045369, 86.1651224 69.4041878, 86.1672789 69.4033122, 86.1676168 69.4031952, 86.1694354 69.4025611, 86.1696607 69.4024837, 86.1702695 69.4023186, 86.1708355 69.402177, 86.1714202 69.4020704, 86.1719754 69.4019742, 86.1724207 69.4019015, 86.1737645 69.4017619, 86.1745584 69.4017345, 86.1753408 69.4017304, 86.1757976 69.4016784)",2,,
"[159957987, 159960645, 159960646]",False,улица Горького,tertiary,True,150.093,,"LINESTRING (86.1634086 69.4081033, 86.1636364 69.4081011, 86.1640066 69.4080955, 86.1641507 69.4081035, 86.1643459 69.4081143, 86.1646783 69.4081459, 86.165056 69.4081817, 86.165489 69.4081579, 86.1656463 69.4081378, 86.1659623 69.4080444, 86.1662375 69.4078674, 86.1664525 69.4076823)",2,yes,
159958012,False,Советская улица,tertiary,False,96.511,,"LINESTRING (86.1634086 69.4081033, 86.1631868 69.4083733, 86.1629647 69.4087056, 86.1628843 69.4088258, 86.1629015 69.4088851, 86.1629801 69.4089411)",2,,
156319728,True,улица Горького,tertiary,False,62.008,,"LINESTRING (86.1757038 69.4026622, 86.1766477 69.4022142)",2,,
159957986,False,улица Бегичева,living_street,False,418.952,,"LINESTRING (86.1757038 69.4026622, 86.1752642 69.4025667, 86.1749073 69.4025875, 86.1739723 69.4029284, 86.1736963 69.4030826, 86.1735397 69.403154, 86.1723522 69.4036441, 86.1721015 69.403734, 86.1708485 69.4042206, 86.1700061 69.4045678, 86.1696402 69.4047249, 86.1688892 69.4050304, 86.1686358 69.4051504, 86.1686782 69.4051843, 86.1687487 69.4052106)",,,
159957996,True,улица Горького,tertiary,False,426.70000000000005,,"LINESTRING (86.176654 69.402486, 86.1763141 69.4026037, 86.1744644 69.4033162, 86.1742645 69.4033873, 86.1730381 69.4038836, 86.1713301 69.4045101, 86.1700288 69.4049919, 86.1695203 69.4051929, 86.1693718 69.4052644, 86.1692753 69.40531)",2,,
156319733,True,улица Ленина,residential,False,162.017,,"LINESTRING (86.1744037 69.4061409, 86.1745434 69.4060848, 86.175317 69.4058025, 86.1759611 69.4055681, 86.1764298 69.4053952, 86.1766776 69.405303, 86.1767807 69.4052254, 86.1768469 69.4050842, 86.1767854 69.4050178)",2,,
159958005,True,улица Островского,tertiary,False,89.92,,"LINESTRING (86.1744037 69.4061409, 86.1758989 69.406349, 86.1760979 69.4063754, 86.1765303 69.4064474)",2,,
"[159957987, 159960645, 159960646]",False,улица Горького,tertiary,False,150.093,,"LINESTRING (86.1664525 69.4076823, 86.1662375 69.4078674, 86.1659623 69.4080444, 86.1656463 69.4081378, 86.165489 69.4081579, 86.165056 69.4081817, 86.1646783 69.4081459, 86.1643459 69.4081143, 86.1641507 69.4081035, 86.1640066 69.4080955, 86.1636364 69.4081011, 86.1634086 69.4081033)",2,yes,
161288865,True,улица Горького,tertiary,False,284.542,,"LINESTRING (86.1664525 69.4076823, 86.1663908 69.4075753, 86.167046 69.4069565, 86.167169 69.4068503, 86.1673238 69.406702, 86.1677434 69.4062541, 86.1678086 69.4061519, 86.168492 69.4054705, 86.1686173 69.4053634, 86.1687863 69.4052804)",,,
159958002,True,улица Островского,tertiary,False,362.801,,"LINESTRING (86.1837995 69.4084009, 86.1834065 69.4081387, 86.1832591 69.4080649, 86.1829272 69.4079041, 86.1824352 69.4076309, 86.1823149 69.4075626, 86.1819293 69.4074136, 86.1813017 69.4072586, 86.1801919 69.4070896, 86.178995 69.4069274, 86.1770424 69.4066569, 86.1768242 69.4066263, 86.176539 69.4065945)",,,
161300531,False,Дудинская улица,unclassified,False,409.605,,"LINESTRING (86.1837995 69.4084009, 86.180816 69.4089606, 86.180502 69.4090447, 86.1779302 69.409571, 86.1770743 69.4096671, 86.1757708 69.4099199, 86.1757064 69.4099916, 86.1747284 69.4101848)",,,
159958012,False,Советская улица,tertiary,True,96.511,,"LINESTRING (86.1629801 69.4089411, 86.1629015 69.4088851, 86.1628843 69.4088258, 86.1629647 69.4087056, 86.1631868 69.4083733, 86.1634086 69.4081033)",2,,
156319733,True,улица Ленина,residential,False,192.014,,"LINESTRING (86.1724673 69.4078866, 86.1731767 69.4071848, 86.1739744 69.4064934, 86.1742376 69.4062765)",2,,
692370506,False,улица Ленина,residential,True,110.104,,"LINESTRING (86.1724673 69.4078866, 86.1721531 69.4080635, 86.1720694 69.4081254, 86.1718258 69.408261, 86.1707496 69.4086637)",,,
161300531,False,Дудинская улица,unclassified,True,409.605,,"LINESTRING (86.1747284 69.4101848, 86.1757064 69.4099916, 86.1757708 69.4099199, 86.1770743 69.4096671, 86.1779302 69.409571, 86.180502 69.4090447, 86.180816 69.4089606, 86.1837995 69.4084009)",,,
156319729,False,улица Андреевой,living_street,True,275.44,,"LINESTRING (86.1767854 69.4050178, 86.1750072 69.4044383, 86.1750143 69.4043565, 86.1752747 69.4042553, 86.1761838 69.4038981, 86.1766505 69.4039245, 86.176857 69.4039057, 86.1778468 69.4035556, 86.178233 69.4034206)",,,
156319733,True,улица Ленина,residential,False,212.688,,"LINESTRING (86.1767854 69.4050178, 86.1769399 69.4048543, 86.1771414 69.4047643, 86.1784499 69.4042276, 86.1795548 69.4038114, 86.1801133 69.4036491, 86.1802961 69.4035798)",2,,
156319722,True,,tertiary,False,67.084,,"LINESTRING (86.1847535 69.4031688, 86.185416 69.4029131, 86.1860989 69.4028209)",,,
524931182,False,,tertiary,False,58.67099999999999,,"LINESTRING (86.1847535 69.4031688, 86.1841268 69.4029589, 86.183649 69.402812)",2,,
580169471,False,улица Ленина,residential,True,78.927,,"LINESTRING (86.1821358 69.4032721, 86.1825366 69.4032009, 86.1834741 69.4028669, 86.183649 69.402812)",,,
524931182,False,,tertiary,False,259.864,,"LINESTRING (86.183649 69.402812, 86.1829438 69.4025914, 86.1812049 69.402059, 86.1803144 69.401827, 86.1795044 69.4016873, 86.1789304 69.4016562, 86.1781284 69.401642)",2,,
524931182,False,,tertiary,True,58.67099999999999,,"LINESTRING (86.183649 69.402812, 86.1841268 69.4029589, 86.1847535 69.4031688)",2,,
580169471,False,улица Ленина,residential,False,78.92699999999999,,"LINESTRING (86.183649 69.402812, 86.1834741 69.4028669, 86.1825366 69.4032009, 86.1821358 69.4032721)",,,
1112459283,True,,tertiary,False,36.519,,"LINESTRING (86.1766477 69.4022142, 86.1765951 69.4018863)",,,
159957996,True,улица Горького,tertiary,False,32.507999999999996,,"LINESTRING (86.1766477 69.4022142, 86.1767471 69.4022988, 86.1767952 69.4023896, 86.176654 69.402486)",2,,
156319729,False,улица Андреевой,living_street,False,275.43999999999994,,"LINESTRING (86.178233 69.4034206, 86.1778468 69.4035556, 86.176857 69.4039057, 86.1766505 69.4039245, 86.1761838 69.4038981, 86.1752747 69.4042553, 86.1750143 69.4043565, 86.1750072 69.4044383, 86.1767854 69.4050178)",,,
1112459280,True,Нижняя объездная дорога,unclassified,False,39.882,,"LINESTRING (86.1757976 69.4016784, 86.1768064 69.4017302)",2,,
159013188,False,Нижняя объездная дорога,unclassified,False,1079.5380000000002,,"LINESTRING (86.1757976 69.4016784, 86.1753408 69.4017304, 86.1745584 69.4017345, 86.1737645 69.4017619, 86.1724207 69.4019015, 86.1719754 69.4019742, 86.1714202 69.4020704, 86.1708355 69.402177, 86.1702695 69.4023186, 86.1696607 69.4024837, 86.1694354 69.4025611, 86.1676168 69.4031952, 86.1672789 69.4033122, 86.1651224 69.4041878, 86.1644036 69.4045369, 86.1639422 69.4047841, 86.1635119 69.4050483, 86.1630632 69.4053686, 86.1612312 69.4069114, 86.1607528 69.4074155, 86.1606676 69.4076009, 86.1606319 69.4078173, 86.1612635 69.407911, 86.1627245 69.4080295, 86.1632319 69.4080765, 86.1634086 69.4081033)",2,,
156319735,True,улица Матросова,tertiary,False,16.902,,"LINESTRING (86.1837155 69.4036198, 86.1839944 69.4035037)",,,
1082263003,True,,tertiary,False,16.765,,"LINESTRING (86.1842787 69.4035887, 86.1839676 69.4036924)",,,
156319730,True,улица Всесвятского,tertiary,False,12.744,,"LINESTRING (86.1839676 69.4036924, 86.1837155 69.4036198)",2,,
"[586602768, 159958001]",True,улица Матросова,tertiary,False,419.06899999999996,,"LINESTRING (86.1839676 69.4036924, 86.1835493 69.4038262, 86.1816885 69.4045809, 86.181215 69.4047921, 86.1792862 69.4055803, 86.1771254 69.406389, 86.1770738 69.4064083, 86.1768149 69.4064948)",,,40
1082263005,True,улица Матросова,residential,False,6.156,,"LINESTRING (86.1761114 69.4065993, 86.1762187 69.4065588)",,,
156319734,False,улица Матросова,residential,False,350.147,,"LINESTRING (86.1761114 69.4065993, 86.1760232 69.4066408, 86.1759521 69.4066738, 86.1746161 69.4072928, 86.1746684 69.4073852, 86.1748508 69.4074437, 86.1737796 69.407939, 86.1730228 69.4082454, 86.1724182 69.4085342, 86.1709745 69.4090315)",,,
159958002,True,улица Островского,tertiary,False,13.141,,"LINESTRING (86.176539 69.4065945, 86.1762187 69.4065588)",,,
1082263004,True,улица Матросова,residential,False,16.732,,"LINESTRING (86.176539 69.4065945, 86.1761114 69.4065993)",,,40
159958005,True,улица Островского,tertiary,False,12.316,,"LINESTRING (86.1765303 69.4064474, 86.1768149 69.4064948)",2,,
156319735,True,улица Матросова,tertiary,False,336.347,,"LINESTRING (86.1765303 69.4064474, 86.176813 69.4063489, 86.1781529 69.405847, 86.1789946 69.4054982, 86.1795571 69.4052661, 86.179686 69.4052055, 86.180823 69.404772, 86.1809613 69.4047173, 86.1822751 69.404198)",,,
156319735,True,улица Матросова,tertiary,False,17.377,,"LINESTRING (86.1762187 69.4065588, 86.1765303 69.4064474)",,,
156319736,True,улица Островского,tertiary,False,83.625,,"LINESTRING (86.1762187 69.4065588, 86.1758685 69.4065164, 86.1742376 69.4062765)",2,,
586602768,True,улица Матросова,tertiary,False,15.471,,"LINESTRING (86.1768149 69.4064948, 86.176539 69.4065945)",,,40
156319737,True,улица Островского,tertiary,False,275.97,,"LINESTRING (86.1768149 69.4064948, 86.17707 69.4065269, 86.1773713 69.4065627, 86.1790614 69.4067981, 86.1803468 69.4069666, 86.1807631 69.4070256, 86.1811107 69.4070789, 86.1815107 69.4071456, 86.18209 69.4072842, 86.1826265 69.4074871, 86.1829215 69.4076371)",,,
1082263006,False,улица Бегичева,living_street,True,11.12,,"LINESTRING (86.1690302 69.4051966, 86.1687487 69.4052106)",,,
156319728,True,улица Горького,tertiary,False,384.192,,"LINESTRING (86.1690302 69.4051966, 86.1692977 69.4050991, 86.1727932 69.4038093, 86.1742233 69.4032457, 86.1757038 69.4026622)",2,,
159958005,True,улица Островского,tertiary,False,16.298000000000002,,"LINESTRING (86.1690302 69.4051966, 86.1691953 69.4052445, 86.1692753 69.40531)",2,,
159957996,True,улица Горького,tertiary,False,27.883,,"LINESTRING (86.1692753 69.40531, 86.168907 69.4055247)",2,,
159958005,True,улица Островского,tertiary,False,224.1,,"LINESTRING (86.1692753 69.40531, 86.1694032 69.4053738, 86.1697124 69.4055011, 86.1702172 69.4055735, 86.1720411 69.4058193, 86.1744037 69.4061409)",2,,
1082263006,False,улица Бегичева,living_street,False,11.12,,"LINESTRING (86.1687487 69.4052106, 86.1690302 69.4051966)",,,
1082263006,False,улица Бегичева,living_street,True,7.9,,"LINESTRING (86.1687487 69.4052106, 86.1687863 69.4052804)",,,
159957986,False,улица Бегичева,living_street,True,418.95200000000006,,"LINESTRING (86.1687487 69.4052106, 86.1686782 69.4051843, 86.1686358 69.4051504, 86.1688892 69.4050304, 86.1696402 69.4047249, 86.1700061 69.4045678, 86.1708485 69.4042206, 86.1721015 69.403734, 86.1723522 69.4036441, 86.1735397 69.403154, 86.1736963 69.4030826, 86.1739723 69.4029284, 86.1749073 69.4025875, 86.1752642 69.4025667, 86.1757038 69.4026622)",,,
156319736,True,улица Островского,tertiary,False,27.572,,"LINESTRING (86.168907 69.4055247, 86.1687863 69.4052804)",2,,
159958000,True,улица Горького,tertiary,False,260.31199999999995,,"LINESTRING (86.168907 69.4055247, 86.1688089 69.405628, 86.1685315 69.4059059, 86.1682041 69.4061842, 86.1681792 69.4062073, 86.167479 69.4068995, 86.1674506 69.4069407, 86.1667445 69.4075949, 86.1664525 69.4076823)",,,
1112459281,True,,residential,False,38.83,,"LINESTRING (86.1765951 69.4018863, 86.1757976 69.4016784)",,,
1112459285,True,,tertiary,False,21.703,roundabout,"LINESTRING (86.1765951 69.4018863, 86.1765845 69.4017888, 86.1768064 69.4017302)",,,
1112459284,True,Нижняя объездная дорога,tertiary,False,52.644000000000005,,"LINESTRING (86.1768064 69.4017302, 86.1772996 69.4016939, 86.1781284 69.401642)",2,,
1112459285,True,,tertiary,False,26.147999999999996,roundabout,"LINESTRING (86.1768064 69.4017302, 86.1770237 69.4017475, 86.1771466 69.4018129, 86.1771067 69.40189)",,,
