osmid,oneway,lanes,highway,reversed,length,geometry,name,maxspeed
747397454,True,2,tertiary,False,12.009,"LINESTRING (37.6078316 55.6214337, 37.6079146 55.6213364)",,
208556256,True,1,tertiary,False,72.691,"LINESTRING (37.6086231 55.6232656, 37.6086057 55.6231972, 37.6086071 55.6231095, 37.6086462 55.6230115, 37.6089449 55.6226527)",,
"[1105484367, 1105484368, 1105484369, 1105484370, 1105484372]",True,2,tertiary,False,373.78800000000007,"LINESTRING (37.6086231 55.6232656, 37.6084078 55.6232701, 37.6082021 55.6232817, 37.6079821 55.6233089, 37.6077057 55.623346, 37.6072711 55.6234044, 37.6071014 55.6234286, 37.6062636 55.6235481, 37.6058639 55.6236126, 37.6057378 55.6236329, 37.6054604 55.6236777, 37.6052891 55.6237036, 37.6035026 55.6239737, 37.6033518 55.6239965, 37.6029357 55.624061, 37.6028519 55.624073)",Сумская улица,
541565284,True,1,tertiary,False,41.218,"LINESTRING (37.610114 55.6229589, 37.6099395 55.6230165, 37.6098199 55.623064, 37.6097505 55.6231149, 37.6096535 55.62321)",,
"[1105804545, 1105804546, 1105804547, 1105798536, 1105798537, 197758612, 1160406875]",False,"['2', '4']",tertiary,False,274.027,"LINESTRING (37.610114 55.6229589, 37.6101733 55.6229503, 37.6102666 55.6229368, 37.6103375 55.6229266, 37.6106693 55.6228786, 37.6109849 55.6228348, 37.6112332 55.6227969, 37.6114651 55.6227634, 37.6127471 55.6225733, 37.6129625 55.6225393, 37.6134479 55.6224685, 37.613628 55.6224422, 37.6139739 55.6223918, 37.6140348 55.6223851, 37.6143391 55.6223415)",,
48739266,True,1,tertiary,False,31.329,"LINESTRING (37.6092413 55.6214157, 37.6090873 55.6214672, 37.6089676 55.6215176, 37.6088472 55.6215859)",,
45751693,False,4,tertiary,True,76.434,"LINESTRING (37.6086361 55.6219878, 37.6089449 55.6226527)",Кировоградская улица,
45751301,True,1,tertiary,False,85.312,"LINESTRING (37.6086361 55.6219878, 37.6083073 55.6218488, 37.6080054 55.6217326, 37.6078965 55.621664, 37.6078471 55.6215925, 37.607823 55.6215147, 37.6078316 55.6214337)",,
45751536,False,4,tertiary,False,87.251,"LINESTRING (37.6086361 55.6219878, 37.6083362 55.6213848, 37.608262 55.6212321)",Кировоградская улица,
30033767,True,,tertiary,False,39.224999999999994,"LINESTRING (37.6094237 55.6236655, 37.6093366 55.6236124, 37.6092598 55.6235611, 37.6092012 55.6235286, 37.6090951 55.6234794, 37.608965 55.6234286)",,
45751694,False,,tertiary,False,27.237,"LINESTRING (37.6094237 55.6236655, 37.609391 55.6236051, 37.6093064 55.6234297)",Кировоградская улица,
45751693,False,4,tertiary,False,76.434,"LINESTRING (37.6089449 55.6226527, 37.6086361 55.6219878)",Кировоградская улица,
45751702,True,1,tertiary,False,44.897,"LINESTRING (37.6089449 55.6226527, 37.6094698 55.6229269)",,
418890615,False,4,tertiary,True,89.33,"LINESTRING (37.6089449 55.6226527, 37.6093064 55.6234297)",Кировоградская улица,
"[40019785, 1020979101]",True,,residential,False,181.393,"LINESTRING (37.6028519 55.624073, 37.6028118 55.6239881, 37.6026771 55.6237076, 37.6026564 55.6236645, 37.6024316 55.6231547, 37.6024034 55.6231043, 37.602335 55.622995, 37.6021342 55.6225767, 37.6021176 55.6225422, 37.6020967 55.6224989)",,
"[1105200586, 1105200588, 1105200589, 1105200590, 1105200591, 1105200592, 1105200593, 1105200594, 1105200595, 1105200596, 1105198865, 1105200598, 1105198864, 1105198863]",True,2,tertiary,False,386.84000000000003,"LINESTRING (37.6020967 55.6224989, 37.60222 55.6224799, 37.6024986 55.6224349, 37.6026463 55.6224112, 37.603183 55.6223255, 37.6032188 55.6223198, 37.6033502 55.6222989, 37.6034815 55.6222779, 37.60382 55.6222296, 37.6040559 55.622196, 37.604641 55.6221125, 37.6047105 55.6221026, 37.6047781 55.6220924, 37.6054782 55.6219865, 37.6055763 55.6219717, 37.6056492 55.6219626, 37.6063378 55.6218765, 37.6066332 55.6218322, 37.6067443 55.6218156, 37.6068857 55.6217953, 37.606952 55.6217856, 37.6073001 55.6217344, 37.6073644 55.621725, 37.6075267 55.6216736, 37.6076487 55.6216155, 37.6077475 55.6215348, 37.6078316 55.6214337)",Днепропетровская улица,20
48739265,True,,tertiary,False,41.228,"LINESTRING (37.6095857 55.6233082, 37.6095191 55.6234112, 37.6094788 55.6234725, 37.609455 55.6235321, 37.6094433 55.623598, 37.6094237 55.6236655)",,
281806032,True,,tertiary,False,22.503,"LINESTRING (37.6095857 55.6233082, 37.6095159 55.6233554, 37.6094257 55.6233982, 37.6093064 55.6234297)",,
"[1105804545, 1105804546, 1105804547, 1105798536, 1105798537, 197758612, 1160406875]",False,"['2', '4']",tertiary,True,274.02700000000004,"LINESTRING (37.6143391 55.6223415, 37.6140348 55.6223851, 37.6139739 55.6223918, 37.613628 55.6224422, 37.6134479 55.6224685, 37.6129625 55.6225393, 37.6127471 55.6225733, 37.6114651 55.6227634, 37.6112332 55.6227969, 37.6109849 55.6228348, 37.6106693 55.6228786, 37.6103375 55.6229266, 37.6102666 55.6229368, 37.6101733 55.6229503, 37.610114 55.6229589)",,
747390575,True,,tertiary,False,28.754,"LINESTRING (37.608965 55.6234286, 37.6088617 55.6234019, 37.6087587 55.6233633, 37.608682 55.6233172, 37.6086231 55.6232656)",,
281806029,True,2,tertiary,False,33.339,"LINESTRING (37.6087102 55.6212997, 37.6087654 55.6213598, 37.6088046 55.6214213, 37.6088351 55.6214984, 37.6088472 55.6215859)",,
541556746,True,1,tertiary,False,36.025000000000006,"LINESTRING (37.6087102 55.6212997, 37.6088716 55.6213529, 37.609045 55.6213897, 37.6092413 55.6214157)",,
