osmid,oneway,name,highway,reversed,length,lanes,geometry
48422739,True,Советская улица,tertiary,False,10.614,,"LINESTRING (101.6337643 56.1513891, 101.6339118 56.1513405)"
48423508,True,проспект Ленина,secondary,False,417.20399999999995,3,"LINESTRING (101.6337643 56.1513891, 101.6327341 56.1503798, 101.6323139 56.149968, 101.6311576 56.148835, 101.6305473 56.1483039, 101.6303698 56.1481494)"
48423508,True,проспект Ленина,secondary,False,193.176,3,"LINESTRING (101.6381535 56.155961, 101.6366666 56.1544338)"
183320900,False,улица Обручева,secondary,True,14.433,2,"LINESTRING (101.6381535 56.155961, 101.6383544 56.1558952)"
104424545,False,бульвар Победы,tertiary,True,16.8,4,"LINESTRING (101.6366666 56.1544338, 101.6369069 56.1543637)"
48423508,True,проспект Ленина,secondary,False,344.31899999999996,3,"LINESTRING (101.6366666 56.1544338, 101.6352523 56.152918, 101.6340725 56.1516951)"
348865355,False,,tertiary,False,9.803,,"LINESTRING (101.6289425 56.1486253, 101.6288756 56.1485454)"
48424564,False,Депутатская улица,tertiary,False,495.08099999999996,1,"LINESTRING (101.6289425 56.1486253, 101.6291195 56.1488524, 101.6300583 56.1498026, 101.6297633 56.1503285, 101.6299433 56.1505052, 101.630422 56.1509752, 101.6306297 56.151179, 101.6310165 56.1515587, 101.6314813 56.1520149, 101.6319014 56.1524271, 101.6320398 56.152563)"
48424564,False,Депутатская улица,tertiary,False,29.837,1,"LINESTRING (101.6320398 56.152563, 101.6322581 56.1528022)"
48424564,False,Депутатская улица,tertiary,True,495.081,1,"LINESTRING (101.6320398 56.152563, 101.6319014 56.1524271, 101.6314813 56.1520149, 101.6310165 56.1515587, 101.6306297 56.151179, 101.630422 56.1509752, 101.6299433 56.1505052, 101.6297633 56.1503285, 101.6300583 56.1498026, 101.6291195 56.1488524, 101.6289425 56.1486253)"
105296011,False,,tertiary,True,44.884,,"LINESTRING (101.6411958 56.1490457, 101.6415599 56.1493947)"
105296012,False,,tertiary,True,47.237,,"LINESTRING (101.6351453 56.1509179, 101.6355288 56.1512851)"
48422739,True,Советская улица,tertiary,False,428.69599999999997,,"LINESTRING (101.6351453 56.1509179, 101.6375854 56.1501593, 101.6377546 56.1501071, 101.6397591 56.1494888, 101.6411958 56.1490457)"
48423508,True,проспект Ленина,secondary,False,39.014,3,"LINESTRING (101.6340725 56.1516951, 101.6337643 56.1513891)"
105295482,True,Советская улица,tertiary,False,91.907,,"LINESTRING (101.6355288 56.1512851, 101.6342087 56.1516626)"
105296012,False,,tertiary,False,47.237,,"LINESTRING (101.6355288 56.1512851, 101.6351453 56.1509179)"
105296011,False,,tertiary,False,44.884,,"LINESTRING (101.6415599 56.1493947, 101.6411958 56.1490457)"
105295482,True,Советская улица,tertiary,False,428.7100000000001,,"LINESTRING (101.6415599 56.1493947, 101.6409223 56.1496054, 101.6408784 56.1496198, 101.6402799 56.1498156, 101.6402415 56.1498282, 101.6384727 56.1503656, 101.6379827 56.1505144, 101.6378732 56.1505485, 101.6355812 56.1512626, 101.6355288 56.1512851)"
48423505,False,бульвар Космонавтов,tertiary,False,25.14,,"LINESTRING (101.63073 56.1480452, 101.6303698 56.1481494)"
105463785,True,проспект Ленина,secondary,False,416.281,3,"LINESTRING (101.63073 56.1480452, 101.6308708 56.1482108, 101.6309718 56.1483297, 101.6313061 56.1487456, 101.6321472 56.1495832, 101.6325691 56.1500034, 101.6339118 56.1513405)"
105463785,True,проспект Ленина,secondary,False,82.536,3,"LINESTRING (101.6301052 56.1473896, 101.63073 56.1480452)"
105463792,False,проспект Ленина,secondary,True,24.983,,"LINESTRING (101.6301052 56.1473896, 101.6297586 56.1475045)"
105463792,False,проспект Ленина,secondary,False,24.983,,"LINESTRING (101.6297586 56.1475045, 101.6301052 56.1473896)"
48424564,False,Депутатская улица,tertiary,True,29.837,1,"LINESTRING (101.6322581 56.1528022, 101.6320398 56.152563)"
109981462,True,улица Кирова,tertiary,False,33.263000000000005,,"LINESTRING (101.6322581 56.1528022, 101.632201 56.1528213, 101.631813 56.1529695)"
