osmid,oneway,ref,name,highway,reversed,length,maxspeed,geometry,lanes
46926059,True,38К-017,Октябрьская улица,primary,False,103.968,,"LINESTRING (35.9318645 51.6565731, 35.9333479 51.6567385)",
46926058,True,38К-017,Октябрьская улица,primary,False,55.615,40,"LINESTRING (35.9358537 51.6570228, 35.9350505 51.6569795)",
148074520,False,,Сеймская улица,residential,True,14.376,,"LINESTRING (35.9358537 51.6570228, 35.9358892 51.6568954)",
46926058,True,38К-017,Октябрьская улица,primary,False,95.874,40,"LINESTRING (35.9331899 51.6568285, 35.9326208 51.6567426, 35.9318645 51.6565731)",
130361543,False,38Н-552,Коммунистическая улица,tertiary,True,2.039,,"LINESTRING (35.9428414 51.6553992, 35.9428512 51.6553819)",2
130361543,False,38Н-552,Коммунистическая улица,tertiary,False,215.165,,"LINESTRING (35.9428414 51.6553992, 35.9425824 51.6558083, 35.9424888 51.6559804, 35.9420103 51.6568605, 35.9419171 51.6570849, 35.9418645 51.6572347)",2
130361543,False,38Н-552,Коммунистическая улица,tertiary,True,215.165,,"LINESTRING (35.9418645 51.6572347, 35.9419171 51.6570849, 35.9420103 51.6568605, 35.9424888 51.6559804, 35.9425824 51.6558083, 35.9428414 51.6553992)",2
148072698,False,,Юбилейная улица,residential,True,218.433,,"LINESTRING (35.9315335 51.6543346, 35.931722 51.6543428, 35.9326722 51.6545159, 35.9336624 51.6547759, 35.9345047 51.6549926)",
148072698,False,,Юбилейная улица,residential,False,275.909,,"LINESTRING (35.9382083 51.6559241, 35.9381666 51.6559141, 35.9372972 51.6557049, 35.9365646 51.6555292, 35.9355622 51.6552824, 35.9348668 51.6551161, 35.9345047 51.6549926)",
148072692,False,,Новогодний переулок,residential,True,121.091,,"LINESTRING (35.9351623 51.6540672, 35.9347124 51.6539667, 35.9343352 51.6537701, 35.9340672 51.6536074, 35.9338545 51.6533903)",
148072695,False,,1-я Новогодняя улица,residential,False,112.475,,"LINESTRING (35.9351623 51.6540672, 35.9349526 51.6543453, 35.9346744 51.6547362, 35.9345047 51.6549926)",
148072695,False,,1-я Новогодняя улица,residential,True,139.376,,"LINESTRING (35.9351623 51.6540672, 35.9355625 51.653684, 35.9359045 51.6533278, 35.9361937 51.6529903)",
148072692,False,,Новогодний переулок,residential,False,121.09100000000001,,"LINESTRING (35.9338545 51.6533903, 35.9340672 51.6536074, 35.9343352 51.6537701, 35.9347124 51.6539667, 35.9351623 51.6540672)",
46926059,True,38К-017,Октябрьская улица,primary,False,7.108,,"LINESTRING (35.9333479 51.6567385, 35.9334508 51.6567419)",
1003179413,False,,Школьная улица,residential,True,210.276,,"LINESTRING (35.9333479 51.6567385, 35.9334057 51.6566481, 35.9335412 51.6564045, 35.9337059 51.6562029, 35.9338493 51.6560508, 35.934241 51.6554512, 35.9343791 51.6552142, 35.9345047 51.6549926)",
148072695,False,,1-я Новогодняя улица,residential,False,118.34700000000001,,"LINESTRING (35.9370177 51.6520568, 35.9364511 51.6527013, 35.9361937 51.6529903)",
"[148072696, 148072695]",False,,"['Спортивный переулок', '1-я Новогодняя улица']",residential,True,242.23399999999998,,"LINESTRING (35.9370177 51.6520568, 35.9370734 51.65205, 35.9371675 51.6520384, 35.9373392 51.6520693, 35.938004 51.6522129, 35.9383847 51.6522961, 35.9387923 51.6523852, 35.9397879 51.6525118, 35.9402314 51.6525509, 35.9404054 51.6525662)",
258043212,False,,2-я Новогодняя улица,residential,False,438.8910000000001,,"LINESTRING (35.9370177 51.6520568, 35.9368343 51.6519186, 35.9358848 51.6517995, 35.9356162 51.6517252, 35.9354933 51.6516794, 35.9354055 51.6516248, 35.9353203 51.6515687, 35.9352972 51.6514141, 35.9353338 51.6511666, 35.9340979 51.6508137, 35.9330165 51.6505688, 35.9324589 51.6505077, 35.9317767 51.6504451)",
"[148072696, 148072695]",False,,"['Спортивный переулок', '1-я Новогодняя улица']",residential,False,242.23399999999998,,"LINESTRING (35.9404054 51.6525662, 35.9402314 51.6525509, 35.9397879 51.6525118, 35.9387923 51.6523852, 35.9383847 51.6522961, 35.938004 51.6522129, 35.9373392 51.6520693, 35.9371675 51.6520384, 35.9370734 51.65205, 35.9370177 51.6520568)",
148072695,False,,1-я Новогодняя улица,residential,True,112.47500000000001,,"LINESTRING (35.9345047 51.6549926, 35.9346744 51.6547362, 35.9349526 51.6543453, 35.9351623 51.6540672)",
148072698,False,,Юбилейная улица,residential,False,218.433,,"LINESTRING (35.9345047 51.6549926, 35.9336624 51.6547759, 35.9326722 51.6545159, 35.931722 51.6543428, 35.9315335 51.6543346)",
148072698,False,,Юбилейная улица,residential,True,275.909,,"LINESTRING (35.9345047 51.6549926, 35.9348668 51.6551161, 35.9355622 51.6552824, 35.9365646 51.6555292, 35.9372972 51.6557049, 35.9381666 51.6559141, 35.9382083 51.6559241)",
1003179413,False,,Школьная улица,residential,False,210.27599999999998,,"LINESTRING (35.9345047 51.6549926, 35.9343791 51.6552142, 35.934241 51.6554512, 35.9338493 51.6560508, 35.9337059 51.6562029, 35.9335412 51.6564045, 35.9334057 51.6566481, 35.9333479 51.6567385)",
130361543,False,38Н-552,Коммунистическая улица,tertiary,False,240.599,,"LINESTRING (35.94397 51.6533325, 35.9434247 51.6543313, 35.9428512 51.6553819)",2
46926058,True,38К-017,Октябрьская улица,primary,False,189.311,40,"LINESTRING (35.9385857 51.6571842, 35.9383582 51.65717, 35.9383448 51.6571692, 35.9371416 51.6570985, 35.9358537 51.6570228)",
46926058,True,38К-017,Октябрьская улица,primary,False,167.951,40,"LINESTRING (35.9420869 51.6573701, 35.9413305 51.6573305, 35.9396608 51.6572431)",
