osmid,name,highway,maxspeed,oneway,reversed,length,geometry,bridge,access
309931379,Советская улица,residential,60,False,True,100.527,"LINESTRING (58.960475 55.708162, 58.9589853 55.708498)",,
309931379,Советская улица,residential,60,False,False,146.209,"LINESTRING (58.960475 55.708162, 58.9614773 55.7079288, 58.9619288 55.7077437, 58.9624056 55.7074619)",,
108140154,Мирный переулок,residential,,False,True,156.816,"LINESTRING (58.9635341 55.7041008, 58.9656147 55.7048847)",,
108140160,Набережная улица,residential,60,False,False,170.833,"LINESTRING (58.9635341 55.7041008, 58.9651915 55.7028809)",,
108140154,Мирный переулок,residential,,False,False,233.60000000000002,"LINESTRING (58.9635341 55.7041008, 58.9623693 55.7035796, 58.9606027 55.7043565)",,
108140160,Набережная улица,residential,60,False,True,312.425,"LINESTRING (58.9635341 55.7041008, 58.9621425 55.7053959, 58.9611011 55.7062519, 58.9607862 55.7064391)",,
309931379,Советская улица,residential,60,False,False,74.54,"LINESTRING (58.9679607 55.702968, 58.9683062 55.7027753, 58.9688875 55.702552)",,
309931379,Советская улица,residential,60,False,True,260.231,"LINESTRING (58.9679607 55.702968, 58.9671582 55.7034372, 58.9665272 55.7040299, 58.9656147 55.7048847)",,
333602473,,residential,,False,False,153.89600000000002,"LINESTRING (58.9679607 55.702968, 58.9676464 55.7028085, 58.9668947 55.701744)",,
108140160,Набережная улица,residential,60,False,True,170.833,"LINESTRING (58.9651915 55.7028809, 58.9635341 55.7041008)",,
309931379,Советская улица,residential,60,False,False,16.083,"LINESTRING (58.9688875 55.702552, 58.9691396 55.7025792)",,
"[333464377, 108140210, 333464375]","['Клименский мост', 'улица 8-ое Марта']",residential,"['60', '20', '40']",False,False,224.423,"LINESTRING (58.9688875 55.702552, 58.9690832 55.701755, 58.9691529 55.7011534, 58.969245 55.7005448)",yes,
309931379,Советская улица,residential,60,False,True,74.54,"LINESTRING (58.9688875 55.702552, 58.9683062 55.7027753, 58.9679607 55.702968)",,
108140186,Социалистический переулок,residential,60,False,True,200.016,"LINESTRING (58.9552349 55.7018839, 58.9560777 55.7023654, 58.95724 55.703277)",,
108140213,Социалистический переулок,residential,60,False,False,508.95399999999995,"LINESTRING (58.9552349 55.7018839, 58.9572367 55.7009266, 58.9580365 55.7005803, 58.9583559 55.7004769, 58.9599133 55.7003491, 58.9615996 55.7002424, 58.9624456 55.7002006)",,
333387445,улица Есенина,residential,60,False,False,126.167,"LINESTRING (58.9552349 55.7018839, 58.9541287 55.7013468, 58.9536267 55.7012156)",,
333387443,Советский переулок,residential,60,False,False,166.483,"LINESTRING (58.9571101 55.7074641, 58.9573967 55.7075752, 58.9588909 55.7083507, 58.9589853 55.708498)",,
"[333602480, 333602478, 333602479]",,unclassified,,False,True,279.44100000000003,"LINESTRING (58.9571101 55.7074641, 58.9571006 55.7072476, 58.9572722 55.7069332, 58.9571006 55.7067973, 58.9565963 55.7066461, 58.9543593 55.7058724)",yes,
333387445,улица Есенина,residential,60,False,True,126.167,"LINESTRING (58.9536267 55.7012156, 58.9541287 55.7013468, 58.9552349 55.7018839)",,
108140154,Мирный переулок,residential,,False,False,156.816,"LINESTRING (58.9656147 55.7048847, 58.9635341 55.7041008)",,
309931379,Советская улица,residential,60,False,False,260.231,"LINESTRING (58.9656147 55.7048847, 58.9665272 55.7040299, 58.9671582 55.7034372, 58.9679607 55.702968)",,
309931379,Советская улица,residential,60,False,True,352.043,"LINESTRING (58.9656147 55.7048847, 58.9651856 55.7053175, 58.9644478 55.7060341, 58.9635313 55.7067925, 58.9629471 55.7071852, 58.9624056 55.7074619)",,
108140213,Социалистический переулок,residential,60,False,True,508.95400000000006,"LINESTRING (58.9624456 55.7002006, 58.9615996 55.7002424, 58.9599133 55.7003491, 58.9583559 55.7004769, 58.9580365 55.7005803, 58.9572367 55.7009266, 58.9552349 55.7018839)",,
108140154,Мирный переулок,residential,,False,True,233.60000000000002,"LINESTRING (58.9606027 55.7043565, 58.9623693 55.7035796, 58.9635341 55.7041008)",,
108140160,Набережная улица,residential,60,False,False,312.425,"LINESTRING (58.9607862 55.7064391, 58.9611011 55.7062519, 58.9621425 55.7053959, 58.9635341 55.7041008)",,
"[333387442, 333464379, 333464378]",Мостовая улица,residential,60,False,"[False, True]",285.551,"LINESTRING (58.9607862 55.7064391, 58.9599959 55.705748, 58.9595748 55.7051163, 58.9592154 55.7049138, 58.9586066 55.7045042, 58.9583652 55.7042939)",yes,no
333387442,Мостовая улица,residential,60,False,True,152.935,"LINESTRING (58.9607862 55.7064391, 58.9612506 55.7068132, 58.9624056 55.7074619)",,
333464378,Мостовая улица,residential,,False,False,133.252,"LINESTRING (58.95724 55.703277, 58.9583652 55.7042939)",,
333548906,Социалистическая улица,residential,60,False,True,170.706,"LINESTRING (58.95724 55.703277, 58.9549488 55.7041077)",,
108140186,Социалистический переулок,residential,60,False,False,200.016,"LINESTRING (58.95724 55.703277, 58.9560777 55.7023654, 58.9552349 55.7018839)",,
333548906,Социалистическая улица,residential,60,False,False,173.65,"LINESTRING (58.95724 55.703277, 58.9579929 55.7030052, 58.959584 55.7024438)",,
309931379,Советская улица,residential,60,False,False,352.043,"LINESTRING (58.9624056 55.7074619, 58.9629471 55.7071852, 58.9635313 55.7067925, 58.9644478 55.7060341, 58.9651856 55.7053175, 58.9656147 55.7048847)",,
309931379,Советская улица,residential,60,False,True,146.209,"LINESTRING (58.9624056 55.7074619, 58.9619288 55.7077437, 58.9614773 55.7079288, 58.960475 55.708162)",,
333387442,Мостовая улица,residential,60,False,False,152.935,"LINESTRING (58.9624056 55.7074619, 58.9612506 55.7068132, 58.9607862 55.7064391)",,
309931379,Советская улица,residential,60,False,False,100.527,"LINESTRING (58.9589853 55.708498, 58.960475 55.708162)",,
333387443,Советский переулок,residential,60,False,True,166.483,"LINESTRING (58.9589853 55.708498, 58.9588909 55.7083507, 58.9573967 55.7075752, 58.9571101 55.7074641)",,
"[333464377, 108140210, 333464375]","['Клименский мост', 'улица 8-ое Марта']",residential,"['20', '60', '40']",False,True,224.423,"LINESTRING (58.969245 55.7005448, 58.9691529 55.7011534, 58.9690832 55.701755, 58.9688875 55.702552)",yes,
333602472,,residential,,False,False,145.588,"LINESTRING (58.969245 55.7005448, 58.9688104 55.7005535, 58.9670196 55.7008915)",,
333602472,,residential,,False,True,145.588,"LINESTRING (58.9670196 55.7008915, 58.9688104 55.7005535, 58.969245 55.7005448)",,
