osmid,name,highway,width,oneway,reversed,length,geometry,lanes
66668621,улица 40 лет Октября,residential,10,False,False,573.1960000000001,"LINESTRING (59.8536958 58.624635, 59.8535467 58.6245233, 59.8534964 58.6244856, 59.8534703 58.6244661, 59.8532931 58.6243334, 59.8532313 58.6242871, 59.853068 58.6241648, 59.8527851 58.6239529, 59.8523902 58.6236571, 59.8522599 58.6235595, 59.8508529 58.6225058, 59.8501574 58.6221075, 59.8492128 58.6213091, 59.8490071 58.6212818, 59.8483435 58.62137, 59.8482714 58.6213796, 59.8481724 58.6213931, 59.8480108 58.6214143, 59.8476603 58.6214562, 59.8474021 58.6214911, 59.8473657 58.621496, 59.8471913 58.6215203)",
144559977,улица Декабристов,secondary,,False,True,135.698,"LINESTRING (59.8536958 58.624635, 59.853615 58.624646, 59.8534766 58.6246668, 59.8532897 58.6246904, 59.8531326 58.6247118, 59.8522918 58.6248171, 59.8522336 58.6248221, 59.8519284 58.6248572, 59.8516912 58.6248858, 59.8514164 58.6249184)",2
40118124,улица 40 лет Октября,secondary,,False,True,420.002,"LINESTRING (59.848799 58.6252034, 59.8487711 58.6251429, 59.8484765 58.6244499, 59.8482576 58.6239416, 59.8479222 58.6232289, 59.8474268 58.6220606, 59.8471913 58.6215203)",2
144559977,улица Декабристов,secondary,,False,False,154.80900000000003,"LINESTRING (59.848799 58.6252034, 59.8489844 58.6251824, 59.8496155 58.6251169, 59.8500046 58.6250733, 59.8502526 58.6250455, 59.8507292 58.6249942, 59.8514164 58.6249184)",2
40118123,улица Строителей,secondary,,False,False,49.672,"LINESTRING (59.846595 58.6201265, 59.8464327 58.6201638, 59.8460591 58.6202436, 59.8458074 58.6203034)",
40118124,улица 40 лет Октября,secondary,,False,False,158.784,"LINESTRING (59.846595 58.6201265, 59.8467346 58.6204505, 59.8467495 58.6204852, 59.846792 58.6205839, 59.8469 58.6208374, 59.8471403 58.6213961, 59.8471714 58.6214741, 59.8471913 58.6215203)",2
66668627,Нагорная улица,residential,,False,False,344.412,"LINESTRING (59.846595 58.6201265, 59.8465945 58.6197996, 59.8464827 58.6194455, 59.846261 58.6190658, 59.8461839 58.6189034, 59.846141 58.6187279, 59.8461289 58.6185862, 59.8461716 58.6183265, 59.8461762 58.6183011, 59.8462279 58.6180167, 59.8462676 58.6178699, 59.8464843 58.6170692)",
153530585,улица Строителей,tertiary,,False,True,113.684,"LINESTRING (59.846595 58.6201265, 59.8472876 58.6200254, 59.8473936 58.6200099, 59.8484085 58.6197983, 59.8484447 58.6197885)",2
144559973,улица Скорынина,tertiary,,False,True,399.35200000000003,"LINESTRING (59.850867 58.6191291, 59.8509866 58.619225, 59.8516472 58.6197545, 59.8526899 58.6205358, 59.8527927 58.6206144, 59.8528884 58.6206876, 59.8529571 58.6207411, 59.8538015 58.6213913, 59.8539199 58.621481, 59.8539791 58.6215317, 59.8547305 58.6221039)",1
153530585,улица Строителей,tertiary,,False,False,158.264,"LINESTRING (59.850867 58.6191291, 59.8507388 58.6191639, 59.8487065 58.6197172, 59.8484447 58.6197885)",2
66668643,Сиреневая улица,residential,,False,False,12.121,"LINESTRING (59.8429786 58.6183738, 59.8431517 58.6184351)",
66668615,,residential,,False,True,60.825,"LINESTRING (59.8429786 58.6183738, 59.8430172 58.6183044, 59.8433128 58.6181425, 59.8436739 58.6179757)",
66668643,Сиреневая улица,residential,,False,True,149.993,"LINESTRING (59.8429786 58.6183738, 59.842642 58.6181735, 59.8418333 58.617176)",
66668643,Сиреневая улица,residential,,False,True,55.838,"LINESTRING (59.8439491 58.6187175, 59.8431517 58.6184351)",
66668625,Сиреневая улица,residential,,False,False,76.985,"LINESTRING (59.8430722 58.6169248, 59.8418333 58.617176)",
66668625,Сиреневая улица,residential,,False,True,144.13299999999998,"LINESTRING (59.8430722 58.6169248, 59.8437935 58.6168708, 59.8444344 58.6168727, 59.8455407 58.6169619)",
66668651,Сиреневая улица,residential,,False,False,122.597,"LINESTRING (59.8430722 58.6169248, 59.8433377 58.6175197, 59.8435801 58.617908, 59.8436739 58.6179757)",
40118124,улица 40 лет Октября,secondary,,False,False,420.002,"LINESTRING (59.8471913 58.6215203, 59.8474268 58.6220606, 59.8479222 58.6232289, 59.8482576 58.6239416, 59.8484765 58.6244499, 59.8487711 58.6251429, 59.848799 58.6252034)",2
40118124,улица 40 лет Октября,secondary,,False,True,158.784,"LINESTRING (59.8471913 58.6215203, 59.8471714 58.6214741, 59.8471403 58.6213961, 59.8469 58.6208374, 59.846792 58.6205839, 59.8467495 58.6204852, 59.8467346 58.6204505, 59.846595 58.6201265)",2
66668621,улица 40 лет Октября,residential,10,False,True,573.196,"LINESTRING (59.8471913 58.6215203, 59.8473657 58.621496, 59.8474021 58.6214911, 59.8476603 58.6214562, 59.8480108 58.6214143, 59.8481724 58.6213931, 59.8482714 58.6213796, 59.8483435 58.62137, 59.8490071 58.6212818, 59.8492128 58.6213091, 59.8501574 58.6221075, 59.8508529 58.6225058, 59.8522599 58.6235595, 59.8523902 58.6236571, 59.8527851 58.6239529, 59.853068 58.6241648, 59.8532313 58.6242871, 59.8532931 58.6243334, 59.8534703 58.6244661, 59.8534964 58.6244856, 59.8535467 58.6245233, 59.8536958 58.624635)",
66668625,Сиреневая улица,residential,,False,True,76.985,"LINESTRING (59.8418333 58.617176, 59.8430722 58.6169248)",
"[66668625, 562198871]",Сиреневая улица,residential,,False,False,67.808,"LINESTRING (59.8418333 58.617176, 59.8407815 58.6173012, 59.8406895 58.617299)",
66668643,Сиреневая улица,residential,,False,False,149.993,"LINESTRING (59.8418333 58.617176, 59.842642 58.6181735, 59.8429786 58.6183738)",
66668615,,residential,,False,False,60.824999999999996,"LINESTRING (59.8436739 58.6179757, 59.8433128 58.6181425, 59.8430172 58.6183044, 59.8429786 58.6183738)",
66668615,,residential,,False,True,173.228,"LINESTRING (59.8436739 58.6179757, 59.8438163 58.6179685, 59.8444259 58.6177786, 59.8454324 58.6174575, 59.8455407 58.6169619)",
"[66668651, 562198879]","['улица Стахановцев', 'Сиреневая улица']","['residential', 'living_street']",,False,"[False, True]",210.44199999999998,"LINESTRING (59.8436739 58.6179757, 59.8438155 58.6180245, 59.8444335 58.6184381, 59.8445207 58.6185722, 59.8445581 58.6187083, 59.8446374 58.6191023, 59.8447075 58.6193795, 59.8447122 58.6196251, 59.8446795 58.6197029)",
66668651,Сиреневая улица,residential,,False,True,122.59700000000001,"LINESTRING (59.8436739 58.6179757, 59.8435801 58.617908, 59.8433377 58.6175197, 59.8430722 58.6169248)",
66668625,Сиреневая улица,residential,,False,False,55.927,"LINESTRING (59.8464843 58.6170692, 59.8464194 58.6170618, 59.8455407 58.6169619)",
66668627,Нагорная улица,residential,,False,True,344.41200000000003,"LINESTRING (59.8464843 58.6170692, 59.8462676 58.6178699, 59.8462279 58.6180167, 59.8461762 58.6183011, 59.8461716 58.6183265, 59.8461289 58.6185862, 59.846141 58.6187279, 59.8461839 58.6189034, 59.846261 58.6190658, 59.8464827 58.6194455, 59.8465945 58.6197996, 59.846595 58.6201265)",
66668615,,residential,,False,False,173.22799999999998,"LINESTRING (59.8455407 58.6169619, 59.8454324 58.6174575, 59.8444259 58.6177786, 59.8438163 58.6179685, 59.8436739 58.6179757)",
66668625,Сиреневая улица,residential,,False,False,144.133,"LINESTRING (59.8455407 58.6169619, 59.8444344 58.6168727, 59.8437935 58.6168708, 59.8430722 58.6169248)",
66668625,Сиреневая улица,residential,,False,True,55.927,"LINESTRING (59.8455407 58.6169619, 59.8464194 58.6170618, 59.8464843 58.6170692)",
144559977,улица Декабристов,secondary,,False,False,135.698,"LINESTRING (59.8514164 58.6249184, 59.8516912 58.6248858, 59.8519284 58.6248572, 59.8522336 58.6248221, 59.8522918 58.6248171, 59.8531326 58.6247118, 59.8532897 58.6246904, 59.8534766 58.6246668, 59.853615 58.624646, 59.8536958 58.624635)",2
