osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,width,bridge
236374666,False,2,улица Николая Рериха,residential,RU:urban,True,214.86399999999998,"LINESTRING (37.5046713 55.8048007, 37.5047532 55.804889, 37.5050339 55.8052267, 37.5051699 55.8053901, 37.5055206 55.8058228, 37.5056603 55.8059936, 37.5057661 55.8061206, 37.5059472 55.8063386, 37.5061001 55.8065312, 37.5061191 55.8065532)",,
"[1094100701, 1053114431]",False,2,улица Врубеля,tertiary,RU:urban,True,146.48499999999999,"LINESTRING (37.503993 55.8071175, 37.5039503 55.8070513, 37.5039279 55.8070167, 37.5039029 55.8069779, 37.5038885 55.8069542, 37.5036919 55.806624, 37.5032928 55.8059381, 37.5032462 55.8058689)",,
"[969999435, 1252066333]",True,"['2', '3']",Волоколамское шоссе (дублёр),secondary,RU:urban,False,117.74000000000001,"LINESTRING (37.503993 55.8071175, 37.5044849 55.807024, 37.5051941 55.8068892, 37.5057698 55.8067657)",,
"[1100562176, 1100562140, 42389664, 1100562175]",False,2,Песчаная улица,tertiary,,False,173.072,"LINESTRING (37.5129988 55.8019051, 37.5119325 55.8018052, 37.5117367 55.8017868, 37.5110923 55.8017265, 37.5107028 55.8016902, 37.5104687 55.8016684, 37.5102672 55.8016493)",,
28178536,False,2,Малый Песчаный переулок,tertiary,RU:urban,True,83.381,"LINESTRING (37.5032462 55.8058689, 37.503324 55.8058122, 37.503751 55.8055097, 37.5040676 55.805278)",,
"[1094100701, 1053114431]",False,2,улица Врубеля,tertiary,RU:urban,False,146.485,"LINESTRING (37.5032462 55.8058689, 37.5032928 55.8059381, 37.5036919 55.806624, 37.5038885 55.8069542, 37.5039029 55.8069779, 37.5039279 55.8070167, 37.5039503 55.8070513, 37.503993 55.8071175)",,
"[1053114429, 1053114431]",False,2,улица Врубеля,tertiary,RU:urban,True,143.175,"LINESTRING (37.5032462 55.8058689, 37.5030571 55.8057688, 37.5026153 55.8056351, 37.5025466 55.8056143, 37.5023648 55.8055593, 37.5016065 55.8053338, 37.5012644 55.805232)",,
27643980,False,,улица Шишкина,living_street,RU:living_street,False,62.269,"LINESTRING (37.5031217 55.803615, 37.5028285 55.8030798)",,
27643980,False,,улица Шишкина,living_street,RU:living_street,True,85.749,"LINESTRING (37.5031217 55.803615, 37.503533 55.8043507)",,
27643964,False,,улица Саврасова,living_street,RU:living_street,False,214.013,"LINESTRING (37.5031217 55.803615, 37.5029316 55.8037802, 37.5013397 55.8051642, 37.5012644 55.805232)",,
27643964,False,,улица Саврасова,living_street,RU:living_street,True,214.013,"LINESTRING (37.5012644 55.805232, 37.5013397 55.8051642, 37.5029316 55.8037802, 37.5031217 55.803615)",,
"[1053114429, 1053114431]",False,2,улица Врубеля,tertiary,RU:urban,False,143.175,"LINESTRING (37.5012644 55.805232, 37.5016065 55.8053338, 37.5023648 55.8055593, 37.5025466 55.8056143, 37.5026153 55.8056351, 37.5030571 55.8057688, 37.5032462 55.8058689)",,
"[1053114429, 1053114430, 292365343]",False,2,улица Врубеля,tertiary,20,True,115.672,"LINESTRING (37.5012644 55.805232, 37.5004908 55.8050019, 37.5002977 55.8049454, 37.5001983 55.8049163, 37.4999968 55.8048586, 37.4996238 55.8047504)",,
27643965,False,,улица Поленова,living_street,RU:living_street,False,324.373,"LINESTRING (37.5022744 55.8022424, 37.5019785 55.802533, 37.5018417 55.8026675, 37.4997 55.8046784, 37.4996238 55.8047504)",,
27643968,False,,улица Сурикова,living_street,RU:living_street,False,138.543,"LINESTRING (37.5022744 55.8022424, 37.5025275 55.8022185, 37.5026955 55.8021916, 37.5044129 55.8019172)",,
27643980,False,,улица Шишкина,living_street,RU:living_street,True,99.929,"LINESTRING (37.5022744 55.8022424, 37.5023888 55.8023319, 37.5024487 55.8024002, 37.5024902 55.8024745, 37.5028285 55.8030798)",,
27643981,False,,улица Сурикова,living_street,RU:living_street,True,170.913,"LINESTRING (37.5022744 55.8022424, 37.5016261 55.8023028, 37.5001675 55.8025761, 37.4996582 55.8026771)",,
1094097788,False,,улица Поленова,living_street,RU:living_street,True,120.266,"LINESTRING (37.5022744 55.8022424, 37.5022355 55.8021654, 37.5017491 55.8012019)",,
27643965,False,,улица Поленова,living_street,RU:living_street,True,324.373,"LINESTRING (37.4996238 55.8047504, 37.4997 55.8046784, 37.5018417 55.8026675, 37.5019785 55.802533, 37.5022744 55.8022424)",,
"[1053114429, 1053114430, 292365343]",False,2,улица Врубеля,tertiary,20,False,115.672,"LINESTRING (37.4996238 55.8047504, 37.4999968 55.8048586, 37.5001983 55.8049163, 37.5002977 55.8049454, 37.5004908 55.8050019, 37.5012644 55.805232)",,
292365343,False,2,улица Врубеля,tertiary,,True,102.006,"LINESTRING (37.4996238 55.8047504, 37.4995478 55.8047287, 37.4992136 55.8046333, 37.4981747 55.8043282)",,
27643980,False,,улица Шишкина,living_street,RU:living_street,False,109.671,"LINESTRING (37.5040676 55.805278, 37.5040171 55.8052555, 37.5039627 55.805221, 37.5039292 55.8051829, 37.503533 55.8043507)",,
28178536,False,2,Малый Песчаный переулок,tertiary,RU:urban,False,83.38100000000001,"LINESTRING (37.5040676 55.805278, 37.503751 55.8055097, 37.503324 55.8058122, 37.5032462 55.8058689)",,
28178536,False,2,Малый Песчаный переулок,tertiary,RU:urban,True,65.118,"LINESTRING (37.5040676 55.805278, 37.5041744 55.8051959, 37.5046713 55.8048007)",,
27643981,False,,улица Сурикова,living_street,RU:living_street,False,87.582,"LINESTRING (37.4983085 55.8025115, 37.4992309 55.8026807, 37.4994177 55.8026933, 37.499575 55.8026878, 37.4996582 55.8026771)",,
237084167,False,,улица Кипренского,living_street,,False,91.80099999999999,"LINESTRING (37.4983085 55.8025115, 37.4984099 55.8021093, 37.4982661 55.8018206, 37.4983377 55.801708)",,
27643980,False,,улица Шишкина,living_street,RU:living_street,False,85.749,"LINESTRING (37.503533 55.8043507, 37.5031217 55.803615)",,
27643993,False,,улица Верещагина,living_street,RU:living_street,False,95.5,"LINESTRING (37.503533 55.8043507, 37.5042964 55.8036067)",5,
27643980,False,,улица Шишкина,living_street,RU:living_street,True,109.671,"LINESTRING (37.503533 55.8043507, 37.5039292 55.8051829, 37.5039627 55.805221, 37.5040171 55.8052555, 37.5040676 55.805278)",,
27643968,False,,улица Сурикова,living_street,RU:living_street,True,30.649,"LINESTRING (37.5048846 55.8018418, 37.5044129 55.8019172)",,
27643968,False,,улица Сурикова,living_street,RU:living_street,False,112.18999999999998,"LINESTRING (37.5048846 55.8018418, 37.5061044 55.8016391, 37.5063639 55.801596, 37.5065082 55.8015712, 37.5065992 55.8015458)",,
27643993,False,,улица Верещагина,living_street,RU:living_street,True,210.108,"LINESTRING (37.5048846 55.8018418, 37.5049083 55.801919, 37.5051025 55.8025527, 37.5051124 55.802673, 37.5050741 55.8027994, 37.5050138 55.8028966, 37.5042964 55.8036067)",5,
28285266,False,,улица Брюллова,living_street,RU:living_street,False,205.67499999999998,"LINESTRING (37.4981747 55.8043282, 37.4982425 55.8042527, 37.4996582 55.8026771)",,
292365343,False,2,улица Врубеля,tertiary,,False,102.006,"LINESTRING (37.4981747 55.8043282, 37.4992136 55.8046333, 37.4995478 55.8047287, 37.4996238 55.8047504)",,
27643981,False,,улица Сурикова,living_street,RU:living_street,False,170.913,"LINESTRING (37.4996582 55.8026771, 37.5001675 55.8025761, 37.5016261 55.8023028, 37.5022744 55.8022424)",,
27643981,False,,улица Сурикова,living_street,RU:living_street,True,87.582,"LINESTRING (37.4996582 55.8026771, 37.499575 55.8026878, 37.4994177 55.8026933, 37.4992309 55.8026807, 37.4983085 55.8025115)",,
28285266,False,,улица Брюллова,living_street,RU:living_street,True,205.67499999999998,"LINESTRING (37.4996582 55.8026771, 37.4982425 55.8042527, 37.4981747 55.8043282)",,
27643980,False,,улица Шишкина,living_street,RU:living_street,True,62.269,"LINESTRING (37.5028285 55.8030798, 37.5031217 55.803615)",,
27643980,False,,улица Шишкина,living_street,RU:living_street,False,99.92900000000002,"LINESTRING (37.5028285 55.8030798, 37.5024902 55.8024745, 37.5024487 55.8024002, 37.5023888 55.8023319, 37.5022744 55.8022424)",,
"[30450324, 28285268]",False,,"['улица Серова', 'улица Крамского']",living_street,RU:living_street,False,140.914,"LINESTRING (37.5028285 55.8030798, 37.5037025 55.8029307, 37.5042353 55.8035371, 37.5042964 55.8036067)","['4.8', '3.8']",
27643993,False,,улица Верещагина,living_street,RU:living_street,True,95.5,"LINESTRING (37.5042964 55.8036067, 37.503533 55.8043507)",5,
27643993,False,,улица Верещагина,living_street,RU:living_street,False,210.108,"LINESTRING (37.5042964 55.8036067, 37.5050138 55.8028966, 37.5050741 55.8027994, 37.5051124 55.802673, 37.5051025 55.8025527, 37.5049083 55.801919, 37.5048846 55.8018418)",5,
"[30450324, 28285268]",False,,"['улица Серова', 'улица Крамского']",living_street,RU:living_street,True,140.914,"LINESTRING (37.5042964 55.8036067, 37.5042353 55.8035371, 37.5037025 55.8029307, 37.5028285 55.8030798)","['4.8', '3.8']",
1094097788,False,,улица Поленова,living_street,RU:living_street,False,120.266,"LINESTRING (37.5017491 55.8012019, 37.5022355 55.8021654, 37.5022744 55.8022424)",,
516177117,True,1,,secondary_link,RU:urban,False,70.859,"LINESTRING (37.5066536 55.808635, 37.5060171 55.8091624)",,
129530542,True,1,,secondary_link,RU:urban,False,260.687,"LINESTRING (37.5100968 55.8065417, 37.5097885 55.8066039, 37.5095117 55.80665, 37.5092042 55.8066849, 37.5079224 55.8068307, 37.5076417 55.8068659, 37.5073825 55.8069074, 37.5068961 55.8070007, 37.5068223 55.8070131, 37.5067571 55.8070131, 37.5066976 55.8070004, 37.5066473 55.8069757, 37.5066034 55.8069275, 37.5065812 55.8068729, 37.5065854 55.8068239, 37.5066169 55.8067709, 37.5067223 55.8066705)",,
"[130974689, 435189429]",True,3,Ленинградский проспект,secondary,RU:urban,False,195.75100000000003,"LINESTRING (37.5100968 55.8065417, 37.5093832 55.8067736, 37.5088598 55.8069385, 37.5085993 55.8070331, 37.5084147 55.8071079, 37.5082461 55.8071862, 37.5080381 55.8073031, 37.5078943 55.807403, 37.5076364 55.8075956)",,
478939472,True,5,улица Алабяна,secondary,RU:urban,False,29.2,"LINESTRING (37.506478 55.801099, 37.5067604 55.8013082)",,
43153003,True,1,Песчаная улица,tertiary,,False,91.40700000000001,"LINESTRING (37.506478 55.801099, 37.506747 55.8012188, 37.5068523 55.8012574, 37.5069527 55.8012832, 37.5070652 55.8013039, 37.5075617 55.801367, 37.5078046 55.8014121)",,
430023861,True,4,Ленинградский проспект,secondary,RU:urban,False,52.168,"LINESTRING (37.5113587 55.8055983, 37.512114 55.8053985)",,
115393577,True,1,Песчаная улица,tertiary,,False,53.01599999999999,"LINESTRING (37.5078046 55.8014121, 37.5075498 55.8014224, 37.5074601 55.8014441, 37.5074129 55.8014805, 37.5073766 55.8015283, 37.5073577 55.801604, 37.5073645 55.8016537, 37.5073954 55.8017059)",,
"[300941920, 1100562187]",False,2,Песчаная улица,tertiary,,True,156.161,"LINESTRING (37.5078046 55.8014121, 37.5078757 55.8014179, 37.5088346 55.8015154, 37.5090298 55.8015343, 37.5098544 55.801614, 37.5102672 55.8016493)",,
131820665,True,2,улица Алабяна,secondary,RU:urban,False,59.522,"LINESTRING (37.5067604 55.8013082, 37.5070611 55.8014732, 37.5072075 55.8015767, 37.5073954 55.8017059)",,
504331274,True,2,улица Алабяна,secondary,RU:urban,False,193.067,"LINESTRING (37.5079603 55.8022438, 37.5083331 55.8026559, 37.5093218 55.8038023)",,
304697654,True,2,улица Алабяна,secondary,RU:urban,False,69.524,"LINESTRING (37.5073954 55.8017059, 37.5074335 55.801736, 37.5076555 55.8019274, 37.5077882 55.8020632, 37.5078578 55.8021344, 37.5078987 55.8021781, 37.5079603 55.8022438)",,
1241471069,True,3,Ленинградский проспект,secondary,RU:urban,False,96.454,"LINESTRING (37.512114 55.8053985, 37.5135006 55.8050175)",,
125343163,True,1,,secondary_link,RU:urban,False,187.36,"LINESTRING (37.512114 55.8053985, 37.5123552 55.8053533, 37.5124708 55.8053421, 37.512572 55.8053443, 37.512693 55.8053599, 37.5127919 55.8053915, 37.5128583 55.8054302, 37.5128997 55.8054832, 37.5129103 55.8055376, 37.5128776 55.8056108, 37.512804 55.8056799, 37.5127208 55.8057186, 37.5122976 55.8058663, 37.5120351 55.8059444, 37.5113586 55.8061954)",,
1160672564,True,5,Ленинградский проспект (дублёр),secondary,RU:urban,False,20.693,"LINESTRING (37.5113586 55.8061954, 37.5110573 55.8062726)",,
"[186001396, 1160672565, 955888156]",True,"['4', '5']",Ленинградский проспект,secondary,RU:urban,False,163.667,"LINESTRING (37.5073915 55.8064934, 37.5078454 55.806432, 37.5080556 55.806395, 37.5086683 55.8062811, 37.5088635 55.806241, 37.5098476 55.8059927)",,
145086877,True,2,,secondary_link,RU:urban,False,78.68299999999999,"LINESTRING (37.5066963 55.807288, 37.5066144 55.807177, 37.506472 55.8069654, 37.5064499 55.8068739, 37.5064572 55.8068325, 37.5064843 55.8067913, 37.5065374 55.8067484, 37.5066268 55.8066996, 37.5067223 55.8066705)",,
146343262,True,2,,secondary_link,RU:urban,False,48.044,"LINESTRING (37.5066963 55.807288, 37.5065707 55.8072079, 37.5064933 55.8071728, 37.5064187 55.8071493, 37.506329 55.8071312, 37.5062386 55.8071209, 37.5061583 55.8071207, 37.506035 55.8071354)",,
27643968,False,,улица Сурикова,living_street,RU:living_street,False,30.649,"LINESTRING (37.5044129 55.8019172, 37.5048846 55.8018418)",,
27643968,False,,улица Сурикова,living_street,RU:living_street,True,138.543,"LINESTRING (37.5044129 55.8019172, 37.5026955 55.8021916, 37.5025275 55.8022185, 37.5022744 55.8022424)",,
179748449,False,,улица Венецианова,living_street,,False,63.472,"LINESTRING (37.5044129 55.8019172, 37.5043718 55.801839, 37.504125 55.8013698)",,
179748449,False,,улица Венецианова,living_street,,True,63.472,"LINESTRING (37.504125 55.8013698, 37.5043718 55.801839, 37.5044129 55.8019172)",,
189893230,True,3,Ленинградский проспект (дублёр),secondary,RU:urban,False,67.067,"LINESTRING (37.5110573 55.8062726, 37.5100968 55.8065417)",,
"[189893224, 189893222, 189893223]",True,2,Волоколамское шоссе (дублёр),secondary,RU:urban,False,619.5130000000001,"LINESTRING (37.5110573 55.8062726, 37.510484 55.806366, 37.5101859 55.8064231, 37.5099044 55.8064831, 37.5097247 55.8065132, 37.5095093 55.8065429, 37.5090738 55.8065944, 37.5078842 55.8067297, 37.5073302 55.806799, 37.5068792 55.8068623, 37.5064329 55.8069394, 37.5045691 55.807303, 37.503939 55.8074262, 37.5033726 55.8075492, 37.5030771 55.8076209, 37.5016427 55.8079718)",,yes
"[24672393, 1163055057]",True,1,улица Николая Рериха,residential,RU:urban,False,26.009,"LINESTRING (37.5061191 55.8065532, 37.5061776 55.8065736, 37.5062085 55.8065803, 37.506386 55.8066188, 37.5065099 55.8066214)",,
236374666,False,2,улица Николая Рериха,residential,RU:urban,False,214.864,"LINESTRING (37.5061191 55.8065532, 37.5061001 55.8065312, 37.5059472 55.8063386, 37.5057661 55.8061206, 37.5056603 55.8059936, 37.5055206 55.8058228, 37.5051699 55.8053901, 37.5050339 55.8052267, 37.5047532 55.804889, 37.5046713 55.8048007)",,
497788728,True,3,,secondary_link,RU:urban,False,46.283,"LINESTRING (37.5067223 55.8066705, 37.5067865 55.8066469, 37.5070051 55.8065954, 37.5073915 55.8064934)",,
596986221,True,3,Ленинградский проспект,secondary,RU:urban,False,130.994,"LINESTRING (37.5076364 55.8075956, 37.5075247 55.8076893, 37.5074064 55.8078013, 37.5072871 55.8079212, 37.5066536 55.808635)",,
231998357,True,2,,tertiary_link,RU:urban,False,56.455000000000005,"LINESTRING (37.5093218 55.8038023, 37.5093436 55.8038599, 37.5093401 55.8039111, 37.5093015 55.8039575, 37.5092485 55.8039938, 37.5091842 55.8040206, 37.5091127 55.8040338, 37.5090276 55.8040355, 37.508955 55.8040264, 37.5088658 55.8040013, 37.5087783 55.8039567)",,
235594753,True,2,улица Алабяна,secondary,RU:urban,False,254.907,"LINESTRING (37.5093218 55.8038023, 37.5094031 55.8038865, 37.5095068 55.804006, 37.5095784 55.8041026, 37.5097829 55.8043787, 37.5098495 55.8044686, 37.5102289 55.8049734, 37.5102773 55.8050378, 37.5104769 55.8053607, 37.5105347 55.805435, 37.5106194 55.8054998, 37.5106881 55.805535, 37.5107624 55.8055574, 37.5108679 55.8055799, 37.5109929 55.805596, 37.5111175 55.8056033, 37.5112436 55.8056041, 37.5113587 55.8055983)",,
235594752,True,2,улица Алабяна,secondary,RU:urban,False,272.10200000000003,"LINESTRING (37.5087783 55.8039567, 37.5083738 55.8035021, 37.5080012 55.8030832, 37.5077076 55.802758, 37.5073763 55.8023833, 37.5070259 55.8020088, 37.5068025 55.8017763)",,
969999434,True,2,Волоколамское шоссе (дублёр),secondary,RU:urban,False,11.885,"LINESTRING (37.5057698 55.8067657, 37.5059461 55.8067256)",,
234388255,True,1,,tertiary_link,RU:urban,False,69.94800000000001,"LINESTRING (37.5057698 55.8067657, 37.5059053 55.8067508, 37.5060005 55.8067561, 37.506077 55.8067711, 37.5061496 55.8068026, 37.5062111 55.8068429, 37.5062466 55.8068902, 37.5062663 55.8069383, 37.5062576 55.8069798, 37.5062413 55.8070157, 37.5062097 55.807044, 37.5061462 55.8070846, 37.506035 55.8071354)",,
"[339329661, 1168245911]",True,2,Волоколамское шоссе (дублёр),secondary_link,RU:urban,False,289.83200000000005,"LINESTRING (37.506035 55.8071354, 37.5054331 55.8072587, 37.5041303 55.8075139, 37.5039185 55.8075532, 37.5028661 55.8077556, 37.5020645 55.8078973, 37.5016427 55.8079718)",,
236401392,True,2,Волоколамское шоссе (дублёр),secondary,RU:urban,False,37.088,"LINESTRING (37.5059461 55.8067256, 37.5065099 55.8066214)",,
"[1163055056, 236374665]",True,1,улица Николая Рериха,residential,RU:urban,False,22.653,"LINESTRING (37.5059461 55.8067256, 37.5060618 55.8066556, 37.5061016 55.8066016, 37.5061108 55.8065892, 37.5061191 55.8065532)",,
115017910,True,2,улица Левитана,residential,,False,221.273,"LINESTRING (37.4983377 55.801708, 37.4984023 55.8017203, 37.498615 55.8016874, 37.4987073 55.8016731, 37.5000372 55.8014671, 37.5003577 55.8014134, 37.5010621 55.8013083, 37.501234 55.8012888, 37.5017491 55.8012019)",,
237084167,False,,улица Кипренского,living_street,,True,91.80099999999999,"LINESTRING (37.4983377 55.801708, 37.4982661 55.8018206, 37.4984099 55.8021093, 37.4983085 55.8025115)",,
1158998206,True,5,Ленинградский проспект (дублёр),secondary,RU:urban,False,49.874,"LINESTRING (37.51209 55.8060159, 37.5113586 55.8061954)",,
435259916,True,2,Балтийская улица,tertiary,RU:urban,False,106.344,"LINESTRING (37.51209 55.8060159, 37.5118577 55.8061551, 37.511684 55.806223, 37.5116195 55.8062544, 37.5115833 55.8062815, 37.5115677 55.8063107, 37.5115659 55.8063389, 37.5115822 55.8063787, 37.5119777 55.8067874)",,
328526343,True,1,Балтийская улица,tertiary_link,RU:urban,False,56.37799999999999,"LINESTRING (37.5114537 55.8069476, 37.5114286 55.8068775, 37.5114355 55.8068366, 37.5114524 55.8068031, 37.5114834 55.806762, 37.5115604 55.8067309, 37.5116505 55.8067145, 37.5117467 55.8067156, 37.5118366 55.8067249, 37.5119197 55.8067487, 37.5119777 55.8067874)",,
"[886463524, 886463525, 417189544, 1101705962, 1101705963, 157617167]",True,"['1', '2']",,tertiary,RU:urban,False,287.958,"LINESTRING (37.5114537 55.8069476, 37.5112068 55.80668, 37.5111758 55.8066572, 37.5111203 55.8066279, 37.5110633 55.8066119, 37.5110053 55.8066068, 37.5109473 55.8066044, 37.5108536 55.8066096, 37.5107507 55.8066284, 37.5099951 55.8068482, 37.5095146 55.806988, 37.5090382 55.8071156, 37.5088979 55.8071613, 37.5086781 55.8072328, 37.5083412 55.8073425, 37.5079434 55.8074854, 37.5076364 55.8075956)",,
235594752,True,2,улица Алабяна,secondary,RU:urban,False,46.539,"LINESTRING (37.5065992 55.8015458, 37.5062542 55.8011749)",,
27643968,False,,улица Сурикова,living_street,RU:living_street,True,112.19,"LINESTRING (37.5065992 55.8015458, 37.5065082 55.8015712, 37.5063639 55.801596, 37.5061044 55.8016391, 37.5048846 55.8018418)",,
