osmid,lanes,ref,highway,maxspeed,access,oneway,reversed,length,name,geometry
"[877398354, 111250834]",,,residential,,,False,False,219.519,улица Победы,"LINESTRING (61.2511222 54.6737928, 61.2511022 54.6741715, 61.2511611 54.6742426, 61.2512964 54.6742811, 61.2520779 54.6743501, 61.2537399 54.6744969)"
877398354,,,residential,,,False,True,126.24200000000002,,"LINESTRING (61.2511222 54.6737928, 61.2511364 54.6736874, 61.2510488 54.673633, 61.2508569 54.6736063, 61.2494182 54.673482)"
111250834,,,residential,,,False,False,84.897,улица Победы,"LINESTRING (61.2537399 54.6744969, 61.2550452 54.6746121)"
335607355,,,residential,,,False,False,100.358,Светлая улица,"LINESTRING (61.2537399 54.6744969, 61.2539887 54.6736059)"
"[111250834, 877398354]",,,residential,,,False,True,219.51899999999998,улица Победы,"LINESTRING (61.2537399 54.6744969, 61.2520779 54.6743501, 61.2512964 54.6742811, 61.2511611 54.6742426, 61.2511022 54.6741715, 61.2511222 54.6737928)"
335607357,,,residential,,,False,False,97.41,Клубная улица,"LINESTRING (61.2575309 54.6745517, 61.2574072 54.6736786)"
111250834,,,residential,,,False,False,244.557,улица Победы,"LINESTRING (61.2575309 54.6745517, 61.2604356 54.6746458, 61.2613267 54.6746902)"
111250834,,,residential,,,False,True,160.60399999999998,улица Победы,"LINESTRING (61.2575309 54.6745517, 61.2562068 54.6746484, 61.2550452 54.6746121)"
335607359,,,residential,,,False,True,54.558,Рабочая улица,"LINESTRING (61.2581774 54.675574, 61.2581099 54.6760631)"
335607358,,,residential,,,False,False,95.023,улица Труда,"LINESTRING (61.2564604 54.6759295, 61.2550237 54.675729)"
335607358,,,residential,,,False,True,107.087,улица Труда,"LINESTRING (61.2564604 54.6759295, 61.2581099 54.6760631)"
335607356,,,residential,,,False,True,135.076,Строительная улица,"LINESTRING (61.2564604 54.6759295, 61.2562037 54.6769903, 61.2561823 54.6771334)"
335607358,,,residential,,,False,False,107.087,улица Труда,"LINESTRING (61.2581099 54.6760631, 61.2564604 54.6759295)"
335607359,,,residential,,,False,False,54.558,Рабочая улица,"LINESTRING (61.2581099 54.6760631, 61.2581774 54.675574)"
335607359,,,residential,,,False,True,146.371,Рабочая улица,"LINESTRING (61.2581099 54.6760631, 61.2579927 54.6773777)"
111250822,,,residential,,,False,False,169.56400000000002,Троицкая улица,"LINESTRING (61.2546257 54.6768495, 61.2544106 54.6773734, 61.2540973 54.6781365, 61.2540166 54.6783332)"
111250822,,,residential,,,False,True,83.435,Троицкая улица,"LINESTRING (61.2546257 54.6768495, 61.2546573 54.6767756, 61.2549323 54.6761204)"
"[335607353, 877398348]",,,residential,,,False,True,434.96799999999996,Степная улица,"LINESTRING (61.2546257 54.6768495, 61.2535688 54.6766946, 61.2531435 54.6766731, 61.2519088 54.676584, 61.2506429 54.676715, 61.2503419 54.6767343, 61.2490593 54.6768167, 61.2487879 54.6767121, 61.2486599 54.6762564)"
338177517,,,residential,,,False,False,119.52,Степная улица,"LINESTRING (61.2561823 54.6771334, 61.2579927 54.6773777)"
335607356,,,residential,,,False,False,135.076,Строительная улица,"LINESTRING (61.2561823 54.6771334, 61.2562037 54.6769903, 61.2564604 54.6759295)"
335607356,,,residential,,,False,True,184.394,Строительная улица,"LINESTRING (61.2561823 54.6771334, 61.2557158 54.6786446, 61.2556784 54.6787659)"
335607359,,,residential,,,False,False,146.371,Рабочая улица,"LINESTRING (61.2579927 54.6773777, 61.2581099 54.6760631)"
338177517,,,residential,,,False,True,119.52,Степная улица,"LINESTRING (61.2579927 54.6773777, 61.2561823 54.6771334)"
335607359,,,residential,,,False,True,187.734,Рабочая улица,"LINESTRING (61.2579927 54.6773777, 61.2580173 54.6785492, 61.2580214 54.6787486, 61.2580281 54.6790659)"
335607356,,,residential,,,False,False,184.394,Строительная улица,"LINESTRING (61.2556784 54.6787659, 61.2557158 54.6786446, 61.2561823 54.6771334)"
335607359,,,residential,,,False,False,187.734,Рабочая улица,"LINESTRING (61.2580281 54.6790659, 61.2580214 54.6787486, 61.2580173 54.6785492, 61.2579927 54.6773777)"
111250822,,,residential,,,False,True,169.564,Троицкая улица,"LINESTRING (61.2540166 54.6783332, 61.2540973 54.6781365, 61.2544106 54.6773734, 61.2546257 54.6768495)"
111250834,,,residential,,,False,True,244.557,улица Победы,"LINESTRING (61.2613267 54.6746902, 61.2604356 54.6746458, 61.2575309 54.6745517)"
111250845,,,residential,,,False,True,212.723,Троицкая улица,"LINESTRING (61.2552999 54.6717191, 61.255281 54.6719305, 61.2552135 54.6726835, 61.2551288 54.6736296)"
877398355,,,unclassified,,,False,True,161.71999999999997,Светлая улица,"LINESTRING (61.2538126 54.6721613, 61.2537772 54.6723496, 61.2539117 54.6727507, 61.2539612 54.673381, 61.2539887 54.6736059)"
