osmid,lanes,ref,highway,maxspeed,access,oneway,reversed,length,name,geometry
172826981,2,А-310,trunk,90,yes,False,False,16.555,,"LINESTRING (61.2493496 54.6736255, 61.2494182 54.673482)"
111250834,,,residential,,,False,True,84.897,улица Победы,"LINESTRING (61.2550452 54.6746121, 61.2537399 54.6744969)"
111250845,,,residential,,,False,False,109.381,Троицкая улица,"LINESTRING (61.2550452 54.6746121, 61.2551288 54.6736296)"
547306148,,,unclassified,,,False,False,124.201,,"LINESTRING (61.2550452 54.6746121, 61.2550237 54.675729)"
111250834,,,residential,,,False,False,160.60399999999998,улица Победы,"LINESTRING (61.2550452 54.6746121, 61.2562068 54.6746484, 61.2575309 54.6745517)"
111250822,,,residential,,,False,False,43.917,Троицкая улица,"LINESTRING (61.2550237 54.675729, 61.2549323 54.6761204)"
335607358,,,residential,,,False,True,95.023,улица Труда,"LINESTRING (61.2550237 54.675729, 61.2564604 54.6759295)"
547306148,,,unclassified,,,False,True,124.201,,"LINESTRING (61.2550237 54.675729, 61.2550452 54.6746121)"
172826981,2,А-310,trunk,90,yes,False,True,16.555,,"LINESTRING (61.2494182 54.673482, 61.2493496 54.6736255)"
877398354,,,residential,,,False,False,126.242,,"LINESTRING (61.2494182 54.673482, 61.2508569 54.6736063, 61.2510488 54.673633, 61.2511364 54.6736874, 61.2511222 54.6737928)"
111250822,,,residential,,,False,True,43.917,Троицкая улица,"LINESTRING (61.2549323 54.6761204, 61.2550237 54.675729)"
111250822,,,residential,,,False,False,83.435,Троицкая улица,"LINESTRING (61.2549323 54.6761204, 61.2546573 54.6767756, 61.2546257 54.6768495)"
111250825,,,residential,,,False,False,405.375,улица Труда,"LINESTRING (61.2549323 54.6761204, 61.2544787 54.6760945, 61.2532429 54.6761012, 61.2518577 54.6760654, 61.2514097 54.6760362, 61.2489761 54.6762311, 61.2486599 54.6762564)"
111250825,,,residential,,,False,True,405.375,улица Труда,"LINESTRING (61.2486599 54.6762564, 61.2489761 54.6762311, 61.2514097 54.6760362, 61.2518577 54.6760654, 61.2532429 54.6761012, 61.2544787 54.6760945, 61.2549323 54.6761204)"
"[335607353, 877398348]",,,residential,,,False,False,434.96799999999996,Степная улица,"LINESTRING (61.2486599 54.6762564, 61.2487879 54.6767121, 61.2490593 54.6768167, 61.2503419 54.6767343, 61.2506429 54.676715, 61.2519088 54.676584, 61.2531435 54.6766731, 61.2535688 54.6766946, 61.2546257 54.6768495)"
335607354,,,residential,,,False,True,166.002,Колхозная улица,"LINESTRING (61.2530093 54.6721351, 61.253506 54.6736001)"
335607357,,,residential,,,False,True,169.26,Клубная улица,"LINESTRING (61.2572324 54.6721845, 61.2571784 54.6723819, 61.2571586 54.6730655, 61.2572382 54.6734825, 61.2574072 54.6736786)"
335607360,,,residential,,,False,True,247.00799999999998,улица Мира,"LINESTRING (61.261187 54.6733894, 61.2603842 54.6734154, 61.2597971 54.6735615, 61.2574072 54.6736786)"
335607354,,,residential,,,False,False,166.002,Колхозная улица,"LINESTRING (61.253506 54.6736001, 61.2530093 54.6721351)"
335607360,,,residential,,,False,False,31.043,улица Мира,"LINESTRING (61.253506 54.6736001, 61.2539887 54.6736059)"
335607360,,,residential,,,False,True,154.76,улица Мира,"LINESTRING (61.253506 54.6736001, 61.2527565 54.6736607, 61.2523004 54.6736976, 61.2511222 54.6737928)"
335607355,,,residential,,,False,True,100.358,Светлая улица,"LINESTRING (61.2539887 54.6736059, 61.2537399 54.6744969)"
335607360,,,residential,,,False,False,73.352,улица Мира,"LINESTRING (61.2539887 54.6736059, 61.2551288 54.6736296)"
335607360,,,residential,,,False,True,31.043,улица Мира,"LINESTRING (61.2539887 54.6736059, 61.253506 54.6736001)"
877398355,,,unclassified,,,False,False,161.72,Светлая улица,"LINESTRING (61.2539887 54.6736059, 61.2539612 54.673381, 61.2539117 54.6727507, 61.2537772 54.6723496, 61.2538126 54.6721613)"
111250845,,,residential,,,False,True,109.381,Троицкая улица,"LINESTRING (61.2551288 54.6736296, 61.2550452 54.6746121)"
335607360,,,residential,,,False,False,146.595,улица Мира,"LINESTRING (61.2551288 54.6736296, 61.2574072 54.6736786)"
335607360,,,residential,,,False,True,73.352,улица Мира,"LINESTRING (61.2551288 54.6736296, 61.2539887 54.6736059)"
111250845,,,residential,,,False,False,212.723,Троицкая улица,"LINESTRING (61.2551288 54.6736296, 61.2552135 54.6726835, 61.255281 54.6719305, 61.2552999 54.6717191)"
335607357,,,residential,,,False,True,97.41,Клубная улица,"LINESTRING (61.2574072 54.6736786, 61.2575309 54.6745517)"
335607360,,,residential,,,False,True,146.595,улица Мира,"LINESTRING (61.2574072 54.6736786, 61.2551288 54.6736296)"
335607357,,,residential,,,False,False,169.26,Клубная улица,"LINESTRING (61.2574072 54.6736786, 61.2572382 54.6734825, 61.2571586 54.6730655, 61.2571784 54.6723819, 61.2572324 54.6721845)"
335607360,,,residential,,,False,False,247.00799999999998,улица Мира,"LINESTRING (61.2574072 54.6736786, 61.2597971 54.6735615, 61.2603842 54.6734154, 61.261187 54.6733894)"
335607360,,,residential,,,False,False,154.76,улица Мира,"LINESTRING (61.2511222 54.6737928, 61.2523004 54.6736976, 61.2527565 54.6736607, 61.253506 54.6736001)"
