osmid,name,highway,oneway,reversed,length,geometry,ref,junction,lanes
"[58114546, 539835277]","['улица Орджоникидзе', 'улица Курджиева']",tertiary,False,False,111.46100000000001,"LINESTRING (41.9148724 43.7721396, 41.9148075 43.7726045, 41.9146953 43.7728398, 41.914675 43.7728613, 41.9144717 43.7730762)",,,
58114546,улица Курджиева,tertiary,False,True,541.2959999999999,"LINESTRING (41.9148724 43.7721396, 41.9148856 43.7710462, 41.9148865 43.770974, 41.9148296 43.7706943, 41.9145565 43.7693528, 41.9143757 43.7684647, 41.9142833 43.7680106, 41.9143183 43.7675633, 41.9143618 43.7674019, 41.9143869 43.767309)",,,
58113889,улица Мира,tertiary,False,True,23.367,"LINESTRING (41.9121422 43.7704671, 41.9119 43.7705836)",,,
58113889,улица Мира,tertiary,False,False,358.695,"LINESTRING (41.9121422 43.7704671, 41.9124376 43.7702833, 41.9126918 43.7700401, 41.9129366 43.7697222, 41.9130541 43.7694951, 41.9131003 43.7693183, 41.9131331 43.7691929, 41.9131477 43.7689791, 41.913074 43.7685104, 41.9128376 43.7675227, 41.9128308 43.7674853)",,,
72172133,улица Орджоникидзе,residential,True,False,345.188,"LINESTRING (41.9121422 43.7704671, 41.913432 43.7719117, 41.9144717 43.7730762)",,,
58113889,улица Мира,tertiary,False,True,358.695,"LINESTRING (41.9128308 43.7674853, 41.9128376 43.7675227, 41.913074 43.7685104, 41.9131477 43.7689791, 41.9131331 43.7691929, 41.9131003 43.7693183, 41.9130541 43.7694951, 41.9129366 43.7697222, 41.9126918 43.7700401, 41.9124376 43.7702833, 41.9121422 43.7704671)",,,
386686068,улица Микояна,tertiary,False,False,126.486,"LINESTRING (41.9128308 43.7674853, 41.9140096 43.7673488, 41.9143869 43.767309)",,,
58114546,улица Курджиева,tertiary,False,False,541.2959999999999,"LINESTRING (41.9143869 43.767309, 41.9143618 43.7674019, 41.9143183 43.7675633, 41.9142833 43.7680106, 41.9143757 43.7684647, 41.9145565 43.7693528, 41.9148296 43.7706943, 41.9148865 43.770974, 41.9148856 43.7710462, 41.9148724 43.7721396)",,,
386686068,улица Микояна,tertiary,False,True,126.486,"LINESTRING (41.9143869 43.767309, 41.9140096 43.7673488, 41.9128308 43.7674853)",,,
58113891,улица Ленина,secondary,False,True,161.131,"LINESTRING (41.9123023 43.7741196, 41.9122923 43.7738855, 41.9122529 43.7737344, 41.9122271 43.7736357, 41.9120885 43.7733042, 41.9118683 43.7730033, 41.9116581 43.7727751)",А-155,,
58113902,улица Ленина,secondary,True,False,42.599999999999994,"LINESTRING (41.9123023 43.7741196, 41.9123828 43.7743205, 41.9124787 43.7744801)",,,
58113895,улица Ленина,secondary,True,False,35.023,"LINESTRING (41.9120479 43.7751564, 41.9121152 43.7748452)",А-155,,
386686067,улица Ленина,secondary,True,False,24.689,"LINESTRING (41.912242 43.774573, 41.9122588 43.7743513)",А-155,,
58113900,,secondary,True,False,25.215,"LINESTRING (41.912242 43.774573, 41.9122684 43.7745196, 41.9123263 43.7744813, 41.9124023 43.7744671, 41.9124787 43.7744801)",,roundabout,
539835277,улица Орджоникидзе,tertiary,False,False,21.848,"LINESTRING (41.9144717 43.7730762, 41.9142924 43.773224)",,,
"[58114546, 539835277]","['улица Орджоникидзе', 'улица Курджиева']",tertiary,False,True,111.46100000000001,"LINESTRING (41.9144717 43.7730762, 41.914675 43.7728613, 41.9146953 43.7728398, 41.9148075 43.7726045, 41.9148724 43.7721396)",,,
58113889,улица Мира,tertiary,False,False,23.367,"LINESTRING (41.9119 43.7705836, 41.9121422 43.7704671)",,,
58113889,улица Мира,tertiary,False,True,81.399,"LINESTRING (41.9119 43.7705836, 41.9109419 43.7708228)",,,
539835277,улица Орджоникидзе,tertiary,False,False,45.156,"LINESTRING (41.9142924 43.773224, 41.9139283 43.7735335)",,,
539835277,улица Орджоникидзе,tertiary,False,True,21.848,"LINESTRING (41.9142924 43.773224, 41.9144717 43.7730762)",,,
81251535,улица Орджоникидзе,residential,True,False,350.858,"LINESTRING (41.9142924 43.773224, 41.9139637 43.7728612, 41.9125696 43.7713226, 41.9119 43.7705836)",,,
386686067,улица Ленина,secondary,True,False,26.0,"LINESTRING (41.9122588 43.7743513, 41.9123023 43.7741196)",А-155,,
81251673,улица Халилова,unclassified,False,True,522.827,"LINESTRING (41.9122588 43.7743513, 41.912109 43.7742356, 41.9118323 43.7740705, 41.9114874 43.7738704, 41.9107646 43.7736065, 41.9090228 43.772973, 41.9082023 43.7726613, 41.9068942 43.7721644, 41.9066062 43.772055)",,,
58113891,улица Ленина,secondary,False,False,161.131,"LINESTRING (41.9116581 43.7727751, 41.9118683 43.7730033, 41.9120885 43.7733042, 41.9122271 43.7736357, 41.9122529 43.7737344, 41.9122923 43.7738855, 41.9123023 43.7741196)",А-155,,
58113891,улица Ленина,secondary,False,True,188.178,"LINESTRING (41.9116581 43.7727751, 41.9113843 43.7724543, 41.9109837 43.771985, 41.9105607 43.7712845)",А-155,,
"[226964202, 81251676]","['улица Алиева', 'улица Микояна']","['residential', 'unclassified']",False,"[False, True]",520.397,"LINESTRING (41.9116581 43.7727751, 41.9101701 43.7724776, 41.9085602 43.7719582, 41.9084839 43.7719319, 41.907642 43.7715787, 41.90745 43.7714076, 41.907423 43.7713007, 41.9076143 43.7709792, 41.9080783 43.7701992)",,,
81251673,улица Халилова,unclassified,False,False,522.827,"LINESTRING (41.9066062 43.772055, 41.9068942 43.7721644, 41.9082023 43.7726613, 41.9090228 43.772973, 41.9107646 43.7736065, 41.9114874 43.7738704, 41.9118323 43.7740705, 41.912109 43.7742356, 41.9122588 43.7743513)",,,
81251700,улица Магометова,residential,False,False,11.682,"LINESTRING (41.9102402 43.769357, 41.9101165 43.7693017)",,,
539835277,улица Орджоникидзе,tertiary,False,True,45.156,"LINESTRING (41.9139283 43.7735335, 41.9142924 43.773224)",,,
81251935,улица Эркенова,residential,False,False,342.25100000000003,"LINESTRING (41.9139283 43.7735335, 41.9142825 43.7738074, 41.9145946 43.774309, 41.9146207 43.7745017, 41.9146049 43.774564, 41.9145785 43.7746682, 41.9143822 43.7749307, 41.9142078 43.7750259, 41.9139512 43.7750748, 41.9138869 43.7750853, 41.9137484 43.775108, 41.9135227 43.7750766, 41.9130929 43.774917, 41.9130304 43.7748938, 41.912538 43.7746578)",,,
539835277,улица Орджоникидзе,tertiary,False,False,127.47999999999999,"LINESTRING (41.9139283 43.7735335, 41.9135333 43.7738868, 41.9128916 43.7744013)",,,
539835277,улица Орджоникидзе,tertiary,False,False,40.243,"LINESTRING (41.9128916 43.7744013, 41.912538 43.7746578)",,,
386686062,улица Курджиева,tertiary,False,False,34.58,"LINESTRING (41.9128916 43.7744013, 41.9126848 43.7744615, 41.9124787 43.7744801)",,,
539835277,улица Орджоникидзе,tertiary,False,True,127.47999999999999,"LINESTRING (41.9128916 43.7744013, 41.9135333 43.7738868, 41.9139283 43.7735335)",,,
58113895,улица Ленина,secondary,True,False,31.934,"LINESTRING (41.9121152 43.7748452, 41.912242 43.774573)",А-155,,
82656621,улица Кирова,residential,False,False,90.905,"LINESTRING (41.9121152 43.7748452, 41.9111302 43.7744421)",,,
58113900,,secondary,True,False,22.611999999999995,"LINESTRING (41.9124787 43.7744801, 41.9125391 43.7745189, 41.9125662 43.774574, 41.912559 43.7746095, 41.912538 43.7746578)",,roundabout,
386686062,улица Курджиева,tertiary,False,True,34.58,"LINESTRING (41.9124787 43.7744801, 41.9126848 43.7744615, 41.9128916 43.7744013)",,,
539835277,улица Орджоникидзе,tertiary,False,True,40.243,"LINESTRING (41.912538 43.7746578, 41.9128916 43.7744013)",,,
58113900,,secondary,True,False,33.597,"LINESTRING (41.912538 43.7746578, 41.9124562 43.7746953, 41.912363 43.7746984, 41.9122959 43.7746725, 41.9122524 43.7746274, 41.912242 43.774573)",,roundabout,
58113903,улица Ленина,secondary,True,False,68.218,"LINESTRING (41.912538 43.7746578, 41.9122063 43.7749529, 41.9120479 43.7751564)",,,
81251935,улица Эркенова,residential,False,True,342.25100000000003,"LINESTRING (41.912538 43.7746578, 41.9130304 43.7748938, 41.9130929 43.774917, 41.9135227 43.7750766, 41.9137484 43.775108, 41.9138869 43.7750853, 41.9139512 43.7750748, 41.9142078 43.7750259, 41.9143822 43.7749307, 41.9145785 43.7746682, 41.9146049 43.774564, 41.9146207 43.7745017, 41.9145946 43.774309, 41.9142825 43.7738074, 41.9139283 43.7735335)",,,
671103925,,secondary,True,False,10.049,"LINESTRING (41.9103487 43.7710663, 41.910299 43.7710394, 41.9102645 43.7710013)",А-155,roundabout,2
671103925,,secondary,True,False,13.113,"LINESTRING (41.9103431 43.7708382, 41.9104 43.7708241, 41.910443 43.7708228, 41.9105014 43.7708331)",А-155,roundabout,2
386686066,улица Ленина,secondary,True,False,29.615000000000002,"LINESTRING (41.9105818 43.7710186, 41.9105742 43.7711098, 41.9105607 43.7712845)",А-155,,2
671103925,,secondary,True,False,21.253,"LINESTRING (41.9105818 43.7710186, 41.9105396 43.7710526, 41.9104837 43.7710742, 41.9104093 43.7710795, 41.9103487 43.7710663)",А-155,roundabout,2
386686070,улица Мира,tertiary,True,False,35.389,"LINESTRING (41.9105014 43.7708331, 41.9109419 43.7708228)",,,2
671103925,,secondary,True,False,18.422,"LINESTRING (41.9105014 43.7708331, 41.9105515 43.7708574, 41.9105804 43.7708827, 41.9106036 43.770923, 41.9106065 43.7709686)",А-155,roundabout,2
386686064,улица Ленина,secondary,True,False,38.24,"LINESTRING (41.9102645 43.7710013, 41.9099132 43.7707691)",А-155,,2
671103925,,secondary,True,False,20.918,"LINESTRING (41.9102645 43.7710013, 41.9102505 43.7709502, 41.9102623 43.7709053, 41.9102947 43.7708663, 41.9103431 43.7708382)",А-155,roundabout,2
671103925,,secondary,True,False,5.903,"LINESTRING (41.9106065 43.7709686, 41.9105818 43.7710186)",А-155,roundabout,2
82659334,улица Ленина,secondary,False,False,160.385,"LINESTRING (41.9080783 43.7701992, 41.9097692 43.7707249, 41.9099132 43.7707691)",А-155,,2
"[226964202, 81251676]","['улица Алиева', 'улица Микояна']","['unclassified', 'residential']",False,"[False, True]",520.3969999999999,"LINESTRING (41.9080783 43.7701992, 41.9076143 43.7709792, 41.907423 43.7713007, 41.90745 43.7714076, 41.907642 43.7715787, 41.9084839 43.7719319, 41.9085602 43.7719582, 41.9101701 43.7724776, 41.9116581 43.7727751)",,,
226964202,улица Микояна,unclassified,False,True,155.74900000000002,"LINESTRING (41.9080783 43.7701992, 41.9081441 43.7700813, 41.908585 43.7693473, 41.9088265 43.7689071)",,,
81251700,улица Магометова,residential,False,True,112.873,"LINESTRING (41.9088265 43.7689071, 41.9089901 43.7689419, 41.9095038 43.7690752, 41.909943 43.7692241, 41.9101165 43.7693017)",,,
226964202,улица Микояна,unclassified,False,False,155.749,"LINESTRING (41.9088265 43.7689071, 41.908585 43.7693473, 41.9081441 43.7700813, 41.9080783 43.7701992)",,,
