osmid,lanes,ref,name,highway,oneway,reversed,length,geometry,width
198799105,3,01К-03,Комсомольская улица,secondary,False,True,32.114,"LINESTRING (81.2125489 51.5256283, 81.2127203 51.5258967)",
173128591,2,01К-03,Комсомольская улица,secondary,False,False,117.57600000000001,"LINESTRING (81.2125489 51.5256283, 81.212476 51.5255142, 81.2119268 51.5246443)",
327624441,2,,улица Дзержинского,secondary,False,True,181.8,"LINESTRING (81.2125489 51.5256283, 81.212667 51.5255984, 81.2142955 51.5252018, 81.2149982 51.525036)",
253357158,2,,улица Дзержинского,tertiary,False,True,276.71299999999997,"LINESTRING (81.2166807 51.5246005, 81.2168681 51.5245484, 81.2173793 51.5243995, 81.2183426 51.5241459, 81.2184647 51.5241156, 81.21897 51.5239969, 81.2195276 51.523856, 81.2203718 51.5236436)",
327624441,2,,улица Дзержинского,secondary,False,False,126.07800000000002,"LINESTRING (81.2166807 51.5246005, 81.2165006 51.5246476, 81.2151772 51.5249933, 81.2149982 51.525036)",
365111420,4,,проспект Ленина,secondary,False,False,261.524,"LINESTRING (81.2166807 51.5246005, 81.2167216 51.5246611, 81.2171218 51.5252542, 81.2172228 51.5254138, 81.2176334 51.5260584, 81.2180709 51.5267239, 81.2181033 51.5267794)",
35459336,2,,улица Калинина,tertiary,False,True,276.743,"LINESTRING (81.2181033 51.5267794, 81.2183038 51.5267271, 81.2187372 51.5266147, 81.2194623 51.526436, 81.2196961 51.5263762, 81.2197716 51.5263582, 81.2209332 51.5260705, 81.2218154 51.525852)",
131233016,4,,улица Калинина,secondary,False,False,131.781,"LINESTRING (81.2181033 51.5267794, 81.2181241 51.5268847, 81.2179945 51.5269481, 81.2173782 51.5271052, 81.216532 51.5273022)",
365111420,4,,проспект Ленина,secondary,False,True,261.524,"LINESTRING (81.2181033 51.5267794, 81.2180709 51.5267239, 81.2176334 51.5260584, 81.2172228 51.5254138, 81.2171218 51.5252542, 81.2167216 51.5246611, 81.2166807 51.5246005)",
35459335,3,,Октябрьская улица,secondary,False,False,80.975,"LINESTRING (81.216532 51.5273022, 81.2169563 51.5279809)",
41852496,2,,улица Сергея Блынского,residential,False,False,188.94400000000002,"LINESTRING (81.216532 51.5273022, 81.2162833 51.527364, 81.2153686 51.5275914, 81.2151677 51.5276413, 81.2141243 51.5278893, 81.2139887 51.5279215)",
131233016,4,,улица Калинина,secondary,False,True,131.781,"LINESTRING (81.216532 51.5273022, 81.2173782 51.5271052, 81.2179945 51.5269481, 81.2181241 51.5268847, 81.2181033 51.5267794)",
35459335,3,,Октябрьская улица,secondary,False,True,80.975,"LINESTRING (81.2169563 51.5279809, 81.216532 51.5273022)",
35459319,4,,улица Калинина,secondary,False,False,195.762,"LINESTRING (81.2169563 51.5279809, 81.2165222 51.5281792, 81.2163728 51.5282457, 81.2160994 51.5283844, 81.2152095 51.5288358, 81.2148745 51.5290086, 81.2147411 51.5290756)",
"[257414448, 120141267]",2,,Октябрьская улица,secondary,True,False,247.221,"LINESTRING (81.2169563 51.5279809, 81.2170896 51.5281951, 81.2173374 51.5285778, 81.2174339 51.5287314, 81.2179734 51.5295897, 81.2182473 51.53002, 81.2182629 51.5300502)",
35459336,2,,улица Калинина,tertiary,False,False,276.743,"LINESTRING (81.2218154 51.525852, 81.2209332 51.5260705, 81.2197716 51.5263582, 81.2196961 51.5263762, 81.2194623 51.526436, 81.2187372 51.5266147, 81.2183038 51.5267271, 81.2181033 51.5267794)",
35459336,2,,улица Калинина,tertiary,False,True,219.889,"LINESTRING (81.2218154 51.525852, 81.2223407 51.5257197, 81.2233406 51.5254684, 81.2234793 51.5254343, 81.2241311 51.525276, 81.2242246 51.5252511, 81.2245547 51.525163, 81.2246215 51.5251447, 81.2247592 51.5251068)",
35459355,2,,улица Громова,tertiary,False,False,265.16200000000003,"LINESTRING (81.2218154 51.525852, 81.2213353 51.5250798, 81.221163 51.5247941, 81.2211307 51.5247404, 81.2210364 51.5245966, 81.2209223 51.5244228, 81.2203718 51.5236436)",
35459355,2,,улица Громова,tertiary,False,True,265.16200000000003,"LINESTRING (81.2203718 51.5236436, 81.2209223 51.5244228, 81.2210364 51.5245966, 81.2211307 51.5247404, 81.221163 51.5247941, 81.2213353 51.5250798, 81.2218154 51.525852)",
253357158,2,,улица Дзержинского,tertiary,False,False,276.71299999999997,"LINESTRING (81.2203718 51.5236436, 81.2195276 51.523856, 81.21897 51.5239969, 81.2184647 51.5241156, 81.2183426 51.5241459, 81.2173793 51.5243995, 81.2168681 51.5245484, 81.2166807 51.5246005)",
35459319,4,,улица Калинина,secondary,False,True,195.762,"LINESTRING (81.2147411 51.5290756, 81.2148745 51.5290086, 81.2152095 51.5288358, 81.2160994 51.5283844, 81.2163728 51.5282457, 81.2165222 51.5281792, 81.2169563 51.5279809)",
