osmid,highway,oneway,reversed,length,geometry,lanes,name,bridge,width
297004938,tertiary,False,False,94.356,"LINESTRING (147.8785572 45.227762, 147.8783868 45.2276477, 147.8780581 45.2274104, 147.8780424 45.2273991, 147.877726 45.2271483)",2,,,
336926559,tertiary,False,True,186.98,"LINESTRING (147.8785572 45.227762, 147.8780085 45.2280294, 147.8776351 45.228261, 147.8772313 45.2285721, 147.876837 45.228913)",2,Андрея Евдокимова улица,,
328320298,residential,False,True,90.333,"LINESTRING (147.8713714 45.2334233, 147.8713364 45.2333679, 147.8708353 45.2332046, 147.870833 45.2331276, 147.8704446 45.2330444)",,,,
114872586,residential,False,True,12.6,"LINESTRING (147.872139 45.2313285, 147.8720761 45.2312242)",,улица 60 лет Октября,,
114872548,residential,False,False,95.751,"LINESTRING (147.872139 45.2313285, 147.8718103 45.2314156, 147.871298 45.2315609, 147.8710562 45.2317077)",,,,
114872586,residential,False,False,127.959,"LINESTRING (147.872139 45.2313285, 147.8722271 45.2313858, 147.8723093 45.2314095, 147.8725449 45.2314197, 147.8733108 45.2313101, 147.8734145 45.2313036, 147.8737173 45.2312883)",,улица 60 лет Октября,,
114872623,residential,False,False,81.775,"LINESTRING (147.871539 45.2320221, 147.8714064 45.2321366, 147.8709892 45.2321332, 147.8705736 45.2321071)",,,,
"[313337201, 328320294]",residential,False,True,93.28399999999999,"LINESTRING (147.871539 45.2320221, 147.8714277 45.2319142, 147.8711253 45.2318307, 147.8705736 45.2321071)",,,,
328320296,residential,False,False,111.197,"LINESTRING (147.871539 45.2320221, 147.8720576 45.2321598, 147.8721515 45.2321874, 147.8725353 45.232291, 147.8726791 45.2323358, 147.8728547 45.2323967)",,,,
114872586,residential,False,False,233.68900000000002,"LINESTRING (147.8738452 45.2302083, 147.8736498 45.2301618, 147.873467 45.2301188, 147.8728744 45.2301305, 147.8726769 45.2301603, 147.872705 45.2303739, 147.8726828 45.2304248, 147.8725878 45.2304929, 147.8722842 45.2306543, 147.872126 45.2307931, 147.8720235 45.230934, 147.8720201 45.230982, 147.8720761 45.2312242)",,улица 60 лет Октября,,
313337199,tertiary,False,False,280.197,"LINESTRING (147.8738452 45.2302083, 147.8739625 45.2301434, 147.8742967 45.2300477, 147.8750395 45.2298492, 147.8755952 45.2296513, 147.8760984 45.2294433, 147.876423 45.2292866, 147.8765739 45.2291699, 147.876837 45.228913)",2,Охотская улица,,
"[1218017355, 1218017356]",tertiary,False,True,123.63300000000001,"LINESTRING (147.8738452 45.2302083, 147.8737599 45.2302694, 147.8737193 45.2303624, 147.8737178 45.2304772, 147.8737544 45.230879, 147.8737604 45.230971, 147.8737438 45.2311883, 147.8737173 45.2312883)",2,улица Ленинского Комсомола,,
328320297,residential,False,False,109.34100000000001,"LINESTRING (147.8704446 45.2330444, 147.8704728 45.2328806, 147.8703379 45.2326137, 147.8703655 45.2324934, 147.8705736 45.2321071)",,,,
328320298,residential,False,False,90.33300000000001,"LINESTRING (147.8704446 45.2330444, 147.870833 45.2331276, 147.8708353 45.2332046, 147.8713364 45.2333679, 147.8713714 45.2334233)",,,,
114872623,residential,False,True,81.775,"LINESTRING (147.8705736 45.2321071, 147.8709892 45.2321332, 147.8714064 45.2321366, 147.871539 45.2320221)",,,,
"[313337201, 328320294]",residential,False,False,93.28399999999999,"LINESTRING (147.8705736 45.2321071, 147.8711253 45.2318307, 147.8714277 45.2319142, 147.871539 45.2320221)",,,,
328320297,residential,False,True,109.34100000000001,"LINESTRING (147.8705736 45.2321071, 147.8703655 45.2324934, 147.8703379 45.2326137, 147.8704728 45.2328806, 147.8704446 45.2330444)",,,,
114872548,residential,False,True,95.75099999999999,"LINESTRING (147.8710562 45.2317077, 147.871298 45.2315609, 147.8718103 45.2314156, 147.872139 45.2313285)",,,,
"[1218017355, 313337198]",tertiary,False,False,123.82499999999999,"LINESTRING (147.8728547 45.2323967, 147.8730445 45.2321844, 147.8732342 45.2319707, 147.8734275 45.2317581, 147.8735288 45.231644, 147.8736134 45.23152, 147.873652 45.2314383)",2,улица Ленинского Комсомола,,
328320296,residential,False,True,111.197,"LINESTRING (147.8728547 45.2323967, 147.8726791 45.2323358, 147.8725353 45.232291, 147.8721515 45.2321874, 147.8720576 45.2321598, 147.871539 45.2320221)",,,,
444692067,unclassified,False,True,11.365,"LINESTRING (147.8808482 45.2272037, 147.880815 45.2273032)",,,,
297004937,tertiary,False,True,32.763000000000005,"LINESTRING (147.8808482 45.2272037, 147.8806806 45.2271918, 147.8804316 45.2271769)",2,Андрея Евдокимова улица,,
125109068,unclassified,False,True,33.148,"LINESTRING (147.880815 45.2273032, 147.8804316 45.2271769)",2,,,
444692067,unclassified,False,False,11.365,"LINESTRING (147.880815 45.2273032, 147.8808482 45.2272037)",,,,
125109068,unclassified,False,False,33.148,"LINESTRING (147.8804316 45.2271769, 147.880815 45.2273032)",2,,,
125109059,tertiary,False,True,162.95999999999998,"LINESTRING (147.8804316 45.2271769, 147.8802983 45.2271697, 147.8801246 45.2271844, 147.8798561 45.2272534, 147.8795211 45.2273768, 147.8792417 45.2274904, 147.8787454 45.2276831, 147.8785572 45.227762)",2,Андрея Евдокимова улица,,
297004937,tertiary,False,False,32.763000000000005,"LINESTRING (147.8804316 45.2271769, 147.8806806 45.2271918, 147.8808482 45.2272037)",2,Андрея Евдокимова улица,,
297004938,tertiary,False,False,22.074,"LINESTRING (147.877726 45.2271483, 147.8775447 45.2269963)",2,,,
297004938,tertiary,False,True,94.356,"LINESTRING (147.877726 45.2271483, 147.8780424 45.2273991, 147.8780581 45.2274104, 147.8783868 45.2276477, 147.8785572 45.227762)",2,,,
312173929,residential,False,True,181.049,"LINESTRING (147.877726 45.2271483, 147.8771313 45.2275194, 147.8769637 45.2276266, 147.8767396 45.2277593, 147.8765454 45.2278859, 147.8764791 45.2279368, 147.8764587 45.227997, 147.8764925 45.2280758, 147.8765718 45.2282258, 147.8766398 45.2283608)",,,,
125111338,unclassified,False,True,63.326,"LINESTRING (147.8766398 45.2283608, 147.876671 45.2284516, 147.8767515 45.2286556, 147.876837 45.228913)",,,,
125111339,unclassified,False,True,148.177,"LINESTRING (147.8766398 45.2283608, 147.8767421 45.2283146, 147.8773435 45.2279373, 147.8780664 45.2274869)",,,,
312173926,residential,False,False,327.71099999999996,"LINESTRING (147.8766398 45.2283608, 147.8764015 45.2283892, 147.8761395 45.2284375, 147.8759359 45.2284739, 147.8757858 45.2285007, 147.8751715 45.2286108, 147.8748188 45.2286821, 147.874673 45.2286848, 147.8745009 45.2287318, 147.8742094 45.2288881, 147.8739556 45.2290314, 147.8736396 45.229176, 147.8736168 45.2292696, 147.8735838 45.2293038, 147.8731952 45.2293845, 147.8730514 45.2293599, 147.8729387 45.2292791)",,,,
312173929,residential,False,False,181.049,"LINESTRING (147.8766398 45.2283608, 147.8765718 45.2282258, 147.8764925 45.2280758, 147.8764587 45.227997, 147.8764791 45.2279368, 147.8765454 45.2278859, 147.8767396 45.2277593, 147.8769637 45.2276266, 147.8771313 45.2275194, 147.877726 45.2271483)",,,,
"[95704656, 297004938, 95704630]",tertiary,False,True,168.547,"LINESTRING (147.8755588 45.2260505, 147.8756509 45.2260712, 147.8757487 45.2261014, 147.8769577 45.2265646, 147.8770328 45.226599, 147.8771217 45.2266519, 147.8772988 45.2267883, 147.877366 45.2268442)","['1', '2']",Заречная улица,yes,3
125111339,unclassified,False,False,148.177,"LINESTRING (147.8780664 45.2274869, 147.8773435 45.2279373, 147.8767421 45.2283146, 147.8766398 45.2283608)",,,,
312173928,unclassified,False,False,146.96800000000002,"LINESTRING (147.8750173 45.2291349, 147.8756 45.2290333, 147.8759421 45.2289796, 147.8765525 45.2288759, 147.8766248 45.2288741, 147.8767166 45.2288719, 147.876837 45.228913)",,,,
312173926,residential,False,True,327.711,"LINESTRING (147.8729387 45.2292791, 147.8730514 45.2293599, 147.8731952 45.2293845, 147.8735838 45.2293038, 147.8736168 45.2292696, 147.8736396 45.229176, 147.8739556 45.2290314, 147.8742094 45.2288881, 147.8745009 45.2287318, 147.874673 45.2286848, 147.8748188 45.2286821, 147.8751715 45.2286108, 147.8757858 45.2285007, 147.8759359 45.2284739, 147.8761395 45.2284375, 147.8764015 45.2283892, 147.8766398 45.2283608)",,,,
114872586,residential,False,False,12.6,"LINESTRING (147.8720761 45.2312242, 147.872139 45.2313285)",,улица 60 лет Октября,,
114872586,residential,False,True,233.68900000000002,"LINESTRING (147.8720761 45.2312242, 147.8720201 45.230982, 147.8720235 45.230934, 147.872126 45.2307931, 147.8722842 45.2306543, 147.8725878 45.2304929, 147.8726828 45.2304248, 147.872705 45.2303739, 147.8726769 45.2301603, 147.8728744 45.2301305, 147.873467 45.2301188, 147.8736498 45.2301618, 147.8738452 45.2302083)",,улица 60 лет Октября,,
431116439,residential,False,False,72.96000000000001,"LINESTRING (147.8720761 45.2312242, 147.8722525 45.2311755, 147.8725502 45.2310262, 147.8727943 45.2308241)",,Нагорная улица,,
1218017355,tertiary,False,False,17.446,"LINESTRING (147.873652 45.2314383, 147.8737173 45.2312883)",2,улица Ленинского Комсомола,,
"[325490673, 314048131, 419632326]",residential,False,"[False, True]",251.28699999999998,"LINESTRING (147.873652 45.2314383, 147.8737433 45.2314673, 147.874097 45.2315581, 147.8743615 45.2315868, 147.8747084 45.2317281, 147.8747248 45.2318538, 147.8745121 45.2323469, 147.8744452 45.2324176, 147.8743782 45.2324411, 147.8742826 45.2324394, 147.8741814 45.2323948, 147.8739584 45.2328935)",,Сахалинская улица,,
"[1218017355, 313337198]",tertiary,False,True,123.825,"LINESTRING (147.873652 45.2314383, 147.8736134 45.23152, 147.8735288 45.231644, 147.8734275 45.2317581, 147.8732342 45.2319707, 147.8730445 45.2321844, 147.8728547 45.2323967)",2,улица Ленинского Комсомола,,
314807740,residential,False,True,72.856,"LINESTRING (147.8796924 45.2255215, 147.8795321 45.2255347, 147.8794556 45.225548, 147.8793991 45.2255688, 147.8793319 45.225601, 147.8792804 45.2256314, 147.8789249 45.2258563)",,Набережная улица,,
314807740,residential,False,True,48.574,"LINESTRING (147.8789249 45.2258563, 147.8784603 45.2261457)",,Набережная улица,,
314807741,residential,False,False,25.181,"LINESTRING (147.8789249 45.2258563, 147.879137 45.2260265)",,,,
314807740,residential,False,False,72.856,"LINESTRING (147.8789249 45.2258563, 147.8792804 45.2256314, 147.8793319 45.225601, 147.8793991 45.2255688, 147.8794556 45.225548, 147.8795321 45.2255347, 147.8796924 45.2255215)",,Набережная улица,,
314807735,residential,False,True,164.861,"LINESTRING (147.879137 45.2260265, 147.8775447 45.2269963)",,Юбилейная улица,,
314807741,residential,False,True,25.181,"LINESTRING (147.879137 45.2260265, 147.8789249 45.2258563)",,,,
"[336926561, 336926562]",residential,False,False,121.58200000000001,"LINESTRING (147.879137 45.2260265, 147.8791967 45.2260705, 147.8792959 45.2261337, 147.8794183 45.2262012, 147.8794617 45.2262131, 147.8795088 45.2262148, 147.8795589 45.2262014, 147.8798706 45.2260575, 147.8801935 45.2260444, 147.8805266 45.226035)",,Юбилейная улица,,
"[336926561, 336926562]",residential,False,True,121.58200000000001,"LINESTRING (147.8805266 45.226035, 147.8801935 45.2260444, 147.8798706 45.2260575, 147.8795589 45.2262014, 147.8795088 45.2262148, 147.8794617 45.2262131, 147.8794183 45.2262012, 147.8792959 45.2261337, 147.8791967 45.2260705, 147.879137 45.2260265)",,Юбилейная улица,,
314807740,residential,False,False,48.574,"LINESTRING (147.8784603 45.2261457, 147.8789249 45.2258563)",,Набережная улица,,
328511140,residential,False,False,66.447,"LINESTRING (147.8784603 45.2261457, 147.8778901 45.2257032)",,,,
314807740,residential,False,True,115.668,"LINESTRING (147.8784603 45.2261457, 147.8781775 45.2263207, 147.8774068 45.22682, 147.877366 45.2268442)",,Набережная улица,,
297004938,tertiary,False,False,21.952,"LINESTRING (147.8775447 45.2269963, 147.877366 45.2268442)",2,,,
297004938,tertiary,False,True,22.074,"LINESTRING (147.8775447 45.2269963, 147.877726 45.2271483)",2,,,
314807735,residential,False,False,164.861,"LINESTRING (147.8775447 45.2269963, 147.879137 45.2260265)",,Юбилейная улица,,
328511140,residential,False,True,66.447,"LINESTRING (147.8778901 45.2257032, 147.8784603 45.2261457)",,,,
419632319,unclassified,False,False,23.806,"LINESTRING (147.8736987 45.2327822, 147.8739584 45.2328935)",,,,
419632319,unclassified,False,False,44.216,"LINESTRING (147.8739584 45.2328935, 147.8745034 45.2329975)",,,,
419632319,unclassified,False,True,23.806,"LINESTRING (147.8739584 45.2328935, 147.8736987 45.2327822)",,,,
419632326,residential,False,False,19.404,"LINESTRING (147.8739584 45.2328935, 147.8738757 45.233058)",,Сахалинская улица,,
"[325490673, 314048131, 419632326]",residential,False,"[False, True]",251.287,"LINESTRING (147.8739584 45.2328935, 147.8741814 45.2323948, 147.8742826 45.2324394, 147.8743782 45.2324411, 147.8744452 45.2324176, 147.8745121 45.2323469, 147.8747248 45.2318538, 147.8747084 45.2317281, 147.8743615 45.2315868, 147.874097 45.2315581, 147.8737433 45.2314673, 147.873652 45.2314383)",,Сахалинская улица,,
419632319,unclassified,False,True,44.216,"LINESTRING (147.8745034 45.2329975, 147.8739584 45.2328935)",,,,
419632326,residential,False,True,19.404,"LINESTRING (147.8738757 45.233058, 147.8739584 45.2328935)",,Сахалинская улица,,
431116439,residential,False,True,72.96000000000001,"LINESTRING (147.8727943 45.2308241, 147.8725502 45.2310262, 147.8722525 45.2311755, 147.8720761 45.2312242)",,Нагорная улица,,
