osmid,name,highway,maxspeed,oneway,reversed,length,ref,lanes,geometry
82890151,улица Мира,residential,60,False,True,68.239,,,"LINESTRING (32.8048795 68.8124252, 32.8032445 68.8125908)"
"[151821762, 69595099]",Советская улица,secondary,60,False,False,200.598,47К-062,2,"LINESTRING (32.8048795 68.8124252, 32.8069919 68.8122957, 32.8078776 68.8122458, 32.8082517 68.8122319, 32.8084085 68.8122354, 32.8085803 68.8122537, 32.8087546 68.8123201, 32.8091721 68.8126433)"
151821762,,secondary,,False,True,80.497,47К-062,,"LINESTRING (32.8048795 68.8124252, 32.8043887 68.8124282, 32.8041414 68.8124137, 32.8038706 68.8123913, 32.8035569 68.8123431, 32.803034 68.8122079)"
149724263,Советская улица,residential,30,False,True,48.953,,1,"LINESTRING (32.8091721 68.8126433, 32.8080606 68.8128234)"
69595099,Советская улица,secondary,60,False,False,292.158,47К-062,2,"LINESTRING (32.8091721 68.8126433, 32.8092389 68.8126931, 32.8100127 68.8133756, 32.8101928 68.8135266, 32.8103852 68.8136934, 32.8104791 68.8137874, 32.8106857 68.813981, 32.8110883 68.8143344, 32.8116107 68.8146689, 32.8123186 68.8149965)"
"[151821762, 69595099]",Советская улица,secondary,60,False,True,200.598,47К-062,2,"LINESTRING (32.8091721 68.8126433, 32.8087546 68.8123201, 32.8085803 68.8122537, 32.8084085 68.8122354, 32.8082517 68.8122319, 32.8078776 68.8122458, 32.8069919 68.8122957, 32.8048795 68.8124252)"
82890151,улица Мира,residential,60,False,False,85.642,,,"LINESTRING (32.795785 68.8138152, 32.7974699 68.8133436)"
82890151,улица Мира,residential,60,False,True,138.31799999999998,,,"LINESTRING (32.795785 68.8138152, 32.7951795 68.8140296, 32.7944996 68.814228, 32.7937286 68.8143754, 32.7929078 68.8144527)"
82891085,Пионерская улица,residential,,False,False,317.6859999999999,,,"LINESTRING (32.795785 68.8138152, 32.7953271 68.8135388, 32.7946557 68.8130292, 32.7938375 68.8120875, 32.7936191 68.8119286, 32.7935059 68.8116798, 32.7932963 68.8114516, 32.7929697 68.8111613)"
82890151,улица Мира,residential,60,False,True,85.642,,,"LINESTRING (32.7974699 68.8133436, 32.795785 68.8138152)"
