osmid,name,highway,maxspeed,oneway,reversed,length,junction,geometry,ref
38611140,Октябрьская улица,tertiary,60,False,True,75.748,,"LINESTRING (92.9167669 51.5390541, 92.9156774 51.5389845)",
497206477,,tertiary,60,True,False,45.717,roundabout,"LINESTRING (92.9167669 51.5390541, 92.9168321 51.5389745, 92.9169337 51.5389113, 92.9170616 51.5388708, 92.9172034 51.5388568, 92.9172896 51.5388619)",
497206388,Советская улица,residential,,False,True,197.922,,"LINESTRING (92.9154874 51.5398643, 92.9145349 51.5398049, 92.9133305 51.5397221, 92.9132009 51.5397125, 92.9126426 51.5396711)",
497206389,,residential,,False,False,70.532,,"LINESTRING (92.9154874 51.5398643, 92.9154298 51.5401313, 92.9153667 51.5404941)",
497206389,,residential,,False,True,98.708,,"LINESTRING (92.9154874 51.5398643, 92.9156209 51.539246, 92.9156774 51.5389845)",
497206411,улица Кечил-оола,residential,,False,True,96.416,,"LINESTRING (92.9126426 51.5396711, 92.9127762 51.538808)",
497206388,Советская улица,residential,,False,False,197.92200000000003,,"LINESTRING (92.9126426 51.5396711, 92.9132009 51.5397125, 92.9133305 51.5397221, 92.9145349 51.5398049, 92.9154874 51.5398643)",
497206411,улица Кечил-оола,residential,,False,False,72.144,,"LINESTRING (92.9126426 51.5396711, 92.912616 51.5398208, 92.9125375 51.5403166)",
38611140,Октябрьская улица,tertiary,60,False,False,75.748,,"LINESTRING (92.9156774 51.5389845, 92.9167669 51.5390541)",
38611140,Октябрьская улица,tertiary,60,False,True,201.612,,"LINESTRING (92.9156774 51.5389845, 92.9133698 51.5388484, 92.9127762 51.538808)",
497206389,,residential,,False,False,98.708,,"LINESTRING (92.9156774 51.5389845, 92.9156209 51.539246, 92.9154874 51.5398643)",
497206390,Студенческая улица,residential,,False,True,196.658,,"LINESTRING (92.9153667 51.5404941, 92.9125375 51.5403166)",
"[497206394, 497206389]",улица Новосёлов,residential,,False,"[False, True]",262.44,,"LINESTRING (92.9153667 51.5404941, 92.9152769 51.5409662, 92.9152474 51.5410488, 92.9151924 51.5411114, 92.9151012 51.5411389, 92.9149645 51.5411426, 92.9124311 51.5410164)",
497206389,,residential,,False,True,70.532,,"LINESTRING (92.9153667 51.5404941, 92.9154298 51.5401313, 92.9154874 51.5398643)",
497206390,Студенческая улица,residential,,False,False,196.658,,"LINESTRING (92.9125375 51.5403166, 92.9153667 51.5404941)",
497206411,улица Кечил-оола,residential,,False,False,78.161,,"LINESTRING (92.9125375 51.5403166, 92.9124311 51.5410164)",
497206411,улица Кечил-оола,residential,,False,True,72.144,,"LINESTRING (92.9125375 51.5403166, 92.912616 51.5398208, 92.9126426 51.5396711)",
497206411,улица Кечил-оола,residential,,False,False,81.825,,"LINESTRING (92.9123222 51.5417288, 92.9122234 51.5424621)",
497206411,улица Кечил-оола,residential,,False,True,79.573,,"LINESTRING (92.9123222 51.5417288, 92.9124311 51.5410164)",
"[957755961, 497206395]",улица Пушкина,residential,,False,True,307.442,,"LINESTRING (92.9123222 51.5417288, 92.9156275 51.5419169, 92.9155152 51.542614)",
497206399,улица Гагарина,residential,,False,False,228.288,,"LINESTRING (92.9155152 51.542614, 92.9151508 51.5426035, 92.9146328 51.5425801, 92.913233 51.5425168, 92.9122234 51.5424621)",
497206399,улица Гагарина,residential,,False,True,85.702,,"LINESTRING (92.9155152 51.542614, 92.9159903 51.5426302, 92.9162426 51.5426316, 92.9163015 51.5426319, 92.9167527 51.5426128)",
"[957755961, 497206395]",улица Пушкина,residential,,False,False,307.442,,"LINESTRING (92.9155152 51.542614, 92.9156275 51.5419169, 92.9123222 51.5417288)",
497206411,улица Кечил-оола,residential,,False,True,81.825,,"LINESTRING (92.9122234 51.5424621, 92.9123222 51.5417288)",
497206399,улица Гагарина,residential,,False,True,228.288,,"LINESTRING (92.9122234 51.5424621, 92.913233 51.5425168, 92.9146328 51.5425801, 92.9151508 51.5426035, 92.9155152 51.542614)",
497206400,улица Дружбы,residential,,False,False,55.025,,"LINESTRING (92.9167527 51.5426128, 92.9166617 51.5431044)",
497206399,улица Гагарина,residential,,False,False,85.702,,"LINESTRING (92.9167527 51.5426128, 92.9163015 51.5426319, 92.9162426 51.5426316, 92.9159903 51.5426302, 92.9155152 51.542614)",
497206400,улица Дружбы,residential,,False,True,355.91599999999994,,"LINESTRING (92.9167527 51.5426128, 92.9169225 51.5415618, 92.9170003 51.5410804, 92.9171776 51.5399832, 92.9172427 51.5394267)",
1188661008,,residential,,False,True,275.077,,"LINESTRING (92.9167527 51.5426128, 92.9169037 51.542607, 92.9169681 51.542547, 92.9170539 51.5421066, 92.9200439 51.5422343)",
497206411,улица Кечил-оола,residential,,False,False,71.775,,"LINESTRING (92.9130048 51.5372432, 92.912912 51.5378861)",
497206411,улица Кечил-оола,residential,,False,True,145.74,,"LINESTRING (92.9130048 51.5372432, 92.9131988 51.5359381)",
497206411,улица Кечил-оола,residential,,False,False,79.573,,"LINESTRING (92.9124311 51.5410164, 92.9123222 51.5417288)",
497206411,улица Кечил-оола,residential,,False,True,78.161,,"LINESTRING (92.9124311 51.5410164, 92.9125375 51.5403166)",
"[497206394, 497206389]",улица Новосёлов,residential,,False,"[False, True]",262.44,,"LINESTRING (92.9124311 51.5410164, 92.9149645 51.5411426, 92.9151012 51.5411389, 92.9151924 51.5411114, 92.9152474 51.5410488, 92.9152769 51.5409662, 92.9153667 51.5404941)",
497206406,Космическая улица,residential,,False,True,241.056,,"LINESTRING (92.9144995 51.5358084, 92.9141447 51.537965)",
497206410,,residential,,False,False,92.382,,"LINESTRING (92.9144995 51.5358084, 92.9149255 51.535782, 92.9152018 51.5357703, 92.9156266 51.5357817, 92.9158319 51.5357858)",
497206410,,residential,,False,True,91.166,,"LINESTRING (92.9144995 51.5358084, 92.9141986 51.535827, 92.9138097 51.535867, 92.9131988 51.5359381)",
497206406,Космическая улица,residential,,False,False,241.056,,"LINESTRING (92.9141447 51.537965, 92.9144995 51.5358084)",
497206408,улица 30 лет Советской Тувы,residential,,False,False,85.707,,"LINESTRING (92.9141447 51.537965, 92.912912 51.5378861)",
497206408,улица 30 лет Советской Тувы,residential,,False,True,92.325,,"LINESTRING (92.9141447 51.537965, 92.9154726 51.5380499)",
497206407,Подгорная улица,residential,,False,True,252.98,,"LINESTRING (92.9154726 51.5380499, 92.9158319 51.5357858)",
497206408,улица 30 лет Советской Тувы,residential,,False,False,92.325,,"LINESTRING (92.9154726 51.5380499, 92.9141447 51.537965)",
497206408,улица 30 лет Советской Тувы,residential,,False,True,138.45,,"LINESTRING (92.9154726 51.5380499, 92.9164523 51.5381126, 92.9169845 51.5381466, 92.9174639 51.5381773)",
497206407,Подгорная улица,residential,,False,False,252.98,,"LINESTRING (92.9158319 51.5357858, 92.9154726 51.5380499)",
497206410,,residential,,False,False,142.078,,"LINESTRING (92.9158319 51.5357858, 92.9162586 51.5357986, 92.9178775 51.5358992)",
497206410,,residential,,False,True,92.382,,"LINESTRING (92.9158319 51.5357858, 92.9156266 51.5357817, 92.9152018 51.5357703, 92.9149255 51.535782, 92.9144995 51.5358084)",
497206408,улица 30 лет Советской Тувы,residential,,False,True,85.707,,"LINESTRING (92.912912 51.5378861, 92.9141447 51.537965)",
497206411,улица Кечил-оола,residential,,False,False,102.94,,"LINESTRING (92.912912 51.5378861, 92.9127762 51.538808)",
497206411,улица Кечил-оола,residential,,False,True,71.775,,"LINESTRING (92.912912 51.5378861, 92.9130048 51.5372432)",
38611016,улица Дружбы,tertiary,60,False,False,77.073,,"LINESTRING (92.9174639 51.5381773, 92.9172896 51.5388619)",
38611016,улица Дружбы,tertiary,60,False,True,148.856,,"LINESTRING (92.9174639 51.5381773, 92.9175472 51.5377952, 92.9176467 51.5372506, 92.9177202 51.5368482)",
497206408,улица 30 лет Советской Тувы,residential,,False,False,138.45,,"LINESTRING (92.9174639 51.5381773, 92.9169845 51.5381466, 92.9164523 51.5381126, 92.9154726 51.5380499)",
38611016,улица Дружбы,tertiary,60,False,False,106.095,,"LINESTRING (92.9178775 51.5358992, 92.9178348 51.5362214, 92.9177202 51.5368482)",
38611016,улица Дружбы,tertiary,60,False,True,100.34899999999999,,"LINESTRING (92.9178775 51.5358992, 92.9178909 51.5357979, 92.9179845 51.5350922, 92.9179986 51.5349999)",
497206410,,residential,,False,True,142.078,,"LINESTRING (92.9178775 51.5358992, 92.9162586 51.5357986, 92.9158319 51.5357858)",
497206411,улица Кечил-оола,residential,,False,False,145.74,,"LINESTRING (92.9131988 51.5359381, 92.9130048 51.5372432)",
497206411,улица Кечил-оола,residential,,False,True,74.042,,"LINESTRING (92.9131988 51.5359381, 92.9132965 51.535275)",
497206410,,residential,,False,False,91.166,,"LINESTRING (92.9131988 51.5359381, 92.9138097 51.535867, 92.9141986 51.535827, 92.9144995 51.5358084)",
497206411,улица Кечил-оола,residential,,False,False,96.416,,"LINESTRING (92.9127762 51.538808, 92.9126426 51.5396711)",
497206411,улица Кечил-оола,residential,,False,True,102.94,,"LINESTRING (92.9127762 51.538808, 92.912912 51.5378861)",
38611140,Октябрьская улица,tertiary,60,False,False,201.612,,"LINESTRING (92.9127762 51.538808, 92.9133698 51.5388484, 92.9156774 51.5389845)",
497206411,улица Кечил-оола,residential,,False,False,74.042,,"LINESTRING (92.9132965 51.535275, 92.9131988 51.5359381)",
497206413,Рабочая улица,residential,,False,False,328.843,,"LINESTRING (92.9132965 51.535275, 92.9136246 51.535198, 92.913968 51.5351446, 92.9154056 51.5350128, 92.9157957 51.5349916, 92.9160334 51.5349787, 92.9161727 51.5349711, 92.9165933 51.5349763, 92.9166761 51.5349773, 92.9167199 51.5349778, 92.9179986 51.5349999)",
38611016,улица Дружбы,tertiary,60,False,False,100.34899999999999,,"LINESTRING (92.9179986 51.5349999, 92.9179845 51.5350922, 92.9178909 51.5357979, 92.9178775 51.5358992)",
497206413,Рабочая улица,residential,,False,True,328.843,,"LINESTRING (92.9179986 51.5349999, 92.9167199 51.5349778, 92.9166761 51.5349773, 92.9165933 51.5349763, 92.9161727 51.5349711, 92.9160334 51.5349787, 92.9157957 51.5349916, 92.9154056 51.5350128, 92.913968 51.5351446, 92.9136246 51.535198, 92.9132965 51.535275)",
38611016,улица Дружбы,tertiary,60,False,False,148.856,,"LINESTRING (92.9177202 51.5368482, 92.9176467 51.5372506, 92.9175472 51.5377952, 92.9174639 51.5381773)",
38611016,улица Дружбы,tertiary,60,False,True,106.095,,"LINESTRING (92.9177202 51.5368482, 92.9178348 51.5362214, 92.9178775 51.5358992)",
497206417,Саяно-Шушенская улица,residential,,False,False,397.853,,"LINESTRING (92.9177202 51.5368482, 92.9183323 51.536885, 92.9184623 51.5368938, 92.9193097 51.5369584, 92.9199825 51.5370002, 92.9211681 51.5370855, 92.9215831 51.5371154, 92.9223566 51.5371662, 92.9234382 51.5372372)",
497206400,улица Дружбы,residential,,False,False,355.916,,"LINESTRING (92.9172427 51.5394267, 92.9171776 51.5399832, 92.9170003 51.5410804, 92.9169225 51.5415618, 92.9167527 51.5426128)",
497206477,,tertiary,60,True,False,62.304,roundabout,"LINESTRING (92.9172427 51.5394267, 92.9172034 51.5394278, 92.9170616 51.5394138, 92.9169337 51.5393732, 92.9168321 51.5393101, 92.9167669 51.5392305, 92.9167445 51.5391423, 92.9167669 51.5390541)",
38611016,улица Дружбы,tertiary,60,False,True,77.073,,"LINESTRING (92.9172896 51.5388619, 92.9174639 51.5381773)",
497206477,,tertiary,60,True,False,43.728,roundabout,"LINESTRING (92.9172896 51.5388619, 92.9173453 51.5388708, 92.9174732 51.5389113, 92.9175748 51.5389745, 92.9176399 51.539054, 92.9176607 51.5391179, 92.9176624 51.5391423)",
38611063,Октябрьская улица,tertiary,90,False,False,195.955,,"LINESTRING (92.9176624 51.5391423, 92.9204856 51.5392911)",МГ-96
497206477,,tertiary,60,True,False,46.961,roundabout,"LINESTRING (92.9176624 51.5391423, 92.9176399 51.5392305, 92.9175748 51.5393101, 92.9174733 51.5393732, 92.9173453 51.5394138, 92.9172427 51.5394267)",
497206400,улица Дружбы,residential,,False,True,55.025,,"LINESTRING (92.9166617 51.5431044, 92.9167527 51.5426128)",
957389364,Депутатская улица,residential,,False,True,223.398,,"LINESTRING (92.9232369 51.5425389, 92.9200439 51.5422343)",
