osmid,oneway,name,highway,maxspeed,reversed,length,lanes,geometry,junction
"[52240081, 222974750]",False,Строительная улица,tertiary,RU:urban,True,111.47999999999999,2,"LINESTRING (33.287761 68.1413787, 33.2896941 68.141456, 33.2904398 68.1414803)",
"[52240081, 222974750]",False,Строительная улица,tertiary,RU:urban,False,111.47999999999999,2,"LINESTRING (33.2904398 68.1414803, 33.2896941 68.141456, 33.287761 68.1413787)",
"[222974752, 222974751]",False,,tertiary,"['30', 'RU:urban']",True,554.434,,"LINESTRING (33.2904398 68.1414803, 33.2903801 68.1416052, 33.2902917 68.1417795, 33.2900424 68.1419724, 33.2897921 68.1421233, 33.2895822 68.1422217, 33.2892335 68.1423198, 33.2887549 68.142431, 33.2877715 68.1426269, 33.2864509 68.1429097, 33.2861251 68.1429888, 33.2844766 68.1434002, 33.2838685 68.1435678, 33.28298 68.1437509, 33.2825868 68.143842, 33.2815047 68.1441034, 33.2808975 68.1443027, 33.2802389 68.1444961)",
149321158,False,,residential,,True,26.968,,"LINESTRING (33.2734754 68.1430035, 33.2728332 68.1430442)",
149321352,False,,unclassified,,False,70.035,,"LINESTRING (33.2734754 68.1430035, 33.2751629 68.1430483)",
149321283,False,,unclassified,,False,279.313,,"LINESTRING (33.2734754 68.1430035, 33.2728973 68.1429599, 33.2725817 68.1428879, 33.2725205 68.1427511, 33.2722924 68.1417022, 33.272028 68.140947, 33.2719596 68.1407467)",
149321158,False,,residential,,False,26.968,,"LINESTRING (33.2728332 68.1430442, 33.2734754 68.1430035)",
149321347,False,,residential,,True,139.29100000000003,,"LINESTRING (33.2728332 68.1430442, 33.2727155 68.143396, 33.2724476 68.1438464, 33.2722995 68.144121, 33.2721395 68.144266)",
149321352,False,,unclassified,,True,70.035,,"LINESTRING (33.2751629 68.1430483, 33.2734754 68.1430035)",
"[149321352, 149320879]",False,,"['unclassified', 'residential']",,"[False, True]",360.519,,"LINESTRING (33.2751629 68.1430483, 33.2757659 68.1430667, 33.2763179 68.1430925, 33.2766106 68.1431062, 33.2778693 68.1431685, 33.2779723 68.1431733, 33.2784202 68.1431941, 33.2785558 68.1432003, 33.2805826 68.1432934, 33.2802389 68.1444961)",
174081286,False,Парковая улица,residential,,True,210.22899999999998,2,"LINESTRING (33.2751629 68.1430483, 33.2750664 68.1432151, 33.2750484 68.1432461, 33.274582 68.1440518, 33.2741474 68.1449006)",
149321347,False,,residential,,True,23.825,,"LINESTRING (33.2721395 68.144266, 33.271985 68.1444724)",
149321347,False,,residential,,False,139.291,,"LINESTRING (33.2721395 68.144266, 33.2722995 68.144121, 33.2724476 68.1438464, 33.2727155 68.143396, 33.2728332 68.1430442)",
441661221,False,,residential,,True,37.992999999999995,,"LINESTRING (33.2721395 68.144266, 33.2719056 68.1443181, 33.2716823 68.1443375, 33.2712675 68.144349)",
149320993,False,,residential,,True,32.717,,"LINESTRING (33.2712675 68.144349, 33.271985 68.1444724)",
441661221,False,,residential,,False,37.993,,"LINESTRING (33.2712675 68.144349, 33.2716823 68.1443375, 33.2719056 68.1443181, 33.2721395 68.144266)",
149320993,False,,residential,,False,32.717,,"LINESTRING (33.271985 68.1444724, 33.2712675 68.144349)",
149321347,False,,residential,,False,23.825,,"LINESTRING (33.271985 68.1444724, 33.2721395 68.144266)",
"[149321352, 149320879]",False,,"['residential', 'unclassified']",,"[False, True]",360.51899999999995,,"LINESTRING (33.2802389 68.1444961, 33.2805826 68.1432934, 33.2785558 68.1432003, 33.2784202 68.1431941, 33.2779723 68.1431733, 33.2778693 68.1431685, 33.2766106 68.1431062, 33.2763179 68.1430925, 33.2757659 68.1430667, 33.2751629 68.1430483)",
"[222974752, 222974751]",False,,tertiary,"['30', 'RU:urban']",False,554.4340000000001,,"LINESTRING (33.2802389 68.1444961, 33.2808975 68.1443027, 33.2815047 68.1441034, 33.2825868 68.143842, 33.28298 68.1437509, 33.2838685 68.1435678, 33.2844766 68.1434002, 33.2861251 68.1429888, 33.2864509 68.1429097, 33.2877715 68.1426269, 33.2887549 68.142431, 33.2892335 68.1423198, 33.2895822 68.1422217, 33.2897921 68.1421233, 33.2900424 68.1419724, 33.2902917 68.1417795, 33.2903801 68.1416052, 33.2904398 68.1414803)",
"[149320976, 222974751]",False,,tertiary,30,True,254.926,,"LINESTRING (33.2802389 68.1444961, 33.2792984 68.1447412, 33.2779036 68.145027, 33.2771456 68.1451588, 33.276276 68.145266, 33.2755878 68.145277, 33.2749419 68.1452409, 33.2746394 68.1451979)",
149321130,False,,residential,,True,41.542,,"LINESTRING (33.2741474 68.1449006, 33.2742204 68.1450585, 33.2743272 68.1451208, 33.2746394 68.1451979)",
174081286,False,Парковая улица,residential,,False,210.22899999999998,2,"LINESTRING (33.2741474 68.1449006, 33.274582 68.1440518, 33.2750484 68.1432461, 33.2750664 68.1432151, 33.2751629 68.1430483)",
"[149320976, 222974751]",False,,tertiary,30,False,254.926,,"LINESTRING (33.2746394 68.1451979, 33.2749419 68.1452409, 33.2755878 68.145277, 33.276276 68.145266, 33.2771456 68.1451588, 33.2779036 68.145027, 33.2792984 68.1447412, 33.2802389 68.1444961)",
149321130,False,,residential,,False,41.542,,"LINESTRING (33.2746394 68.1451979, 33.2743272 68.1451208, 33.2742204 68.1450585, 33.2741474 68.1449006)",
147512435,True,Ленинградский проспект,tertiary,40,False,285.58000000000004,2,"LINESTRING (33.2756464 68.1390628, 33.2762768 68.1389557, 33.2770375 68.1388134, 33.2771339 68.1387954, 33.279445 68.1383543, 33.2794921 68.1383453, 33.2818118 68.137912)",
715007078,True,,tertiary,,False,48.287,,"LINESTRING (33.2756464 68.1390628, 33.2757534 68.1390858, 33.2758524 68.1391168, 33.2759444 68.1391548, 33.2760284 68.1391928, 33.2760964 68.1392308, 33.2761574 68.1392768, 33.2762034 68.1393148, 33.2762344 68.1393608, 33.2762564 68.1394138)",roundabout
715007077,True,,tertiary,,False,21.461,,"LINESTRING (33.2762564 68.1394138, 33.2762604 68.1394598, 33.2762564 68.1395058, 33.2762034 68.1396048)",roundabout
715007079,True,,tertiary,,False,107.375,,"LINESTRING (33.2737906 68.1394624, 33.2738004 68.1394138, 33.2738234 68.1393608, 33.2738534 68.1393148, 33.2738994 68.1392768, 33.2739604 68.1392308, 33.2740294 68.1391928, 33.2741134 68.1391548, 33.2742044 68.1391168, 33.2743034 68.1390858, 33.2744104 68.1390628, 33.2745254 68.1390398, 33.2746474 68.1390248, 33.2747734 68.1390098, 33.2748984 68.1390018, 33.2750284 68.1390018, 33.2751584 68.1390018, 33.2752844 68.1390098, 33.2754104 68.1390248, 33.2755324 68.1390398, 33.2756464 68.1390628)",roundabout
149321235,True,,residential,,False,145.049,,"LINESTRING (33.2762034 68.1396048, 33.276148 68.1399196, 33.276114 68.1400256, 33.2760807 68.1401293, 33.2758856 68.140737, 33.2758327 68.1409016)",
149405881,True,,tertiary,,False,100.24200000000002,,"LINESTRING (33.2762034 68.1396048, 33.2761574 68.1396428, 33.2760964 68.1396888, 33.2760284 68.1397268, 33.2759444 68.1397648, 33.2758524 68.1398028, 33.2757534 68.1398338, 33.2756464 68.1398568, 33.2755324 68.1398798, 33.2754104 68.1398948, 33.2752844 68.1399098, 33.2750244 68.1399178, 33.2748984 68.1399178, 33.2747734 68.1399098, 33.2746474 68.1398948, 33.2745254 68.1398798, 33.2744104 68.1398568, 33.2743034 68.1398338, 33.274229 68.139805)",roundabout
149320864,True,Ленинградский проспект,tertiary,60,False,36.138,,"LINESTRING (33.274229 68.139805, 33.2733617 68.1397684)",
715007075,True,,tertiary,,False,43.540000000000006,,"LINESTRING (33.274229 68.139805, 33.2741134 68.1397648, 33.2740294 68.1397268, 33.2739604 68.1396888, 33.2738994 68.1396428, 33.2738534 68.1396048, 33.2738234 68.1395588, 33.2738004 68.1395058, 33.2737906 68.1394624)",roundabout
