osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,bridge,access,width
95085089,2,27А-013,Калининградский проспект,primary,RU:urban,False,False,83.565,"LINESTRING (20.1628355 54.937713, 20.1626937 54.9377997, 20.1625359 54.9378649, 20.1623585 54.9379213, 20.161682 54.9380332)",,,
95085089,2,27А-013,Калининградский проспект,primary,RU:urban,False,True,83.565,"LINESTRING (20.161682 54.9380332, 20.1623585 54.9379213, 20.1625359 54.9378649, 20.1626937 54.9377997, 20.1628355 54.937713)",,,
"[80798584, 298627641, 80798586]",2,27А-013,Калининградский проспект,primary,40,False,False,175.93200000000002,"LINESTRING (20.161682 54.9380332, 20.1615571 54.9380502, 20.1603173 54.9382145, 20.160039 54.9382537, 20.1594028 54.9383102, 20.1589803 54.9383243)",yes,,
"[239031353, 71934268, 239031356]",,,,residential,,False,False,162.388,"LINESTRING (20.1556372 54.9380774, 20.1556542 54.9381821, 20.1556987 54.9381932, 20.1560725 54.9382867, 20.1567533 54.9384847, 20.1571529 54.9385825, 20.1578328 54.9386907)",,destination,
"[239981923, 292423246]",2,27А-013,Калининградский проспект,primary,40,False,True,171.50900000000001,"LINESTRING (20.1556372 54.9380774, 20.1557627 54.938081, 20.1576864 54.9382267, 20.1582957 54.9382893)",,,
298663801,2,27А-013,Калининградский проспект,primary,RU:urban,False,False,49.864999999999995,"LINESTRING (20.1556372 54.9380774, 20.1554529 54.9380781, 20.1548676 54.9381437)",,,
"[757525833, 95085091, 210676611]",2,27А-013,Калининградский проспект,primary,"['40', 'RU:urban']",False,True,513.672,"LINESTRING (20.1475406 54.9395187, 20.1479687 54.9395004, 20.1481461 54.9395081, 20.1491373 54.9395355, 20.1492889 54.9395397, 20.1503951 54.9394236, 20.1509563 54.9393445, 20.1512595 54.9392367, 20.1525322 54.9385096, 20.1527504 54.9384285, 20.1529762 54.9383827, 20.1536828 54.9382801, 20.154355 54.9382011, 20.1548676 54.9381437)",,,
"[39196200, 976661896]",,,улица Ленина,secondary,,True,False,197.307,"LINESTRING (20.1514666 54.9441381, 20.1508859 54.9441582, 20.1503184 54.9441778, 20.1497589 54.9441971, 20.1496332 54.9442014, 20.1491785 54.9441857, 20.1484012 54.9440843)",,,
167451069,2,,улица Карла Маркса,secondary,40,False,True,419.24999999999994,"LINESTRING (20.1514666 54.9441381, 20.151449 54.9439864, 20.1514106 54.9437934, 20.151341 54.9436593, 20.1509831 54.9431043, 20.1507166 54.942719, 20.1502916 54.942155, 20.1501452 54.9419607, 20.1499674 54.9416694, 20.1497043 54.9412263, 20.1495885 54.9410254, 20.1495633 54.9409813, 20.1494653 54.9408094, 20.1493252 54.9405879)",,,
69269572,,,улица Маяковского,tertiary,,True,False,80.033,"LINESTRING (20.1578266 54.9411654, 20.1588959 54.9407902)",,,
186623665,,,улица Гагарина,tertiary,,False,True,55.733,"LINESTRING (20.1578266 54.9411654, 20.1573649 54.9407401)",,,
985823750,,,улица Ленина,secondary,,True,False,62.181,"LINESTRING (20.1484012 54.9440843, 20.1474489 54.943968)",,,
72076888,,,Лермонтовский переулок,residential,,False,False,39.997,"LINESTRING (20.1484012 54.9440843, 20.1484369 54.9440085, 20.1485248 54.9437856, 20.1485419 54.9437339)",,,
60974070,,,Октябрьская улица,tertiary,,True,False,134.001,"LINESTRING (20.1531452 54.9440618, 20.1537384 54.943605, 20.1544019 54.9430968)",,,
71507533,1,,улица Ленина,tertiary,,True,False,107.54599999999999,"LINESTRING (20.1531452 54.9440618, 20.1530095 54.9440671, 20.1527207 54.9440784, 20.1514666 54.9441381)",,,
60974070,,,Октябрьская улица,tertiary,,True,False,21.8,"LINESTRING (20.1544019 54.9430968, 20.1546054 54.9429394)",,,
186623665,,,улица Гагарина,tertiary,,False,False,55.733,"LINESTRING (20.1573649 54.9407401, 20.1578266 54.9411654)",,,
"[71513979, 69269620]",,,улица Гагарина,residential,,False,"[False, True]",152.45499999999998,"LINESTRING (20.1573649 54.9407401, 20.1566696 54.9401802, 20.156447 54.9399418, 20.1563721 54.9399219, 20.156291 54.9399132, 20.1562018 54.9399255, 20.1561413 54.9399473, 20.1559914 54.9400488, 20.1558873 54.9401176)",,,
60974075,,,улица Некрасова,residential,,False,False,95.28299999999999,"LINESTRING (20.1474489 54.943968, 20.1475466 54.9437987, 20.1478613 54.9433007, 20.147922 54.9431561)",,,3
60974075,,,улица Некрасова,residential,,False,True,95.28299999999999,"LINESTRING (20.147922 54.9431561, 20.1478613 54.9433007, 20.1475466 54.9437987, 20.1474489 54.943968)",,,3
309952761,,,улица Гагарина,tertiary,,True,False,21.517,"LINESTRING (20.1583581 54.9386433, 20.1582856 54.938644, 20.1582336 54.9386425, 20.158186 54.9386362, 20.1581382 54.9386247, 20.1580906 54.9386054, 20.1580621 54.9385795)",,,
600829453,,,Октябрьская улица,residential,,True,False,76.091,"LINESTRING (20.1524865 54.944632, 20.1531452 54.9440618)",,,
337056168,,,Октябрьская улица,residential,,False,True,49.983,"LINESTRING (20.1524865 54.944632, 20.152118 54.944934, 20.1520442 54.9450027)",,,
"[71513979, 69269620]",,,улица Гагарина,residential,,False,"[False, True]",152.45499999999998,"LINESTRING (20.1558873 54.9401176, 20.1559914 54.9400488, 20.1561413 54.9399473, 20.1562018 54.9399255, 20.156291 54.9399132, 20.1563721 54.9399219, 20.156447 54.9399418, 20.1566696 54.9401802, 20.1573649 54.9407401)",,,
95085099,,,,residential,,False,False,60.737,"LINESTRING (20.1558873 54.9401176, 20.1558176 54.9405194, 20.1557529 54.9406569)",,,
