osmid,oneway,name,highway,maxspeed,reversed,length,geometry,width
122781573,False,улица Ленина,residential,RU:urban,False,265.574,"LINESTRING (34.3090886 63.7460761, 34.3092251 63.7453284, 34.3092935 63.744947, 34.3093435 63.7446602, 34.3094181 63.7442598, 34.309529 63.7436957)",
179754935,False,улица Маяковского,residential,60,False,95.96900000000001,"LINESTRING (34.3090886 63.7460761, 34.3093603 63.7461339, 34.3101621 63.7462525, 34.3103403 63.7462797, 34.310925 63.746365)",
179754935,False,улица Маяковского,residential,60,True,231.33800000000002,"LINESTRING (34.3090886 63.7460761, 34.308396 63.7460466, 34.3078167 63.7460289, 34.3073901 63.7460199, 34.3060622 63.7459888, 34.3055455 63.7459847, 34.3049702 63.7459682, 34.3046452 63.7459633, 34.3043938 63.7459645)",
189721068,False,Красноармейская улица,residential,40,True,182.42000000000002,"LINESTRING (34.3174096 63.7439896, 34.3174736 63.7436226, 34.3174954 63.743502, 34.3176233 63.742888, 34.3176156 63.7428556, 34.3175943 63.7428214, 34.3175212 63.7427801, 34.3174238 63.7427581, 34.3173202 63.7427468, 34.3171455 63.742737, 34.3169616 63.742732, 34.3166015 63.7427293)",6
189721069,False,Советская улица,tertiary,60,True,181.441,"LINESTRING (34.3174096 63.7439896, 34.3167062 63.7439612, 34.3149135 63.7439001, 34.3140446 63.7438635, 34.3138464 63.743852, 34.3137367 63.7438433)",
185138457,False,Пионерская улица,residential,20,False,127.866,"LINESTRING (34.3160952 63.7451835, 34.3146625 63.7451208, 34.3136972 63.7450379, 34.3136672 63.7450456, 34.3135446 63.7450771)",6
"[189725312, 92216937, 115079675]",False,Пионерская улица,residential,20,True,100.418,"LINESTRING (34.3160952 63.7451835, 34.3163122 63.7451935, 34.3173296 63.745255, 34.3177555 63.7453177, 34.3179371 63.7453385, 34.3180957 63.7453478)",6
75390269,False,Гражданская улица,residential,40,True,130.797,"LINESTRING (34.3170928 63.7403054, 34.3155776 63.7402683, 34.3151573 63.7402601, 34.3144432 63.7402181)",
92211058,False,улица Щербакова,residential,40,False,270.782,"LINESTRING (34.3170928 63.7403054, 34.3170523 63.7406005, 34.3169081 63.740966, 34.3168524 63.7413409, 34.3167305 63.7420202, 34.3166015 63.7427293)",
92211058,False,улица Щербакова,residential,40,True,270.782,"LINESTRING (34.3166015 63.7427293, 34.3167305 63.7420202, 34.3168524 63.7413409, 34.3169081 63.740966, 34.3170523 63.7406005, 34.3170928 63.7403054)",
189721068,False,Красноармейская улица,residential,40,False,182.42000000000002,"LINESTRING (34.3166015 63.7427293, 34.3169616 63.742732, 34.3171455 63.742737, 34.3173202 63.7427468, 34.3174238 63.7427581, 34.3175212 63.7427801, 34.3175943 63.7428214, 34.3176156 63.7428556, 34.3176233 63.742888, 34.3174954 63.743502, 34.3174736 63.7436226, 34.3174096 63.7439896)",6
189721068,False,Красноармейская улица,residential,40,True,129.05200000000002,"LINESTRING (34.3166015 63.7427293, 34.3164576 63.7427314, 34.3152119 63.7426612, 34.3139918 63.7426201)",6
92216972,False,улица Рихарда Зорге,residential,40,True,232.45500000000004,"LINESTRING (34.3089229 63.7418524, 34.3091003 63.7417568, 34.3092541 63.7416447, 34.3095526 63.7413936, 34.3096437 63.7412792, 34.3096931 63.7411487, 34.3097264 63.7410098, 34.3097742 63.7407432, 34.3097964 63.7405521, 34.309835 63.7402201, 34.3098594 63.7401162, 34.3099732 63.7400842, 34.3100503 63.7400721, 34.3101334 63.7400593, 34.3104221 63.7400483)",
115086509,False,Партизанская улица,residential,,False,94.617,"LINESTRING (34.3089229 63.7418524, 34.3097893 63.7420771, 34.3100989 63.7421573, 34.3103475 63.7422298, 34.3105487 63.7423044)",
115086509,False,Партизанская улица,residential,,True,158.459,"LINESTRING (34.3089229 63.7418524, 34.308562 63.7417529, 34.3078795 63.7415671, 34.3071465 63.7413665, 34.3068789 63.7413202, 34.3066068 63.7412855, 34.3064361 63.7412707, 34.3060613 63.7412262)",
92211001,False,улица Мира,residential,40,False,221.315,"LINESTRING (34.3135629 63.7433399, 34.3136501 63.7428805, 34.3137408 63.7424196, 34.3139143 63.7413557)",
189171894,False,,tertiary,60,True,37.82599999999999,"LINESTRING (34.3135629 63.7433399, 34.3134398 63.743334, 34.3131429 63.743328, 34.312795 63.7433262)",
189171895,True,площадь Мира,tertiary,,False,20.728,"LINESTRING (34.3135629 63.7433399, 34.3136517 63.7433637, 34.3137227 63.743394, 34.3137674 63.7434283, 34.3138077 63.7434827)",
