osmid,ref,highway,oneway,reversed,length,name,geometry,maxspeed,bridge,lanes,width
229045285,32Н-540,primary,False,False,66.577,,"LINESTRING (87.8548389 52.7610347, 87.8558217 52.7611039)",,,,
100300123,32Н-540,primary,False,True,510.12799999999993,улица Поспелова,"LINESTRING (87.8548389 52.7610347, 87.8542339 52.7610081, 87.8536762 52.7610026, 87.8533045 52.7610252, 87.8529498 52.7610928, 87.8526018 52.7611761, 87.852448 52.7612208, 87.8522463 52.7612794, 87.8522164 52.7612919, 87.8520011 52.7613819, 87.8518033 52.7615076, 87.8516316 52.7616526, 87.8514843 52.7618137, 87.8514676 52.7618319, 87.8512723 52.7621874, 87.8511811 52.7623481, 87.8506817 52.7631386, 87.8505159 52.7635426, 87.8504462 52.7637471, 87.8503899 52.7639581)",,,,
"[100300035, 236571814]",,tertiary,False,True,280.71999999999997,Поспелова улица,"LINESTRING (87.8548389 52.7610347, 87.8548243 52.7609225, 87.8548 52.7607088, 87.854734 52.7605277, 87.8546489 52.7602939, 87.854554 52.7599657, 87.8544927 52.7596276, 87.8544271 52.7592497, 87.8543926 52.7590071, 87.8543728 52.7588036, 87.8543573 52.7586147, 87.8542606 52.7585556)",,,,
100300123,32Н-540,primary,False,False,510.12800000000004,улица Поспелова,"LINESTRING (87.8503899 52.7639581, 87.8504462 52.7637471, 87.8505159 52.7635426, 87.8506817 52.7631386, 87.8511811 52.7623481, 87.8512723 52.7621874, 87.8514676 52.7618319, 87.8514843 52.7618137, 87.8516316 52.7616526, 87.8518033 52.7615076, 87.8520011 52.7613819, 87.8522164 52.7612919, 87.8522463 52.7612794, 87.852448 52.7612208, 87.8526018 52.7611761, 87.8529498 52.7610928, 87.8533045 52.7610252, 87.8536762 52.7610026, 87.8542339 52.7610081, 87.8548389 52.7610347)",,,,
229045285,32Н-540,primary,False,True,66.577,,"LINESTRING (87.8558217 52.7611039, 87.8548389 52.7610347)",,,,
100148082,,tertiary,False,True,244.416,Ноградская улица,"LINESTRING (87.8473628 52.7589885, 87.8467921 52.7590294, 87.8463303 52.7590626, 87.8456547 52.7591119, 87.8452956 52.7591368, 87.8444253 52.7591993, 87.8437561 52.7592483)",,,,
100300036,,tertiary,False,True,135.517,8 Марта улица,"LINESTRING (87.8473628 52.7589885, 87.8473824 52.7590882, 87.8475834 52.7601999)",,,,
100300037,,tertiary,False,False,151.905,Ноградская улица,"LINESTRING (87.8473628 52.7589885, 87.8476014 52.7589741, 87.8496038 52.7588244)",,,,
"[100300035, 236571814]",,tertiary,False,False,280.72,Поспелова улица,"LINESTRING (87.8542606 52.7585556, 87.8543573 52.7586147, 87.8543728 52.7588036, 87.8543926 52.7590071, 87.8544271 52.7592497, 87.8544927 52.7596276, 87.854554 52.7599657, 87.8546489 52.7602939, 87.854734 52.7605277, 87.8548 52.7607088, 87.8548243 52.7609225, 87.8548389 52.7610347)",,,,
100300037,,tertiary,False,True,314.80400000000003,Ноградская улица,"LINESTRING (87.8542606 52.7585556, 87.8517951 52.7586904, 87.8496996 52.7588152, 87.8496038 52.7588244)",,,,
100148082,,tertiary,False,False,88.144,Ноградская улица,"LINESTRING (87.8419557 52.7597931, 87.8423036 52.759643, 87.8429539 52.7594208, 87.8429917 52.7594119, 87.8430805 52.759391)",,,,
103155456,,tertiary,False,False,151.411,улица Макаренко,"LINESTRING (87.8419557 52.7597931, 87.8421127 52.7599657, 87.8423481 52.7602148, 87.842908 52.7607867, 87.8430846 52.7609709)",40,,,
"[126913280, 126913274]",,unclassified,False,True,41.477000000000004,Партизанская улица,"LINESTRING (87.8419557 52.7597931, 87.8416929 52.7598837, 87.8414185 52.759976)",,yes,,
100300037,,tertiary,False,False,314.804,Ноградская улица,"LINESTRING (87.8496038 52.7588244, 87.8496996 52.7588152, 87.8517951 52.7586904, 87.8542606 52.7585556)",,,,
100300037,,tertiary,False,True,151.905,Ноградская улица,"LINESTRING (87.8496038 52.7588244, 87.8476014 52.7589741, 87.8473628 52.7589885)",,,,
