osmid,ref,highway,oneway,reversed,length,bridge,geometry,name
852370482,,residential,False,True,266.755,,"LINESTRING (48.046489 55.8813358, 48.0478977 55.8820384, 48.049545 55.8825935, 48.0499274 55.882747)",Набережная улица
1025398863,,residential,False,False,178.067,,"LINESTRING (48.046489 55.8813358, 48.0459809 55.8807094, 48.0453308 55.8803335, 48.0448472 55.880054)",
221139232,,residential,False,False,157.12,,"LINESTRING (48.0443786 55.881991, 48.0445618 55.8820039, 48.0447287 55.8820354, 48.0454139 55.8822439, 48.0465596 55.8826743)",Центральная улица
1025399380,,residential,False,True,162.293,,"LINESTRING (48.0443786 55.881991, 48.0443556 55.8814374, 48.04479 55.8809982, 48.0452733 55.8806993)",
221139232,,residential,False,True,213.612,,"LINESTRING (48.0465596 55.8826743, 48.0466965 55.8826567, 48.0469629 55.8826582, 48.0483233 55.8827725, 48.0489461 55.8828413, 48.049145 55.8828523, 48.0494588 55.8828307, 48.0499274 55.882747)",Центральная улица
221139232,,residential,False,True,157.11999999999998,,"LINESTRING (48.0465596 55.8826743, 48.0454139 55.8822439, 48.0447287 55.8820354, 48.0445618 55.8820039, 48.0443786 55.881991)",Центральная улица
221139232,,residential,False,False,213.61199999999997,,"LINESTRING (48.0499274 55.882747, 48.0494588 55.8828307, 48.049145 55.8828523, 48.0489461 55.8828413, 48.0483233 55.8827725, 48.0469629 55.8826582, 48.0466965 55.8826567, 48.0465596 55.8826743)",Центральная улица
221139232,,residential,False,True,139.129,,"LINESTRING (48.0499274 55.882747, 48.0506858 55.8827597, 48.0517951 55.8827491, 48.0519743 55.882739, 48.0521502 55.8827118)",Центральная улица
852370482,,residential,False,False,266.755,,"LINESTRING (48.0499274 55.882747, 48.049545 55.8825935, 48.0478977 55.8820384, 48.046489 55.8813358)",Набережная улица
221139237,,residential,False,True,267.818,,"LINESTRING (48.0486425 55.8841735, 48.0513591 55.884609, 48.0527715 55.8848354)",Октябрьская улица
221139254,,residential,False,True,245.184,,"LINESTRING (48.0483183 55.8853294, 48.0520947 55.8859427)",Молодёжная улица
221139254,,residential,False,False,245.184,,"LINESTRING (48.0520947 55.8859427, 48.0483183 55.8853294)",Молодёжная улица
293137919,97Н-028,tertiary,False,True,76.542,,"LINESTRING (48.0520947 55.8859427, 48.0516846 55.8865915)",
293137919,97Н-028,tertiary,False,False,108.579,,"LINESTRING (48.0520947 55.8859427, 48.0526019 55.8852389, 48.0527167 55.8850313)",
221139308,,residential,False,True,439.666,,"LINESTRING (48.0589634 55.8868312, 48.0569564 55.8861641, 48.0552935 55.885792, 48.0539922 55.8855008, 48.0527167 55.8850313)",Октябрьская улица
233741217,,residential,False,False,218.646,,"LINESTRING (48.0504333 55.8796321, 48.0500257 55.8795539, 48.0490171 55.879259, 48.0476224 55.878904, 48.0473005 55.8787655)",
233741217,,residential,False,True,121.14599999999999,,"LINESTRING (48.0504333 55.8796321, 48.0519247 55.879915, 48.0522864 55.8799528)",
"[205629381, 118330450, 205629357]",97Н-028,tertiary,False,False,320.2989999999999,yes,"LINESTRING (48.0522864 55.8799528, 48.0521554 55.8801399, 48.0519326 55.880577, 48.0516276 55.8810904, 48.0515647 55.8812599, 48.0515264 55.8814294, 48.0515099 55.8815843, 48.0515136 55.8817194, 48.051528 55.8818856, 48.051555 55.8820054, 48.0515896 55.8820901, 48.0516288 55.8821566, 48.0516804 55.8822145, 48.0517736 55.8822872, 48.0519357 55.8823799, 48.0521436 55.8824722, 48.0521947 55.8824925, 48.0523949 55.8825717)",
233741217,,residential,False,False,121.14599999999999,,"LINESTRING (48.0522864 55.8799528, 48.0519247 55.879915, 48.0504333 55.8796321)",
233741217,,residential,False,True,218.646,,"LINESTRING (48.0473005 55.8787655, 48.0476224 55.878904, 48.0490171 55.879259, 48.0500257 55.8795539, 48.0504333 55.8796321)",
1026014286,,residential,False,False,47.523,,"LINESTRING (48.0537196 55.8828585, 48.0529626 55.8828097)",Центральная улица
665083310,,residential,False,False,263.661,,"LINESTRING (48.0537196 55.8828585, 48.0542991 55.8826183, 48.0544358 55.8825175, 48.0547845 55.8820707, 48.0549642 55.8819263, 48.0553371 55.8817232, 48.0559996 55.8811154, 48.0561169 55.8810885, 48.0562966 55.8811005)",
1026014286,,residential,False,True,74.06700000000001,,"LINESTRING (48.0537196 55.8828585, 48.0539873 55.8829085, 48.0541442 55.8829798, 48.0545081 55.8833175)",Центральная улица
665083311,,residential,False,True,217.62199999999999,,"LINESTRING (48.055101 55.8814072, 48.0541059 55.882501, 48.0539423 55.8825581, 48.0532664 55.8826559, 48.0529626 55.8828097)",
665083310,,residential,False,True,263.661,,"LINESTRING (48.0562966 55.8811005, 48.0561169 55.8810885, 48.0559996 55.8811154, 48.0553371 55.8817232, 48.0549642 55.8819263, 48.0547845 55.8820707, 48.0544358 55.8825175, 48.0542991 55.8826183, 48.0537196 55.8828585)",
665083312,,residential,False,True,178.806,,"LINESTRING (48.0535507 55.8811003, 48.0525437 55.8824003, 48.0523949 55.8825717)",
1026014286,,residential,False,False,6.26,,"LINESTRING (48.0529626 55.8828097, 48.0528659 55.8828248)",Центральная улица
1026014286,,residential,False,True,47.523,,"LINESTRING (48.0529626 55.8828097, 48.0537196 55.8828585)",Центральная улица
665083311,,residential,False,False,217.62199999999999,,"LINESTRING (48.0529626 55.8828097, 48.0532664 55.8826559, 48.0539423 55.8825581, 48.0541059 55.882501, 48.055101 55.8814072)",
221139200,,residential,False,True,21.842,,"LINESTRING (48.0521502 55.8827118, 48.0522938 55.8826373, 48.0523949 55.8825717)",
221139232,,residential,False,False,139.129,,"LINESTRING (48.0521502 55.8827118, 48.0519743 55.882739, 48.0517951 55.8827491, 48.0506858 55.8827597, 48.0499274 55.882747)",Центральная улица
221139232,,residential,False,True,35.0,,"LINESTRING (48.0521502 55.8827118, 48.0523535 55.8827001, 48.0525474 55.8827005, 48.0527078 55.8827165)",Центральная улица
852370623,,residential,False,False,247.187,,"LINESTRING (48.0545081 55.8833175, 48.0546975 55.883192, 48.0549777 55.8830427, 48.0554213 55.88271, 48.0557856 55.8824664, 48.0560844 55.882215, 48.0567196 55.8818692, 48.0570885 55.8816387)",Центральная улица
1026014286,,residential,False,False,74.06700000000001,,"LINESTRING (48.0545081 55.8833175, 48.0541442 55.8829798, 48.0539873 55.8829085, 48.0537196 55.8828585)",Центральная улица
852370623,,residential,False,True,247.187,,"LINESTRING (48.0570885 55.8816387, 48.0567196 55.8818692, 48.0560844 55.882215, 48.0557856 55.8824664, 48.0554213 55.88271, 48.0549777 55.8830427, 48.0546975 55.883192, 48.0545081 55.8833175)",Центральная улица
852370482,,residential,False,True,76.518,,"LINESTRING (48.0448472 55.880054, 48.0451028 55.8804411, 48.0452733 55.8806993)",Набережная улица
1025398863,,residential,False,True,178.067,,"LINESTRING (48.0448472 55.880054, 48.0453308 55.8803335, 48.0459809 55.8807094, 48.046489 55.8813358)",
