osmid,highway,oneway,reversed,length,bridge,geometry,name,ref,maxspeed,lanes
169356100,residential,False,False,126.133,,"LINESTRING (33.4450536 56.851522, 33.4471269 56.85156)",Укромная улица,,,
169356100,residential,False,True,99.189,,"LINESTRING (33.4487582 56.8515545, 33.4471269 56.85156)",Укромная улица,,,
58985304,tertiary,False,True,160.666,,"LINESTRING (33.4487582 56.8515545, 33.4491545 56.8520326, 33.4496101 56.8525653, 33.4498128 56.8527291, 33.4499942 56.8528194)",Льнозаводская улица,,,
169356080,residential,False,True,151.605,,"LINESTRING (33.4471269 56.85156, 33.4471159 56.8529234)",Весёлый переулок,,,
169356100,residential,False,False,99.189,,"LINESTRING (33.4471269 56.85156, 33.4487582 56.8515545)",Укромная улица,,,
169356100,residential,False,True,126.133,,"LINESTRING (33.4471269 56.85156, 33.4450536 56.851522)",Укромная улица,,,
146837283,tertiary,False,False,187.189,,"LINESTRING (33.4524559 56.8524469, 33.4549807 56.8514836)",улица Энгельса,,,
146837283,tertiary,False,True,43.096,,"LINESTRING (33.4524559 56.8524469, 33.4523349 56.8524905, 33.4518669 56.8526625)",улица Энгельса,,,
169356093,residential,False,False,184.154,,"LINESTRING (33.4524559 56.8524469, 33.4533665 56.8532864, 33.4534891 56.8533201, 33.4536055 56.853304, 33.4538804 56.8532211, 33.4543911 56.8529818)",Базарная улица,,,
169356080,residential,False,False,151.605,,"LINESTRING (33.4471159 56.8529234, 33.4471269 56.85156)",Весёлый переулок,,,
169356095,residential,False,True,125.512,,"LINESTRING (33.4471159 56.8529234, 33.4450517 56.8529363)",улица Ротмистрова,,,
169356095,residential,False,False,176.711,,"LINESTRING (33.4471159 56.8529234, 33.4488512 56.852931, 33.4493469 56.8529202, 33.4496323 56.8528901, 33.4499942 56.8528194)",улица Ротмистрова,,,
169356095,residential,False,False,125.512,,"LINESTRING (33.4450517 56.8529363, 33.4471159 56.8529234)",улица Ротмистрова,,,
169356097,residential,False,False,157.263,,"LINESTRING (33.4450517 56.8529363, 33.4450536 56.851522)",Полевая улица,,,
169356099,residential,False,True,183.856,,"LINESTRING (33.4504187 56.8539883, 33.4503408 56.8541645, 33.4503389 56.8544265, 33.4504314 56.8549515, 33.4505511 56.8556311)",Советский переулок,,,
235963642,residential,False,False,223.017,,"LINESTRING (33.4504187 56.8539883, 33.4510261 56.8540883, 33.4515321 56.8542757, 33.4516606 56.8544799, 33.4517967 56.8549306, 33.4517986 56.8550942, 33.4518156 56.8555824)",улица Чапаева,,,
235963642,residential,False,True,118.771,,"LINESTRING (33.4504187 56.8539883, 33.4497083 56.8539566, 33.4489047 56.8540014, 33.4484761 56.854035)",улица Чапаева,,,
235963642,residential,False,True,141.849,,"LINESTRING (33.4484761 56.854035, 33.4461806 56.8542631)",улица Чапаева,,,
169356089,residential,False,True,184.52100000000002,,"LINESTRING (33.4484761 56.854035, 33.4486585 56.854987, 33.4487923 56.8556854)",Бульварная улица,,,
235963642,residential,False,False,118.77099999999999,,"LINESTRING (33.4484761 56.854035, 33.4489047 56.8540014, 33.4497083 56.8539566, 33.4504187 56.8539883)",улица Чапаева,,,
235963642,residential,False,False,141.849,,"LINESTRING (33.4461806 56.8542631, 33.4484761 56.854035)",улица Чапаева,,,
169356076,residential,False,False,171.12900000000002,,"LINESTRING (33.4461806 56.8542631, 33.4463924 56.8557509, 33.4463917 56.8557976)",улица Правды,,,
29408346,primary,False,False,77.067,,"LINESTRING (33.4505511 56.8556311, 33.4518156 56.8555824)",улица Ленина,28К-1179,60,
29408346,primary,False,True,107.102,,"LINESTRING (33.4505511 56.8556311, 33.4503563 56.8556345, 33.4488662 56.8556836, 33.4487923 56.8556854)",улица Ленина,28К-1179,60,
169356099,residential,False,False,183.85600000000002,,"LINESTRING (33.4505511 56.8556311, 33.4504314 56.8549515, 33.4503389 56.8544265, 33.4503408 56.8541645, 33.4504187 56.8539883)",Советский переулок,,,
169356099,residential,False,True,145.731,,"LINESTRING (33.4505511 56.8556311, 33.4505568 56.8557043, 33.4506532 56.8569405)",Советский переулок,,,
169356089,residential,False,True,210.754,,"LINESTRING (33.4487923 56.8556854, 33.4489131 56.8575796)",Бульварная улица,,,
29408346,primary,False,False,107.102,,"LINESTRING (33.4487923 56.8556854, 33.4488662 56.8556836, 33.4503563 56.8556345, 33.4505511 56.8556311)",улица Ленина,28К-1179,60,
29408346,primary,False,True,146.478,,"LINESTRING (33.4487923 56.8556854, 33.44809 56.8557182, 33.4463917 56.8557976)",улица Ленина,28К-1179,60,
169356089,residential,False,False,184.52100000000002,,"LINESTRING (33.4487923 56.8556854, 33.4486585 56.854987, 33.4484761 56.854035)",Бульварная улица,,,
169356076,residential,False,False,106.158,,"LINESTRING (33.4463917 56.8557976, 33.4463928 56.8567523)",улица Правды,,,
29408346,primary,False,False,146.478,,"LINESTRING (33.4463917 56.8557976, 33.44809 56.8557182, 33.4487923 56.8556854)",улица Ленина,28К-1179,60,
29408346,primary,False,True,94.662,,"LINESTRING (33.4463917 56.8557976, 33.4457223 56.855827, 33.44487 56.8559583)",улица Ленина,28К-1179,60,
169356076,residential,False,True,171.12900000000002,,"LINESTRING (33.4463917 56.8557976, 33.4463924 56.8557509, 33.4461806 56.8542631)",улица Правды,,,
169356076,residential,False,True,106.158,,"LINESTRING (33.4463928 56.8567523, 33.4463917 56.8557976)",улица Правды,,,
169356076,residential,False,False,106.94500000000001,,"LINESTRING (33.4463928 56.8567523, 33.4464487 56.8575289, 33.4464387 56.8577134)",улица Правды,,,
169356099,residential,False,False,145.731,,"LINESTRING (33.4506532 56.8569405, 33.4505568 56.8557043, 33.4505511 56.8556311)",Советский переулок,,,
169356089,residential,False,False,210.754,,"LINESTRING (33.4489131 56.8575796, 33.4487923 56.8556854)",Бульварная улица,,,
169356076,residential,False,True,106.94500000000001,,"LINESTRING (33.4464387 56.8577134, 33.4464487 56.8575289, 33.4463928 56.8567523)",улица Правды,,,
235963639,residential,False,False,149.474,,"LINESTRING (33.4464387 56.8577134, 33.4461451 56.8578468, 33.4457055 56.8579871, 33.4449993 56.8582225, 33.4446389 56.8584216, 33.4444318 56.8584744)",набережная реки Селижаровки,,,
670784801,residential,False,False,84.608,,"LINESTRING (33.4464387 56.8577134, 33.4465292 56.8577278, 33.4478238 56.8576805)",набережная реки Селижаровки,,40,1
235963639,residential,False,True,149.474,,"LINESTRING (33.4444318 56.8584744, 33.4446389 56.8584216, 33.4449993 56.8582225, 33.4457055 56.8579871, 33.4461451 56.8578468, 33.4464387 56.8577134)",набережная реки Селижаровки,,,
172908751,residential,False,False,167.487,,"LINESTRING (33.4579259 56.8529609, 33.4587115 56.8544046)",Школьный переулок,,,
172908751,residential,False,True,72.098,,"LINESTRING (33.4579259 56.8529609, 33.4575741 56.8523417)",Школьный переулок,,,
172908756,living_street,False,False,116.968,,"LINESTRING (33.4579259 56.8529609, 33.4560839 56.8532644)",набережная Кирова,,,
172908756,living_street,False,True,116.968,,"LINESTRING (33.4560839 56.8532644, 33.4579259 56.8529609)",набережная Кирова,,,
172908751,residential,False,True,167.487,,"LINESTRING (33.4587115 56.8544046, 33.4579259 56.8529609)",Школьный переулок,,,
"[29408346, 29408347, 29408349]",primary,False,True,424.175,yes,"LINESTRING (33.4587115 56.8544046, 33.4561819 56.8549338, 33.4544346 56.8552938, 33.4540061 56.8553811, 33.453681 56.8554383, 33.4529724 56.8555255, 33.452621 56.8555545, 33.4526067 56.8555553, 33.4521027 56.8555819)","['улица Карла Маркса', 'улица Ленина']",28К-1179,60,
172912404,residential,False,False,38.517,,"LINESTRING (33.4518101 56.8518616, 33.451831 56.8522078)",Базарная улица,,,
29408346,primary,False,False,17.455,,"LINESTRING (33.4518156 56.8555824, 33.4521027 56.8555819)",улица Ленина,28К-1179,60,
29408346,primary,False,True,77.067,,"LINESTRING (33.4518156 56.8555824, 33.4505511 56.8556311)",улица Ленина,28К-1179,60,
235963642,residential,False,True,223.017,,"LINESTRING (33.4518156 56.8555824, 33.4517986 56.8550942, 33.4517967 56.8549306, 33.4516606 56.8544799, 33.4515321 56.8542757, 33.4510261 56.8540883, 33.4504187 56.8539883)",улица Чапаева,,,
169356093,residential,False,True,184.154,,"LINESTRING (33.4543911 56.8529818, 33.4538804 56.8532211, 33.4536055 56.853304, 33.4534891 56.8533201, 33.4533665 56.8532864, 33.4524559 56.8524469)",Базарная улица,,,
172908751,residential,False,False,72.098,,"LINESTRING (33.4575741 56.8523417, 33.4579259 56.8529609)",Школьный переулок,,,
670784801,residential,False,True,84.608,,"LINESTRING (33.4478238 56.8576805, 33.4465292 56.8577278, 33.4464387 56.8577134)",набережная реки Селижаровки,,40,1
