osmid,lanes,name,highway,oneway,reversed,length,geometry,ref,access
135741557,2,Новая улица,tertiary,False,True,49.64,"LINESTRING (43.4757 56.642829, 43.475456 56.642959, 43.4751066 56.6431336)",,
135741978,,улица МОПРа,residential,False,True,89.19399999999999,"LINESTRING (43.469779 56.643047, 43.468704 56.643177, 43.4684255 56.6431974, 43.468349 56.643203)",,
135742073,,улица Чапаева,residential,False,True,91.85300000000001,"LINESTRING (43.469779 56.643047, 43.4705713 56.6436646, 43.470645 56.643722)",,
135741557,2,Новая улица,tertiary,False,True,106.403,"LINESTRING (43.4751066 56.6431336, 43.473842 56.643791)",,
135741544,,Московская улица,residential,False,False,197.971,"LINESTRING (43.4751066 56.6431336, 43.4751542 56.6431657, 43.4753699 56.6433112, 43.4757656 56.6434522, 43.47787 56.644027)",,
135741557,2,Новая улица,tertiary,False,False,49.64,"LINESTRING (43.4751066 56.6431336, 43.475456 56.642959, 43.4757 56.642829)",,
135741972,,улица Ленина,residential,False,True,116.57900000000001,"LINESTRING (43.468349 56.643203, 43.4683594 56.6432494, 43.4684584 56.6436899, 43.468517 56.643951, 43.4684877 56.6441779, 43.468479 56.644245)",,
135741978,,улица МОПРа,residential,False,False,89.194,"LINESTRING (43.468349 56.643203, 43.4684255 56.6431974, 43.468704 56.643177, 43.469779 56.643047)",,
"[135742072, 135742075]",,улица Чапаева,residential,False,"[False, True]",123.305,"LINESTRING (43.470645 56.643722, 43.471122 56.644203, 43.471225 56.644306, 43.471443 56.644733)",,
135742073,,улица Чапаева,residential,False,False,91.85300000000001,"LINESTRING (43.470645 56.643722, 43.4705713 56.6436646, 43.469779 56.643047)",,
135741557,2,Новая улица,tertiary,False,False,106.403,"LINESTRING (43.473842 56.643791, 43.4751066 56.6431336)",,
135741557,2,Новая улица,tertiary,False,True,151.665,"LINESTRING (43.473842 56.643791, 43.4722959 56.644602, 43.472161 56.6447759)",,
135741576,,Профсоюзная улица,residential,False,False,59.143,"LINESTRING (43.473842 56.643791, 43.4738928 56.6438197, 43.474517 56.644172)",,
135741544,,Московская улица,residential,False,False,110.294,"LINESTRING (43.47787 56.644027, 43.479511 56.644439)",,
135741545,,1-й Московский переулок,residential,False,True,104.766,"LINESTRING (43.47787 56.644027, 43.477195 56.644893)",,
135741544,,Московская улица,residential,False,True,197.97099999999998,"LINESTRING (43.47787 56.644027, 43.4757656 56.6434522, 43.4753699 56.6433112, 43.4751542 56.6431657, 43.4751066 56.6431336)",,
135741576,,Профсоюзная улица,residential,False,False,182.304,"LINESTRING (43.474517 56.644172, 43.477195 56.644893)",,
135741575,,1-й Профсоюзный переулок,residential,False,False,114.339,"LINESTRING (43.474517 56.644172, 43.4737335 56.6450444, 43.473689 56.645094)",,
135741576,,Профсоюзная улица,residential,False,True,59.143,"LINESTRING (43.474517 56.644172, 43.4738928 56.6438197, 43.473842 56.643791)",,
135741972,,улица Ленина,residential,False,False,116.57900000000001,"LINESTRING (43.468479 56.644245, 43.4684877 56.6441779, 43.468517 56.643951, 43.4684584 56.6436899, 43.4683594 56.6432494, 43.468349 56.643203)",,
135741972,,улица Ленина,residential,False,True,43.436,"LINESTRING (43.468479 56.644245, 43.4684698 56.6443166, 43.4684215 56.6445943, 43.4684146 56.644634)",,
135741544,,Московская улица,residential,False,False,111.677,"LINESTRING (43.479511 56.644439, 43.481262 56.644725)",,
135741544,,Московская улица,residential,False,True,110.294,"LINESTRING (43.479511 56.644439, 43.47787 56.644027)",,
135741546,,2-й Московский переулок,residential,False,False,111.52699999999999,"LINESTRING (43.479511 56.644439, 43.4788645 56.6452939, 43.4787796 56.6453553)",,
135741972,,улица Ленина,residential,False,False,43.436,"LINESTRING (43.4684146 56.644634, 43.4684215 56.6445943, 43.4684698 56.6443166, 43.468479 56.644245)",,
135741544,,Московская улица,residential,False,True,111.677,"LINESTRING (43.481262 56.644725, 43.479511 56.644439)",,
135741547,,3-й Московский переулок,residential,False,False,106.878,"LINESTRING (43.481262 56.644725, 43.481029 56.6456776)",,
135741544,,Московская улица,residential,False,False,151.764,"LINESTRING (43.481262 56.644725, 43.482486 56.64484, 43.483718 56.64492)",,
"[135741947, 135741949]",,улица Кирова,tertiary,True,False,185.48299999999998,"LINESTRING (43.471443 56.644733, 43.4712241 56.6447273, 43.470565 56.64471, 43.4684885 56.6446366, 43.4684146 56.644634)",,
"[135742072, 135742075]",,улица Чапаева,residential,False,"[False, True]",123.305,"LINESTRING (43.471443 56.644733, 43.471225 56.644306, 43.471122 56.644203, 43.470645 56.643722)",,
135741948,2,улица Кирова,tertiary,False,True,18.639,"LINESTRING (43.4724521 56.6448257, 43.472161 56.6447759)",22К-1914,
135741516,2,Колхозная улица,residential,False,False,108.66399999999999,"LINESTRING (43.4724521 56.6448257, 43.4724208 56.6449881, 43.4722648 56.6457975)",,
135741948,2,улица Кирова,tertiary,False,False,81.29299999999999,"LINESTRING (43.4724521 56.6448257, 43.4726051 56.6448589, 43.473689 56.645094)",22К-1914,
135741545,,1-й Московский переулок,residential,False,False,104.766,"LINESTRING (43.477195 56.644893, 43.47787 56.644027)",,
135741576,,Профсоюзная улица,residential,False,True,182.304,"LINESTRING (43.477195 56.644893, 43.474517 56.644172)",,
135741576,,Профсоюзная улица,residential,False,False,109.69,"LINESTRING (43.477195 56.644893, 43.477275 56.644912, 43.4787796 56.6453553)",,
135741544,,Московская улица,residential,False,True,151.764,"LINESTRING (43.483718 56.64492, 43.482486 56.64484, 43.481262 56.644725)",,
135741575,,1-й Профсоюзный переулок,residential,False,True,114.339,"LINESTRING (43.473689 56.645094, 43.4737335 56.6450444, 43.474517 56.644172)",,
135741948,2,улица Кирова,tertiary,False,False,184.996,"LINESTRING (43.473689 56.645094, 43.4744651 56.6452577, 43.475917 56.645553, 43.4762091 56.6456123, 43.476539 56.645645)",22К-1914,
135741948,2,улица Кирова,tertiary,False,True,81.29299999999999,"LINESTRING (43.473689 56.645094, 43.4726051 56.6448589, 43.4724521 56.6448257)",22К-1914,
135741576,,Профсоюзная улица,residential,False,False,30.101,"LINESTRING (43.4787796 56.6453553, 43.478778 56.645626)",,
135741546,,2-й Московский переулок,residential,False,True,111.52699999999999,"LINESTRING (43.4787796 56.6453553, 43.4788645 56.6452939, 43.479511 56.644439)",,
135741576,,Профсоюзная улица,residential,False,True,109.69,"LINESTRING (43.4787796 56.6453553, 43.477275 56.644912, 43.477195 56.644893)",,
135741765,,,residential,False,True,31.684,"LINESTRING (43.4705158 56.6455133, 43.470161 56.645721)",,no
135741576,,Профсоюзная улица,residential,False,True,30.101,"LINESTRING (43.478778 56.645626, 43.4787796 56.6453553)",,
135741948,2,улица Кирова,tertiary,False,False,70.495,"LINESTRING (43.478778 56.645626, 43.4799309 56.6456368)",22К-1914,
