osmid,oneway,lanes,name,highway,reversed,length,geometry,bridge,maxspeed,ref
36091540,False,2,улица Орджоникидзе,secondary,False,186.63000000000002,"LINESTRING (40.5728935 57.4626665, 40.5729228 57.4627909, 40.5732856 57.4643316)",,,
119158154,False,,улица Володарского,secondary,True,223.767,"LINESTRING (40.5728935 57.4626665, 40.5726823 57.4627015, 40.5695217 57.4627701, 40.5693295 57.4627689, 40.569165 57.4627609)",,,
"[119158148, 119158164, 127600087]",False,2,улица Ленина,secondary,False,176.324,"LINESTRING (40.5728935 57.4626665, 40.5727935 57.4622005, 40.5727286 57.4617993, 40.5726814 57.4614919, 40.5726519 57.4613174, 40.5726171 57.461189, 40.5725862 57.4610899)",yes,20,
706485836,False,,улица Карла Маркса,residential,True,158.734,"LINESTRING (40.5728935 57.4626665, 40.5730502 57.4626175, 40.5736111 57.4625279, 40.5741799 57.4624372, 40.5752546 57.462274, 40.5754159 57.4622338)",,,
127600087,False,2,улица Ленина,secondary,True,88.014,"LINESTRING (40.572289 57.4601736, 40.5725467 57.4609529)",,,
36091549,False,,Красноармейская улица,tertiary,False,168.416,"LINESTRING (40.572289 57.4601736, 40.5724637 57.4600341, 40.5732576 57.4593999, 40.5738618 57.4589173)",,,34К-177
127600087,False,2,улица Ленина,secondary,False,19.05,"LINESTRING (40.572289 57.4601736, 40.5722516 57.4600341, 40.572244 57.460004)",,,
56474766,False,,Хуторской переулок,residential,True,49.069,"LINESTRING (40.5675149 57.4645763, 40.5673075 57.4644712, 40.5671346 57.464406, 40.5668544 57.4643181)",,,
70299279,False,,улица Кирова,secondary,True,64.174,"LINESTRING (40.5675149 57.4645763, 40.5673465 57.4645964, 40.567221 57.4646246, 40.5671155 57.464654, 40.566538 57.4648094)",,40,
70299324,False,,улица Розы Люксембург,residential,False,121.467,"LINESTRING (40.5717345 57.4579905, 40.5737638 57.4580317)",,,
127600087,False,2,улица Ленина,secondary,False,93.752,"LINESTRING (40.5717345 57.4579905, 40.5714674 57.4571597)",,,
127600087,False,2,улица Ленина,secondary,True,225.956,"LINESTRING (40.5717345 57.4579905, 40.572244 57.460004)",,,
36091549,False,,Красноармейская улица,tertiary,True,205.115,"LINESTRING (40.5767341 57.4565349, 40.5748666 57.458082)",,,34К-177
127419517,False,,улица Мартюшова,residential,False,268.557,"LINESTRING (40.5767341 57.4565349, 40.5797768 57.4583109)",,,
70299324,False,,улица Розы Люксембург,residential,True,294.797,"LINESTRING (40.5797768 57.4583109, 40.5748666 57.458082)",,,
127419517,False,,улица Мартюшова,residential,True,268.557,"LINESTRING (40.5797768 57.4583109, 40.5767341 57.4565349)",,,
127419517,False,,улица Мартюшова,residential,False,78.174,"LINESTRING (40.5797768 57.4583109, 40.5803827 57.4586682, 40.5806576 57.4588303)",,,
36091549,False,,Красноармейская улица,tertiary,False,205.115,"LINESTRING (40.5748666 57.458082, 40.5767341 57.4565349)",,,34К-177
70299324,False,,улица Розы Люксембург,residential,False,294.797,"LINESTRING (40.5748666 57.458082, 40.5797768 57.4583109)",,,
70299324,False,,улица Розы Люксембург,residential,True,66.199,"LINESTRING (40.5748666 57.458082, 40.5737638 57.4580317)",,,
36091549,False,,Красноармейская улица,tertiary,True,110.738,"LINESTRING (40.5748666 57.458082, 40.5740527 57.4587887, 40.5738618 57.4589173)",,,34К-177
127600086,False,,улица Кирова,tertiary,False,87.094,"LINESTRING (40.5760893 57.4644469, 40.5773413 57.4640468)",,,
127600086,False,,улица Кирова,tertiary,True,41.895,"LINESTRING (40.5760893 57.4644469, 40.5754474 57.4645978)",,,
127600086,False,,улица Кирова,tertiary,False,41.895,"LINESTRING (40.5754474 57.4645978, 40.5760893 57.4644469)",,,
127600086,False,,улица Кирова,tertiary,True,125.839,"LINESTRING (40.5754474 57.4645978, 40.5749638 57.4646622, 40.573706 57.4648503, 40.5734076 57.4648694)",,,
798307858,False,,переулок Кирова,residential,False,145.53,"LINESTRING (40.5754474 57.4645978, 40.5754248 57.4643935, 40.574958 57.4633183)",,,
127480358,False,,улица Урицкого,residential,True,70.326,"LINESTRING (40.5754159 57.4622338, 40.576001 57.4627824)",,,
706485836,False,,улица Карла Маркса,residential,False,158.734,"LINESTRING (40.5754159 57.4622338, 40.5752546 57.462274, 40.5741799 57.4624372, 40.5736111 57.4625279, 40.5730502 57.4626175, 40.5728935 57.4626665)",,,
706485836,False,,улица Карла Маркса,residential,True,170.449,"LINESTRING (40.5754159 57.4622338, 40.5758944 57.4620453, 40.5776357 57.4612731)",,,
119158163,False,,площадь Свободы,residential,False,119.827,"LINESTRING (40.5705966 57.4611843, 40.5710158 57.4611947, 40.5711874 57.4611919, 40.5719967 57.4611296, 40.5720703 57.4611239, 40.5723099 57.4611017, 40.5725862 57.4610899)",,,
70299351,False,,улица Луначарского,residential,True,89.968,"LINESTRING (40.5691341 57.4602493, 40.569672 57.4610049)",,,
"[127428708, 798235532, 797859766, 70299351]",False,,"['Октябрьская улица', 'улица Луначарского', 'переулок Луначарского']",residential,"[False, True]",718.781,"LINESTRING (40.5691341 57.4602493, 40.5685068 57.4594163, 40.5678905 57.4586056, 40.5674294 57.4581226, 40.565786 57.4585485, 40.5662437 57.4592453, 40.5663274 57.4594462, 40.5666624 57.4600087, 40.5670041 57.4604343, 40.5672233 57.460449, 40.5682227 57.4603585, 40.5691341 57.4602493)",,,
"[798235532, 127428708, 797859766, 70299351]",False,,"['Октябрьская улица', 'улица Луначарского', 'переулок Луначарского']",residential,"[False, True]",718.781,"LINESTRING (40.5691341 57.4602493, 40.5682227 57.4603585, 40.5672233 57.460449, 40.5670041 57.4604343, 40.5666624 57.4600087, 40.5663274 57.4594462, 40.5662437 57.4592453, 40.565786 57.4585485, 40.5674294 57.4581226, 40.5678905 57.4586056, 40.5685068 57.4594163, 40.5691341 57.4602493)",,,
120137486,False,,Пионерская улица,residential,False,140.182,"LINESTRING (40.5673853 57.4615999, 40.5661978 57.460513)",,,
120137482,False,,улица Свердлова,residential,False,152.051,"LINESTRING (40.5673853 57.4615999, 40.5691382 57.4611197, 40.5694172 57.4610548, 40.569672 57.4610049)",,,
120137486,False,,Пионерская улица,residential,True,147.54399999999998,"LINESTRING (40.5673853 57.4615999, 40.5675701 57.4617005, 40.5685939 57.4624746, 40.5687047 57.4626358, 40.5687425 57.4626961)",,,
120137486,False,,Пионерская улица,residential,True,140.182,"LINESTRING (40.5661978 57.460513, 40.5673853 57.4615999)",,,
119158154,False,,улица Володарского,secondary,True,26.275,"LINESTRING (40.569165 57.4627609, 40.5687425 57.4626961)",,,
70299351,False,,улица Луначарского,residential,False,216.736,"LINESTRING (40.569165 57.4627609, 40.5693078 57.4626474, 40.5700057 57.4620217, 40.5701433 57.4618983, 40.5701682 57.4618497, 40.5701655 57.4617978, 40.5697681 57.4611461, 40.569672 57.4610049)",,,
119158154,False,,улица Володарского,secondary,False,223.767,"LINESTRING (40.569165 57.4627609, 40.5693295 57.4627689, 40.5695217 57.4627701, 40.5726823 57.4627015, 40.5728935 57.4626665)",,,
127256505,False,,Ярославская улица,residential,False,111.453,"LINESTRING (40.569165 57.4627609, 40.5690198 57.4628675, 40.5680249 57.4635537)",,,
127419517,False,,улица Мартюшова,residential,True,78.174,"LINESTRING (40.5806576 57.4588303, 40.5803827 57.4586682, 40.5797768 57.4583109)",,,
