osmid,name,highway,oneway,reversed,length,maxspeed,geometry,junction
77860991,Красноармейская улица,residential,False,True,18.12,,"LINESTRING (74.3707467 56.9024767, 74.3707056 56.9026381)",
104367936,Советская улица,secondary,False,True,14.096,60,"LINESTRING (74.3707467 56.9024767, 74.3705365 56.9025305)",
77861046,улица Ленина,secondary,False,False,276.669,60,"LINESTRING (74.3707467 56.9024767, 74.3713175 56.9020182, 74.3731721 56.9003709)",
1238902137,Советская улица,secondary,False,False,286.07,,"LINESTRING (74.3707467 56.9024767, 74.3724533 56.9020297, 74.3749523 56.9013845, 74.3749998 56.9013702)",
104367936,Советская улица,secondary,False,False,176.736,60,"LINESTRING (74.3625804 56.9046287, 74.3651797 56.9039133)",
1172686816,улица Чкалова,residential,False,False,100.388,,"LINESTRING (74.3625804 56.9046287, 74.3632227 56.9054606)",
77860970,Школьная улица,tertiary,False,False,116.611,,"LINESTRING (74.3650012 56.8999572, 74.3657959 56.9009119)",
77860970,Школьная улица,tertiary,False,True,134.944,,"LINESTRING (74.3650012 56.8999572, 74.363988 56.8988771)",
77860956,Казанская улица,residential,False,True,148.249,,"LINESTRING (74.3650012 56.8999572, 74.3652145 56.8999312, 74.3654678 56.8999773, 74.3657399 56.9000798, 74.3669877 56.9006485)",
77860970,Школьная улица,tertiary,False,False,134.944,,"LINESTRING (74.363988 56.8988771, 74.3650012 56.8999572)",
77861023,Интернациональная улица,residential,False,True,212.318,,"LINESTRING (74.3730329 56.9066375, 74.3726443 56.9057993, 74.3723457 56.9050908, 74.3722589 56.9047766)",
77861057,улица Гоголя,residential,False,False,89.946,,"LINESTRING (74.3730329 56.9066375, 74.3732687 56.9066826, 74.3737953 56.9069257, 74.3742707 56.9070679)",
77860982,Нерпинская улица,secondary,False,False,152.354,,"LINESTRING (74.3756211 56.9059238, 74.3769858 56.904774)",
77860982,Нерпинская улица,secondary,False,True,60.971,,"LINESTRING (74.3756211 56.9059238, 74.3750771 56.9063847)",
1172686795,Казанская улица,residential,False,False,34.579,,"LINESTRING (74.3756211 56.9059238, 74.376089 56.9061011)",
77860972,Казанская улица,secondary,False,True,131.02700000000002,,"LINESTRING (74.3756211 56.9059238, 74.374486 56.9055196, 74.3738061 56.9052864)",
77860970,Школьная улица,tertiary,False,True,95.062,,"LINESTRING (74.3664396 56.9016912, 74.3657959 56.9009119)",
77861037,улица 5 Армии,secondary,False,False,178.149,,"LINESTRING (74.3664396 56.9016912, 74.3668828 56.9016227, 74.3671159 56.901606, 74.3672849 56.9016173, 74.3674261 56.9016646, 74.3678909 56.9018765, 74.3680281 56.9019025, 74.3681663 56.9018816, 74.3682798 56.9018328, 74.368481 56.901704, 74.3688701 56.9014889)",
77861037,улица 5 Армии,secondary,False,True,181.70100000000002,,"LINESTRING (74.3664396 56.9016912, 74.3660727 56.9017635, 74.3654551 56.9019062, 74.3636936 56.9023392)",
77861038,Озёрная улица,residential,False,True,73.086,,"LINESTRING (74.3695597 56.9039534, 74.3698158 56.9042044, 74.3700719 56.9044767, 74.3701253 56.9045335)",
77860982,Нерпинская улица,secondary,False,True,69.534,,"LINESTRING (74.3776077 56.9042489, 74.3769858 56.904774)",
87490881,улица Чапаева,residential,False,False,129.244,,"LINESTRING (74.3776077 56.9042489, 74.3758312 56.9036086)",
77860982,Нерпинская улица,secondary,False,False,90.378,,"LINESTRING (74.3742707 56.9070679, 74.3750771 56.9063847)",
77861057,улица Гоголя,residential,False,True,89.94599999999998,,"LINESTRING (74.3742707 56.9070679, 74.3737953 56.9069257, 74.3732687 56.9066826, 74.3730329 56.9066375)",
77861046,улица Ленина,secondary,False,True,6.401,60,"LINESTRING (74.3756906 56.8981908, 74.3756344 56.8982395)",
