osmid,oneway,lanes,name,highway,reversed,length,geometry
140165365,False,1,Московская улица,secondary,True,115.661,"LINESTRING (44.8257966 49.0561941, 44.8249718 49.0570828)"
140162564,False,,улица 30 лет Победы,tertiary,True,198.768,"LINESTRING (44.8257966 49.0561941, 44.8258877 49.0562304, 44.8281269 49.0571233)"
140162564,False,,улица 30 лет Победы,tertiary,False,185.187,"LINESTRING (44.8303128 49.0579729, 44.8281269 49.0571233)"
140162564,False,,улица 30 лет Победы,tertiary,True,193.711,"LINESTRING (44.8303128 49.0579729, 44.8325929 49.0588687)"
140176327,False,,улица Санджирова,residential,False,106.171,"LINESTRING (44.8303128 49.0579729, 44.8310942 49.057167)"
140176327,False,,улица Санджирова,residential,True,118.168,"LINESTRING (44.8303128 49.0579729, 44.8295008 49.0588928)"
140162564,False,,улица 30 лет Победы,tertiary,False,193.711,"LINESTRING (44.8325929 49.0588687, 44.8303128 49.0579729)"
140162564,False,,улица 30 лет Победы,tertiary,True,207.898,"LINESTRING (44.8325929 49.0588687, 44.8350073 49.059865)"
140170157,False,,улица Дзержинского,residential,False,103.507,"LINESTRING (44.8325929 49.0588687, 44.8333341 49.0580746)"
140170157,False,,улица Дзержинского,residential,True,123.294,"LINESTRING (44.8325929 49.0588687, 44.832527 49.0590385, 44.8322066 49.0593505, 44.832162 49.0593862, 44.8320934 49.0594525, 44.8318392 49.0597239, 44.831715 49.0598021)"
140162564,False,,улица 30 лет Победы,tertiary,False,199.484,"LINESTRING (44.8373512 49.0607921, 44.8350073 49.059865)"
140165302,False,,улица Гоголя,tertiary,False,122.761,"LINESTRING (44.8373512 49.0607921, 44.8364678 49.0617322)"
140176327,False,,улица Санджирова,residential,True,85.851,"LINESTRING (44.8268791 49.0617841, 44.8262753 49.0624471)"
708590873,False,,Юбилейная улица,tertiary,False,187.32,"LINESTRING (44.8268791 49.0617841, 44.82909 49.0626439)"
708590873,False,,Юбилейная улица,tertiary,True,35.497,"LINESTRING (44.8268791 49.0617841, 44.8264602 49.0616211)"
140176327,False,,улица Санджирова,residential,False,127.20299999999999,"LINESTRING (44.8268791 49.0617841, 44.82696 49.0616979, 44.827794 49.0608098)"
140165302,False,,улица Гоголя,tertiary,False,57.505,"LINESTRING (44.8356272 49.0626266, 44.8352238 49.0630711)"
140165302,False,,улица Гоголя,tertiary,True,116.799,"LINESTRING (44.8356272 49.0626266, 44.8364678 49.0617322)"
140170156,False,,Ленинградская улица,residential,True,194.211,"LINESTRING (44.8356272 49.0626266, 44.8333484 49.0617205)"
"[140170220, 140170156]",False,,"['улица Шевченко', 'Ленинградская улица']",residential,False,139.505,"LINESTRING (44.8356272 49.0626266, 44.8365673 49.0630028, 44.8365862 49.0630655, 44.8365575 49.0631312, 44.8362235 49.0634667)"
708590873,False,,Юбилейная улица,tertiary,False,82.053,"LINESTRING (44.83391 49.0645183, 44.8348734 49.0649005)"
140165302,False,,улица Гоголя,tertiary,True,67.471,"LINESTRING (44.83391 49.0645183, 44.8339722 49.0644497, 44.8343834 49.0639968)"
708590873,False,,Юбилейная улица,tertiary,True,194.183,"LINESTRING (44.83391 49.0645183, 44.8327959 49.0640851, 44.8323251 49.063902, 44.831618 49.063627)"
140162569,True,,Юбилейная улица,tertiary,False,60.253,"LINESTRING (44.8239644 49.0606498, 44.8244437 49.0608363, 44.8246754 49.0609265)"
140176327,False,,улица Санджирова,residential,True,105.79399999999998,"LINESTRING (44.8318645 49.0563729, 44.8316625 49.0565974, 44.8315049 49.0567507, 44.8313282 49.0568478, 44.8311945 49.0570042, 44.8310942 49.057167)"
140165365,False,1,Московская улица,secondary,False,115.661,"LINESTRING (44.8249718 49.0570828, 44.8257966 49.0561941)"
140165365,False,1,Московская улица,secondary,True,127.906,"LINESTRING (44.8249718 49.0570828, 44.8244214 49.0576796, 44.8240597 49.0580656)"
140170152,False,,улица Шишлянникова,residential,True,141.288,"LINESTRING (44.8249718 49.0570828, 44.825049 49.0571144, 44.826616 49.0577563)"
140162564,False,,улица 30 лет Победы,tertiary,True,185.187,"LINESTRING (44.8281269 49.0571233, 44.8303128 49.0579729)"
432741228,False,,Советская улица,residential,True,118.065,"LINESTRING (44.8281269 49.0571233, 44.8272941 49.0580341)"
140162564,False,,улица 30 лет Победы,tertiary,False,198.768,"LINESTRING (44.8281269 49.0571233, 44.8258877 49.0562304, 44.8257966 49.0561941)"
140170241,False,,Первомайская улица,residential,False,191.894,"LINESTRING (44.8310942 49.057167, 44.8333341 49.0580746)"
140176327,False,,улица Санджирова,residential,True,106.171,"LINESTRING (44.8310942 49.057167, 44.8303128 49.0579729)"
140176327,False,,улица Санджирова,residential,False,105.79400000000001,"LINESTRING (44.8310942 49.057167, 44.8311945 49.0570042, 44.8313282 49.0568478, 44.8315049 49.0567507, 44.8316625 49.0565974, 44.8318645 49.0563729)"
140170151,False,,улица Пушкина,residential,False,162.333,"LINESTRING (44.8373076 49.0573548, 44.8364766 49.0581685, 44.8362092 49.0583563, 44.8360564 49.0585566)"
140170152,False,,улица Шишлянникова,residential,False,58.271,"LINESTRING (44.8272941 49.0580341, 44.826616 49.0577563)"
140170152,False,,улица Шишлянникова,residential,True,187.005,"LINESTRING (44.8272941 49.0580341, 44.8295008 49.0588928)"
432741228,False,,Советская улица,residential,False,118.065,"LINESTRING (44.8272941 49.0580341, 44.8281269 49.0571233)"
432741228,False,,Советская улица,residential,True,122.82,"LINESTRING (44.8272941 49.0580341, 44.8264278 49.0589816)"
140165365,False,1,Московская улица,secondary,False,127.906,"LINESTRING (44.8240597 49.0580656, 44.8244214 49.0576796, 44.8249718 49.0570828)"
140170156,False,,Ленинградская улица,residential,False,200.371,"LINESTRING (44.8240597 49.0580656, 44.8242013 49.0581204, 44.8264278 49.0589816)"
140170157,False,,улица Дзержинского,residential,True,103.507,"LINESTRING (44.8333341 49.0580746, 44.8325929 49.0588687)"
140170241,False,,Первомайская улица,residential,True,191.894,"LINESTRING (44.8333341 49.0580746, 44.8310942 49.057167)"
140170241,False,,Первомайская улица,residential,False,199.852,"LINESTRING (44.8333341 49.0580746, 44.8339117 49.0582922, 44.835712 49.0589703)"
140170151,False,,улица Пушкина,residential,False,52.401,"LINESTRING (44.8360564 49.0585566, 44.835712 49.0589703)"
140170151,False,,улица Пушкина,residential,True,162.333,"LINESTRING (44.8360564 49.0585566, 44.8362092 49.0583563, 44.8364766 49.0581685, 44.8373076 49.0573548)"
140170152,False,,улица Шишлянникова,residential,False,187.005,"LINESTRING (44.8295008 49.0588928, 44.8272941 49.0580341)"
140170152,False,,улица Шишлянникова,residential,True,190.4,"LINESTRING (44.8295008 49.0588928, 44.831715 49.0598021)"
140176327,False,,улица Санджирова,residential,False,118.168,"LINESTRING (44.8295008 49.0588928, 44.8303128 49.0579729)"
140176327,False,,улица Санджирова,residential,True,122.649,"LINESTRING (44.8295008 49.0588928, 44.8286525 49.0598455)"
140170151,False,,улица Пушкина,residential,False,111.955,"LINESTRING (44.835712 49.0589703, 44.8350073 49.059865)"
140170151,False,,улица Пушкина,residential,True,52.401,"LINESTRING (44.835712 49.0589703, 44.8360564 49.0585566)"
140170241,False,,Первомайская улица,residential,True,199.852,"LINESTRING (44.835712 49.0589703, 44.8339117 49.0582922, 44.8333341 49.0580746)"
140170156,False,,Ленинградская улица,residential,False,188.425,"LINESTRING (44.8264278 49.0589816, 44.8286525 49.0598455)"
432741228,False,,Советская улица,residential,False,122.82,"LINESTRING (44.8264278 49.0589816, 44.8272941 49.0580341)"
432741228,False,,Советская улица,residential,True,123.821,"LINESTRING (44.8264278 49.0589816, 44.8255541 49.0599367)"
140170156,False,,Ленинградская улица,residential,True,200.371,"LINESTRING (44.8264278 49.0589816, 44.8242013 49.0581204, 44.8240597 49.0580656)"
140170152,False,,улица Шишлянникова,residential,False,190.4,"LINESTRING (44.831715 49.0598021, 44.8295008 49.0588928)"
140170152,False,,улица Шишлянникова,residential,True,209.806,"LINESTRING (44.831715 49.0598021, 44.8341693 49.0607889)"
140170157,False,,улица Дзержинского,residential,False,123.29400000000001,"LINESTRING (44.831715 49.0598021, 44.8318392 49.0597239, 44.8320934 49.0594525, 44.832162 49.0593862, 44.8322066 49.0593505, 44.832527 49.0590385, 44.8325929 49.0588687)"
140170157,False,,улица Дзержинского,residential,True,119.369,"LINESTRING (44.831715 49.0598021, 44.831217 49.0603413, 44.8308667 49.0607205)"
140170156,False,,Ленинградская улица,residential,False,188.399,"LINESTRING (44.8286525 49.0598455, 44.8308667 49.0607205)"
140170156,False,,Ленинградская улица,residential,True,188.425,"LINESTRING (44.8286525 49.0598455, 44.8264278 49.0589816)"
140176327,False,,улица Санджирова,residential,False,122.649,"LINESTRING (44.8286525 49.0598455, 44.8295008 49.0588928)"
140176327,False,,улица Санджирова,residential,True,124.137,"LINESTRING (44.8286525 49.0598455, 44.827794 49.0608098)"
140162564,False,,улица 30 лет Победы,tertiary,False,207.898,"LINESTRING (44.8350073 49.059865, 44.8325929 49.0588687)"
140162564,False,,улица 30 лет Победы,tertiary,True,199.484,"LINESTRING (44.8350073 49.059865, 44.8373512 49.0607921)"
140170151,False,,улица Пушкина,residential,False,119.508,"LINESTRING (44.8350073 49.059865, 44.8341693 49.0607889)"
