osmid,name,highway,oneway,reversed,length,maxspeed,geometry,lanes,bridge
128533997,Стрелецкая улица,residential,False,False,211.6,,"LINESTRING (31.6340646 56.4959999, 31.6355502 56.4942827)",,
196480077,Октябрьская улица,secondary,False,True,149.48,60,"LINESTRING (31.6340646 56.4959999, 31.6362572 56.496585)",,
196480077,Октябрьская улица,secondary,False,False,191.772,60,"LINESTRING (31.6407206 56.4977469, 31.6405167 56.4976937, 31.6397086 56.4974827, 31.6388122 56.4972488, 31.6378961 56.4970095)",,
"[170956488, 302034201, 196480077]",Октябрьская улица,secondary,False,"[False, True]",324.187,60,"LINESTRING (31.6407206 56.4977469, 31.6409434 56.4978025, 31.6412612 56.4978854, 31.6423892 56.4981789, 31.6427382 56.4982697, 31.643128 56.4983712, 31.643254 56.4984039, 31.6438592 56.4985613, 31.6444582 56.4987191, 31.6452898 56.4989329, 31.6455008 56.4989872)",,
236063264,Советская улица,secondary,False,True,118.80900000000001,60,"LINESTRING (31.6407206 56.4977469, 31.6406529 56.497826, 31.6402916 56.4982476, 31.6399495 56.4986404, 31.6398681 56.4987051)",2,
324035367,Советская улица,secondary,False,False,90.245,60,"LINESTRING (31.6407206 56.4977469, 31.640868 56.4975711, 31.6409866 56.4974255, 31.6413272 56.4970076)",2,
"[170956488, 302034201, 196480077]",Октябрьская улица,secondary,False,"[False, True]",324.187,60,"LINESTRING (31.6455008 56.4989872, 31.6452898 56.4989329, 31.6444582 56.4987191, 31.6438592 56.4985613, 31.643254 56.4984039, 31.643128 56.4983712, 31.6427382 56.4982697, 31.6423892 56.4981789, 31.6412612 56.4978854, 31.6409434 56.4978025, 31.6407206 56.4977469)",,
170956488,Октябрьская улица,secondary,False,True,114.11699999999999,60,"LINESTRING (31.6455008 56.4989872, 31.6461824 56.4991654, 31.6464654 56.4992379, 31.647183 56.4994244)",,
196821607,улица Ленина,tertiary,False,False,137.01600000000002,RU:urban,"LINESTRING (31.6455008 56.4989872, 31.6454281 56.4990558, 31.6446685 56.4997576, 31.6443561 56.5000451)",,
196821607,улица Ленина,tertiary,False,True,185.38699999999997,RU:urban,"LINESTRING (31.6455008 56.4989872, 31.6456717 56.4988245, 31.6459381 56.4985268, 31.6459904 56.4984555, 31.6460378 56.4983831, 31.6460805 56.4983098, 31.6461182 56.4982357, 31.6461511 56.4981609, 31.6461789 56.4980855, 31.6462018 56.4980095, 31.6462196 56.4979332, 31.6462323 56.4978565, 31.64624 56.4977797, 31.6462426 56.4977027, 31.64624 56.4976257, 31.6462324 56.4975489, 31.6461962 56.4974038)",,
170956488,Октябрьская улица,secondary,False,False,104.951,60,"LINESTRING (31.6487277 56.4998293, 31.647183 56.4994244)",,
170956488,Октябрьская улица,secondary,False,True,104.951,60,"LINESTRING (31.647183 56.4994244, 31.6487277 56.4998293)",,
83118619,улица Льва Толстого,residential,False,True,200.237,RU:urban,"LINESTRING (31.647183 56.4994244, 31.6472061 56.4993991, 31.6472328 56.4993698, 31.6486502 56.497816)",,
170956488,Октябрьская улица,secondary,False,False,114.117,60,"LINESTRING (31.647183 56.4994244, 31.6464654 56.4992379, 31.6461824 56.4991654, 31.6455008 56.4989872)",,
83230488,улица Некрасова,tertiary,False,False,220.809,,"LINESTRING (31.6446932 56.4973641, 31.6446643 56.4968668, 31.644615 56.4967054, 31.6445617 56.4965825, 31.6445046 56.4964845, 31.6444359 56.4963859, 31.644334 56.4962314, 31.6441297 56.4959519, 31.6441047 56.4959194, 31.6440216 56.495788, 31.6440043 56.4957613, 31.6439838 56.4957296, 31.6438148 56.4954579)",,
301940371,улица Карла Маркса,tertiary,False,False,212.021,60,"LINESTRING (31.6446932 56.4973641, 31.64404 56.4973385, 31.6429023 56.4972834, 31.6428241 56.4972758, 31.6425044 56.4972445, 31.6421968 56.4971895, 31.6418502 56.497118, 31.6414059 56.4970266, 31.641354 56.497014, 31.6413272 56.4970076)",,
301940371,улица Карла Маркса,tertiary,False,True,92.358,60,"LINESTRING (31.6446932 56.4973641, 31.6450787 56.4973749, 31.6455145 56.4973848, 31.6458491 56.4973923, 31.6461962 56.4974038)",,
301940371,улица Карла Маркса,tertiary,False,False,306.635,60,"LINESTRING (31.6413272 56.4970076, 31.6412693 56.4969939, 31.641231 56.496985, 31.640997 56.4969292, 31.6408771 56.4968899, 31.6407698 56.4968366, 31.6406594 56.4967691, 31.640414 56.4965919, 31.6402974 56.496509, 31.6397078 56.4960886, 31.6396381 56.4960389, 31.6394856 56.4959303, 31.6394544 56.495908, 31.6390586 56.4956259, 31.638979 56.4955692, 31.6387579 56.4954117, 31.638637 56.4953278, 31.6383647 56.4951314, 31.6383115 56.4950919, 31.6381485 56.4949706, 31.6381043 56.4949377)",,
301940371,улица Карла Маркса,tertiary,False,True,212.02100000000002,60,"LINESTRING (31.6413272 56.4970076, 31.641354 56.497014, 31.6414059 56.4970266, 31.6418502 56.497118, 31.6421968 56.4971895, 31.6425044 56.4972445, 31.6428241 56.4972758, 31.6429023 56.4972834, 31.64404 56.4973385, 31.6446932 56.4973641)",,
324035367,Советская улица,secondary,False,False,251.263,60,"LINESTRING (31.6413272 56.4970076, 31.6419338 56.4962631, 31.6422397 56.4958877, 31.6428124 56.4951849, 31.6429427 56.495025, 31.6430064 56.4949468)",2,
324035367,Советская улица,secondary,False,True,90.245,60,"LINESTRING (31.6413272 56.4970076, 31.6409866 56.4974255, 31.640868 56.4975711, 31.6407206 56.4977469)",2,
83127450,улица Карла Маркса,residential,False,True,158.64100000000002,60,"LINESTRING (31.6461962 56.4974038, 31.6465501 56.4974244, 31.6471308 56.4974823, 31.647579 56.4975521, 31.6484429 56.4977655, 31.6486502 56.497816)",,
196821607,улица Ленина,tertiary,False,False,185.387,RU:urban,"LINESTRING (31.6461962 56.4974038, 31.6462324 56.4975489, 31.64624 56.4976257, 31.6462426 56.4977027, 31.64624 56.4977797, 31.6462323 56.4978565, 31.6462196 56.4979332, 31.6462018 56.4980095, 31.6461789 56.4980855, 31.6461511 56.4981609, 31.6461182 56.4982357, 31.6460805 56.4983098, 31.6460378 56.4983831, 31.6459904 56.4984555, 31.6459381 56.4985268, 31.6456717 56.4988245, 31.6455008 56.4989872)",,
"[1182057515, 196821607]",улица Ленина,tertiary,False,True,207.09199999999996,RU:urban,"LINESTRING (31.6461962 56.4974038, 31.6461648 56.4973026, 31.6460176 56.4966854, 31.6460081 56.4966323, 31.6460078 56.496579, 31.6460169 56.4965259, 31.6460352 56.4964735, 31.6460539 56.4964368, 31.6460771 56.4964008, 31.6461047 56.4963659, 31.6461367 56.4963321, 31.6461728 56.4962996, 31.6462129 56.4962685, 31.6469987 56.4958362, 31.6470332 56.4958163, 31.6470643 56.4957948, 31.6470918 56.4957718)",,
301940371,улица Карла Маркса,tertiary,False,False,92.358,60,"LINESTRING (31.6461962 56.4974038, 31.6458491 56.4973923, 31.6455145 56.4973848, 31.6450787 56.4973749, 31.6446932 56.4973641)",,
83233407,улица Александра Невского,tertiary,False,True,221.74399999999997,,"LINESTRING (31.6463631 56.4950127, 31.645508 56.4944449, 31.6451681 56.4942296, 31.6450916 56.4941904, 31.6450581 56.4941753, 31.6450245 56.4941612, 31.644961 56.4941374, 31.6449079 56.4941199, 31.6448532 56.494104, 31.6448131 56.4940937, 31.6447309 56.4940755, 31.6446628 56.4940676, 31.6445768 56.4940596, 31.6445097 56.4940575, 31.6444094 56.4940529, 31.6441287 56.4940426, 31.6436432 56.4940309, 31.6435513 56.4940311, 31.6435006 56.4940312)",,
