osmid,highway,oneway,reversed,length,lanes,ref,maxspeed,geometry
253986358,unclassified,False,False,218.949,,,,"LINESTRING (40.8379611 55.8701752, 40.8409812 55.8691723)"
"[136965882, 137101342]","['secondary', 'unclassified']",False,"[False, True]",578.906,2,17Н-9,90,"LINESTRING (40.8379611 55.8701752, 40.8385551 55.8709154, 40.839285 55.8725611, 40.843235 55.8710213)"
253986374,residential,False,False,444.476,,,,"LINESTRING (40.8374779 55.8656922, 40.8394265 55.867682, 40.8409812 55.8691723)"
355805064,unclassified,False,True,139.305,,,,"LINESTRING (40.8428315 55.8684711, 40.8409812 55.8691723)"
253986358,unclassified,False,True,218.949,,,,"LINESTRING (40.8409812 55.8691723, 40.8379611 55.8701752)"
355805062,residential,False,False,249.084,,,,"LINESTRING (40.8409812 55.8691723, 40.843235 55.8710213)"
355805064,unclassified,False,False,139.305,,,,"LINESTRING (40.8409812 55.8691723, 40.8428315 55.8684711)"
253986374,residential,False,True,444.476,,,,"LINESTRING (40.8409812 55.8691723, 40.8394265 55.867682, 40.8374779 55.8656922)"
355805062,residential,False,True,249.084,,,,"LINESTRING (40.843235 55.8710213, 40.8409812 55.8691723)"
"[136965882, 137101342]","['unclassified', 'secondary']",False,"[False, True]",578.9060000000001,2,17Н-9,90,"LINESTRING (40.843235 55.8710213, 40.839285 55.8725611, 40.8385551 55.8709154, 40.8379611 55.8701752)"
