osmid,highway,oneway,reversed,length,geometry,name,lanes,tunnel
140185353,tertiary,False,True,49.661,"LINESTRING (65.8054003 66.8179446, 65.8048398 66.8183329)",,,
96863264,residential,False,False,98.453,"LINESTRING (65.8054003 66.8179446, 65.8062174 66.8181461, 65.8071263 66.8183702, 65.8072458 66.8184394)",,,
140185353,tertiary,False,False,283.931,"LINESTRING (65.8054003 66.8179446, 65.8055875 66.8177265, 65.805918 66.8172541, 65.8061038 66.8170347, 65.8064848 66.816657, 65.8067051 66.8164144, 65.8068382 66.8162821, 65.8069813 66.8161573, 65.8070876 66.8160728, 65.8072902 66.8159143, 65.8077944 66.8155821)",,,
96863219,residential,False,False,306.552,"LINESTRING (65.7984305 66.8172546, 65.7982849 66.8175986, 65.7980984 66.8180473, 65.7980667 66.8181288, 65.7980359 66.8182062, 65.7979348 66.8184958, 65.7979614 66.81854, 65.7980789 66.8185759, 65.7982648 66.8186222, 65.7984607 66.8186637, 65.7985457 66.8187051, 65.7985791 66.8187398, 65.7985876 66.8187729, 65.7985951 66.8188091, 65.7985819 66.8190092, 65.7985752 66.8190541, 65.7985503 66.8191002, 65.7984831 66.8191883, 65.798449 66.8192164, 65.7982999 66.8192722, 65.7979978 66.8192678, 65.7976967 66.8192621, 65.7976415 66.8192611, 65.7968629 66.8192598)",улица Гагарина,,
96863219,residential,False,True,72.68,"LINESTRING (65.7984305 66.8172546, 65.7985098 66.8170409, 65.7986815 66.8166085)",улица Гагарина,,
96863270,residential,False,True,83.217,"LINESTRING (65.7984305 66.8172546, 65.7992082 66.8173165, 65.7995935 66.817337, 65.799862 66.8173577, 65.7999717 66.8173633, 65.8000867 66.8173613, 65.8002035 66.8173564, 65.800305 66.8173522)",,2,
96863239,tertiary,False,True,33.28,"LINESTRING (65.8021148 66.8151663, 65.8020322 66.8151317, 65.8019495 66.8151107, 65.8019305 66.8151098, 65.8014206 66.8150657)",улица Гагарина,2,
96863282,tertiary,False,False,281.76199999999994,"LINESTRING (65.8021148 66.8151663, 65.8021583 66.8151968, 65.8021855 66.8152482, 65.8021827 66.815304, 65.8020689 66.8155026, 65.8020422 66.8155722, 65.8020299 66.81562, 65.8020281 66.8156623, 65.8020334 66.8156921, 65.8020492 66.8157226, 65.8020756 66.8157551, 65.8021246 66.8157945, 65.8021915 66.8158389, 65.8022653 66.8158759, 65.8023854 66.8159189, 65.8026253 66.8159951, 65.8029792 66.8160987, 65.8031265 66.8161494, 65.8032143 66.8161862, 65.8032927 66.8162305, 65.8033552 66.8162805, 65.803392 66.816324, 65.803408 66.8163664, 65.8034046 66.8164177, 65.8033957 66.8164756, 65.8030897 66.8173347, 65.8030837 66.8173744, 65.8030902 66.8174081, 65.8031057 66.8174612)",улица Гагарина,2,
147251662,unclassified,False,False,171.56,"LINESTRING (65.8021148 66.8151663, 65.8022942 66.8150979, 65.8024459 66.8150885, 65.8041769 66.8151097, 65.8046561 66.8150824, 65.8048047 66.8150913, 65.8052785 66.8151927, 65.8058533 66.8152731)",улица Гагарина,,
96863236,residential,False,False,68.446,"LINESTRING (65.800305 66.8173522, 65.8003593 66.817242, 65.8006013 66.8167478)",улица Дзержинского,2,
96863236,residential,False,True,243.055,"LINESTRING (65.800305 66.8173522, 65.8002142 66.817501, 65.8001221 66.8176667, 65.800107 66.8176939, 65.7998372 66.8181791, 65.799802 66.8182423, 65.7997343 66.8183558, 65.799504 66.8187757, 65.7994746 66.8188257, 65.7992379 66.8192891, 65.7991359 66.8194889)",улица Дзержинского,2,
96863270,residential,False,False,83.217,"LINESTRING (65.800305 66.8173522, 65.8002035 66.8173564, 65.8000867 66.8173613, 65.7999717 66.8173633, 65.799862 66.8173577, 65.7995935 66.817337, 65.7992082 66.8173165, 65.7984305 66.8172546)",,2,
96863270,residential,False,True,123.907,"LINESTRING (65.800305 66.8173522, 65.8004864 66.8173425, 65.8010247 66.8173348, 65.8013181 66.8173425, 65.8016704 66.8173626, 65.8018337 66.8173687, 65.8020806 66.8173804, 65.8027567 66.8174269, 65.8029605 66.817445, 65.8031057 66.8174612)",,2,
96863270,residential,False,False,123.90700000000001,"LINESTRING (65.8031057 66.8174612, 65.8029605 66.817445, 65.8027567 66.8174269, 65.8020806 66.8173804, 65.8018337 66.8173687, 65.8016704 66.8173626, 65.8013181 66.8173425, 65.8010247 66.8173348, 65.8004864 66.8173425, 65.800305 66.8173522)",,2,
