osmid,oneway,ref,highway,maxspeed,reversed,length,geometry,name
1065306111,False,46Н-08290,tertiary,40,True,414.72799999999995,"LINESTRING (38.7824517 55.8751437, 38.7824751 55.8752098, 38.7827868 55.876091, 38.7834076 55.877846, 38.783744 55.8788023)",
180444549,False,,residential,,True,250.10199999999998,"LINESTRING (38.783744 55.8788023, 38.7847171 55.878632, 38.7847972 55.878618, 38.7858517 55.8784335, 38.7863786 55.8783412, 38.7865202 55.8783165, 38.7873926 55.8781638, 38.7875717 55.8781324)",Советская улица
1065306111,False,46Н-08290,tertiary,40,False,414.72799999999995,"LINESTRING (38.783744 55.8788023, 38.7834076 55.877846, 38.7827868 55.876091, 38.7824751 55.8752098, 38.7824517 55.8751437)",
"[478891730, 1065306111]",False,46Н-08290,tertiary,40,True,472.82400000000007,"LINESTRING (38.783744 55.8788023, 38.7837888 55.8789288, 38.7845897 55.8811877, 38.7846048 55.8812304, 38.7846199 55.8812731, 38.7848647 55.881965, 38.784909 55.8820903, 38.785112 55.8826639, 38.7851439 55.8827541, 38.7852246 55.8829726)",
180444549,False,,residential,,False,250.10199999999998,"LINESTRING (38.7875717 55.8781324, 38.7873926 55.8781638, 38.7865202 55.8783165, 38.7863786 55.8783412, 38.7858517 55.8784335, 38.7847972 55.878618, 38.7847171 55.878632, 38.783744 55.8788023)",Советская улица
"[180362384, 180444549]",False,,residential,,"[False, True]",144.87099999999998,"LINESTRING (38.7875717 55.8781324, 38.788431 55.877982, 38.7885684 55.8779677, 38.788659 55.8779513, 38.7887287 55.8779386, 38.7890118 55.8778872, 38.7891728 55.8778523, 38.7892103 55.8778451, 38.7894034 55.8777879, 38.7895294 55.8777531, 38.789634 55.8777006, 38.7896974 55.8776535)","['Советская улица', 'улица Островского']"
168878157,False,,residential,,True,504.0949999999999,"LINESTRING (38.7929769 55.8770737, 38.7923894 55.8784645, 38.7921644 55.8789629, 38.7920444 55.8791612, 38.7920047 55.8793029, 38.7919994 55.8794549, 38.7923057 55.8815329)",улица Пушкина
181056473,False,,residential,,True,174.687,"LINESTRING (38.7929769 55.8770737, 38.7927942 55.8770126, 38.7902863 55.8766547)",переулок Невского
146176754,False,,residential,,True,240.87300000000002,"LINESTRING (38.7852246 55.8829726, 38.7846243 55.8830321, 38.7844743 55.883047, 38.7843678 55.8830568, 38.7830751 55.8832059, 38.7828116 55.8832302, 38.7823923 55.8832686, 38.7819985 55.883303, 38.7819512 55.8833066, 38.7816912 55.8833322, 38.7816003 55.8833413, 38.781425 55.8833589)",улица Горького
"[478891730, 1065306111]",False,46Н-08290,tertiary,40,False,472.82400000000007,"LINESTRING (38.7852246 55.8829726, 38.7851439 55.8827541, 38.785112 55.8826639, 38.784909 55.8820903, 38.7848647 55.881965, 38.7846199 55.8812731, 38.7846048 55.8812304, 38.7845897 55.8811877, 38.7837888 55.8789288, 38.783744 55.8788023)",
168878157,False,,residential,,False,504.09499999999997,"LINESTRING (38.7923057 55.8815329, 38.7919994 55.8794549, 38.7920047 55.8793029, 38.7920444 55.8791612, 38.7921644 55.8789629, 38.7923894 55.8784645, 38.7929769 55.8770737)",улица Пушкина
180087621,False,,residential,,False,51.499,"LINESTRING (38.7923057 55.8815329, 38.7921153 55.8816354, 38.7917307 55.8818651)",улица Классона
167869104,False,,residential,,False,302.054,"LINESTRING (38.7805299 55.8806893, 38.7806874 55.8811572, 38.7809042 55.8817847, 38.781029 55.8821636, 38.7812739 55.8828853, 38.7814004 55.8832872, 38.781425 55.8833589)",улица Горького
"[168767265, 1065283335]",False,,residential,,False,68.533,"LINESTRING (38.7805299 55.8806893, 38.7807213 55.8806675, 38.7807847 55.8806605, 38.780849 55.8806533, 38.7814014 55.880592, 38.7815004 55.880488)",
146176754,False,,residential,,False,240.873,"LINESTRING (38.781425 55.8833589, 38.7816003 55.8833413, 38.7816912 55.8833322, 38.7819512 55.8833066, 38.7819985 55.883303, 38.7823923 55.8832686, 38.7828116 55.8832302, 38.7830751 55.8832059, 38.7843678 55.8830568, 38.7844743 55.883047, 38.7846243 55.8830321, 38.7852246 55.8829726)",улица Горького
167869104,False,,residential,,True,302.054,"LINESTRING (38.781425 55.8833589, 38.7814004 55.8832872, 38.7812739 55.8828853, 38.781029 55.8821636, 38.7809042 55.8817847, 38.7806874 55.8811572, 38.7805299 55.8806893)",улица Горького
"[168887040, 168887017]",False,,residential,,"[False, True]",598.249,"LINESTRING (38.7896974 55.8776535, 38.7897255 55.8779125, 38.7893776 55.8787955, 38.7892348 55.8792528, 38.7889621 55.8801259, 38.7888565 55.8804642, 38.7888925 55.8805664, 38.7891739 55.8810571, 38.789249 55.881138, 38.7893605 55.8812176, 38.7895181 55.8812728, 38.7916569 55.8815038, 38.7917348 55.8815354, 38.7917457 55.8815712, 38.7917307 55.8818651)",улица Классона
180362384,False,,residential,,False,117.495,"LINESTRING (38.7896974 55.8776535, 38.7897172 55.8776388, 38.7898164 55.8775441, 38.7899076 55.8774178, 38.7902863 55.8766547)",улица Островского
"[180362384, 180444549]",False,,residential,,"[False, True]",144.871,"LINESTRING (38.7896974 55.8776535, 38.789634 55.8777006, 38.7895294 55.8777531, 38.7894034 55.8777879, 38.7892103 55.8778451, 38.7891728 55.8778523, 38.7890118 55.8778872, 38.7887287 55.8779386, 38.788659 55.8779513, 38.7885684 55.8779677, 38.788431 55.877982, 38.7875717 55.8781324)","['Советская улица', 'улица Островского']"
180362384,False,,residential,,True,117.495,"LINESTRING (38.7902863 55.8766547, 38.7899076 55.8774178, 38.7898164 55.8775441, 38.7897172 55.8776388, 38.7896974 55.8776535)",улица Островского
181056473,False,,residential,,False,174.687,"LINESTRING (38.7902863 55.8766547, 38.7927942 55.8770126, 38.7929769 55.8770737)",переулок Невского
"[168887040, 168887017]",False,,residential,,"[False, True]",598.2489999999999,"LINESTRING (38.7917307 55.8818651, 38.7917457 55.8815712, 38.7917348 55.8815354, 38.7916569 55.8815038, 38.7895181 55.8812728, 38.7893605 55.8812176, 38.789249 55.881138, 38.7891739 55.8810571, 38.7888925 55.8805664, 38.7888565 55.8804642, 38.7889621 55.8801259, 38.7892348 55.8792528, 38.7893776 55.8787955, 38.7897255 55.8779125, 38.7896974 55.8776535)",улица Классона
180087621,False,,residential,,True,51.499,"LINESTRING (38.7917307 55.8818651, 38.7921153 55.8816354, 38.7923057 55.8815329)",улица Классона
"[168767265, 1065283335]",False,,residential,,True,68.533,"LINESTRING (38.7815004 55.880488, 38.7814014 55.880592, 38.780849 55.8806533, 38.7807847 55.8806605, 38.7807213 55.8806675, 38.7805299 55.8806893)",
