osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,junction,ref,bridge
137381196,2,улица Ленина,secondary,30,False,False,170.059,"LINESTRING (155.7895657 62.5128829, 155.7890456 62.5130157, 155.788829 62.5130681, 155.7867457 62.5135606, 155.7866257 62.5135881)",,,
137381209,,Майская улица,residential,,False,True,312.295,"LINESTRING (155.7895657 62.5128829, 155.7895157 62.5126631, 155.7894851 62.5125709, 155.7894428 62.5124732, 155.7893877 62.5123852, 155.78932 62.5122914, 155.7892141 62.512178, 155.7890964 62.5120579, 155.7889346 62.5118927, 155.788385 62.5113484, 155.7882963 62.5112539, 155.7879809 62.5108984, 155.7879439 62.5108576, 155.7879081 62.5108207, 155.7877027 62.5106429, 155.7876616 62.5106056, 155.7875851 62.5105275, 155.7875498 62.510485, 155.7875189 62.510436, 155.787498 62.5103773, 155.78749 62.5103213, 155.7874914 62.5102673)",,,
1057680866,2,Майская улица,secondary,,False,False,112.895,"LINESTRING (155.7895657 62.5128829, 155.7903436 62.5135247, 155.7906222 62.5137733)",,,
137381198,,Набережная улица,secondary,,False,False,46.598,"LINESTRING (155.7776988 62.5092118, 155.7782492 62.5090725, 155.7784872 62.5090043)",,,
137381233,,,secondary,,True,False,55.269,"LINESTRING (155.7776988 62.5092118, 155.7775635 62.5092612, 155.7774718 62.5093041, 155.7773956 62.509349, 155.7773376 62.5093928, 155.7772617 62.5094653, 155.7771966 62.5095386, 155.7771385 62.5096235)",,,
137381194,2,,secondary,,True,False,26.378,"LINESTRING (155.7767917 62.5095089, 155.776873 62.509499, 155.7769618 62.509503, 155.777043 62.5095217, 155.7771041 62.5095531, 155.7771356 62.509591, 155.7771385 62.5096235)",roundabout,,
137381215,,,secondary,,True,False,57.216,"LINESTRING (155.7767917 62.5095089, 155.777298 62.5093236, 155.7775009 62.5092627, 155.7776988 62.5092118)",,,
137381194,2,,secondary,,True,False,3.114,"LINESTRING (155.7767402 62.5095237, 155.7767679 62.5095157, 155.7767917 62.5095089)",roundabout,,
1222564395,,Майская улица,residential,,False,False,51.876,"LINESTRING (155.786735 62.5095435, 155.7868644 62.5096111, 155.7871858 62.5097681, 155.7873001 62.5098345, 155.7873848 62.5098991)",,,
137381194,2,,secondary,,True,False,3.863,"LINESTRING (155.7771385 62.5096235, 155.7771194 62.5096571)",roundabout,,
137381194,2,,secondary,,True,False,18.666,"LINESTRING (155.7771194 62.5096571, 155.7770814 62.5096853, 155.7770222 62.5097087, 155.7769569 62.5097215, 155.7768837 62.5097251, 155.7768156 62.5097193)",roundabout,,
137381224,,,secondary,,True,False,25.923000000000002,"LINESTRING (155.7771194 62.5096571, 155.7771057 62.5096877, 155.7770986 62.5097195, 155.7771003 62.5097571, 155.7771124 62.5098116, 155.7771382 62.5098882)",,,
137381147,,Герба — Омсукчан,secondary,,False,True,145.526,"LINESTRING (155.7759094 62.5096715, 155.7758426 62.5096707, 155.7742687 62.5096521, 155.7738209 62.5096428, 155.7730759 62.5096274)",,44Н-3,
137381228,,,secondary,,True,False,46.578,"LINESTRING (155.7759094 62.5096715, 155.7760517 62.5096684, 155.7761623 62.5096604, 155.7762792 62.5096421, 155.7764154 62.5096176, 155.7765613 62.5095786, 155.7767402 62.5095237)",,,
137381194,2,,secondary,,True,False,23.642,"LINESTRING (155.7767598 62.5097068, 155.776702 62.5096824, 155.7766606 62.5096467, 155.7766488 62.5096142, 155.776658 62.509581, 155.7766902 62.5095489, 155.7767402 62.5095237)",roundabout,,
137381232,,,secondary,,True,False,44.047,"LINESTRING (155.7767598 62.5097068, 155.7766931 62.5096944, 155.7766223 62.5096884, 155.7765174 62.5096836, 155.7763865 62.5096778, 155.7762366 62.5096749, 155.7759094 62.5096715)",,,
137381194,2,,secondary,,True,False,3.184,"LINESTRING (155.7768156 62.5097193, 155.7767598 62.5097068)",roundabout,,
137381203,,Октябрьская улица,secondary,,False,False,6.802,"LINESTRING (155.7771382 62.5098882, 155.777164 62.5099482)",,,
137381229,,,secondary,,True,False,25.603,"LINESTRING (155.7771382 62.5098882, 155.7771097 62.5098567, 155.7770649 62.5098202, 155.7770096 62.5097894, 155.7769409 62.5097591, 155.7768765 62.5097365, 155.7768156 62.5097193)",,,
137381209,,Майская улица,residential,,False,False,41.714,"LINESTRING (155.7873848 62.5098991, 155.7874483 62.5099772, 155.787478 62.5100535, 155.7874949 62.5101316, 155.7874914 62.5102673)",,,
"[138342602, 138425746]",,,residential,,False,True,173.756,"LINESTRING (155.7873848 62.5098991, 155.7870491 62.5094851, 155.7870561 62.509463, 155.7870696 62.5094409, 155.787089 62.5094228, 155.7871228 62.5094011, 155.7872768 62.5093256, 155.7874548 62.5092351, 155.7877824 62.509079, 155.7878814 62.5090231, 155.7879727 62.5089619, 155.7880568 62.5088881, 155.7881535 62.5087911, 155.7883562 62.508561)",,,
1222564395,,Майская улица,residential,,False,True,51.876,"LINESTRING (155.7873848 62.5098991, 155.7873001 62.5098345, 155.7871858 62.5097681, 155.7868644 62.5096111, 155.786735 62.5095435)",,,
137381203,,Октябрьская улица,secondary,,False,True,6.802,"LINESTRING (155.777164 62.5099482, 155.7771382 62.5098882)",,,
137381203,,Октябрьская улица,secondary,,False,False,51.667,"LINESTRING (155.777164 62.5099482, 155.7771785 62.5099732, 155.7771962 62.5099987, 155.777236 62.5100378, 155.7773079 62.5100829, 155.7774129 62.5101282, 155.7775721 62.5101814, 155.7778617 62.5102613)",,,
137381211,2,,tertiary,,False,False,44.615,"LINESTRING (155.777164 62.5099482, 155.777167 62.5099756, 155.777162 62.5100022, 155.7771472 62.51003, 155.7771112 62.5100703, 155.7768594 62.5103194)",,,
"[137381217, 137381195, 137381171, 137381179]",,Школьная улица,residential,,False,"[False, True]",511.55300000000005,"LINESTRING (155.7763699 62.5108696, 155.7765241 62.5109075, 155.7766398 62.5109422, 155.7767579 62.5109825, 155.7768629 62.5110279, 155.7769713 62.5110904, 155.7770865 62.5111827, 155.7771407 62.511239, 155.7771678 62.5112952, 155.7771779 62.511364, 155.7771712 62.5114297, 155.7771373 62.5115188, 155.7770695 62.5116267, 155.7768121 62.511952, 155.7767613 62.5120379, 155.7766495 62.5122834, 155.776619 62.5123413, 155.7765546 62.512421, 155.7762912 62.5126532, 155.7761888 62.5127525, 155.775652 62.5131046, 155.7760668 62.5133341, 155.7761651 62.5134029, 155.7764574 62.5136574, 155.7766568 62.5138427, 155.776783 62.5139632, 155.7768449 62.5140052, 155.7769048 62.5140311, 155.7769847 62.5140598, 155.7774129 62.5141858, 155.777623 62.514239, 155.7777551 62.5142656, 155.7779007 62.5142859, 155.7780283 62.5142978, 155.7781684 62.5143109, 155.7782937 62.5143281, 155.778626 62.5143695, 155.7787782 62.5143885)",,,yes
137381211,2,,tertiary,,False,True,66.159,"LINESTRING (155.7763699 62.5108696, 155.7766913 62.5104901, 155.7768014 62.5103768, 155.7768594 62.5103194)",,,
137381168,,улица Павлова,secondary,,False,False,248.238,"LINESTRING (155.7845994 62.5115626, 155.7849493 62.5118498, 155.7850932 62.5119795, 155.7854552 62.5123594, 155.7859839 62.5129144, 155.7859976 62.5129288, 155.7866257 62.5135881)",,,
"[137381168, 137381203, 137381187]",,"['Октябрьская улица', 'улица Павлова']",secondary,,False,True,301.165,"LINESTRING (155.7845994 62.5115626, 155.7845325 62.5115077, 155.784435 62.5114376, 155.7843347 62.5113788, 155.7841774 62.5113057, 155.7841275 62.5112837, 155.7838484 62.5111556, 155.7837809 62.5111258, 155.7836956 62.5110939, 155.7835883 62.5110604, 155.7834278 62.5110208, 155.783246 62.5109834, 155.782914 62.5109287, 155.7825245 62.5108724, 155.782206 62.5108318, 155.7819689 62.5108099, 155.7817724 62.5108021, 155.7816064 62.5108005, 155.7814337 62.5108052, 155.7812329 62.5108156, 155.7810831 62.51082, 155.7809278 62.5108152, 155.7807339 62.5108022, 155.7797673 62.5107147, 155.7796335 62.5106995, 155.7795088 62.5106832, 155.7793571 62.5106547)",,,yes
137381169,,,residential,,False,True,46.711,"LINESTRING (155.7845994 62.5115626, 155.7847193 62.5119504, 155.7847351 62.5119778)",,,
137381169,,,residential,,False,False,46.711,"LINESTRING (155.7847351 62.5119778, 155.7847193 62.5119504, 155.7845994 62.5115626)",,,
137381169,,,residential,,False,True,67.51,"LINESTRING (155.7847351 62.5119778, 155.7847596 62.5120025, 155.784974 62.5121652, 155.7850433 62.5122383, 155.7850824 62.5122853, 155.7850892 62.5123057, 155.7850883 62.51232, 155.7850774 62.5123421, 155.7848182 62.5125046)",,,
137381175,,,residential,,False,False,29.607,"LINESTRING (155.7847351 62.5119778, 155.7844924 62.5120563, 155.7844586 62.5120751, 155.7844484 62.5121032, 155.7844679 62.5121361, 155.78449 62.5121773)",,,
137381226,,Театральная улица,residential,,False,True,20.143,"LINESTRING (155.7837095 62.5122352, 155.7838794 62.5123985)",,,
137381175,,,residential,,False,False,40.103,"LINESTRING (155.78449 62.5121773, 155.7848182 62.5125046)",,,
137381175,,,residential,,False,True,29.607000000000003,"LINESTRING (155.78449 62.5121773, 155.7844679 62.5121361, 155.7844484 62.5121032, 155.7844586 62.5120751, 155.7844924 62.5120563, 155.7847351 62.5119778)",,,
137381181,,,residential,,False,True,40.769000000000005,"LINESTRING (155.78449 62.5121773, 155.7843035 62.5122932, 155.7838794 62.5123985)",,,
137381226,,Театральная улица,residential,,False,False,20.143,"LINESTRING (155.7838794 62.5123985, 155.7837095 62.5122352)",,,
137381181,,,residential,,False,False,40.769000000000005,"LINESTRING (155.7838794 62.5123985, 155.7843035 62.5122932, 155.78449 62.5121773)",,,
137381226,,Театральная улица,residential,,False,True,65.787,"LINESTRING (155.7838794 62.5123985, 155.7840278 62.512541, 155.7844344 62.5129318)",,,
137381175,,,residential,,False,True,40.103,"LINESTRING (155.7848182 62.5125046, 155.78449 62.5121773)",,,
137381169,,,residential,,False,False,67.51,"LINESTRING (155.7848182 62.5125046, 155.7850774 62.5123421, 155.7850883 62.51232, 155.7850892 62.5123057, 155.7850824 62.5122853, 155.7850433 62.5122383, 155.784974 62.5121652, 155.7847596 62.5120025, 155.7847351 62.5119778)",,,
137381175,,,residential,,False,False,60.814,"LINESTRING (155.7848182 62.5125046, 155.7849133 62.5126138, 155.784937 62.5126639, 155.7849438 62.512703, 155.78492 62.5127405, 155.7847752 62.5128256, 155.784692 62.5128646, 155.7846141 62.5128881, 155.7844344 62.5129318)",,,
137381175,,,residential,,False,True,60.81399999999999,"LINESTRING (155.7844344 62.5129318, 155.7846141 62.5128881, 155.784692 62.5128646, 155.7847752 62.5128256, 155.78492 62.5127405, 155.7849438 62.512703, 155.784937 62.5126639, 155.7849133 62.5126138, 155.7848182 62.5125046)",,,
137381226,,Театральная улица,residential,,False,False,65.787,"LINESTRING (155.7844344 62.5129318, 155.7840278 62.512541, 155.7838794 62.5123985)",,,
137381226,,Театральная улица,residential,,False,True,115.386,"LINESTRING (155.7844344 62.5129318, 155.7847071 62.5132115, 155.785084 62.5135982, 155.7851831 62.5136927, 155.7853169 62.5138103, 155.7853866 62.5138715)",,,
