osmid,oneway,name,highway,maxspeed,reversed,length,geometry,lanes
34265350,True,площадь Кирова,residential,RU:urban,False,291.242,"LINESTRING (34.3806449 61.7868883, 34.3807947 61.7868873, 34.3813738 61.7868874, 34.3818345 61.7868871, 34.3823858 61.786886, 34.3832333 61.7868856, 34.383714 61.7868852, 34.3852407 61.7868836, 34.3854393 61.7868685, 34.386172 61.7868092)",
133506035,False,улица Куйбышева,secondary,RU:urban,False,108.65200000000002,"LINESTRING (34.3806449 61.7868883, 34.3806429 61.7869244, 34.3806091 61.7877618, 34.3805477 61.7878611)",3
34265338,False,Пушкинская улица,tertiary,RU:urban,False,361.022,"LINESTRING (34.381016 61.790915, 34.3820945 61.7901499, 34.3833679 61.7892474, 34.3842624 61.7886003, 34.384681 61.7882951, 34.3847903 61.7882028)",
"[34781377, 114456601, 114456639]",True,проспект Карла Маркса,residential,RU:urban,False,252.971,"LINESTRING (34.3898776 61.7899724, 34.391524 61.7905344, 34.39136 61.7906309, 34.3910182 61.7907752, 34.3903414 61.7903706, 34.3899572 61.7900994, 34.3898776 61.7899724)",
702392150,False,проспект Карла Маркса,residential,RU:urban,False,332.00399999999996,"LINESTRING (34.3898776 61.7899724, 34.3864751 61.7887888, 34.3849357 61.7882516, 34.3847903 61.7882028)",
34265338,False,Пушкинская улица,tertiary,RU:urban,True,361.02200000000005,"LINESTRING (34.3847903 61.7882028, 34.384681 61.7882951, 34.3842624 61.7886003, 34.3833679 61.7892474, 34.3820945 61.7901499, 34.381016 61.790915)",
34265463,False,Фаддеевская улица,tertiary,RU:urban,False,179.92,"LINESTRING (34.3847903 61.7882028, 34.3853262 61.7878938, 34.3855302 61.7876858, 34.38556 61.7874939, 34.3855627 61.7871988, 34.3856178 61.7870765, 34.385717 61.7870034, 34.386172 61.7868092)",
"[606075286, 42449406]",True,проспект Карла Маркса,tertiary,RU:urban,False,231.187,"LINESTRING (34.3847903 61.7882028, 34.3842707 61.7880343, 34.3836463 61.7879257, 34.382886 61.7879057, 34.3818037 61.7878731, 34.3808214 61.7878577, 34.3805477 61.7878611)",2
702392150,False,проспект Карла Маркса,residential,RU:urban,True,332.004,"LINESTRING (34.3847903 61.7882028, 34.3849357 61.7882516, 34.3864751 61.7887888, 34.3898776 61.7899724)",
34265463,False,Фаддеевская улица,tertiary,RU:urban,True,179.91999999999996,"LINESTRING (34.386172 61.7868092, 34.385717 61.7870034, 34.3856178 61.7870765, 34.3855627 61.7871988, 34.38556 61.7874939, 34.3855302 61.7876858, 34.3853262 61.7878938, 34.3847903 61.7882028)",
133506035,False,улица Куйбышева,secondary,RU:urban,True,108.65200000000002,"LINESTRING (34.3805477 61.7878611, 34.3806091 61.7877618, 34.3806429 61.7869244, 34.3806449 61.7868883)",3
