osmid,name,highway,oneway,reversed,length,maxspeed,geometry,junction
104387501,улица Химиков,residential,False,False,124.833,,"LINESTRING (79.8612697 52.7781107, 79.8600499 52.7772646)",
104387401,,residential,True,False,39.904,20,"LINESTRING (79.8612697 52.7781107, 79.8614448 52.7781486, 79.861557 52.7781643, 79.8617147 52.7781765, 79.8618477 52.7781802)",
104387501,улица Химиков,residential,False,True,210.442,,"LINESTRING (79.8580421 52.7758132, 79.8600499 52.7772646)",
47109923,улица Микитона,residential,False,False,660.34,40,"LINESTRING (79.8580421 52.7758132, 79.857412 52.7761236, 79.8570292 52.7763122, 79.8547527 52.7774338, 79.8546619 52.7774785, 79.8544709 52.7775726, 79.8504366 52.7795683)",
146843564,улица Ильича,residential,False,False,242.769,,"LINESTRING (79.8589009 52.7798832, 79.8616286 52.7784534)",
146843577,улица Мира,residential,False,True,54.94,,"LINESTRING (79.8589009 52.7798832, 79.8593916 52.7802782)",
146879695,улица Мира,residential,False,True,208.506,,"LINESTRING (79.8589009 52.7798832, 79.858332 52.7795499, 79.8581516 52.7796232, 79.8578274 52.7797503, 79.8567637 52.7789448)",
414614223,,tertiary,True,False,33.03,,"LINESTRING (79.8615743 52.7783777, 79.8615708 52.7783387, 79.8615778 52.7783146, 79.8615865 52.7782771, 79.8616106 52.7782472, 79.8616428 52.7782258, 79.861699 52.7782054, 79.8617546 52.7781917, 79.8618477 52.7781802)",roundabout
613951791,,residential,True,False,36.074,20,"LINESTRING (79.8615743 52.7783777, 79.861546 52.7783546, 79.8614809 52.7782971, 79.8612697 52.7781107)",
104387461,улица Горького,residential,False,False,89.925,,"LINESTRING (79.8491858 52.7828189, 79.8502069 52.7822968)",
104387501,улица Химиков,residential,False,False,210.442,,"LINESTRING (79.8600499 52.7772646, 79.8580421 52.7758132)",
104387501,улица Химиков,residential,False,True,124.833,,"LINESTRING (79.8600499 52.7772646, 79.8612697 52.7781107)",
104387461,улица Горького,residential,False,True,289.418,,"LINESTRING (79.8600499 52.7772646, 79.8590976 52.7777515, 79.8576423 52.7784956, 79.8567637 52.7789448)",
104387395,квартал В,residential,False,True,128.279,20,"LINESTRING (79.8503049 52.781286, 79.8517971 52.7805675)",
