osmid,ref,name,highway,oneway,reversed,length,lanes,maxspeed,geometry
62456311,38Н-484,улица Луначарского,tertiary,False,False,196.669,,,"LINESTRING (36.2786303 51.2122552, 36.2776809 51.2139209)"
31173373,,улица Ленина,secondary,False,True,280.823,2,60,"LINESTRING (36.2786303 51.2122552, 36.2784577 51.2122233, 36.2775959 51.2120529, 36.2772936 51.2119938, 36.2757954 51.2117008, 36.2749845 51.2115422, 36.274782 51.2115026)"
61870523,,улица Луначарского,secondary,False,False,180.773,2,60,"LINESTRING (36.2786303 51.2122552, 36.2786985 51.2121262, 36.2790623 51.2114375, 36.2793706 51.210854, 36.2794457 51.2107118)"
194700139,38К-026,улица Ленина,secondary,False,False,201.055,2,60,"LINESTRING (36.2786303 51.2122552, 36.2799814 51.2124909, 36.2813908 51.2127817)"
31173373,,улица Ленина,secondary,False,False,275.019,2,60,"LINESTRING (36.2710497 51.2106961, 36.274782 51.2115026)"
61819284,,улица Третьего Интернационала,residential,False,False,174.925,,,"LINESTRING (36.2710497 51.2106961, 36.2718481 51.2092046)"
61819284,,улица Третьего Интернационала,residential,False,True,204.702,,,"LINESTRING (36.2710497 51.2106961, 36.2705599 51.2115969, 36.2704753 51.2117327, 36.2700716 51.2123805, 36.2700201 51.2124162)"
61861084,,Красноармейская улица,residential,False,False,275.254,,,"LINESTRING (36.2739143 51.2131722, 36.2776809 51.2139209)"
345589324,,улица Дзержинского,residential,False,True,189.303,,,"LINESTRING (36.2739143 51.2131722, 36.2730828 51.214793)"
61861084,,Красноармейская улица,residential,False,True,283.982,,,"LINESTRING (36.2739143 51.2131722, 36.2715609 51.2127171, 36.2700201 51.2124162)"
345589324,,улица Дзержинского,residential,False,False,195.24200000000002,,,"LINESTRING (36.2739143 51.2131722, 36.2742601 51.2125068, 36.274782 51.2115026)"
61819284,,улица Третьего Интернационала,residential,False,False,204.702,,,"LINESTRING (36.2700201 51.2124162, 36.2700716 51.2123805, 36.2704753 51.2117327, 36.2705599 51.2115969, 36.2710497 51.2106961)"
61819284,,улица Третьего Интернационала,residential,False,True,191.932,,,"LINESTRING (36.2700201 51.2124162, 36.2698629 51.2126553, 36.2695256 51.2133764, 36.2693286 51.2137989, 36.2690967 51.2140335)"
61861084,,Красноармейская улица,residential,False,False,283.982,,,"LINESTRING (36.2700201 51.2124162, 36.2715609 51.2127171, 36.2739143 51.2131722)"
