osmid,oneway,lanes,name,highway,maxspeed,access,width,reversed,length,geometry,ref
116701506,False,2,улица Луначарского,tertiary,60,yes,6,False,89.439,"LINESTRING (35.9965142 54.7453525, 35.9962592 54.7456595, 35.9959195 54.7460799)",
116701506,False,2,улица Луначарского,tertiary,60,yes,6,True,190.036,"LINESTRING (35.9965142 54.7453525, 35.9968072 54.7449909, 35.9972971 54.7441412, 35.9974783 54.7437403)",
116701507,False,1,улица Некрасова,residential,,yes,3,True,167.975,"LINESTRING (35.9965142 54.7453525, 35.9967456 54.7454154, 35.9971678 54.7454388, 35.9990756 54.7452447)",
"[186950521, 1063473634, 379743115, 186950524]",False,,Трудовая улица,residential,,,,True,155.89499999999998,"LINESTRING (35.9961547 54.7382503, 35.9962962 54.7388438, 35.9963504 54.7389089, 35.9964068 54.7389612, 35.9964631 54.7391796, 35.996464 54.7392675, 35.9964806 54.739333, 35.9965773 54.7395466, 35.9966445 54.7396089)",29Н-086
"[186950554, 185245482, 186950546]",False,1,улица Спортсмена,residential,,,,"[False, True]",495.653,"LINESTRING (35.9961547 54.7382503, 35.9980712 54.7381298, 35.9981089 54.7381278, 35.9989966 54.7380799, 35.9990777 54.7382396, 35.9991785 54.7382806, 35.9998556 54.7381686, 36.0001332 54.7382467, 36.0003756 54.7383373, 36.0005191 54.7383384, 36.0006123 54.7383398, 36.0010218 54.7382581, 36.0011324 54.7382665, 36.0017101 54.7388043, 36.0018442 54.7390637, 36.0019022 54.7393826, 36.0018843 54.7395256)",
185245482,False,,улица Спортсмена,residential,,,,False,15.117,"LINESTRING (36.0007266 54.7406542, 36.000865 54.7405442)",
185245483,False,,Почтовая улица,residential,,,,True,214.75400000000002,"LINESTRING (36.0007266 54.7406542, 36.0007435 54.7408451, 36.0014437 54.7419569, 36.0018096 54.7424725)",
1063473635,False,,Трудовая улица,residential,,,,False,214.93,"LINESTRING (36.0007266 54.7406542, 36.0003002 54.7406779, 35.9990273 54.7409361, 35.9987745 54.7409296, 35.9977262 54.7404687)",
379743112,False,,Московская улица,tertiary,,,,True,54.229,"LINESTRING (36.0018096 54.7424725, 36.0026503 54.7424242)",29Н-090
185245483,False,,Почтовая улица,residential,,,,False,214.75400000000002,"LINESTRING (36.0018096 54.7424725, 36.0014437 54.7419569, 36.0007435 54.7408451, 36.0007266 54.7406542)",
185245483,False,,Почтовая улица,residential,,,,True,65.884,"LINESTRING (36.0018096 54.7424725, 36.0020036 54.742736, 36.002207 54.7430188)",
379743112,False,,Московская улица,tertiary,,,,False,192.09199999999998,"LINESTRING (36.0018096 54.7424725, 36.0001392 54.7425538, 35.9988235 54.7425775)",29Н-090
186950559,False,,площадь Ленина,residential,,,,True,165.68200000000002,"LINESTRING (35.9977262 54.7404687, 35.9977187 54.7409793, 35.9976876 54.7414134, 35.997688 54.7415544, 35.997716 54.741958)",29Н-086
379743115,False,,Трудовая улица,residential,,,,False,118.308,"LINESTRING (35.9977262 54.7404687, 35.9973327 54.7401981, 35.9970088 54.7399266, 35.9966445 54.7396089)",
1063473635,False,,Трудовая улица,residential,,,,True,214.93,"LINESTRING (35.9977262 54.7404687, 35.9987745 54.7409296, 35.9990273 54.7409361, 36.0003002 54.7406779, 36.0007266 54.7406542)",
185245482,False,,улица Спортсмена,residential,,,,True,15.117,"LINESTRING (36.000865 54.7405442, 36.0007266 54.7406542)",
185245482,False,,улица Спортсмена,residential,,,,False,135.934,"LINESTRING (36.000865 54.7405442, 36.0009026 54.7404055, 36.0010298 54.7402712, 36.00186 54.7397237, 36.0018959 54.7396567, 36.0018843 54.7395256)",
186950520,False,,Садовая улица,residential,,,,False,50.80200000000001,"LINESTRING (36.000865 54.7405442, 36.001236 54.7405501, 36.0014158 54.7405978, 36.0016087 54.7406617)",
186950520,False,,Садовая улица,residential,,,,False,138.166,"LINESTRING (36.0016087 54.7406617, 36.0019732 54.7408142, 36.0022822 54.7409169, 36.0029399 54.7410121, 36.0032979 54.7410891, 36.0035656 54.7411466)",
186950520,False,,Садовая улица,residential,,,,True,50.80200000000001,"LINESTRING (36.0016087 54.7406617, 36.0014158 54.7405978, 36.001236 54.7405501, 36.000865 54.7405442)",
"[610272336, 208642200]",False,,,unclassified,,,,"[False, True]",214.44699999999997,"LINESTRING (36.0016087 54.7406617, 36.0021234 54.7413973, 36.0024118 54.741558, 36.0024056 54.7416637, 36.0024923 54.7417035, 36.0025942 54.7418352, 36.0026058 54.7419792, 36.0026503 54.7424242)",
186950520,False,,Садовая улица,residential,,,,True,138.166,"LINESTRING (36.0035656 54.7411466, 36.0032979 54.7410891, 36.0029399 54.7410121, 36.0022822 54.7409169, 36.0019732 54.7408142, 36.0016087 54.7406617)",
208642222,False,,,unclassified,,,,False,139.344,"LINESTRING (36.0035656 54.7411466, 36.0034204 54.741301, 36.0034632 54.7416082, 36.003444 54.7417281, 36.003688 54.7423615)",
187695549,False,,площадь Ленина,residential,,,,False,70.501,"LINESTRING (35.998814 54.7419422, 35.9983644 54.7419487, 35.9982798 54.7419501, 35.997716 54.741958)",
185245483,False,,Почтовая улица,residential,,,,True,72.897,"LINESTRING (36.002207 54.7430188, 36.0025579 54.7436423)",
185245483,False,,Почтовая улица,residential,,,,False,65.884,"LINESTRING (36.002207 54.7430188, 36.0020036 54.742736, 36.0018096 54.7424725)",
186950566,False,,улица Кольцова,residential,,,,True,215.29500000000002,"LINESTRING (36.002207 54.7430188, 36.0000975 54.7430434, 35.9988541 54.74307)",
116700894,False,1,улица Свободы,residential,40,yes,4,False,54.799,"LINESTRING (35.9988541 54.74307, 35.9988235 54.7425775)",
116700894,False,1,улица Свободы,residential,40,yes,4,True,79.154,"LINESTRING (35.9988541 54.74307, 35.9989326 54.7437804)",
186950566,False,,улица Кольцова,residential,,,,False,215.29500000000002,"LINESTRING (35.9988541 54.74307, 36.0000975 54.7430434, 36.002207 54.7430188)",
185245483,False,,Почтовая улица,residential,,,,False,72.897,"LINESTRING (36.0025579 54.7436423, 36.002207 54.7430188)",
185245483,False,,Почтовая улица,residential,,,,True,10.911,"LINESTRING (36.0025579 54.7436423, 36.0026111 54.7437355)",
186950533,False,,Пролетарская улица,residential,,,,False,234.074,"LINESTRING (36.0025579 54.7436423, 36.0022695 54.7437035, 35.9989326 54.7437804)",
116700894,False,1,улица Свободы,residential,40,yes,4,False,79.154,"LINESTRING (35.9989326 54.7437804, 35.9988541 54.74307)",
116700894,False,1,улица Свободы,residential,40,yes,4,True,82.947,"LINESTRING (35.9989326 54.7437804, 35.9990015 54.7445253)",
186950533,False,,Пролетарская улица,residential,,,,False,93.599,"LINESTRING (35.9989326 54.7437804, 35.9984368 54.7437891, 35.9974783 54.7437403)",
186950533,False,,Пролетарская улица,residential,,,,True,234.074,"LINESTRING (35.9989326 54.7437804, 36.0022695 54.7437035, 36.0025579 54.7436423)",
116701506,False,2,улица Луначарского,tertiary,60,yes,6,False,190.036,"LINESTRING (35.9974783 54.7437403, 35.9972971 54.7441412, 35.9968072 54.7449909, 35.9965142 54.7453525)",
116701506,False,2,улица Луначарского,tertiary,60,yes,6,True,127.509,"LINESTRING (35.9974783 54.7437403, 35.9976682 54.742721, 35.9977093 54.7426018)",
186950533,False,,Пролетарская улица,residential,,,,True,93.599,"LINESTRING (35.9974783 54.7437403, 35.9984368 54.7437891, 35.9989326 54.7437804)",
185245483,False,,Почтовая улица,residential,,,,False,10.911,"LINESTRING (36.0026111 54.7437355, 36.0025579 54.7436423)",
185245483,False,,Почтовая улица,residential,,,,True,43.764,"LINESTRING (36.0026111 54.7437355, 36.0027659 54.7441188)",
208642204,False,,,residential,,,,False,110.523,"LINESTRING (36.0026111 54.7437355, 36.0029823 54.7437195, 36.0043277 54.7436574)",
185245483,False,,Почтовая улица,residential,,,,False,43.764,"LINESTRING (36.0027659 54.7441188, 36.0026111 54.7437355)",
185245483,False,,Почтовая улица,residential,,,,True,73.762,"LINESTRING (36.0027659 54.7441188, 36.0031268 54.7447486)",
208642196,False,,улица Пушкина,residential,,,,False,246.763,"LINESTRING (36.0027659 54.7441188, 35.9993348 54.7445448, 35.9990015 54.7445253)",
187695486,False,,Трудовой переулок,residential,,,,False,348.35300000000007,"LINESTRING (35.9966445 54.7396089, 35.9968618 54.739543, 35.9988206 54.739506, 36.0002546 54.7394008, 36.0004864 54.7394636, 36.0009929 54.7393822, 36.001367 54.739354, 36.00159 54.7393811, 36.0017707 54.7394532, 36.0018843 54.7395256)",
"[186950521, 1063473634, 379743115, 186950524]",False,,Трудовая улица,residential,,,,False,155.89499999999998,"LINESTRING (35.9966445 54.7396089, 35.9965773 54.7395466, 35.9964806 54.739333, 35.996464 54.7392675, 35.9964631 54.7391796, 35.9964068 54.7389612, 35.9963504 54.7389089, 35.9962962 54.7388438, 35.9961547 54.7382503)",29Н-086
379743115,False,,Трудовая улица,residential,,,,True,118.30799999999999,"LINESTRING (35.9966445 54.7396089, 35.9970088 54.7399266, 35.9973327 54.7401981, 35.9977262 54.7404687)",
186950559,False,,площадь Ленина,residential,,,,False,165.682,"LINESTRING (35.997716 54.741958, 35.997688 54.7415544, 35.9976876 54.7414134, 35.9977187 54.7409793, 35.9977262 54.7404687)",29Н-086
186950559,False,,площадь Ленина,residential,,,,True,71.703,"LINESTRING (35.997716 54.741958, 35.9977342 54.7424919, 35.9977093 54.7426018)",29Н-086
187695549,False,,площадь Ленина,residential,,,,True,70.501,"LINESTRING (35.997716 54.741958, 35.9982798 54.7419501, 35.9983644 54.7419487, 35.998814 54.7419422)",
888336933,False,,,unclassified,,,,True,45.414,"LINESTRING (35.9941003 54.7413037, 35.9939946 54.7414501, 35.9938426 54.741684)",
208642226,False,,,residential,,,,True,49.229,"LINESTRING (35.9938426 54.741684, 35.9930775 54.7417146)",
887047763,False,,,residential,,,,False,91.59,"LINESTRING (35.9938426 54.741684, 35.9939134 54.7420088, 35.9939762 54.7425038)",
888336933,False,,,unclassified,,,,False,45.414,"LINESTRING (35.9938426 54.741684, 35.9939946 54.7414501, 35.9941003 54.7413037)",
208642226,False,,,residential,,,,False,49.229,"LINESTRING (35.9930775 54.7417146, 35.9938426 54.741684)",
208642226,False,,,residential,,,,True,128.315,"LINESTRING (35.9930775 54.7417146, 35.9910884 54.7418295)",
208642230,False,,,unclassified,,,,True,157.355,"LINESTRING (35.9930775 54.7417146, 35.9928517 54.7413822, 35.9926715 54.7413599, 35.9922043 54.741328, 35.991707 54.7412252, 35.9910575 54.7412112)",
186950611,False,,Бумажная улица,tertiary,60,,,True,68.781,"LINESTRING (35.9910884 54.7418295, 35.9910575 54.7412112)",
208642226,False,,,residential,,,,False,128.315,"LINESTRING (35.9910884 54.7418295, 35.9930775 54.7417146)",
186950611,False,,Бумажная улица,tertiary,60,,,False,230.635,"LINESTRING (35.9910884 54.7418295, 35.9911249 54.7421642, 35.9911814 54.7422393, 35.9912766 54.742298, 35.9914794 54.7423424, 35.9918882 54.742389, 35.9939762 54.7425038)",
379743112,False,,Московская улица,tertiary,,,,False,66.972,"LINESTRING (36.003688 54.7423615, 36.0026503 54.7424242)",29Н-090
208642222,False,,,unclassified,,,,True,139.344,"LINESTRING (36.003688 54.7423615, 36.003444 54.7417281, 36.0034632 54.7416082, 36.0034204 54.741301, 36.0035656 54.7411466)",
379743112,False,,Московская улица,tertiary,,,,False,54.229,"LINESTRING (36.0026503 54.7424242, 36.0018096 54.7424725)",29Н-090
379743112,False,,Московская улица,tertiary,,,,True,66.972,"LINESTRING (36.0026503 54.7424242, 36.003688 54.7423615)",29Н-090
"[208642200, 610272336]",False,,,unclassified,,,,"[False, True]",214.447,"LINESTRING (36.0026503 54.7424242, 36.0026058 54.7419792, 36.0025942 54.7418352, 36.0024923 54.7417035, 36.0024056 54.7416637, 36.0024118 54.741558, 36.0021234 54.7413973, 36.0016087 54.7406617)",
186950611,False,,Бумажная улица,tertiary,60,,,False,10.541,"LINESTRING (35.9939762 54.7425038, 35.9941401 54.7425098)",
186950611,False,,Бумажная улица,tertiary,60,,,True,230.635,"LINESTRING (35.9939762 54.7425038, 35.9918882 54.742389, 35.9914794 54.7423424, 35.9912766 54.742298, 35.9911814 54.7422393, 35.9911249 54.7421642, 35.9910884 54.7418295)",
887047763,False,,,residential,,,,True,91.59,"LINESTRING (35.9939762 54.7425038, 35.9939134 54.7420088, 35.9938426 54.741684)",
208642204,False,,,residential,,,,True,110.523,"LINESTRING (36.0043277 54.7436574, 36.0029823 54.7437195, 36.0026111 54.7437355)",
116700894,False,1,улица Свободы,residential,40,yes,4,False,82.947,"LINESTRING (35.9990015 54.7445253, 35.9989326 54.7437804)",
116700894,False,1,улица Свободы,residential,40,yes,4,True,80.135,"LINESTRING (35.9990015 54.7445253, 35.9990756 54.7452447)",
208642196,False,,улица Пушкина,residential,,,,True,246.763,"LINESTRING (35.9990015 54.7445253, 35.9993348 54.7445448, 36.0027659 54.7441188)",
208642164,False,,,residential,,,,False,133.857,"LINESTRING (36.0045936 54.7459353, 36.0038433 54.7463771, 36.0036879 54.7466808, 36.0033626 54.7468727)",
379743141,False,,улица Степана Разина,residential,,,,True,162.66899999999998,"LINESTRING (36.0045936 54.7459353, 36.0034068 54.7450656, 36.0031268 54.7447486)",
116701506,False,2,улица Луначарского,tertiary,60,yes,6,True,89.439,"LINESTRING (35.9959195 54.7460799, 35.9962592 54.7456595, 35.9965142 54.7453525)",
208642164,False,,,residential,,,,True,133.857,"LINESTRING (36.0033626 54.7468727, 36.0036879 54.7466808, 36.0038433 54.7463771, 36.0045936 54.7459353)",
"[185245482, 186950554, 186950546]",False,1,улица Спортсмена,residential,,,,"[False, True]",495.653,"LINESTRING (36.0018843 54.7395256, 36.0019022 54.7393826, 36.0018442 54.7390637, 36.0017101 54.7388043, 36.0011324 54.7382665, 36.0010218 54.7382581, 36.0006123 54.7383398, 36.0005191 54.7383384, 36.0003756 54.7383373, 36.0001332 54.7382467, 35.9998556 54.7381686, 35.9991785 54.7382806, 35.9990777 54.7382396, 35.9989966 54.7380799, 35.9981089 54.7381278, 35.9980712 54.7381298, 35.9961547 54.7382503)",
185245482,False,,улица Спортсмена,residential,,,,True,135.934,"LINESTRING (36.0018843 54.7395256, 36.0018959 54.7396567, 36.00186 54.7397237, 36.0010298 54.7402712, 36.0009026 54.7404055, 36.000865 54.7405442)",
187695486,False,,Трудовой переулок,residential,,,,True,348.353,"LINESTRING (36.0018843 54.7395256, 36.0017707 54.7394532, 36.00159 54.7393811, 36.001367 54.739354, 36.0009929 54.7393822, 36.0004864 54.7394636, 36.0002546 54.7394008, 35.9988206 54.739506, 35.9968618 54.739543, 35.9966445 54.7396089)",
186950611,False,,Бумажная улица,tertiary,60,,,True,10.541,"LINESTRING (35.9941401 54.7425098, 35.9939762 54.7425038)",
186950611,False,,Бумажная улица,tertiary,60,,,False,229.36599999999999,"LINESTRING (35.9941401 54.7425098, 35.9946509 54.7425249, 35.9968339 54.7425941, 35.9974422 54.7426034, 35.9977093 54.7426018)",
475169320,False,,,unclassified,20,,,False,84.34200000000001,"LINESTRING (35.9941401 54.7425098, 35.9940648 54.7427226, 35.9940383 54.7428829, 35.9940354 54.7430141, 35.994051 54.743263)",
475169320,False,,,unclassified,20,,,True,84.342,"LINESTRING (35.994051 54.743263, 35.9940354 54.7430141, 35.9940383 54.7428829, 35.9940648 54.7427226, 35.9941401 54.7425098)",
