osmid,oneway,lanes,name,highway,maxspeed,access,width,reversed,length,geometry,ref
116701506,False,2,улица Луначарского,tertiary,60,yes,6,False,127.509,"LINESTRING (35.9977093 54.7426018, 35.9976682 54.742721, 35.9974783 54.7437403)",
186950559,False,,площадь Ленина,residential,,,,False,71.703,"LINESTRING (35.9977093 54.7426018, 35.9977342 54.7424919, 35.997716 54.741958)",29Н-086
186950611,False,,Бумажная улица,tertiary,60,,,True,229.36599999999999,"LINESTRING (35.9977093 54.7426018, 35.9974422 54.7426034, 35.9968339 54.7425941, 35.9946509 54.7425249, 35.9941401 54.7425098)",
379743112,False,,Московская улица,tertiary,,,,True,71.573,"LINESTRING (35.9977093 54.7426018, 35.9979023 54.7426003, 35.9988235 54.7425775)",29Н-090
186950611,False,,Бумажная улица,tertiary,60,,,False,68.781,"LINESTRING (35.9910575 54.7412112, 35.9910884 54.7418295)",
208642230,False,,,unclassified,,,,False,157.35500000000002,"LINESTRING (35.9910575 54.7412112, 35.991707 54.7412252, 35.9922043 54.741328, 35.9926715 54.7413599, 35.9928517 54.7413822, 35.9930775 54.7417146)",
116700894,False,1,улица Свободы,residential,40,yes,4,True,54.799,"LINESTRING (35.9988235 54.7425775, 35.9988541 54.74307)",
379743112,False,,Московская улица,tertiary,,,,False,71.573,"LINESTRING (35.9988235 54.7425775, 35.9979023 54.7426003, 35.9977093 54.7426018)",29Н-090
379743112,False,,Московская улица,tertiary,,,,True,192.09199999999998,"LINESTRING (35.9988235 54.7425775, 36.0001392 54.7425538, 36.0018096 54.7424725)",29Н-090
116700894,False,1,улица Свободы,residential,40,yes,4,False,80.135,"LINESTRING (35.9990756 54.7452447, 35.9990015 54.7445253)",
116701507,False,1,улица Некрасова,residential,,yes,3,True,265.808,"LINESTRING (35.9990756 54.7452447, 36.0031268 54.7447486)",
116701507,False,1,улица Некрасова,residential,,yes,3,False,167.975,"LINESTRING (35.9990756 54.7452447, 35.9971678 54.7454388, 35.9967456 54.7454154, 35.9965142 54.7453525)",
116701507,False,1,улица Некрасова,residential,,yes,3,False,265.808,"LINESTRING (36.0031268 54.7447486, 35.9990756 54.7452447)",
185245483,False,,Почтовая улица,residential,,,,False,73.762,"LINESTRING (36.0031268 54.7447486, 36.0027659 54.7441188)",
379743141,False,,улица Степана Разина,residential,,,,False,162.66899999999998,"LINESTRING (36.0031268 54.7447486, 36.0034068 54.7450656, 36.0045936 54.7459353)",
