osmid,name,highway,width,oneway,reversed,length,geometry,maxspeed
36355731,Интернациональная улица,residential,8,False,False,115.42699999999999,"LINESTRING (49.6197672 60.3322441, 49.6199498 60.3323246, 49.621176 60.3328655, 49.621333 60.3329347)",
141224770,улица Мира,secondary,8,False,False,85.838,"LINESTRING (49.6197672 60.3322441, 49.6195921 60.3323274, 49.6192574 60.3324865, 49.6188441 60.3326278, 49.6185329 60.3327075)",60
141224770,улица Мира,secondary,8,False,True,104.399,"LINESTRING (49.6197672 60.3322441, 49.6208182 60.3315206, 49.6208745 60.3314818)",60
36355731,Интернациональная улица,residential,8,False,True,134.95,"LINESTRING (49.6231635 60.3337422, 49.621333 60.3329347)",
36355731,Интернациональная улица,residential,8,False,False,89.043,"LINESTRING (49.6231635 60.3337422, 49.6245874 60.334063, 49.6246321 60.3340775)",
61490910,Трудовая улица,residential,5,False,False,150.018,"LINESTRING (49.6231635 60.3337422, 49.6222862 60.3342505, 49.6212495 60.3346977)",
36355731,Интернациональная улица,residential,8,False,True,25.064,"LINESTRING (49.6266494 60.3345644, 49.6262667 60.3344422)",
36355731,Интернациональная улица,residential,8,False,False,98.824,"LINESTRING (49.6246321 60.3340775, 49.6259172 60.3343421, 49.6262667 60.3344422)",
36355731,Интернациональная улица,residential,8,False,True,89.043,"LINESTRING (49.6246321 60.3340775, 49.6245874 60.334063, 49.6231635 60.3337422)",
36356261,улица 1 Мая,residential,6,False,False,298.84299999999996,"LINESTRING (49.6246321 60.3340775, 49.6249057 60.333784, 49.6258385 60.3327833, 49.6264367 60.332169, 49.6267736 60.3318438, 49.626814 60.3318048, 49.6269716 60.3316526)",
36356271,Советская улица,residential,5,False,False,267.692,"LINESTRING (49.6212495 60.3346977, 49.6206026 60.3342976, 49.6196743 60.3336727, 49.6194656 60.3335178, 49.6186735 60.3328549, 49.6185329 60.3327075)",
61490910,Трудовая улица,residential,5,False,False,88.14099999999999,"LINESTRING (49.6212495 60.3346977, 49.6202292 60.3352361, 49.6201974 60.335255, 49.6201585 60.3352779)",
61490910,Трудовая улица,residential,5,False,True,150.018,"LINESTRING (49.6212495 60.3346977, 49.6222862 60.3342505, 49.6231635 60.3337422)",
61490910,Трудовая улица,residential,5,False,True,88.14099999999999,"LINESTRING (49.6201585 60.3352779, 49.6201974 60.335255, 49.6202292 60.3352361, 49.6212495 60.3346977)",
78368500,Центральная улица,tertiary,8,False,False,127.97300000000001,"LINESTRING (49.6201585 60.3352779, 49.6202047 60.3352946, 49.6206624 60.3354902, 49.6219273 60.3360249)",
78368504,Центральная улица,tertiary,8,False,True,193.612,"LINESTRING (49.6201585 60.3352779, 49.6188133 60.334715, 49.618624 60.3346291, 49.61844 60.3345258, 49.6181837 60.3343656, 49.6179994 60.3340964, 49.6179241 60.3339866)",
1057795992,улица Юности,residential,5,False,True,91.991,"LINESTRING (49.6170701 60.3378138, 49.6162616 60.3370897)",
61490863,улица Гагарина,residential,5,False,True,273.557,"LINESTRING (49.6118684 60.338241, 49.6162616 60.3370897)",
61490903,Полевая улица,residential,3,False,True,90.995,"LINESTRING (49.6118684 60.338241, 49.6114247 60.3378631, 49.6110212 60.3375383)",
78368497,улица Мира,residential,8,False,True,101.66,"LINESTRING (49.6106321 60.333453, 49.611024 60.3333739, 49.612239 60.3330064)",
739532071,,residential,5,False,False,101.35900000000001,"LINESTRING (49.6106321 60.333453, 49.6111935 60.3338678, 49.6116742 60.3342045)",60
739532071,,residential,5,False,True,74.02900000000001,"LINESTRING (49.6106321 60.333453, 49.6101648 60.3330406, 49.6099743 60.3329251, 49.6099716 60.3328813)",60
61490855,улица 500 лет Объячево,residential,4,False,False,208.817,"LINESTRING (49.6135705 60.335906, 49.6102824 60.3368433)",
61490858,,residential,5,False,True,89.074,"LINESTRING (49.6135705 60.335906, 49.6128031 60.3352007)",60
61490858,,residential,5,False,False,100.0,"LINESTRING (49.6135705 60.335906, 49.6141184 60.3363363, 49.6143602 60.3364174, 49.6146083 60.3364476, 49.6148501 60.3364445)",60
36355731,Интернациональная улица,residential,8,False,False,25.064,"LINESTRING (49.6262667 60.3344422, 49.6266494 60.3345644)",
36355731,Интернациональная улица,residential,8,False,True,98.824,"LINESTRING (49.6262667 60.3344422, 49.6259172 60.3343421, 49.6246321 60.3340775)",
61490867,Центральная улица,secondary,8,False,True,122.19000000000001,"LINESTRING (49.6179241 60.3339866, 49.6178899 60.3339232, 49.6178257 60.3337794, 49.6174651 60.3330639, 49.6174307 60.3330053, 49.6173902 60.3329201)",60
61490883,Октябрьская улица,secondary,8,False,False,312.52,"LINESTRING (49.6179241 60.3339866, 49.6177493 60.3340212, 49.6151737 60.3346367, 49.6128031 60.3352007)",60
78368504,Центральная улица,tertiary,8,False,False,193.612,"LINESTRING (49.6179241 60.3339866, 49.6179994 60.3340964, 49.6181837 60.3343656, 49.61844 60.3345258, 49.618624 60.3346291, 49.6188133 60.334715, 49.6201585 60.3352779)",
61490903,Полевая улица,residential,3,False,True,87.322,"LINESTRING (49.6110212 60.3375383, 49.6102824 60.3368433)",
