osmid,oneway,lanes,name,highway,reversed,length,geometry,bridge,width,maxspeed,access
158598601,False,4,улица Синёва,secondary,True,10.274,"LINESTRING (37.9851611 44.9306535, 37.9850484 44.9307001)",,,,
158598601,False,4,улица Синёва,secondary,False,160.40800000000002,"LINESTRING (37.9851611 44.9306535, 37.9852479 44.9306163, 37.9853214 44.9305991, 37.9860659 44.9304517, 37.9863281 44.9304033, 37.9869605 44.9302753, 37.9871145 44.9302537)",,,,
231960598,True,2,улица Ленина,residential,False,163.05999999999997,"LINESTRING (37.9851611 44.9306535, 37.9851627 44.9308114, 37.9852285 44.9315361, 37.9852717 44.9320302, 37.9852331 44.9321131)",,,,
158598601,False,4,улица Синёва,secondary,False,10.274,"LINESTRING (37.9850484 44.9307001, 37.9851611 44.9306535)",,,,
"[979779400, 158598601, 979779402]",False,4,улица Синёва,secondary,True,172.666,"LINESTRING (37.9850484 44.9307001, 37.9849698 44.9307432, 37.9848736 44.9307752, 37.9830574 44.9311466, 37.9829676 44.931173)",,,40,
231960593,True,2,улица Ленина,secondary,False,136.369,"LINESTRING (37.9850484 44.9307001, 37.9850403 44.9304929, 37.9849592 44.9294754)",,,,
899813921,False,2,Горная улица,secondary,True,29.086,"LINESTRING (37.9846102 44.9283749, 37.9849766 44.9283413)",,,,
899813921,False,2,Горная улица,secondary,False,158.115,"LINESTRING (37.9846102 44.9283749, 37.9844255 44.9283833, 37.9841429 44.9284333, 37.9831381 44.928541, 37.9826325 44.9286134)",,,,
979778127,True,2,улица Луначарского,secondary,False,310.439,"LINESTRING (37.9846102 44.9283749, 37.9845055 44.9282644, 37.984231 44.9279862, 37.9840836 44.9278072, 37.9835238 44.9271489, 37.982552 44.9259946)",,,40,
899813921,False,2,Горная улица,secondary,False,29.086,"LINESTRING (37.9849766 44.9283413, 37.9846102 44.9283749)",,,,
107282367,True,2,улица Ленина,secondary,False,125.262,"LINESTRING (37.9849766 44.9283413, 37.9849919 44.9284894, 37.9850687 44.9294659)",,,,
"[130102854, 166631958]",False,,Адагумская улица,secondary,True,269.332,"LINESTRING (37.9896628 44.9297326, 37.9896955 44.9298107, 37.989799 44.930015, 37.9898449 44.9301195, 37.9898882 44.9303165, 37.9901189 44.930657, 37.9902614 44.9309647, 37.9903124 44.9311741, 37.9903449 44.9317035, 37.990417 44.9319641, 37.9904091 44.9320694)",,,,
231960605,False,4,улица Синёва,secondary,False,121.011,"LINESTRING (37.9896628 44.9297326, 37.9907268 44.929515, 37.9910167 44.9294621, 37.9910697 44.929449, 37.9911401 44.9294325)",,,,
231960605,False,4,улица Синёва,secondary,True,208.849,"LINESTRING (37.9896628 44.9297326, 37.9887568 44.9299057, 37.9880528 44.9300444, 37.9878692 44.9300838, 37.9872833 44.9302166, 37.9871145 44.9302537)",,,,
158598599,False,,Комсомольская улица,residential,False,29.41,"LINESTRING (37.9900445 44.9320117, 37.9904091 44.9320694)",,,,
130103068,False,,,residential,False,81.305,"LINESTRING (37.9900445 44.9320117, 37.9899826 44.9321217, 37.9898766 44.9322349, 37.9897207 44.9323718, 37.9895142 44.9324724, 37.9893821 44.9325533)",,,,
158598599,False,,Комсомольская улица,residential,True,84.269,"LINESTRING (37.9900445 44.9320117, 37.989668 44.931934, 37.9894891 44.9319248, 37.9893022 44.9319556, 37.9890346 44.9320622)",,,,
"[161293721, 170677026]",False,,улица Ленина,residential,True,123.118,"LINESTRING (37.9852675 44.9332962, 37.985257 44.933202, 37.9852033 44.9326474, 37.9852534 44.9322409, 37.9852495 44.9321922)",,,,
31121391,False,,улица Ленина,residential,True,8.89,"LINESTRING (37.9852495 44.9321922, 37.9852331 44.9321131)",,,,
158598597,True,,Комсомольская улица,residential,False,173.442,"LINESTRING (37.9852495 44.9321922, 37.9851112 44.9321867, 37.9841549 44.9321953, 37.9831615 44.9322009, 37.9830589 44.9321642)",,,,
"[161293721, 170677026]",False,,улица Ленина,residential,False,123.118,"LINESTRING (37.9852495 44.9321922, 37.9852534 44.9322409, 37.9852033 44.9326474, 37.985257 44.933202, 37.9852675 44.9332962)",,,,
"[170578985, 956296395]",False,,,residential,False,181.57700000000003,"LINESTRING (37.9919619 44.9314167, 37.9922851 44.9313086, 37.9932513 44.9310205, 37.9936726 44.9308772, 37.9938772 44.9307952, 37.9940565 44.9307354)",,,,
158598600,False,,Троицкая улица,residential,True,169.75400000000002,"LINESTRING (37.9927591 44.9257854, 37.992748 44.9259091, 37.9927153 44.9262722, 37.9926996 44.9266164, 37.9926733 44.9268531, 37.9926341 44.9272048, 37.9926242 44.9273088)",,,,
170611514,False,,3-й Троицкий переулок,residential,True,124.72200000000001,"LINESTRING (37.9939874 44.9269486, 37.99362 44.9269888, 37.9935466 44.9269977, 37.9933733 44.927033, 37.9933428 44.9270448, 37.9933234 44.9270624, 37.993304 44.9271086, 37.9932679 44.9272136, 37.9932513 44.9272322, 37.9932125 44.9272479, 37.9931071 44.9272646, 37.9926242 44.9273088)",,,,
158598600,False,,Троицкая улица,residential,False,169.754,"LINESTRING (37.9926242 44.9273088, 37.9926341 44.9272048, 37.9926733 44.9268531, 37.9926996 44.9266164, 37.9927153 44.9262722, 37.992748 44.9259091, 37.9927591 44.9257854)",,,,
158598600,False,,Троицкая улица,residential,True,195.96699999999998,"LINESTRING (37.9926242 44.9273088, 37.9926225 44.927355, 37.9926214 44.9274942, 37.992628 44.9276473, 37.9926643 44.9278767, 37.9926859 44.9279725, 37.9927266 44.9280805, 37.9931854 44.9288984, 37.9931936 44.9289131, 37.9932534 44.9289906)",,,,
170611514,False,,3-й Троицкий переулок,residential,False,124.72200000000001,"LINESTRING (37.9926242 44.9273088, 37.9931071 44.9272646, 37.9932125 44.9272479, 37.9932513 44.9272322, 37.9932679 44.9272136, 37.993304 44.9271086, 37.9933234 44.9270624, 37.9933428 44.9270448, 37.9933733 44.927033, 37.9935466 44.9269977, 37.99362 44.9269888, 37.9939874 44.9269486)",,,,
170626914,False,,3-й Адагумский переулок,residential,False,75.757,"LINESTRING (37.9905375 44.9275421, 37.9899161 44.9270219)",,,,
170626914,False,,3-й Адагумский переулок,residential,False,31.94,"LINESTRING (37.9899161 44.9270219, 37.9896765 44.9267901)",,,,
170626914,False,,3-й Адагумский переулок,residential,True,75.757,"LINESTRING (37.9899161 44.9270219, 37.9905375 44.9275421)",,,,
170626915,False,,,residential,True,79.032,"LINESTRING (37.9899161 44.9270219, 37.9891389 44.9272629, 37.9890887 44.9272804, 37.9889984 44.9273099)",,,,
170626914,False,,3-й Адагумский переулок,residential,True,31.94,"LINESTRING (37.9896765 44.9267901, 37.9899161 44.9270219)",,,,
899813921,False,2,Горная улица,secondary,True,33.54,"LINESTRING (37.9822164 44.9286769, 37.9825512 44.928631, 37.9826325 44.9286134)",,,,
967871569,True,,,residential,False,17.743,"LINESTRING (37.9881646 44.9273116, 37.9881221 44.9274683)",,,,
31121322,False,,,residential,False,57.452,"LINESTRING (37.9881646 44.9273116, 37.9882797 44.9269205, 37.9883319 44.9268093)",,,,
"[827791458, 827791459]",True,,Вишнёвая улица,residential,False,188.701,"LINESTRING (37.9881646 44.9273116, 37.988107 44.927304, 37.9872876 44.9271951, 37.9868842 44.9271405, 37.9862755 44.9270608, 37.9860123 44.9270258, 37.9859435 44.9270255, 37.9859028 44.9270253, 37.9858059 44.9270334)",,,20,
"[170609320, 36812427]",True,"['2', '3']","['Советская улица', 'улица Ленина']",secondary,False,18.485,"LINESTRING (37.984865 44.9273502, 37.9848951 44.9274157, 37.9849196 44.9275115)",,,,
171237262,False,,,tertiary_link,True,8.685,"LINESTRING (37.9850687 44.9294659, 37.9849592 44.9294754)",,,,
107282367,True,2,улица Ленина,secondary,False,132.311,"LINESTRING (37.9850687 44.9294659, 37.985165 44.9304878, 37.9851611 44.9306535)",,,,
171237262,False,,,tertiary_link,False,8.685,"LINESTRING (37.9849592 44.9294754, 37.9850687 44.9294659)",,,,
231960593,True,2,улица Ленина,secondary,False,127.50800000000001,"LINESTRING (37.9849592 44.9294754, 37.984897 44.9288747, 37.9848775 44.9287925, 37.9848535 44.9287168, 37.9848154 44.9286437, 37.9846102 44.9283749)",,,,
421693639,True,,,residential,False,66.729,"LINESTRING (37.9858059 44.9270334, 37.9850412 44.9270327, 37.9849583 44.9270334)",,,,
827791458,True,,Вишнёвая улица,residential,False,82.313,"LINESTRING (37.9858059 44.9270334, 37.985724 44.9270508, 37.9856528 44.9270747, 37.984929 44.9273123, 37.984865 44.9273502)",,,20,
1221383091,True,2,улица Ленина,residential,False,35.984,"LINESTRING (37.9849583 44.9270334, 37.9848914 44.9272576, 37.984865 44.9273502)",,,,
36812427,True,3,улица Ленина,secondary,False,92.40599999999999,"LINESTRING (37.9849196 44.9275115, 37.9849227 44.9275646, 37.9849677 44.9280227, 37.9849766 44.9283413)",,,,
