osmid,oneway,lanes,name,highway,reversed,length,geometry,bridge,width,maxspeed,access
170578372,False,2,Троицкая улица,secondary,False,176.78,"LINESTRING (37.9940393 44.9304593, 37.9940373 44.9302987, 37.9940177 44.9302101, 37.9938271 44.9298007, 37.9937571 44.929683, 37.9936058 44.9294349, 37.9934942 44.9292633, 37.9932534 44.9289906)",,,,
170578372,False,2,Троицкая улица,secondary,True,30.762999999999998,"LINESTRING (37.9940393 44.9304593, 37.9940379 44.9305775, 37.9940565 44.9307354)",,,,
170578372,False,2,Троицкая улица,secondary,False,30.762999999999998,"LINESTRING (37.9940565 44.9307354, 37.9940379 44.9305775, 37.9940393 44.9304593)",,,,
"[170578985, 956296395]",False,,,residential,True,181.577,"LINESTRING (37.9940565 44.9307354, 37.9938772 44.9307952, 37.9936726 44.9308772, 37.9932513 44.9310205, 37.9922851 44.9313086, 37.9919619 44.9314167)",,,,
158598600,False,,Троицкая улица,residential,False,195.96700000000004,"LINESTRING (37.9932534 44.9289906, 37.9931936 44.9289131, 37.9931854 44.9288984, 37.9927266 44.9280805, 37.9926859 44.9279725, 37.9926643 44.9278767, 37.992628 44.9276473, 37.9926214 44.9274942, 37.9926225 44.927355, 37.9926242 44.9273088)",,,,
170578372,False,2,Троицкая улица,secondary,True,176.78000000000003,"LINESTRING (37.9932534 44.9289906, 37.9934942 44.9292633, 37.9936058 44.9294349, 37.9937571 44.929683, 37.9938271 44.9298007, 37.9940177 44.9302101, 37.9940373 44.9302987, 37.9940393 44.9304593)",,,,
"[31121466, 170610460, 231960605]",False,"['2', '4']","['улица Маршала Гречко', 'улица Синёва']",secondary,True,173.518,"LINESTRING (37.9932534 44.9289906, 37.992975 44.9290407, 37.9919052 44.9292558, 37.9911401 44.9294325)",yes,14,,
31121371,False,,Крепостная улица,residential,True,62.491,"LINESTRING (37.9893821 44.9325533, 37.9892871 44.9325019, 37.9892428 44.9324621, 37.989211 44.9324195, 37.9890346 44.9320622)",,,,
130103068,False,,,residential,True,81.305,"LINESTRING (37.9893821 44.9325533, 37.9895142 44.9324724, 37.9897207 44.9323718, 37.9898766 44.9322349, 37.9899826 44.9321217, 37.9900445 44.9320117)",,,,
31121371,False,,Крепостная улица,residential,False,62.491,"LINESTRING (37.9890346 44.9320622, 37.989211 44.9324195, 37.9892428 44.9324621, 37.9892871 44.9325019, 37.9893821 44.9325533)",,,,
158598599,False,,Комсомольская улица,residential,False,84.269,"LINESTRING (37.9890346 44.9320622, 37.9893022 44.9319556, 37.9894891 44.9319248, 37.989668 44.931934, 37.9900445 44.9320117)",,,,
158598599,False,,Комсомольская улица,residential,True,136.743,"LINESTRING (37.9890346 44.9320622, 37.9883883 44.9321324, 37.9881418 44.9321558, 37.9877215 44.9321956, 37.9874636 44.9322407, 37.98732 44.9322274)",,,,
158598599,False,,Комсомольская улица,residential,True,29.41,"LINESTRING (37.9904091 44.9320694, 37.9900445 44.9320117)",,,,
"[130102854, 166631958]",False,,Адагумская улица,secondary,False,269.332,"LINESTRING (37.9904091 44.9320694, 37.990417 44.9319641, 37.9903449 44.9317035, 37.9903124 44.9311741, 37.9902614 44.9309647, 37.9901189 44.930657, 37.9898882 44.9303165, 37.9898449 44.9301195, 37.989799 44.930015, 37.9896955 44.9298107, 37.9896628 44.9297326)",,,,
956293783,False,2,Пролетарская улица,residential,True,110.47399999999999,"LINESTRING (37.9830589 44.9321642, 37.9830482 44.9320652, 37.9829961 44.9315629, 37.9829684 44.9312763, 37.9829676 44.931173)",,,,
"[979781120, 158598598, 979781119]",True,1,Комсомольская улица,residential,False,172.853,"LINESTRING (37.9830589 44.9321642, 37.9831512 44.932117, 37.9837309 44.9321158, 37.9845632 44.9321127, 37.9846349 44.9321114, 37.9851113 44.9321117, 37.9852331 44.9321131)",,,40,
31121391,False,,улица Ленина,residential,False,8.89,"LINESTRING (37.9852331 44.9321131, 37.9852495 44.9321922)",,,,
31121402,True,2,улица Ленина,residential,False,158.50300000000001,"LINESTRING (37.9852331 44.9321131, 37.9851736 44.9320218, 37.9851424 44.9315319, 37.9850677 44.9308325, 37.9850484 44.9307001)",,,,
158598598,True,,Комсомольская улица,residential,False,165.329,"LINESTRING (37.9852331 44.9321131, 37.9853735 44.9321267, 37.9867905 44.9321717, 37.9871691 44.9321881, 37.98732 44.9322274)",,,,
827791457,True,,Вишнёвая улица,residential,False,71.201,"LINESTRING (37.9889984 44.9273099, 37.9881221 44.9274683)",,,40,
151923966,False,2,Адагумская улица,secondary,False,76.556,"LINESTRING (37.9889984 44.9273099, 37.9884215 44.9268907, 37.9883319 44.9268093)",,,,yes
151923966,False,2,Адагумская улица,secondary,True,294.005,"LINESTRING (37.9889984 44.9273099, 37.9892927 44.9275348, 37.9896871 44.9278114, 37.9898892 44.927965, 37.990232 44.9281875, 37.9903578 44.9283058, 37.9906119 44.9286384, 37.990785 44.9288883, 37.9909204 44.9290749, 37.9910015 44.9291862, 37.9910532 44.9292604, 37.991098 44.9293375, 37.9911401 44.9294325)",,,,yes
170626915,False,,,residential,False,79.032,"LINESTRING (37.9889984 44.9273099, 37.9890887 44.9272804, 37.9891389 44.9272629, 37.9899161 44.9270219)",,,,
414387322,True,,Вишнёвая улица,residential,False,65.642,"LINESTRING (37.9889984 44.9273099, 37.9885279 44.9273109, 37.9881646 44.9273116)",,,40,
31121322,False,,,residential,True,57.452,"LINESTRING (37.9883319 44.9268093, 37.9882797 44.9269205, 37.9881646 44.9273116)",,,,
151923966,False,2,Адагумская улица,secondary,True,76.556,"LINESTRING (37.9883319 44.9268093, 37.9884215 44.9268907, 37.9889984 44.9273099)",,,,yes
31121319,True,,Вишнёвая улица,residential,False,264.94,"LINESTRING (37.9881221 44.9274683, 37.9880582 44.9274585, 37.9876499 44.9273961, 37.9871959 44.9273268, 37.986863 44.9272759, 37.9864831 44.9272193, 37.9862918 44.9271929, 37.986184 44.9271773, 37.9860463 44.9271625, 37.9859743 44.9271592, 37.985911 44.9271708, 37.9857981 44.9272017, 37.9850837 44.9274825, 37.9849196 44.9275115)",,,20,
151923966,False,2,Адагумская улица,secondary,False,294.005,"LINESTRING (37.9911401 44.9294325, 37.991098 44.9293375, 37.9910532 44.9292604, 37.9910015 44.9291862, 37.9909204 44.9290749, 37.990785 44.9288883, 37.9906119 44.9286384, 37.9903578 44.9283058, 37.990232 44.9281875, 37.9898892 44.927965, 37.9896871 44.9278114, 37.9892927 44.9275348, 37.9889984 44.9273099)",,,,yes
"[31121466, 170610460, 231960605]",False,"['2', '4']","['улица Маршала Гречко', 'улица Синёва']",secondary,False,173.518,"LINESTRING (37.9911401 44.9294325, 37.9919052 44.9292558, 37.992975 44.9290407, 37.9932534 44.9289906)",yes,14,,
231960605,False,4,улица Синёва,secondary,True,121.01100000000001,"LINESTRING (37.9911401 44.9294325, 37.9910697 44.929449, 37.9910167 44.9294621, 37.9907268 44.929515, 37.9896628 44.9297326)",,,,
31121314,False,2,Пролетарская улица,residential,False,286.85400000000004,"LINESTRING (37.9826325 44.9286134, 37.9826865 44.9286939, 37.9827144 44.9288096, 37.9828533 44.9297827, 37.982873 44.930454, 37.9829784 44.931076, 37.9829676 44.931173)",,,,
899813921,False,2,Горная улица,secondary,False,33.54,"LINESTRING (37.9826325 44.9286134, 37.9825512 44.928631, 37.9822164 44.9286769)",,,,
899813921,False,2,Горная улица,secondary,True,158.11499999999998,"LINESTRING (37.9826325 44.9286134, 37.9831381 44.928541, 37.9841429 44.9284333, 37.9844255 44.9283833, 37.9846102 44.9283749)",,,,
31121149,False,2,улица Карла Либкнехта,secondary,True,220.148,"LINESTRING (37.98732 44.9322274, 37.9872975 44.9321365, 37.9872489 44.9315883, 37.9872463 44.931496, 37.9872193 44.9311598, 37.9871342 44.9303729, 37.9871145 44.9302537)",,,,
158598597,True,,Комсомольская улица,residential,False,163.67699999999996,"LINESTRING (37.98732 44.9322274, 37.9872208 44.9322519, 37.9872082 44.932255, 37.9866718 44.9322384, 37.9854669 44.9322037, 37.9853693 44.9321991, 37.9852495 44.9321922)",,,,
158598599,False,,Комсомольская улица,residential,False,136.743,"LINESTRING (37.98732 44.9322274, 37.9874636 44.9322407, 37.9877215 44.9321956, 37.9881418 44.9321558, 37.9883883 44.9321324, 37.9890346 44.9320622)",,,,
31121149,False,2,улица Карла Либкнехта,secondary,False,220.14799999999997,"LINESTRING (37.9871145 44.9302537, 37.9871342 44.9303729, 37.9872193 44.9311598, 37.9872463 44.931496, 37.9872489 44.9315883, 37.9872975 44.9321365, 37.98732 44.9322274)",,,,
158598601,False,4,улица Синёва,secondary,True,160.40800000000002,"LINESTRING (37.9871145 44.9302537, 37.9869605 44.9302753, 37.9863281 44.9304033, 37.9860659 44.9304517, 37.9853214 44.9305991, 37.9852479 44.9306163, 37.9851611 44.9306535)",,,,
231960605,False,4,улица Синёва,secondary,False,208.849,"LINESTRING (37.9871145 44.9302537, 37.9872833 44.9302166, 37.9878692 44.9300838, 37.9880528 44.9300444, 37.9887568 44.9299057, 37.9896628 44.9297326)",,,,
31121314,False,2,Пролетарская улица,residential,True,286.854,"LINESTRING (37.9829676 44.931173, 37.9829784 44.931076, 37.982873 44.930454, 37.9828533 44.9297827, 37.9827144 44.9288096, 37.9826865 44.9286939, 37.9826325 44.9286134)",,,,
956293783,False,2,Пролетарская улица,residential,False,110.47399999999999,"LINESTRING (37.9829676 44.931173, 37.9829684 44.9312763, 37.9829961 44.9315629, 37.9830482 44.9320652, 37.9830589 44.9321642)",,,,
"[979779400, 158598601, 979779402]",False,4,улица Синёва,secondary,False,172.66599999999997,"LINESTRING (37.9829676 44.931173, 37.9830574 44.9311466, 37.9848736 44.9307752, 37.9849698 44.9307432, 37.9850484 44.9307001)",,,40,
