osmid,oneway,name,highway,reversed,length,geometry,bridge,lanes,maxspeed
83255849,True,Коммунарная улица,secondary,False,105.403,"LINESTRING (33.9130302 58.3887781, 33.9142247 58.3880664)",,,
100610730,False,улица Льва Толстого,residential,True,158.41400000000002,"LINESTRING (33.9130302 58.3887781, 33.912973 58.3887526, 33.911034 58.3878113)",,,
22328306,False,Советская улица,unclassified,True,156.773,"LINESTRING (33.9142247 58.3880664, 33.9141683 58.3880391, 33.9128792 58.3874161, 33.9122375 58.3871163)",,,
"[26410872, 83255850, 26231471]",False,"['улица Карла Либкнехта', 'улица Декабристов']",primary,True,574.458,"LINESTRING (33.9067029 58.3925097, 33.9064374 58.3923721, 33.9042162 58.3913445, 33.9009008 58.3897514, 33.9006496 58.3896214, 33.8999909 58.3893242, 33.8993819 58.3890517)",yes,2,60
119748458,False,улица Декабристов,primary,False,68.32,"LINESTRING (33.9067029 58.3925097, 33.9071527 58.3927277, 33.9075639 58.3929267)",,,
163631940,False,площадь Володарского,secondary,False,47.661,"LINESTRING (33.9067029 58.3925097, 33.9070292 58.3923177, 33.907247 58.3921897)",,,
50508945,False,улица А.Кузнецова,secondary,False,106.824,"LINESTRING (33.913409 58.3916024, 33.9134868 58.3915615, 33.914653 58.3908969)",,,
60238890,False,улица Подбельского,secondary,True,225.005,"LINESTRING (33.913409 58.3916024, 33.913301 58.3915507, 33.9130855 58.3914476, 33.9122012 58.3910248, 33.9106133 58.3902655, 33.910557 58.3902385)",,,
911214648,True,улица А.Кузнецова,secondary,False,109.527,"LINESTRING (33.913409 58.3916024, 33.9133371 58.3916374, 33.9121018 58.39231)",,,
51582365,False,проезд Гагарина,residential,True,305.828,"LINESTRING (33.910557 58.3902385, 33.9104992 58.3902108, 33.9099465 58.3899456, 33.9084289 58.3892177, 33.9066856 58.3883819)",,,
60238890,False,улица Подбельского,secondary,False,225.005,"LINESTRING (33.910557 58.3902385, 33.9106133 58.3902655, 33.9122012 58.3910248, 33.9130855 58.3914476, 33.913301 58.3915507, 33.913409 58.3916024)",,,
83255849,True,Коммунарная улица,secondary,False,110.42199999999998,"LINESTRING (33.910557 58.3902385, 33.9106261 58.3901978, 33.9117526 58.389534, 33.9118162 58.3894965)",,,
49010955,False,улица 9 Января,residential,False,227.117,"LINESTRING (33.914653 58.3908969, 33.913498 58.3903265, 33.911879 58.389527, 33.9118162 58.3894965)",,,
50508945,False,улица А.Кузнецова,secondary,True,106.824,"LINESTRING (33.914653 58.3908969, 33.9134868 58.3915615, 33.913409 58.3916024)",,,
83255849,True,Коммунарная улица,secondary,False,106.712,"LINESTRING (33.9118162 58.3894965, 33.9130302 58.3887781)",,,
49010955,False,улица 9 Января,residential,True,227.117,"LINESTRING (33.9118162 58.3894965, 33.911879 58.389527, 33.913498 58.3903265, 33.914653 58.3908969)",,,
164962220,False,улица 9 Января,residential,False,155.584,"LINESTRING (33.9118162 58.3894965, 33.9117526 58.3894654, 33.9112354 58.3892123, 33.909865 58.3885416)",,,
62021509,True,Коммунарная улица,secondary,False,117.511,"LINESTRING (33.9079735 58.3917715, 33.9092877 58.39097)",,,
163631940,False,площадь Володарского,secondary,True,62.889,"LINESTRING (33.9079735 58.3917715, 33.907247 58.3921897)",,,
50509688,False,улица Физкультуры,residential,False,218.232,"LINESTRING (33.9079735 58.3917715, 33.9080705 58.3918164, 33.9107005 58.3931165)",,,
50509688,False,улица Физкультуры,residential,True,218.232,"LINESTRING (33.9107005 58.3931165, 33.9080705 58.3918164, 33.9079735 58.3917715)",,,
49010960,False,Комсомольская улица,residential,False,159.808,"LINESTRING (33.9135121 58.3864039, 33.911501 58.3854271)",,,
162605410,False,улица Майкова,residential,False,108.602,"LINESTRING (33.9135121 58.3864039, 33.9122375 58.3871163)",,,
162605410,False,улица Майкова,residential,True,124.117,"LINESTRING (33.9135121 58.3864039, 33.914917 58.3855651)",,,
164962226,False,улица Дзержинского,residential,True,111.273,"LINESTRING (33.9040344 58.3884168, 33.9047063 58.3887459, 33.9054285 58.3891005)",,,
174800869,False,набережная Октябрьской Революции,residential,True,108.43599999999999,"LINESTRING (33.9040344 58.3884168, 33.9041958 58.3882303, 33.9044196 58.3880672, 33.9050885 58.387689, 33.9051583 58.3876496)",,,
1028900564,False,набережная Октябрьской Революции,unclassified,False,155.985,"LINESTRING (33.9040344 58.3884168, 33.9037277 58.3884727, 33.9036745 58.3885701, 33.9036836 58.3887599, 33.9037223 58.3889539, 33.9042194 58.389512, 33.9043344 58.3896277)",,,
100610726,False,улица 9 Января,residential,True,115.19,"LINESTRING (33.9065546 58.3869501, 33.9080165 58.3876472)",,,
174800869,False,набережная Октябрьской Революции,residential,True,107.696,"LINESTRING (33.9065546 58.3869501, 33.9081316 58.3864454)",,,
174800869,False,набережная Октябрьской Революции,residential,False,112.575,"LINESTRING (33.9065546 58.3869501, 33.9056492 58.3874037, 33.9052404 58.3876085, 33.9051583 58.3876496)",,,
22328306,False,Советская улица,unclassified,False,194.672,"LINESTRING (33.9098197 58.3859085, 33.9122375 58.3871163)",,,
162605406,False,набережная Октябрьской Революции,unclassified,False,115.09,"LINESTRING (33.9098197 58.3859085, 33.9081316 58.3864454)",,,
162605406,False,набережная Октябрьской Революции,unclassified,True,111.667,"LINESTRING (33.9098197 58.3859085, 33.911501 58.3854271)",,,
26260132,False,Порожская улица,residential,False,149.232,"LINESTRING (33.9130173 58.3846654, 33.914917 58.3855651)",,,
162605406,False,набережная Октябрьской Революции,unclassified,False,122.415,"LINESTRING (33.9130173 58.3846654, 33.911501 58.3854271)",,,
"[49291728, 49298818]",False,"['улица Майкова', 'площадь Володарского']",residential,True,170.64,"LINESTRING (33.9070626 58.391342, 33.9068379 58.3909355, 33.9066489 58.3906601, 33.9065985 58.390582, 33.9065546 58.3904791, 33.9065568 58.3904072, 33.9066008 58.3903287, 33.9066853 58.3902656, 33.9072196 58.38998)",,,
49298820,True,площадь Володарского,residential,False,71.407,"LINESTRING (33.9070626 58.391342, 33.9079026 58.391738, 33.9079735 58.3917715)",,,
26260083,False,проезд Гагарина,residential,False,120.643,"LINESTRING (33.9051583 58.3876496, 33.9066856 58.3883819)",,,
174800869,False,набережная Октябрьской Революции,residential,False,108.436,"LINESTRING (33.9051583 58.3876496, 33.9050885 58.387689, 33.9044196 58.3880672, 33.9041958 58.3882303, 33.9040344 58.3884168)",,,
174800869,False,набережная Октябрьской Революции,residential,True,112.57499999999999,"LINESTRING (33.9051583 58.3876496, 33.9052404 58.3876085, 33.9056492 58.3874037, 33.9065546 58.3869501)",,,
26260083,False,проезд Гагарина,residential,True,120.643,"LINESTRING (33.9066856 58.3883819, 33.9051583 58.3876496)",,,
26251651,False,переулок Реппо,residential,False,112.656,"LINESTRING (33.9066856 58.3883819, 33.9067579 58.388342, 33.9080165 58.3876472)",,,
26251651,False,переулок Реппо,residential,True,108.411,"LINESTRING (33.9066856 58.3883819, 33.9066225 58.388418, 33.9065762 58.3884444, 33.9057666 58.3889072, 33.9056776 58.3889581, 33.9054285 58.3891005)",,,
51582365,False,проезд Гагарина,residential,False,305.82800000000003,"LINESTRING (33.9066856 58.3883819, 33.9084289 58.3892177, 33.9099465 58.3899456, 33.9104992 58.3902108, 33.910557 58.3902385)",,,
100610730,False,улица Льва Толстого,residential,True,227.346,"LINESTRING (33.911034 58.3878113, 33.9081316 58.3864454)",,,
162605410,False,улица Майкова,residential,False,106.003,"LINESTRING (33.911034 58.3878113, 33.909865 58.3885416)",,,
162605410,False,улица Майкова,residential,True,104.369,"LINESTRING (33.911034 58.3878113, 33.9122375 58.3871163)",,,
100610730,False,улица Льва Толстого,residential,False,158.41400000000002,"LINESTRING (33.911034 58.3878113, 33.912973 58.3887526, 33.9130302 58.3887781)",,,
162605410,False,улица Майкова,residential,True,106.003,"LINESTRING (33.909865 58.3885416, 33.911034 58.3878113)",,,
100610726,False,улица 9 Января,residential,False,146.623,"LINESTRING (33.909865 58.3885416, 33.9097126 58.3884679, 33.9095416 58.3883851, 33.9093896 58.3883115, 33.9080165 58.3876472)",,,
164962220,False,улица 9 Января,residential,True,155.58399999999997,"LINESTRING (33.909865 58.3885416, 33.9112354 58.3892123, 33.9117526 58.3894654, 33.9118162 58.3894965)",,,
"[49291728, 49298818]",False,"['улица Майкова', 'площадь Володарского']",residential,False,170.64,"LINESTRING (33.9072196 58.38998, 33.9066853 58.3902656, 33.9066008 58.3903287, 33.9065568 58.3904072, 33.9065546 58.3904791, 33.9065985 58.390582, 33.9066489 58.3906601, 33.9068379 58.3909355, 33.9070626 58.391342)",,,
164962226,False,улица Дзержинского,residential,False,143.042,"LINESTRING (33.9072196 58.38998, 33.9069179 58.3898319, 33.9054285 58.3891005)",,,
164962226,False,улица Дзержинского,residential,True,163.23900000000003,"LINESTRING (33.9072196 58.38998, 33.9073334 58.3900341, 33.9089447 58.3908008, 33.9092104 58.3909332, 33.9092877 58.39097)",,,
26251651,False,переулок Реппо,residential,False,108.41099999999999,"LINESTRING (33.9054285 58.3891005, 33.9056776 58.3889581, 33.9057666 58.3889072, 33.9065762 58.3884444, 33.9066225 58.388418, 33.9066856 58.3883819)",,,
164962226,False,улица Дзержинского,residential,False,111.273,"LINESTRING (33.9054285 58.3891005, 33.9047063 58.3887459, 33.9040344 58.3884168)",,,
164962226,False,улица Дзержинского,residential,True,143.042,"LINESTRING (33.9054285 58.3891005, 33.9069179 58.3898319, 33.9072196 58.38998)",,,
100610726,False,улица 9 Января,residential,False,115.19,"LINESTRING (33.9080165 58.3876472, 33.9065546 58.3869501)",,,
26251651,False,переулок Реппо,residential,True,112.656,"LINESTRING (33.9080165 58.3876472, 33.9067579 58.388342, 33.9066856 58.3883819)",,,
100610726,False,улица 9 Января,residential,True,146.62300000000002,"LINESTRING (33.9080165 58.3876472, 33.9093896 58.3883115, 33.9095416 58.3883851, 33.9097126 58.3884679, 33.909865 58.3885416)",,,
911214648,True,улица А.Кузнецова,secondary,False,121.29,"LINESTRING (33.9121018 58.39231, 33.9107005 58.3931165)",,,
26231655,False,улица Дзержинского,residential,False,221.587,"LINESTRING (33.9121018 58.39231, 33.9093589 58.3910007, 33.9092877 58.39097)",,,
59875799,False,Мстинский переулок,residential,True,154.185,"LINESTRING (33.8986987 58.390074, 33.8996147 58.389574, 33.8997878 58.3894644, 33.8998563 58.3893636, 33.8993175 58.389087, 33.8993819 58.3890517)",,,
22328306,False,Советская улица,unclassified,True,194.672,"LINESTRING (33.9122375 58.3871163, 33.9098197 58.3859085)",,,
162605410,False,улица Майкова,residential,False,104.369,"LINESTRING (33.9122375 58.3871163, 33.911034 58.3878113)",,,
162605410,False,улица Майкова,residential,True,108.602,"LINESTRING (33.9122375 58.3871163, 33.9135121 58.3864039)",,,
22328306,False,Советская улица,unclassified,False,156.773,"LINESTRING (33.9122375 58.3871163, 33.9128792 58.3874161, 33.9141683 58.3880391, 33.9142247 58.3880664)",,,
100610730,False,улица Льва Толстого,residential,False,227.346,"LINESTRING (33.9081316 58.3864454, 33.911034 58.3878113)",,,
162605406,False,набережная Октябрьской Революции,unclassified,True,115.09,"LINESTRING (33.9081316 58.3864454, 33.9098197 58.3859085)",,,
174800869,False,набережная Октябрьской Революции,residential,False,107.696,"LINESTRING (33.9081316 58.3864454, 33.9065546 58.3869501)",,,
26231655,False,улица Дзержинского,residential,True,221.587,"LINESTRING (33.9092877 58.39097, 33.9093589 58.3910007, 33.9121018 58.39231)",,,
163613577,True,Коммунарная улица,secondary,False,109.948,"LINESTRING (33.9092877 58.39097, 33.9104995 58.3902724, 33.910557 58.3902385)",,,
164962226,False,улица Дзержинского,residential,False,163.239,"LINESTRING (33.9092877 58.39097, 33.9092104 58.3909332, 33.9089447 58.3908008, 33.9073334 58.3900341, 33.9072196 58.38998)",,,
26260132,False,Порожская улица,residential,True,149.232,"LINESTRING (33.914917 58.3855651, 33.9130173 58.3846654)",,,
162605410,False,улица Майкова,residential,False,124.117,"LINESTRING (33.914917 58.3855651, 33.9135121 58.3864039)",,,
49010960,False,Комсомольская улица,residential,True,159.808,"LINESTRING (33.911501 58.3854271, 33.9135121 58.3864039)",,,
162605406,False,набережная Октябрьской Революции,unclassified,False,111.667,"LINESTRING (33.911501 58.3854271, 33.9098197 58.3859085)",,,
162605406,False,набережная Октябрьской Революции,unclassified,True,122.415,"LINESTRING (33.911501 58.3854271, 33.9130173 58.3846654)",,,
48661091,True,площадь Володарского,residential,False,94.871,"LINESTRING (33.907247 58.3921897, 33.9070626 58.391342)",,,
163631940,False,площадь Володарского,secondary,False,62.889,"LINESTRING (33.907247 58.3921897, 33.9079735 58.3917715)",,,
163631940,False,площадь Володарского,secondary,True,47.661,"LINESTRING (33.907247 58.3921897, 33.9070292 58.3923177, 33.9067029 58.3925097)",,,
