osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,tunnel,junction
600300758,Søndergade,tertiary,50,False,False,31.139,"LINESTRING (9.1373101 55.4745809, 9.1374346 55.4748519)",,,
27295955,Jyllandsgade,tertiary,50,False,False,55.099,"LINESTRING (9.1373101 55.4745809, 9.1366262 55.474686, 9.1364663 55.4747106)",,,
27295964,Søndergade,tertiary,50,False,True,58.325,"LINESTRING (9.1373101 55.4745809, 9.1371967 55.4743227, 9.1370866 55.4740719)",,,
27295952,Vestergade,tertiary,50,False,False,470.60900000000004,"LINESTRING (9.1347499 55.4749743, 9.1346874 55.4750054, 9.1346548 55.4750607, 9.1346605 55.4753121, 9.1346085 55.4753739, 9.1344327 55.4754314, 9.1341729 55.4755165, 9.1336222 55.4756967, 9.1332278 55.4758258, 9.1315325 55.4763806, 9.1308106 55.4766152, 9.1296656 55.4769874, 9.1287868 55.477273)",2,,
27585271,Grønvangsallé,living_street,,False,False,434.447,"LINESTRING (9.1347499 55.4749743, 9.1346084 55.4749319, 9.1345173 55.4749248, 9.1340724 55.4748902, 9.1337776 55.4748666, 9.1328137 55.474818, 9.1327273 55.474812, 9.1326251 55.4748049, 9.1312862 55.4747122, 9.1300724 55.4746253, 9.1299459 55.4746556, 9.1298241 55.4748344, 9.1297284 55.4748719, 9.1296119 55.4748887, 9.1281619 55.4748383)",,,
600300757,Jyllandsgade,tertiary,50,False,True,59.323,"LINESTRING (9.1347499 55.4749743, 9.1348415 55.4749437, 9.1351164 55.4749033, 9.1351626 55.4748975, 9.1356009 55.4748421, 9.1356542 55.4748354)",2,,
654246319,Nørregade,tertiary,50,False,True,33.936,"LINESTRING (9.1379841 55.4761732, 9.1378695 55.475875)",,,
27741907,Lindetorvet,residential,50,False,False,56.208,"LINESTRING (9.1379841 55.4761732, 9.1386966 55.4760944, 9.1388583 55.4760732)",,,
"[670791483, 654246316, 654246317, 654246319]","['Torvegade', 'Nørregade']",tertiary,50,False,"[False, True]",93.79700000000001,"LINESTRING (9.1379841 55.4761732, 9.1380647 55.4763792, 9.1370557 55.4765102, 9.1370269 55.4765139, 9.1369771 55.4765211)",,,
600300758,Søndergade,tertiary,50,False,True,31.139,"LINESTRING (9.1374346 55.4748519, 9.1373101 55.4745809)",,,
28001693,Mindevej,residential,50,False,True,101.63999999999999,"LINESTRING (9.1374346 55.4748519, 9.1376857 55.4748177, 9.1381194 55.4747586, 9.1385247 55.4747034, 9.1388117 55.4746643, 9.1390027 55.4746383)",,,
"[656199631, 27750397, 600300758, 27295963, 988373053]","['Søndergade', 'Nørregade']",tertiary,50,False,False,117.029,"LINESTRING (9.1374346 55.4748519, 9.1374497 55.4748885, 9.1375969 55.4752446, 9.1377053 55.4755152, 9.1377817 55.4756826, 9.1378695 55.475875)",,yes,
1140617663,Torvegade,tertiary,50,False,False,46.149,"LINESTRING (9.1362647 55.4766172, 9.1369771 55.4765211)",,,
"[27741883, 1140617662, 654246318]",Banegårdspladsen,residential,50,False,False,142.781,"LINESTRING (9.1362647 55.4766172, 9.1361819 55.4764686, 9.1361261 55.4763212, 9.1360951 55.4762393, 9.1361229 55.4761827, 9.1361786 55.4761443, 9.1364441 55.4760759, 9.1365588 55.4760652, 9.1366465 55.4760697, 9.1367318 55.4760994, 9.1368377 55.4762241, 9.1369336 55.4763654, 9.1369771 55.4765211)",,,
27295974,Torvegade,tertiary,50,False,True,138.133,"LINESTRING (9.1362647 55.4766172, 9.1360909 55.4767004, 9.135994 55.4767666, 9.1359441 55.4768514, 9.1359312 55.4769262, 9.1359022 55.4770871, 9.1358255 55.4776279, 9.1358451 55.477786)",,,
27295974,Torvegade,tertiary,50,False,False,138.13299999999998,"LINESTRING (9.1358451 55.477786, 9.1358255 55.4776279, 9.1359022 55.4770871, 9.1359312 55.4769262, 9.1359441 55.4768514, 9.135994 55.4767666, 9.1360909 55.4767004, 9.1362647 55.4766172)",,,
654253417,,tertiary,50,True,False,19.657,"LINESTRING (9.1358451 55.477786, 9.135923 55.4777874, 9.135992 55.477808, 9.136038 55.4778437, 9.1360518 55.4778872)",,,roundabout
654253417,,tertiary,50,True,False,15.367,"LINESTRING (9.1360518 55.4778872, 9.1360288 55.4779314, 9.1359728 55.4779648, 9.1358961 55.47798)",,,roundabout
654253417,,tertiary,50,True,False,18.221,"LINESTRING (9.1358961 55.47798, 9.1358242 55.4779755, 9.1357619 55.4779548, 9.1357199 55.4779215, 9.1357055 55.4778813)",,,roundabout
47199725,Skovvej,tertiary,50,False,True,76.36,"LINESTRING (9.1357055 55.4778813, 9.1344938 55.4778758)",,,
654253417,,tertiary,50,True,False,14.774000000000001,"LINESTRING (9.1357055 55.4778813, 9.1357239 55.4778383, 9.1357738 55.4778042, 9.1358451 55.477786)",,,roundabout
27295964,Søndergade,tertiary,50,False,False,112.328,"LINESTRING (9.1366118 55.4728732, 9.1366553 55.473029, 9.1366839 55.4730984, 9.1367613 55.4732847, 9.1370004 55.4738587)",,,
38000637,Plantagevej,tertiary,50,False,False,104.617,"LINESTRING (9.1366118 55.4728732, 9.1370734 55.4729236, 9.1373021 55.4729486, 9.1376296 55.4729635, 9.1382567 55.4729407)",,,
656199618,Askovvej,tertiary,50,False,True,115.056,"LINESTRING (9.1366118 55.4728732, 9.1363501 55.4728403, 9.1361098 55.4728239, 9.1359795 55.472815, 9.1358153 55.4728038, 9.1351131 55.4727554, 9.1348027 55.4727407)",,,
766581287,Søndergade,tertiary,50,False,False,98.903,"LINESTRING (9.1366118 55.4728732, 9.1363507 55.4722604, 9.1363123 55.4721702, 9.1362738 55.47208, 9.1362434 55.4720086)",,,
