osmid,lanes,name,highway,maxspeed,oneway,reversed,length,bridge,geometry,access
"[28282337, 274218250, 4832718, 1050220277, 1050220278]",2,"['K. A. Larssensgade', 'Havnevej']",tertiary,50,False,False,631.233,yes,"LINESTRING (12.0096179 55.9692408, 12.0097171 55.9693301, 12.0097968 55.9694022, 12.009859 55.9695349, 12.0100922 55.9701823, 12.0101965 55.970472, 12.0102434 55.9705104, 12.0103406 55.9705398, 12.0104452 55.9705525, 12.0121176 55.9705582, 12.0129172 55.9705609, 12.0130912 55.970557, 12.0132333 55.9705538, 12.0133154 55.9705519, 12.0136136 55.9705231, 12.0137945 55.9705096, 12.0140617 55.9705027, 12.0147005 55.9704861, 12.0155778 55.9704634, 12.0158605 55.9704488, 12.0162657 55.9704057, 12.0165771 55.9703539, 12.0169207 55.970273, 12.0174256 55.9701321, 12.0177045 55.9700263, 12.0178103 55.9700016)",
173353602,,Havnevej,unclassified,50,True,False,204.735,,"LINESTRING (12.0096179 55.9692408, 12.0098544 55.9691045, 12.0101639 55.968945, 12.0104979 55.9687975, 12.0111939 55.9684352, 12.0113084 55.9683823, 12.0117235 55.9681596, 12.0120728 55.968019)",
40553340,,Tømmerpladsvej,residential,,False,True,153.14699999999996,,"LINESTRING (12.0164366 55.9717816, 12.0165856 55.97147, 12.0166671 55.9712994, 12.0171967 55.9707097, 12.0172399 55.9706275, 12.017243 55.9705557, 12.0172353 55.9704952)",
272839549,,Havnevej,residential,,False,False,75.708,,"LINESTRING (12.0164366 55.9717816, 12.0170949 55.9718854, 12.0171814 55.9718932, 12.0173344 55.9718854, 12.0176138 55.9719319)",
"[156523818, 1044513838]",,Havnevej,residential,,False,True,215.35399999999998,,"LINESTRING (12.0164366 55.9717816, 12.0158238 55.9716844, 12.0152167 55.9715882, 12.0148539 55.9714879, 12.0146944 55.9714121, 12.0144414 55.9712192, 12.0144267 55.9712031, 12.0141405 55.9708908, 12.0141159 55.9708639, 12.0139161 55.9706458)",
4832719,2,Hermannsgade,tertiary,50,False,False,189.88000000000002,,"LINESTRING (12.0176138 55.9719319, 12.0180694 55.9712849, 12.0185157 55.9706512, 12.0186522 55.9704784, 12.0187485 55.9703818, 12.0187872 55.9703589)",
272839549,,Havnevej,residential,,False,True,75.708,,"LINESTRING (12.0176138 55.9719319, 12.0173344 55.9718854, 12.0171814 55.9718932, 12.0170949 55.9718854, 12.0164366 55.9717816)",
"[317422056, 4371315, 199348246]",,Peder Falsters Vej,tertiary,50,False,"[False, True]",44.336,yes,"LINESTRING (12.0176138 55.9719319, 12.0175719 55.9719887, 12.0174849 55.9721186, 12.0173598 55.9723044)",
4832719,2,Hermannsgade,tertiary,50,False,True,189.88,,"LINESTRING (12.0187872 55.9703589, 12.0187485 55.9703818, 12.0186522 55.9704784, 12.0185157 55.9706512, 12.0180694 55.9712849, 12.0176138 55.9719319)",
"[4832720, 679707349]",2,Hermannsgade,tertiary,50,False,False,71.441,,"LINESTRING (12.0187872 55.9703589, 12.01898 55.9702765, 12.0192373 55.9701726, 12.0194004 55.9700526, 12.0194466 55.9700038, 12.0195463 55.969894)",
33579045,2,K.A. Larssensgade,tertiary,50,False,True,73.13,,"LINESTRING (12.0187872 55.9703589, 12.0181239 55.9700854, 12.01802 55.9700469, 12.0179044 55.9700132, 12.0178103 55.9700016)",
40553410,,Classensgade,unclassified,,False,True,51.28,,"LINESTRING (12.0195463 55.969894, 12.0194939 55.9698121, 12.0195186 55.9696829, 12.019566 55.9694401)",
"[4832720, 679707349]",2,Hermannsgade,tertiary,50,False,True,71.441,,"LINESTRING (12.0195463 55.969894, 12.0194466 55.9700038, 12.0194004 55.9700526, 12.0192373 55.9701726, 12.01898 55.9702765, 12.0187872 55.9703589)",
"[139187615, 679707351]",,Jernbanegade,tertiary,50,False,False,74.453,,"LINESTRING (12.0195463 55.969894, 12.019658 55.9698315, 12.0198497 55.96976, 12.0200136 55.969729, 12.0201829 55.9697021, 12.020642 55.9696998)",
784336628,2,Strandvejen,tertiary,30,False,False,16.329,,"LINESTRING (12.020642 55.9696998, 12.0206626 55.9695534)",
45876520,2,Jernbanegade,tertiary,50,False,False,50.55,,"LINESTRING (12.020642 55.9696998, 12.0209027 55.9697487, 12.0210983 55.9698182, 12.0213333 55.9699276)",
"[679707351, 139187615]",,Jernbanegade,tertiary,50,False,True,74.453,,"LINESTRING (12.020642 55.9696998, 12.0201829 55.9697021, 12.0200136 55.969729, 12.0198497 55.96976, 12.019658 55.9698315, 12.0195463 55.969894)",
784336628,2,Strandvejen,tertiary,30,False,True,16.329,,"LINESTRING (12.0206626 55.9695534, 12.020642 55.9696998)",
33548079,,Anker Heegaardsgade,residential,,False,True,214.522,,"LINESTRING (12.0206626 55.9695534, 12.0209334 55.9695135, 12.0227477 55.9687661, 12.0234743 55.9684554)",
784336628,2,Strandvejen,tertiary,30,False,False,44.858999999999995,,"LINESTRING (12.0206626 55.9695534, 12.0205619 55.9693688, 12.0205166 55.9692585, 12.0205046 55.9691615)",
4832722,,Posthustorvet,residential,,True,False,10.768,,"LINESTRING (12.0205046 55.9691615, 12.0203319 55.9691554)",
784336627,2,Strandvejen,tertiary,30,False,False,69.144,,"LINESTRING (12.0205046 55.9691615, 12.0205034 55.9690859, 12.0204947 55.9685397)",
784336628,2,Strandvejen,tertiary,30,False,True,44.858999999999995,,"LINESTRING (12.0205046 55.9691615, 12.0205166 55.9692585, 12.0205619 55.9693688, 12.0206626 55.9695534)",
4832721,2,Strandvejen,tertiary,30,False,False,24.728,,"LINESTRING (12.0204947 55.9685397, 12.0205108 55.9683175)",
4832723,,Stationspladsen,residential,,False,False,41.326,,"LINESTRING (12.0204947 55.9685397, 12.0201483 55.9685214, 12.0198361 55.9684935)",
784336627,2,Strandvejen,tertiary,30,False,True,69.144,,"LINESTRING (12.0204947 55.9685397, 12.0205034 55.9690859, 12.0205046 55.9691615)",
139188036,,Posthustorvet,unclassified,,True,False,67.799,,"LINESTRING (12.0197354 55.9690983, 12.0197175 55.969045, 12.0197317 55.9689871, 12.0197595 55.9688559, 12.0197719 55.9687972, 12.0197973 55.9686772, 12.0198186 55.9685763, 12.0198361 55.9684935)",
4832723,,Stationspladsen,residential,,False,True,41.326,,"LINESTRING (12.0198361 55.9684935, 12.0201483 55.9685214, 12.0204947 55.9685397)",
"[33582313, 679707343]",2,Skolegade,residential,50,False,False,42.235,,"LINESTRING (12.0233364 55.9710867, 12.0234879 55.9711728, 12.0238127 55.9713573)",
"[679707345, 30105228]","['2', '3']",Egil Harders Gade,tertiary,50,False,False,133.635,,"LINESTRING (12.0233364 55.9710867, 12.0231612 55.9712213, 12.0231106 55.9712602, 12.0229496 55.971384, 12.0228535 55.9714647, 12.0227266 55.9715712, 12.0226289 55.9716852, 12.0225742 55.9717491, 12.0224656 55.9718759, 12.0223898 55.9719898, 12.0222964 55.97213)",
"[45876520, 679707347]","['2', '3']",Jernbanegade,tertiary,50,False,True,66.275,,"LINESTRING (12.0233364 55.9710867, 12.0231965 55.9710154, 12.0230161 55.9709233, 12.022571 55.9706725)",
