osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,bridge,tunnel
885689123,2,Søndergade,tertiary,50,False,True,43.041,"LINESTRING (8.487735 55.61637, 8.4881543 55.6160638)",,
29993125,,Hjertingvej,tertiary,50,False,False,330.782,"LINESTRING (8.487735 55.61637, 8.4876501 55.6162915, 8.4875473 55.6162101, 8.487424 55.6161646, 8.4872607 55.6161329, 8.4867091 55.6161112, 8.4865683 55.6160934, 8.4864168 55.6160559, 8.4852945 55.6156559, 8.483999 55.6152099, 8.48323 55.6149451)",,
38326499,,Gellerupvej,tertiary,50,False,True,115.119,"LINESTRING (8.487735 55.61637, 8.487819 55.616465, 8.487864 55.6165582, 8.4879484 55.6168843, 8.4879698 55.6169119, 8.4879934 55.6169425, 8.4880703 55.6169806, 8.4886814 55.6171436)",,
"[167786905, 25539882, 164379485]",2,"['Søndergade', 'Viadukten']",tertiary,50,False,False,139.935,"LINESTRING (8.487735 55.61637, 8.4870496 55.6166314, 8.4864393 55.6168618, 8.486099 55.6169659, 8.4858351 55.6170192)",yes,
8174222,2,Slotsgade,tertiary,40,False,False,54.120000000000005,"LINESTRING (8.4812795 55.619449, 8.4812238 55.6194554, 8.4811648 55.6194539, 8.4811037 55.6194466, 8.4806189 55.6193505, 8.4804568 55.619322)",,
26978142,2,Torvegade,tertiary,40,False,True,84.09,"LINESTRING (8.4812795 55.619449, 8.4813137 55.6194384, 8.4813419 55.6194217, 8.4813633 55.619402, 8.4816178 55.6189216, 8.4817092 55.6187423)",,
25202907,2,Storegade,tertiary,50,False,False,37.299,"LINESTRING (8.4846216 55.6171326, 8.4844908 55.6174598)",,
25539882,2,Viadukten,tertiary,50,False,True,77.24300000000001,"LINESTRING (8.4846216 55.6171326, 8.4847588 55.6171225, 8.4858351 55.6170192)",,
"[962539688, 143309853]",2,Jernbanegade,tertiary,50,False,True,75.944,"LINESTRING (8.4846216 55.6171326, 8.4845662 55.617014, 8.4844413 55.616719, 8.4843756 55.616585, 8.4843316 55.6165489, 8.4842153 55.6165145)",,
"[1212129865, 25539883]",2,Torvegade,tertiary,"['40', '50']",False,False,120.93900000000001,"LINESTRING (8.4846216 55.6171326, 8.4842717 55.6171706, 8.4840984 55.6171894, 8.4840459 55.6171951, 8.4835252 55.6172663, 8.4830214 55.6173351, 8.4828993 55.6173533, 8.4827521 55.6173878)",,
25202907,2,Storegade,tertiary,50,False,True,37.299,"LINESTRING (8.4844908 55.6174598, 8.4846216 55.6171326)",,
"[167786906, 885689124]",2,Storegade,tertiary,40,False,False,31.035000000000004,"LINESTRING (8.4844908 55.6174598, 8.4844854 55.6174688, 8.4844013 55.6176076, 8.4843557 55.6176784, 8.4843269 55.6177231)",,
25539884,,Storegade,unclassified,40,False,False,64.063,"LINESTRING (8.4830145 55.6210937, 8.4829035 55.6211458, 8.482872 55.6211867, 8.4828449 55.6213016, 8.4828274 55.6213761, 8.4827669 55.6216328)",,
25539885,2,Østergade,tertiary,40,False,False,38.514,"LINESTRING (8.4830145 55.6210937, 8.4830691 55.6211408, 8.4831256 55.6211807, 8.4833695 55.6213145, 8.4834292 55.6213472)",,
26978145,2,Storegade,tertiary,40,False,True,31.291000000000004,"LINESTRING (8.4830145 55.6210937, 8.4829995 55.6210491, 8.4829882 55.6210046, 8.482999 55.6208977, 8.4830268 55.6208152)",,
25203062,,Nygade,unclassified,40,False,False,84.301,"LINESTRING (8.4827669 55.6216328, 8.4817652 55.6215318, 8.4814482 55.6214911)",,
25539884,,Storegade,unclassified,40,False,True,64.063,"LINESTRING (8.4827669 55.6216328, 8.4828274 55.6213761, 8.4828449 55.6213016, 8.482872 55.6211867, 8.4829035 55.6211458, 8.4830145 55.6210937)",,
25203062,,Nygade,unclassified,40,False,True,15.77,"LINESTRING (8.4812317 55.6214209, 8.4813343 55.6214631, 8.4814482 55.6214911)",,
25203116,,Smedegade,residential,40,False,False,89.148,"LINESTRING (8.4812317 55.6214209, 8.4808723 55.6212145, 8.4806457 55.6210861, 8.4805899 55.6210551, 8.4802134 55.6208626)",,
25203119,,Apotekerhaven,residential,50,False,True,76.537,"LINESTRING (8.4798853 55.6216186, 8.4796697 55.6216774, 8.4795641 55.6217073, 8.4794671 55.6217341, 8.4793491 55.6217453, 8.4791358 55.6217409, 8.4787505 55.6218358)",,
99260124,,Nørregade,residential,50,True,False,35.865,"LINESTRING (8.4784784 55.6215522, 8.4787505 55.6218358)",,
25539885,2,Østergade,tertiary,40,False,True,128.073,"LINESTRING (8.4848663 55.622163, 8.4848405 55.6221374, 8.4847606 55.6220883, 8.4844559 55.6219194, 8.4834292 55.6213472)",,
29993390,,Abildvej,residential,,False,False,172.44799999999998,"LINESTRING (8.4846818 55.6136287, 8.4838205 55.6144097, 8.4836151 55.614596, 8.48323 55.6149451)",,
29993125,,Hjertingvej,tertiary,50,False,False,174.184,"LINESTRING (8.48323 55.6149451, 8.4808591 55.6141321)",,
29993125,,Hjertingvej,tertiary,50,False,True,330.7820000000001,"LINESTRING (8.48323 55.6149451, 8.483999 55.6152099, 8.4852945 55.6156559, 8.4864168 55.6160559, 8.4865683 55.6160934, 8.4867091 55.6161112, 8.4872607 55.6161329, 8.487424 55.6161646, 8.4875473 55.6162101, 8.4876501 55.6162915, 8.487735 55.61637)",,
29993390,,Abildvej,residential,,False,True,172.448,"LINESTRING (8.48323 55.6149451, 8.4836151 55.614596, 8.4838205 55.6144097, 8.4846818 55.6136287)",,
