osmid,ref,highway,maxspeed,junction,oneway,reversed,length,lanes,name,geometry
939052774,6,primary,50,roundabout,True,False,4.297,,,"LINESTRING (12.4017254 55.9778414, 12.4016699 55.9778644)"
4402097,6,primary,50,,True,False,75.31700000000001,1,Helsingørsvej,"LINESTRING (12.4017254 55.9778414, 12.4017945 55.9778786, 12.4023025 55.978158, 12.4025638 55.9783292)"
25414357,,residential,,,False,False,126.707,,Slottet,"LINESTRING (12.3958344 55.9814981, 12.3959771 55.9803614)"
39953298,,residential,,,False,False,39.751,,Slotsgade,"LINESTRING (12.3960269 55.980005, 12.3959771 55.9803614)"
182152748,,residential,,,False,False,84.019,,Jernbanegade,"LINESTRING (12.3960269 55.980005, 12.3961334 55.9800016, 12.3961947 55.9799892, 12.3964823 55.9798698, 12.396928 55.9796915, 12.3969945 55.9796322, 12.397011 55.9795991, 12.3970341 55.9795527)"
260361476,,residential,,,False,True,70.14399999999999,,Slotsgade,"LINESTRING (12.3960269 55.980005, 12.3960844 55.9795936, 12.3961002 55.9794804, 12.3961148 55.9793761)"
25414363,,residential,,,False,False,123.97799999999998,,Rosingsvej,"LINESTRING (12.4003297 55.9790175, 12.4001366 55.9791101, 12.3999334 55.9792075, 12.3998118 55.9792658, 12.399739 55.9792858, 12.3996858 55.9792944, 12.3994028 55.9793199, 12.3992727 55.979339, 12.3991674 55.979375, 12.3990819 55.979405, 12.3989964 55.979435, 12.3989046 55.9794512, 12.3988214 55.9794579, 12.3987335 55.9794547, 12.3985782 55.9794344)"
33840858,,residential,,,False,True,96.265,,Tinghusvej,"LINESTRING (12.4003297 55.9790175, 12.4004735 55.979107, 12.4005849 55.9791382, 12.4008847 55.9791946, 12.4009749 55.9792116, 12.4014658 55.9795405, 12.4014853 55.9795535)"
1208372084,,residential,,,False,True,61.45099999999999,,Tinghusvej,"LINESTRING (12.4003297 55.9790175, 12.4002916 55.9789888, 12.4000969 55.978845, 12.3997337 55.9785768)"
1208372085,,residential,,,False,False,116.839,,Rosingsvej,"LINESTRING (12.4003297 55.9790175, 12.4006918 55.9788724, 12.4009289 55.9787766, 12.4011554 55.9786919, 12.4015586 55.9785411, 12.4015957 55.9785272, 12.4017347 55.9784627, 12.4018559 55.9784064)"
