osmid,highway,maxspeed,junction,oneway,reversed,length,geometry,name
303430458,tertiary,50,roundabout,True,False,50.37100000000001,"LINESTRING (12.4955663 55.9367508, 12.4954788 55.9367514, 12.4950589 55.9366656, 12.4950057 55.9366417, 12.4949776 55.9366131, 12.4949588 55.9365682, 12.4949693 55.936532)",
793306119,residential,20,,False,False,53.7,"LINESTRING (12.4955663 55.9367508, 12.4955762 55.9367928, 12.4955862 55.9368347, 12.4955766 55.9369002, 12.4955505 55.9369635, 12.4954076 55.9371008, 12.495283 55.9371841)",Holtebakken
26114656,tertiary,50,,False,True,15.809,"LINESTRING (12.4988451 55.9370338, 12.4990989 55.9370317)",Nivåvej
26114656,tertiary,50,,False,False,200.447,"LINESTRING (12.4988451 55.9370338, 12.4980972 55.9369983, 12.4974896 55.9369444, 12.4969493 55.9368884, 12.4963399 55.9367969, 12.4961224 55.9367606, 12.49578 55.9367035, 12.4956956 55.9366894)",Nivåvej
40551520,tertiary,50,,False,True,190.32799999999997,"LINESTRING (12.5035472 55.9323435, 12.5030768 55.9324855, 12.5021948 55.9327531, 12.5021915 55.9327542, 12.5016677 55.9329121, 12.5013075 55.9330207, 12.5008573 55.9331555)",Niverødvej
753753826,residential,50,,False,False,102.368,"LINESTRING (12.5035472 55.9323435, 12.5035533 55.9323146, 12.5037275 55.9314857, 12.5037394 55.9314292)",Niverødvej
"[189811731, 905057702]",residential,50,,False,True,76.881,"LINESTRING (12.5035472 55.9323435, 12.5038006 55.9322844, 12.5038541 55.9322679, 12.5039075 55.9322514, 12.5046369 55.9320206)",Niverødvej
26664495,residential,,,False,True,25.381999999999998,"LINESTRING (12.4948704 55.9358468, 12.494803 55.9358704, 12.4947112 55.9359014, 12.4945959 55.9360069)",Niverødvej
40551520,tertiary,50,,False,False,203.95800000000003,"LINESTRING (12.4948704 55.9358468, 12.4948576 55.9357604, 12.4948901 55.9356866, 12.4956911 55.934792, 12.4958756 55.9346451, 12.4960551 55.9345372, 12.4962062 55.9344798, 12.4964189 55.93442, 12.4965913 55.9343715)",Niverødvej
40551520,tertiary,50,,False,True,72.903,"LINESTRING (12.4948704 55.9358468, 12.4949258 55.9359151, 12.4950753 55.9360589, 12.4951289 55.9361453, 12.4951557 55.9362244, 12.4951884 55.9364133, 12.4951974 55.9364655)",Niverødvej
26114656,tertiary,50,,False,False,85.751,"LINESTRING (12.5004714 55.9369799, 12.4996716 55.9370262, 12.4990989 55.9370317)",Nivåvej
26114656,tertiary,50,,False,True,322.096,"LINESTRING (12.5004714 55.9369799, 12.5009635 55.9369263, 12.501252 55.9368948, 12.5019346 55.9367834, 12.5024556 55.9366833, 12.503092 55.9365336, 12.5040226 55.9362811, 12.5052739 55.9359417)",Nivåvej
40551489,residential,50,,False,True,41.691,"LINESTRING (12.5004714 55.9369799, 12.5004609 55.9369382, 12.5003784 55.9366086)",Murertoften
753753826,residential,50,,False,True,102.368,"LINESTRING (12.5037394 55.9314292, 12.5037275 55.9314857, 12.5035533 55.9323146, 12.5035472 55.9323435)",Niverødvej
